@400000005e786ac82e5ffade #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e786ac91cb61892 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e786c4b33b10810 #d,-,18,2681,2355,1158,310,1,208574,12931,2681,2357,1168,2677,2355,1157,97,100,0,500,2741;
@400000005e786c4d33c08d15 #d,-,18,2683,2355,1159,311,1,208535,12929,2683,2356,1161,2681,2353,1157,98,100,0,500,2735;
@400000005e786c4d33cb6290 #d,-,18,2687,2351,1165,312,1,208556,12930,2687,2355,1188,2683,2351,1159,98,100,0,500,2741;
@400000005e786c4f33dbf876 #d,-,18,2691,2355,1159,313,1,208464,12924,2691,2355,1165,2687,2351,1155,97,100,0,500,2758;
@400000005e786c4f33e6ba62 #d,-,18,2693,2354,1159,313,1,208427,12922,2693,2355,1161,2691,2353,1159,98,100,0,500,2739;
@400000005e786c5133f5931c #d,-,18,2694,2353,1160,314,1,208390,12920,2694,2354,1161,2693,2352,1159,98,100,0,500,2739;
@400000005e786c5133ffef84 #d,-,18,2695,2354,1161,315,1,208353,12917,2695,2354,1162,2694,2352,1159,98,100,0,500,2737;
@400000005e786c533410b042 #d,-,18,2697,2355,1179,316,1,208321,12915,2697,2355,1188,2695,2354,1159,98,100,0,500,2739;
@400000005e786c53341af91b #d,-,18,2700,2353,1158,316,1,208284,12913,2700,2355,1179,2697,2353,1153,97,100,0,500,2764;
@400000005e786c55342b0708 #d,-,18,2701,2352,1159,317,1,208247,12911,2701,2354,1161,2700,2352,1158,98,100,0,500,2737;
@400000005e786c55343645c0 #d,-,18,2701,2353,1160,318,1,208210,12909,2701,2353,1161,2701,2351,1159,98,100,0,500,2735;
@400000005e786c5734449df5 #d,-,18,2701,2353,1159,319,1,208174,12906,2701,2355,1162,2701,2353,1158,98,100,0,500,2737;
@400000005e786c57344f500b #d,-,18,2701,2354,1187,319,1,208194,12908,2701,2355,1188,2701,2352,1159,98,100,0,500,2737;
@400000005e786c59345f1288 #d,-,18,2705,2355,1160,320,1,208106,12902,2705,2355,1187,2701,2352,1153,97,100,0,500,2762;
@400000005e786c5934697ec6 #d,-,18,2704,2353,1159,321,1,208071,12900,2705,2355,1161,2704,2353,1159,98,100,0,500,2735;
@400000005e786c5b347895e6 #d,-,18,2704,2354,1160,322,1,208035,12898,2704,2354,1161,2704,2352,1158,98,100,0,500,2739;
@400000005e786c5b34833cd0 #d,-,18,2704,2351,1160,322,2,207999,12895,2704,2354,1161,2704,2351,1158,98,100,0,500,2735;
@400000005e786c5d3492e804 #d,-,18,2704,2353,1187,323,2,207967,12893,2704,2353,1187,2704,2351,1160,98,100,0,500,2737;
@400000005e786c5d349e0800 #d,-,18,2707,2353,1160,324,2,207933,12891,2707,2355,1189,2704,2353,1153,97,100,0,500,2764;
@400000005e786c5f34ae5f81 #d,-,18,2706,2355,1158,325,2,207898,12889,2707,2355,1161,2706,2352,1158,98,100,0,500,2735;
@400000005e786c5f34b8ea7a #d,-,18,2706,2352,1161,325,2,207863,12887,2706,2355,1161,2706,2351,1158,99,100,0,500,2733;
@400000005e786c6134c83d35 #d,-,18,2705,2351,1160,326,2,207879,12888,2706,2353,1161,2705,2351,1159,98,100,0,500,2737;
@400000005e786c6134d289c8 #d,-,18,2705,2353,1183,327,2,207795,12883,2705,2353,1183,2705,2349,1159,98,100,0,500,2735;
@400000005e786c6334de9740 #d,-,18,2708,2353,1160,328,2,207763,12881,2708,2354,1189,2705,2352,1153,97,100,0,500,2764;
@400000005e786c6334e66f2f #d,-,18,2712,2350,1751,329,2,207846,12886,2712,2353,1751,2708,2349,1158,98,100,0,500,2744;
@400000005e786c6534f74823 #d,-,18,3794,2350,1478,329,2,207936,12892,3794,2352,1751,2712,2350,1328,99,100,0,500,3823;
@400000005e786c65350253a2 #d,-,18,3427,2351,1711,331,2,208055,12899,3794,2354,1711,3427,2349,1262,99,100,0,500,3452;
@400000005e786c67350eded5 #d,-,18,3740,2353,1230,331,2,208154,12905,3740,2353,1724,3427,2350,1223,99,100,0,500,3751;
@400000005e786c673519df27 #d,-,18,3331,2349,1615,332,2,208264,12912,3740,2354,1635,3331,2349,1230,97,100,0,500,3401;
@400000005e786c69352934ae #d,-,18,3695,2352,1210,333,2,208389,12920,3695,2353,1721,3331,2348,1210,98,100,0,500,3734;
@400000005e786c693533822f #d,-,18,3326,2351,1298,334,2,208475,12925,3695,2352,1633,3326,2347,1206,97,100,0,500,3395;
@400000005e786c6b35404f82 #d,-,18,3665,2352,1313,335,2,208671,12937,3665,2352,1722,3326,2348,1276,98,100,0,500,3703;
@400000005e786c6b3546a402 #d,-,18,3298,2354,1468,336,2,208691,12938,3665,2354,1625,3298,2350,1156,97,100,0,500,3390;
@400000005e786c6d3556ad47 #d,-,18,3199,2353,1160,337,2,208661,12937,3298,2355,1468,3199,2353,1149,96,100,0,500,3324;
@400000005e786c6d35613487 #d,-,18,2677,2353,1162,338,2,208624,12934,3199,2354,1169,2677,2353,1127,98,100,0,500,2714;
@400000005e786c6f3571deea #d,-,18,2680,2354,1159,338,2,208588,12932,2680,2354,1162,2677,2352,1158,97,100,0,500,2739;
@400000005e786c6f357c6270 #d,-,18,2683,2353,1160,339,2,208553,12930,2683,2354,1161,2680,2352,1159,98,100,0,500,2737;
@400000005e786c71358d1f74 #d,-,18,2686,2354,1162,340,2,208568,12931,2686,2355,1164,2683,2352,1160,97,100,0,500,2741;
@400000005e786c7135978709 #d,-,18,2692,2352,1153,341,2,208538,12929,2692,2354,1190,2686,2351,1151,97,100,0,500,2758;
@400000005e786c7335a77cbf #d,-,18,2694,2353,1158,341,2,208454,12924,2694,2355,1162,2692,2352,1153,98,100,0,500,2744;
@400000005e786c7335b2c3d9 #d,-,18,2694,2351,1160,342,2,208419,12922,2694,2353,1161,2694,2351,1158,98,100,0,500,2735;
@400000005e786c7535c3a7fa #d,-,18,2696,2353,1159,343,2,208385,12919,2696,2353,1162,2694,2351,1159,98,100,0,500,2737;
@400000005e786c7535ce3b55 #d,-,18,2696,2353,1160,344,2,208351,12917,2696,2353,1161,2696,2351,1159,98,100,0,500,2735;
@400000005e786c7735df5a23 #d,-,18,2700,2354,1153,344,2,208322,12915,2700,2355,1189,2696,2352,1153,98,100,0,500,2749;
@400000005e786c7735e9d901 #d,-,18,2701,2355,1159,345,2,208288,12913,2701,2355,1161,2700,2353,1152,98,100,0,500,2751;
@400000005e786c7935fac584 #d,-,18,2701,2353,1159,346,2,208254,12911,2701,2355,1161,2701,2352,1159,98,100,0,500,2737;
@400000005e786c79360525a6 #d,-,18,2702,2351,1161,347,2,208220,12909,2702,2353,1162,2701,2351,1159,98,100,0,500,2737;
@400000005e786c7b36163d00 #d,-,18,2702,2354,1160,348,2,208235,12910,2702,2354,1161,2702,2350,1160,98,100,0,500,2735;
@400000005e786c7b3620724b #d,-,18,2703,2353,1159,348,2,208158,12905,2703,2354,1188,2702,2352,1159,98,100,0,500,2742;
@400000005e786c7d362f896b #d,-,18,2705,2353,1159,349,2,208125,12903,2705,2354,1161,2703,2352,1153,98,100,0,500,2757;
@400000005e786c7d3639f5a8 #d,-,18,2704,2354,1159,350,2,208092,12901,2705,2355,1160,2704,2352,1158,98,100,0,500,2735;
@400000005e786c7f364ac193 #d,-,18,2704,2354,1160,351,2,208059,12899,2704,2355,1161,2704,2353,1158,98,100,0,500,2737;
@400000005e786c7f365558a7 #d,-,18,2704,2355,1159,351,2,208026,12897,2704,2355,1160,2704,2352,1158,98,100,0,500,2737;
@400000005e786c813665dfa7 #d,-,18,2704,2354,1170,352,2,207998,12895,2704,2355,1188,2704,2353,1158,98,100,0,500,2737;
@400000005e786c8136705357 #d,-,18,2707,2355,1158,353,2,208013,12896,2707,2356,1170,2704,2353,1152,98,100,0,500,2758;
@400000005e786c83368133bf #d,-,18,2706,2353,1159,354,2,207980,12894,2707,2355,1160,2706,2353,1158,98,100,0,500,2737;
@400000005e786c83368b7c98 #d,-,18,2706,2354,1159,354,2,207948,12892,2706,2354,1160,2706,2351,1158,98,100,0,500,2737;
@400000005e786c85369b91f9 #d,-,18,2705,2352,1159,355,2,207869,12887,2706,2354,1161,2705,2352,1159,98,100,0,500,2737;
@400000005e786c8536a6e086 #d,-,18,2705,2354,1182,356,2,207842,12886,2705,2354,1186,2705,2352,1158,98,100,0,500,2737;
@400000005e786c8736b35f9e #d,-,18,2895,2353,1714,357,2,207933,12891,2895,2354,1714,2705,2353,1153,100,100,0,500,2895;
@400000005e786c8736b9a449 #d,-,18,3635,2350,1534,358,2,207987,12895,3635,2355,1714,2895,2350,1236,97,100,0,500,3726;
@400000005e786c8936c94cb2 #d,-,18,3365,2350,1704,359,2,208093,12901,3635,2353,1704,3365,2349,1244,99,100,0,500,3369;
@400000005e786c8936d429a0 #d,-,18,3725,2353,1228,360,2,208182,12907,3725,2354,1709,3365,2350,1216,99,100,0,500,3734;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
