@400000005e62014d2a1aa790 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e62014e1876dd3b #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e6202d632abfc14 #d,-,18,4549,2348,2005,434,2,288619,17894,4550,2348,2007,4549,2345,1967,96,100,0,501,4694;
@400000005e6202d632b6d902 #d,-,18,4549,2345,1974,436,2,288716,17900,4549,2348,2008,4549,2345,1968,96,100,0,501,4692;
@400000005e6202d832c9099f #d,-,18,4548,2346,1967,437,2,288812,17906,4549,2348,2006,4548,2345,1964,96,100,0,501,4692;
@400000005e6202d832d4ffcf #d,-,18,4550,2348,1980,438,2,288908,17912,4550,2348,2004,4548,2345,1965,96,100,0,500,4702;
@400000005e6202da32e6172a #d,-,18,4549,2346,1993,439,2,289005,17918,4550,2348,1999,4549,2346,1968,96,100,0,500,4697;
@400000005e6202da32f10b60 #d,-,18,4548,2345,1994,441,2,289102,17924,4549,2348,2005,4548,2345,1968,97,100,0,500,4687;
@400000005e6202dc3302f623 #d,-,18,4547,2348,1958,442,2,289195,17930,4548,2348,2005,4547,2344,1958,96,100,0,500,4692;
@400000005e6202dc331010c3 #d,-,18,4549,2345,1977,443,2,289290,17936,4549,2348,2009,4547,2345,1957,96,100,0,500,4697;
@400000005e6202dc33196fd9 #d,-,18,4549,2347,1989,445,2,289458,17946,4549,2348,2000,4549,2345,1968,96,100,0,500,4704;
@400000005e6202de33284032 #d,-,18,4549,2347,1996,446,2,289553,17952,4549,2347,2007,4549,2345,1965,96,100,0,500,4697;
@400000005e6202de33324aa5 #d,-,18,4548,2346,1977,447,2,289573,17953,4549,2347,2005,4548,2345,1966,97,100,0,500,4687;
@400000005e6202e033433ae2 #d,-,18,4548,2347,1966,448,2,289664,17959,4548,2347,2006,4548,2345,1966,96,100,0,500,4694;
@400000005e6202e0334e2b5f #d,-,18,4549,2345,1981,450,2,289757,17964,4549,2348,2002,4548,2344,1966,96,100,0,500,4702;
@400000005e6202e2335dcb66 #d,-,18,4549,2346,1996,451,2,289849,17970,4549,2346,2004,4549,2344,1966,96,100,0,500,4697;
@400000005e6202e23367ab03 #d,-,18,4547,2345,1996,452,2,289941,17976,4549,2346,2001,4547,2344,1971,97,100,0,500,4685;
@400000005e6202e433778d2a #d,-,18,4547,2346,1970,453,2,290031,17981,4547,2346,2004,4547,2345,1968,96,100,0,500,4692;
@400000005e6202e433823b87 #d,-,18,4549,2346,1971,455,2,290122,17987,4549,2346,1999,4547,2345,1967,96,100,0,500,4702;
@400000005e6202e63391db8f #d,-,18,4549,2344,1993,456,2,290284,17997,4549,2347,2001,4549,2344,1971,96,100,0,500,4702;
@400000005e6202e6339b9b81 #d,-,18,4548,2346,2008,457,2,290305,17998,4549,2346,2011,4548,2344,1966,96,100,0,500,4694;
@400000005e6202e833ab5779 #d,-,18,4549,2345,1979,458,2,290465,18008,4549,2346,2008,4548,2344,1964,96,100,0,500,4697;
@400000005e6202e833b5a7c6 #d,-,18,4549,2347,1970,460,2,290482,18009,4549,2347,2009,4549,2345,1966,96,100,0,500,4697;
@400000005e6202ea33c66d2b #d,-,18,4551,2346,1986,461,2,290572,18015,4551,2347,2000,4549,2345,1970,96,100,0,500,4711;
@400000005e6202ea33d0d107 #d,-,18,4550,2346,1997,462,2,290662,18021,4551,2348,1999,4550,2345,1969,96,100,0,500,4697;
@400000005e6202ec33e134a2 #d,-,18,4550,2348,1982,463,2,290749,18026,4550,2348,1998,4550,2346,1973,96,100,0,500,4694;
@400000005e6202ec33eaf0db #d,-,18,4549,2347,1970,465,2,290834,18031,4550,2349,1995,4549,2346,1967,96,100,0,500,4690;
@400000005e6202ee340444b9 #d,-,18,4550,2346,1981,466,2,290991,18041,4550,2349,2002,4549,2345,1965,96,100,0,500,4702;
@400000005e6202ee3417c944 #d,-,18,4550,2348,1785,467,2,291057,18045,4550,2348,1993,4550,2346,1785,96,100,0,500,4697;
@400000005e6202f034267ae1 #d,-,18,4104,2351,1192,468,2,290873,18034,4550,2351,1785,4104,2345,1192,94,100,0,500,4348;
@400000005e6202f0343046ee #d,-,18,2852,2349,1193,469,2,290623,18018,4104,2351,1219,2852,2349,1157,89,100,0,500,3171;
@400000005e6202f234403ca5 #d,-,18,2589,2351,1184,470,2,290373,18003,2852,2351,1196,2589,2349,1183,90,100,0,500,2848;
@400000005e6202f234498af7 #d,-,18,2588,2352,1180,470,2,290120,17987,2589,2352,1188,2588,2349,1178,91,100,0,500,2836;
@400000005e6202f43458a218 #d,-,18,2584,2350,1175,471,2,289865,17971,2588,2352,1180,2584,2350,1168,91,100,0,500,2815;
@400000005e6202f434625323 #d,-,18,2579,2351,1173,472,2,289681,17960,2584,2351,1180,2579,2349,1172,92,100,0,500,2801;
@400000005e6202f63471eac9 #d,-,18,2574,2351,1173,472,2,289427,17944,2579,2351,1177,2574,2348,1170,91,100,0,500,2803;
@400000005e6202f6347b689b #d,-,18,2568,2349,1165,473,2,289171,17928,2574,2351,1173,2568,2349,1164,92,100,0,500,2791;
@400000005e6202f8348a06a9 #d,-,18,2563,2351,1168,474,2,288849,17908,2568,2351,1170,2563,2348,1164,91,100,0,500,2787;
@400000005e6202f83493e645 #d,-,18,2557,2349,1163,475,2,288595,17892,2563,2351,1168,2557,2349,1158,92,100,0,500,2777;
@400000005e6202fa34a30980 #d,-,18,2551,2351,1159,475,2,288341,17877,2557,2351,1163,2551,2348,1158,92,100,0,500,2770;
@400000005e6202fa34ac7ef1 #d,-,18,2546,2349,1162,476,2,288089,17861,2551,2351,1164,2546,2349,1158,91,100,0,500,2770;
@400000005e6202fc34bbcd04 #d,-,18,2541,2349,1153,477,2,287836,17845,2546,2351,1163,2541,2349,1153,91,100,0,500,2770;
@400000005e6202fc34c51c45 #d,-,18,2536,2350,1161,477,2,287584,17830,2541,2351,1162,2536,2348,1153,91,100,0,500,2761;
@400000005e6202fe34d41863 #d,-,18,2531,2349,1154,478,2,287400,17818,2536,2351,1161,2531,2348,1154,91,100,0,500,2765;
@400000005e6202fe34dd768b #d,-,18,2526,2349,1151,479,2,287147,17803,2531,2352,1156,2526,2349,1150,91,100,0,500,2758;
@400000005e62030034ecf32f #d,-,18,2521,2349,1153,479,2,286831,17783,2526,2350,1156,2521,2347,1150,91,100,0,500,2749;
@400000005e62030034f65d72 #d,-,18,2517,2348,1151,480,2,286582,17768,2521,2350,1156,2517,2347,1149,91,100,0,500,2751;
@400000005e62030235059f69 #d,-,18,2513,2349,1151,481,2,286332,17752,2517,2351,1154,2513,2348,1144,91,100,0,500,2746;
@400000005e620302350f09ad #d,-,18,2508,2349,1145,481,2,286081,17737,2513,2349,1152,2508,2347,1145,91,100,0,500,2739;
@400000005e620304351e4431 #d,-,18,2502,2348,1144,482,2,285830,17721,2508,2350,1149,2502,2348,1142,91,100,0,500,2732;
@400000005e6203043527ae74 #d,-,18,2497,2349,1142,483,2,285647,17710,2502,2349,1150,2497,2348,1141,91,100,0,500,2732;
@400000005e6203063536e53f #d,-,18,2493,2347,1143,483,3,285334,17690,2497,2349,1147,2493,2346,1139,91,100,0,500,2730;
@400000005e62030635403391 #d,-,18,2489,2351,1146,484,3,285153,17679,2493,2351,1148,2489,2347,1140,91,100,0,500,2727;
@400000005e620308354ef149 #d,-,18,2486,2350,1146,485,3,284844,17660,2489,2351,1148,2486,2349,1143,90,100,0,500,2732;
@400000005e6203083558cc3d #d,-,18,2483,2348,1144,486,3,284599,17645,2486,2350,1148,2483,2347,1142,90,100,0,500,2734;
@400000005e62030a356874a7 #d,-,18,2480,2350,1141,486,3,284354,17630,2483,2350,1145,2480,2347,1140,90,100,0,500,2727;
@400000005e62030a3571e2a4 #d,-,18,2477,2350,1144,487,3,284112,17614,2480,2350,1145,2477,2348,1140,90,100,0,500,2725;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
