@400000005e7daf4701799b8e #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e7daf472b6403eb #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e7db0c806c71bc8 #d,-,18,2428,2356,1128,269,1,182371,11307,2428,2356,1132,2427,2355,1125,89,100,0,500,2704;
@400000005e7db0c806cfaee8 #d,-,18,2428,2353,1132,269,1,182350,11305,2428,2357,1132,2428,2353,1126,89,100,0,500,2704;
@400000005e7db0ca06dce579 #d,-,18,2427,2355,1130,270,1,182328,11304,2428,2355,1135,2427,2353,1126,89,100,0,500,2704;
@400000005e7db0ca06e59bfd #d,-,18,2427,2356,1129,271,1,182307,11303,2427,2356,1134,2427,2355,1127,89,100,0,500,2706;
@400000005e7db0cc06f1b591 #d,-,18,2427,2357,1130,271,1,182286,11301,2427,2357,1134,2427,2356,1125,89,100,0,500,2704;
@400000005e7db0cc06fabe0b #d,-,18,2427,2358,1128,272,1,182264,11300,2427,2358,1132,2427,2356,1125,89,100,0,500,2706;
@400000005e7db0ce0707b635 #d,-,18,2427,2356,1131,273,1,182290,11302,2427,2359,1133,2427,2356,1125,89,100,0,500,2704;
@400000005e7db0ce0710459c #d,-,18,2426,2355,1130,273,1,182270,11300,2427,2356,1136,2426,2354,1129,89,100,0,500,2706;
@400000005e7db0d0071e4822 #d,-,18,2427,2354,1136,274,1,182250,11299,2427,2357,1136,2426,2353,1130,89,100,0,500,2713;
@400000005e7db0d00727e0f6 #d,-,18,2557,2351,1366,275,1,182251,11299,2557,2354,1366,2427,2350,1136,91,100,0,500,2791;
@400000005e7db0d2073667bb #d,-,18,2898,2352,1336,276,1,182328,11304,2898,2353,1370,2557,2350,1317,93,100,0,500,3116;
@400000005e7db0d2073f83c4 #d,-,18,2968,2355,1335,276,1,182405,11309,2968,2355,1340,2898,2352,1332,93,100,0,500,3189;
@400000005e7db0d4074db032 #d,-,18,2862,2355,1165,277,1,182420,11310,2968,2356,1337,2862,2354,1157,91,100,0,500,3130;
@400000005e7db0d407574193 #d,-,18,2533,2357,1191,278,1,182424,11310,2862,2357,1202,2533,2354,1165,90,100,0,500,2801;
@400000005e7db0d60765f330 #d,-,18,2591,2357,1188,279,1,182433,11310,2591,2357,1196,2533,2356,1188,90,100,0,500,2848;
@400000005e7db0d6076f276f #d,-,18,2591,2356,1183,279,1,182441,11311,2591,2357,1193,2591,2355,1183,90,100,0,500,2851;
@400000005e7db0d8077b4fea #d,-,18,2521,2356,1142,280,1,182426,11310,2591,2357,1183,2521,2355,1128,90,100,0,500,2798;
@400000005e7db0d807846bf2 #d,-,18,2461,2355,1142,281,1,182411,11309,2521,2357,1145,2461,2355,1140,89,100,0,500,2737;
@400000005e7db0da079106fa #d,-,18,2461,2355,1146,281,1,182397,11308,2461,2356,1146,2461,2354,1141,90,100,0,500,2734;
@400000005e7db0da0799a9f0 #d,-,18,2461,2356,1132,282,1,182380,11307,2461,2356,1146,2461,2355,1131,90,100,0,500,2734;
@400000005e7db0dc07a7ceeb #d,-,18,2459,2354,1138,283,1,182408,11309,2461,2356,1138,2459,2354,1130,90,100,0,500,2718;
@400000005e7db0dc07b18b24 #d,-,18,2579,2353,1369,284,1,182459,11312,2579,2354,1369,2459,2352,1138,91,100,0,500,2808;
@400000005e7db0de07bfeacb #d,-,18,2916,2354,1339,284,1,182535,11317,2916,2355,1369,2579,2352,1322,93,100,0,500,3130;
@400000005e7db0de07c93a0c #d,-,18,2974,2353,1336,285,1,182611,11321,2974,2354,1345,2916,2353,1336,92,100,0,500,3201;
@400000005e7db0e007d6d267 #d,-,18,2815,2354,1186,286,1,182573,11319,2974,2355,1336,2815,2353,1087,90,100,0,500,3107;
@400000005e7db0e007e09612 #d,-,18,2573,2354,1193,287,1,182581,11320,2815,2354,1200,2573,2354,1175,91,100,0,500,2813;
@400000005e7db0e207ef0d02 #d,-,18,2574,2354,1187,287,1,182588,11320,2574,2354,1193,2573,2353,1185,90,100,0,500,2846;
@400000005e7db0e207f83c99 #d,-,18,2575,2354,1132,288,1,182586,11320,2575,2355,1192,2574,2354,1127,90,100,0,500,2846;
@400000005e7db0e408046603 #d,-,18,2479,2355,1140,289,1,182571,11319,2575,2356,1147,2479,2354,1132,89,100,0,500,2758;
@400000005e7db0e4080d85c4 #d,-,18,2476,2356,1143,289,1,182556,11318,2479,2356,1146,2476,2354,1140,90,100,0,500,2734;
@400000005e7db0e6081baf68 #d,-,18,2474,2356,1142,290,1,182541,11317,2476,2357,1145,2474,2356,1139,90,100,0,500,2732;
@400000005e7db0e60824f28e #d,-,18,2472,2354,1139,291,1,182525,11316,2474,2357,1144,2472,2354,1133,90,100,0,500,2730;
@400000005e7db0e80832c594 #d,-,18,2468,2354,1284,291,1,182523,11316,2472,2356,1284,2468,2354,1134,90,100,0,500,2718;
@400000005e7db0e8083c5e69 #d,-,18,2677,2355,1323,292,1,182584,11320,2677,2356,1369,2468,2354,1244,92,100,0,500,2903;
@400000005e7db0ea084a6000 #d,-,18,2986,2354,1341,293,1,182659,11324,2986,2356,1345,2677,2353,1323,93,100,0,500,3197;
@400000005e7db0ea08538f97 #d,-,18,2984,2354,1199,294,1,182721,11328,2986,2355,1343,2984,2353,1199,93,100,0,500,3199;
@400000005e7db0ec08616aff #d,-,18,2681,2356,1196,295,1,182720,11328,2984,2357,1226,2681,2354,1085,90,100,0,500,2960;
@400000005e7db0ec086b55c8 #d,-,18,2593,2353,1194,295,1,182727,11329,2681,2357,1196,2593,2353,1188,90,100,0,500,2858;
@400000005e7db0ee0879ad0e #d,-,18,2592,2353,1189,296,1,182735,11329,2593,2354,1194,2592,2353,1189,90,100,0,500,2851;
@400000005e7db0ee0882dca5 #d,-,18,2589,2355,1146,297,1,182726,11329,2592,2355,1192,2589,2353,1128,91,100,0,500,2836;
@400000005e7db0f0088ef728 #d,-,18,2459,2357,1141,297,1,182711,11328,2589,2357,1147,2459,2353,1139,90,100,0,500,2732;
@400000005e7db0f008980e88 #d,-,18,2459,2357,1141,298,1,182697,11327,2459,2358,1144,2459,2357,1140,89,100,0,500,2734;
@400000005e7db0f208a68a20 #d,-,18,2460,2358,1135,299,1,182725,11328,2460,2359,1143,2459,2357,1135,89,100,0,500,2734;
@400000005e7db0f208afd873 #d,-,18,2458,2355,1138,299,1,182665,11325,2460,2358,1141,2458,2355,1134,90,100,0,500,2730;
@400000005e7db0f408be7681 #d,-,18,2461,2355,1269,300,1,182686,11326,2461,2356,1282,2458,2354,1136,89,100,0,500,2737;
@400000005e7db0f408c79731 #d,-,18,2878,2353,1335,301,1,182759,11331,2878,2355,1365,2461,2353,1269,93,100,0,500,3090;
@400000005e7db0f608d5950f #d,-,18,2962,2353,1336,302,1,182829,11335,2962,2354,1337,2878,2353,1333,92,100,0,500,3185;
@400000005e7db0f608dec0ec #d,-,18,2960,2354,1210,302,1,182892,11339,2962,2355,1336,2960,2353,1061,92,100,0,500,3185;
@400000005e7db0f808ebb0b5 #d,-,18,2489,2353,1172,303,1,182890,11339,2960,2355,1212,2489,2353,1156,89,100,0,500,2791;
@400000005e7db0f808f4487d #d,-,18,2541,2352,1172,304,1,182889,11339,2541,2353,1175,2489,2352,1170,90,100,0,500,2806;
@400000005e7db0fa0901929c #d,-,18,2540,2352,1130,304,1,182838,11335,2541,2353,1174,2540,2351,1129,90,100,0,500,2803;
@400000005e7db0fa090a4cdb #d,-,18,2463,2351,1143,305,1,182865,11337,2540,2352,1149,2463,2351,1130,89,100,0,500,2742;
@400000005e7db0fc091652e0 #d,-,18,2462,2349,1142,306,1,182851,11336,2463,2351,1145,2462,2349,1139,90,100,0,500,2727;
@400000005e7db0fc091f6b2e #d,-,18,2462,2351,1143,307,1,182836,11335,2462,2351,1145,2462,2348,1141,90,100,0,500,2730;
@400000005e7db0fe092d902a #d,-,18,2461,2352,1139,307,1,182778,11332,2462,2352,1143,2461,2350,1135,90,100,0,500,2730;
@400000005e7db0fe0936bc07 #d,-,18,2460,2356,1129,308,1,182761,11331,2461,2356,1142,2460,2352,1129,90,100,0,500,2723;
@400000005e7db100094500ad #d,-,18,2321,2356,1164,308,1,182717,11328,2460,2357,1164,2321,2356,1017,88,100,0,500,2630;
@400000005e7db100094ec458 #d,-,18,2393,2357,1137,309,1,182700,11327,2393,2357,1164,2321,2356,1128,89,100,0,500,2659;
@400000005e7db102095d79af #d,-,18,2445,2357,1137,310,1,182684,11326,2445,2358,1139,2393,2356,1133,89,100,0,500,2723;
@400000005e7db1020966b561 #d,-,18,2445,2357,1137,311,1,182709,11327,2445,2358,1138,2445,2357,1135,89,100,0,500,2723;
@400000005e7db1040974f55e #d,-,18,2445,2355,1138,311,1,182652,11324,2445,2357,1139,2445,2355,1135,89,100,0,500,2723;
@400000005e7db104097e34cb #d,-,18,2445,2354,1137,312,1,182677,11325,2445,2355,1139,2445,2354,1136,89,100,0,500,2723;
@400000005e7db106098c4637 #d,-,18,2445,2354,1135,313,1,182661,11325,2445,2355,1139,2445,2354,1134,89,100,0,500,2723;
@400000005e7db10609958d17 #d,-,18,2445,2356,1135,313,1,182604,11321,2445,2356,1137,2445,2353,1134,89,100,0,500,2720;
@400000005e7db10809a30a6f #d,-,18,2445,2356,1135,314,1,182629,11323,2445,2356,1137,2445,2356,1134,89,100,0,500,2718;
@400000005e7db10809abff59 #d,-,18,2445,2356,1135,315,1,182613,11322,2445,2356,1137,2445,2356,1133,89,100,0,500,2718;
@400000005e7db10a09ba8d92 #d,-,18,2445,2353,1138,315,1,182596,11321,2445,2356,1138,2445,2353,1134,89,100,0,500,2718;
@400000005e7db10a09c3bd29 #d,-,18,2445,2354,1136,316,1,182580,11319,2445,2355,1140,2445,2353,1136,89,100,0,500,2720;
@400000005e7db10c09d23508 #d,-,18,2445,2354,1135,317,1,182523,11316,2445,2354,1138,2445,2354,1134,89,100,0,500,2720;
@400000005e7db10c09db5110 #d,-,18,2444,2355,1137,317,1,182507,11315,2445,2355,1138,2444,2352,1135,90,100,0,500,2715;
@400000005e7db10e09e969f0 #d,-,18,2444,2355,1135,318,1,182490,11314,2444,2356,1137,2444,2355,1133,89,100,0,500,2718;
@400000005e7db10e09f2b0cf #d,-,18,2444,2356,1136,319,1,182514,11315,2444,2356,1137,2444,2355,1133,89,100,0,500,2718;
@400000005e7db1100a00da73 #d,-,18,2443,2351,1139,319,1,182458,11312,2444,2356,1139,2443,2351,1135,89,100,0,500,2718;
@400000005e7db1100a0a389a #d,-,18,2443,2350,1138,320,1,182483,11313,2443,2352,1139,2443,2350,1135,89,100,0,500,2718;
@400000005e7db1120a18bf60 #d,-,18,2443,2351,1135,321,1,182427,11310,2443,2351,1139,2443,2350,1134,89,100,0,500,2720;
@400000005e7db1120a22063f #d,-,18,2443,2351,1135,321,1,182452,11312,2443,2351,1140,2443,2350,1134,89,100,0,500,2718;
@400000005e7db1140a309478 #d,-,18,2443,2349,1138,322,2,182397,11308,2443,2351,1139,2443,2349,1134,89,100,0,500,2718;
@400000005e7db1140a39bc9b #d,-,18,2443,2352,1136,323,2,182421,11310,2443,2352,1139,2443,2349,1135,89,100,0,500,2715;
@400000005e7db1160a47ca4e #d,-,18,2444,2354,1138,323,2,182367,11306,2444,2354,1140,2443,2352,1133,89,100,0,500,2720;
@400000005e7db1160a516323 #d,-,18,2444,2353,1138,324,2,182391,11308,2444,2354,1140,2444,2353,1134,89,100,0,500,2720;
@400000005e7db1180a605b87 #d,-,18,2444,2355,1134,325,2,182376,11307,2444,2356,1138,2444,2353,1133,89,100,0,500,2720;
@400000005e7db1180a69a620 #d,-,18,2444,2354,1136,325,2,182361,11306,2444,2356,1138,2444,2354,1133,89,100,0,500,2718;
@400000005e7db11a0a774e4f #d,-,18,2521,2354,1306,326,2,182350,11305,2521,2355,1306,2444,2354,1136,91,100,0,500,2758;
@400000005e7db11a0a810a88 #d,-,18,2878,2354,1332,327,2,182416,11309,2878,2355,1362,2521,2353,1306,92,100,0,500,3099;
@400000005e7db11c0a8f10c7 #d,-,18,2960,2354,1335,328,2,182481,11313,2960,2356,1337,2878,2354,1331,93,100,0,500,3182;
@400000005e7db11c0a984b8b #d,-,18,2957,2355,1173,329,2,182507,11315,2960,2355,1336,2957,2353,1146,93,100,0,500,3178;
@400000005e7db11e0aa6ce97 #d,-,18,2549,2356,1191,329,2,182511,11315,2957,2356,1201,2549,2354,1159,89,100,0,500,2843;
@400000005e7db11e0aafee59 #d,-,18,2555,2356,1192,330,2,182520,11316,2555,2357,1197,2549,2356,1191,89,100,0,500,2853;
@400000005e7db1200abe36b8 #d,-,18,2560,2353,1188,331,2,182527,11316,2560,2357,1194,2555,2353,1188,89,100,0,500,2853;
@400000005e7db1200ac7664f #d,-,18,2559,2356,1160,331,2,182522,11316,2560,2356,1188,2559,2353,1156,90,100,0,500,2825;
@400000005e7db1220ad5b622 #d,-,18,2553,2356,1158,332,2,182516,11316,2559,2357,1162,2553,2356,1156,91,100,0,500,2777;
@400000005e7db1220adece70 #d,-,18,2501,2354,1160,333,2,182510,11315,2553,2357,1162,2501,2354,1156,90,100,0,500,2772;
@400000005e7db1240aecd869 #d,-,18,2501,2351,1146,334,2,182501,11315,2501,2354,1162,2501,2351,1141,90,100,0,500,2775;
@400000005e7db1240af60bba #d,-,18,2497,2352,1147,334,2,182491,11314,2501,2353,1152,2497,2351,1144,91,100,0,500,2742;
@400000005e7db1260b0415b3 #d,-,18,2589,2350,1364,335,2,182530,11316,2589,2352,1364,2497,2350,1147,91,100,0,500,2817;
@400000005e7db1260b0d4904 #d,-,18,2906,2348,1338,336,2,182594,11320,2906,2351,1367,2589,2348,1323,93,100,0,500,3123;
@400000005e7db1280b1b1c0a #d,-,18,2972,2350,1338,337,2,182658,11324,2972,2350,1343,2906,2348,1337,93,100,0,500,3192;
@400000005e7db1280b24e818 #d,-,18,2848,2351,1194,337,2,182674,11325,2972,2352,1338,2848,2350,1147,91,100,0,500,3123;
@400000005e7db12a0b336a35 #d,-,18,2609,2355,1195,338,2,182682,11326,2848,2355,1201,2609,2351,1192,91,100,0,500,2855;
@400000005e7db12a0b3c8e9f #d,-,18,2607,2356,1193,339,2,182689,11326,2609,2357,1195,2607,2355,1190,91,100,0,500,2853;
@400000005e7db12c0b4a233f #d,-,18,2605,2356,1145,340,2,182687,11326,2607,2356,1194,2605,2355,1129,91,100,0,500,2853;
@400000005e7db12c0b53cfa2 #d,-,18,2473,2357,1143,340,2,182675,11325,2605,2357,1148,2473,2356,1139,89,100,0,500,2756;
@400000005e7db12e0b61e882 #d,-,18,2472,2357,1146,341,2,182663,11325,2473,2357,1146,2472,2356,1142,90,100,0,500,2737;
@400000005e7db12e0b6b2435 #d,-,18,2471,2358,1150,342,2,182653,11324,2472,2358,1150,2471,2357,1141,90,100,0,500,2739;
@400000005e7db1300b78dc39 #d,-,18,2472,2358,1149,342,2,182643,11323,2472,2359,1152,2471,2356,1145,89,100,0,500,2751;
@400000005e7db1300b829871 #d,-,18,2473,2356,1264,343,2,182642,11323,2473,2358,1264,2472,2356,1143,89,100,0,500,2751;
@400000005e7db1320b90a624 #d,-,18,2673,2355,1320,344,2,182693,11326,2673,2357,1364,2473,2355,1247,92,100,0,500,2900;
@400000005e7db1320b99d975 #d,-,18,2978,2357,1337,345,2,182755,11330,2978,2357,1342,2673,2355,1320,93,100,0,500,3182;
@400000005e7db1340ba821d4 #d,-,18,2976,2358,1267,345,2,182812,11334,2978,2358,1337,2976,2357,1267,93,100,0,500,3187;
@400000005e7db1340bb1d964 #d,-,18,2737,2358,1195,346,2,182814,11334,2976,2359,1267,2737,2358,1125,90,100,0,500,3012;
@400000005e7db1360bc0a338 #d,-,18,2589,2356,1188,347,2,182819,11334,2737,2358,1196,2589,2356,1185,90,100,0,500,2855;
@400000005e7db1360bc9ce27 #d,-,18,2589,2356,1189,348,2,182825,11335,2589,2357,1194,2589,2356,1186,90,100,0,500,2851;
@400000005e7db1380bd7ef68 #d,-,18,2585,2354,1140,348,2,182816,11334,2589,2357,1190,2585,2354,1128,91,100,0,500,2832;
@400000005e7db1380be12761 #d,-,18,2453,2356,1141,349,2,182803,11333,2585,2357,1143,2453,2354,1138,89,100,0,500,2727;
@400000005e7db13a0bef9236 #d,-,18,2453,2356,1143,350,2,182790,11332,2453,2357,1143,2453,2356,1138,89,100,0,500,2732;
@400000005e7db13a0bf8ca2f #d,-,18,2455,2357,1140,350,2,182778,11332,2455,2357,1149,2453,2355,1140,89,100,0,500,2739;
@400000005e7db13c0c07683c #d,-,18,2456,2357,1147,351,2,182766,11331,2456,2358,1147,2455,2357,1139,89,100,0,500,2739;
@400000005e7db13c0c1087fe #d,-,18,2515,2357,1272,352,2,182787,11332,2515,2358,1284,2456,2356,1141,91,100,0,500,2763;
@400000005e7db13e0c1e8222 #d,-,18,2878,2355,1327,353,2,182849,11336,2878,2357,1360,2515,2355,1272,92,100,0,500,3095;
@400000005e7db13e0c27b573 #d,-,18,2883,2355,1319,353,2,182936,11342,2883,2356,1327,2878,2355,1299,91,100,0,500,3156;
@400000005e7db1400c35ea44 #d,-,18,2884,2356,1182,354,2,182951,11342,2884,2358,1320,2883,2355,1103,92,100,0,500,3133;
@400000005e7db1400c3f0292 #d,-,18,2547,2357,1190,355,2,182958,11343,2884,2357,1222,2547,2356,1179,90,100,0,500,2825;
@400000005e7db1420c4ca708 #d,-,18,2552,2359,1188,356,2,182928,11341,2552,2359,1194,2547,2357,1187,89,100,0,500,2853;
@400000005e7db1420c566ab3 #d,-,18,2557,2359,1162,356,2,182969,11344,2557,2359,1192,2552,2358,1162,89,100,0,500,2851;
@400000005e7db1440c64f178 #d,-,18,2552,2357,1141,357,2,182955,11343,2557,2360,1162,2552,2357,1126,91,100,0,500,2789;
@400000005e7db1440c6e210f #d,-,18,2461,2358,1143,358,2,182943,11342,2552,2358,1144,2461,2357,1140,89,100,0,500,2737;
@400000005e7db1460c7c4251 #d,-,18,2461,2358,1148,358,2,182895,11339,2461,2359,1148,2461,2358,1140,89,100,0,500,2737;
@400000005e7db1460c85f26e #d,-,18,2461,2358,1142,359,2,182883,11338,2461,2359,1148,2461,2357,1140,89,100,0,500,2744;
@400000005e7db1480c943e87 #d,-,18,2462,2359,1148,360,2,182908,11340,2462,2360,1151,2461,2358,1142,89,100,0,500,2739;
@400000005e7db1480c9d8a0e #d,-,18,2462,2358,1135,360,2,182858,11337,2462,2360,1148,2462,2357,1132,89,100,0,500,2739;
@400000005e7db14a0caa8239 #d,-,18,2460,2358,1138,361,2,182879,11338,2462,2358,1138,2460,2357,1132,90,100,0,500,2720;
@400000005e7db14a0cb39a87 #d,-,18,2458,2358,1134,362,2,182829,11335,2460,2359,1138,2458,2358,1132,90,100,0,500,2723;
@400000005e7db14c0cc24fdd #d,-,18,2457,2359,1135,362,2,182851,11336,2458,2359,1138,2457,2358,1133,90,100,0,500,2723;
@400000005e7db14c0ccb9a76 #d,-,18,2455,2361,1137,363,2,182837,11335,2457,2361,1138,2455,2359,1132,90,100,0,500,2723;
@400000005e7db14e0cd9a829 #d,-,18,2454,2361,1133,364,2,182822,11334,2455,2361,1138,2454,2360,1131,90,100,0,500,2723;
@400000005e7db14e0ce350d3 #d,-,18,2453,2359,1136,364,2,182808,11334,2454,2361,1138,2453,2359,1130,90,100,0,500,2725;
@400000005e7db1500cf1e3b3 #d,-,18,2451,2359,1132,365,2,182793,11333,2453,2360,1137,2451,2359,1131,90,100,0,500,2718;
@400000005e7db1500cfb26d9 #d,-,18,2450,2359,1134,366,2,182743,11330,2451,2359,1137,2450,2356,1131,90,100,0,500,2720;
@400000005e7db1520d0966d7 #d,-,18,2449,2359,1133,366,2,182729,11329,2450,2359,1137,2449,2358,1131,90,100,0,500,2718;
@400000005e7db1520d12a289 #d,-,18,2448,2356,1134,367,2,182715,11328,2449,2359,1138,2448,2355,1132,90,100,0,500,2718;
@400000005e7db1540d2182b7 #d,-,18,2448,2357,1137,368,2,182700,11327,2448,2357,1137,2448,2355,1132,90,100,0,500,2720;
@400000005e7db1540d2ad5b2 #d,-,18,2447,2357,1134,368,2,182686,11326,2448,2357,1138,2447,2356,1130,90,100,0,500,2718;
@400000005e7db1560d398ec1 #d,-,18,2446,2359,1137,369,2,182672,11325,2447,2360,1138,2446,2357,1128,89,100,0,500,2718;
@400000005e7db1560d4318af #d,-,18,2446,2358,1135,370,2,182658,11324,2446,2360,1138,2446,2357,1131,89,100,0,500,2720;
@400000005e7db1580d51451e #d,-,18,2446,2359,1135,371,2,182644,11323,2446,2359,1138,2446,2358,1133,89,100,0,500,2723;
@400000005e7db1580d5aea0d #d,-,18,2445,2356,1136,371,2,182630,11323,2446,2359,1140,2445,2356,1134,89,100,0,500,2723;
@400000005e7db15a0d69da10 #d,-,18,2445,2356,1136,372,2,182617,11322,2445,2357,1138,2445,2356,1134,89,100,0,500,2723;
@400000005e7db15a0d733ce0 #d,-,18,2445,2356,1137,373,2,182603,11321,2445,2357,1139,2445,2356,1134,89,100,0,500,2725;
@400000005e7db15c0d80fc58 #d,-,18,2445,2357,1135,373,2,182590,11320,2445,2357,1138,2445,2356,1131,89,100,0,500,2723;
@400000005e7db15c0d8aa148 #d,-,18,2445,2358,1136,374,2,182576,11319,2445,2358,1140,2445,2357,1134,89,100,0,500,2720;
@400000005e7db15e0d98ed61 #d,-,18,2445,2356,1137,375,2,182563,11318,2445,2358,1138,2445,2356,1133,89,100,0,500,2723;
@400000005e7db15e0da237fa #d,-,18,2445,2357,1136,375,2,182550,11318,2445,2357,1139,2445,2356,1132,89,100,0,500,2720;
@400000005e7db1600db0902e #d,-,18,2445,2357,1139,376,2,182537,11317,2445,2357,1139,2445,2356,1133,89,100,0,500,2723;
@400000005e7db1600db9aff0 #d,-,18,2445,2356,1134,377,2,182523,11316,2445,2358,1139,2445,2356,1132,89,100,0,500,2720;
@400000005e7db1620dc836b5 #d,-,18,2445,2355,1161,377,2,182512,11315,2445,2357,1161,2445,2355,1133,89,100,0,500,2723;
@400000005e7db1620dd17621 #d,-,18,2609,2354,1353,378,2,182554,11318,2609,2356,1362,2445,2353,1161,91,100,0,500,2839;
@400000005e7db1640ddff83f #d,-,18,2922,2353,1334,379,2,182608,11321,2922,2354,1353,2609,2353,1316,93,100,0,500,3133;
@400000005e7db1640de91ca8 #d,-,18,2926,2354,1325,380,2,182663,11325,2926,2356,1336,2922,2353,1325,91,100,0,500,3182;
@400000005e7db1660df73a31 #d,-,18,2842,2357,1168,380,2,182672,11325,2926,2357,1325,2842,2354,1150,91,100,0,500,3114;
@400000005e7db1660e00713b #d,-,18,2555,2357,1195,381,2,182678,11326,2842,2357,1201,2555,2356,1166,90,100,0,500,2810;
@400000005e7db1680e0ef800 #d,-,18,2560,2353,1190,382,2,182684,11326,2560,2357,1196,2555,2353,1188,89,100,0,500,2855;
@400000005e7db1680e18104f #d,-,18,2564,2354,1157,383,2,182721,11328,2564,2354,1195,2560,2353,1157,89,100,0,500,2855;
@400000005e7db16a0e258545 #d,-,18,2560,2355,1159,383,2,182682,11326,2564,2355,1161,2560,2353,1145,91,100,0,500,2806;
@400000005e7db16a0e2f417d #d,-,18,2501,2355,1157,384,2,182676,11325,2560,2356,1161,2501,2355,1155,90,100,0,500,2770;
@400000005e7db16c0e3def60 #d,-,18,2501,2355,1160,385,2,182670,11325,2501,2356,1161,2501,2355,1156,90,100,0,500,2770;
@400000005e7db16c0e4722b1 #d,-,18,2501,2354,1145,385,2,182663,11325,2501,2356,1163,2501,2354,1145,90,100,0,500,2777;
@400000005e7db16e0e54e228 #d,-,18,2498,2353,1222,386,2,182658,11324,2501,2355,1222,2498,2353,1145,90,100,0,500,2756;
@400000005e7db16e0e5ec1c4 #d,-,18,2649,2353,1327,387,2,182703,11327,2649,2354,1369,2498,2352,1222,91,100,0,500,2881;
@400000005e7db1700e6d1db3 #d,-,18,2964,2353,1338,388,2,182758,11331,2964,2354,1345,2649,2352,1323,93,100,0,500,3168;
@400000005e7db1700e765d1f #d,-,18,2964,2353,1305,389,2,182811,11334,2964,2354,1340,2964,2352,1305,92,100,0,500,3189;
@400000005e7db1720e84f2cb #d,-,18,2755,2352,1173,389,2,182810,11334,2964,2354,1305,2755,2352,1137,90,100,0,500,3035;
@400000005e7db1720e8e9b74 #d,-,18,2555,2354,1170,390,2,182810,11334,2755,2354,1181,2555,2352,1169,90,100,0,500,2815;
@400000005e7db1740e9cb542 #d,-,18,2552,2354,1166,391,2,182808,11334,2555,2354,1174,2552,2353,1164,91,100,0,500,2803;
@400000005e7db1740ea60bf7 #d,-,18,2548,2355,1140,391,2,182799,11333,2552,2356,1171,2548,2354,1130,91,100,0,500,2791;
@400000005e7db1760eb48a5b #d,-,18,2455,2355,1140,392,2,182787,11332,2548,2356,1145,2455,2354,1135,90,100,0,500,2727;
@400000005e7db1760ebdd5e2 #d,-,18,2455,2353,1141,393,2,182776,11332,2455,2356,1145,2455,2353,1136,89,100,0,500,2730;
@400000005e7db1780ecc40b7 #d,-,18,2456,2354,1147,393,2,182766,11331,2456,2355,1147,2455,2353,1137,89,100,0,500,2732;
@400000005e7db1780ed58796 #d,-,18,2458,2353,1146,394,2,182756,11330,2458,2354,1149,2456,2353,1143,89,100,0,500,2742;
@400000005e7db17a0ee48fd0 #d,-,18,2461,2350,1252,395,2,182770,11331,2461,2354,1300,2458,2345,1145,89,100,0,500,2744;
@400000005e7db17a0eeda81e #d,-,18,2852,2351,1340,396,2,182821,11334,2852,2351,1358,2461,2350,1249,93,100,0,500,3047;
@400000005e7db17c0efbf7f1 #d,-,18,2952,2350,1337,396,2,182874,11338,2952,2351,1341,2852,2350,1328,92,100,0,500,3180;
@400000005e7db17c0f054aec #d,-,18,2950,2349,1080,397,2,182893,11339,2952,2351,1337,2950,2348,1080,93,100,0,500,3168;
@400000005e7db17e0f13b97a #d,-,18,2543,2348,1191,398,2,182928,11341,2950,2350,1205,2543,2348,1080,89,100,0,500,2832;
@400000005e7db17e0f1ce911 #d,-,18,2549,2345,1197,399,2,182934,11341,2549,2348,1198,2543,2345,1187,89,100,0,500,2843;
@400000005e7db1800f2a94fa #d,-,18,2554,2348,1189,399,2,182907,11340,2554,2348,1197,2549,2345,1189,89,100,0,500,2848;
@400000005e7db1800f345994 #d,-,18,2551,2348,1146,400,2,182927,11341,2554,2348,1189,2551,2348,1129,91,100,0,500,2803;
@400000005e7db1820f42e7cd #d,-,18,2459,2348,1143,401,2,182915,11340,2551,2349,1148,2459,2346,1138,90,100,0,500,2730;
@400000005e7db1820f4c2739 #d,-,18,2458,2350,1145,401,2,182904,11340,2459,2350,1146,2458,2348,1137,90,100,0,500,2730;
@400000005e7db1840f59cf68 #d,-,18,2459,2349,1149,402,2,182862,11337,2459,2351,1151,2458,2349,1142,89,100,0,500,2734;
@400000005e7db1840f6387e7 #d,-,18,2460,2349,1143,403,2,182852,11336,2460,2349,1149,2459,2347,1142,89,100,0,500,2739;
@400000005e7db1860f71d7b9 #d,-,18,2569,2348,1359,403,2,182881,11338,2569,2349,1359,2460,2348,1142,91,100,0,500,2796;
@400000005e7db1860f7b2ab4 #d,-,18,2892,2348,1330,404,2,182933,11341,2892,2349,1366,2569,2347,1320,92,100,0,500,3111;
@400000005e7db1880f894394 #d,-,18,2964,2348,1339,405,2,182985,11345,2964,2348,1340,2892,2347,1330,93,100,0,500,3185;
@400000005e7db1880f9267fe #d,-,18,2898,2349,1206,406,2,182998,11345,2964,2350,1339,2898,2348,1095,91,100,0,500,3152;
@400000005e7db18a0fa0cb5f #d,-,18,2555,2349,1193,406,2,183002,11346,2898,2349,1206,2555,2349,1176,90,100,0,500,2817;
