@400000005e70813f0a382e00 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e70813f34361ae9 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e7082c41013cc58 #d,-,18,2734,2371,1121,299,1,200576,12435,2879,2371,1170,2734,2369,1117,98,100,0,500,2780;
@400000005e7082c4101a5411 #d,-,18,2653,2371,1167,300,1,200558,12434,2734,2372,1224,2653,2369,1117,98,100,0,500,2698;
@400000005e7082c610250ad0 #d,-,18,2738,2371,1091,300,1,200577,12435,2738,2371,1170,2653,2368,1082,98,100,0,500,2769;
@400000005e7082c6102b8b16 #d,-,18,2567,2370,1097,301,1,200536,12433,2738,2371,1103,2567,2368,1091,98,100,0,500,2612;
@400000005e7082c810365be8 #d,-,18,2565,2369,1225,302,1,200446,12427,2567,2371,1225,2565,2368,1080,98,100,0,500,2598;
@400000005e7082c8103c286f #d,-,18,2950,2370,1169,303,1,200500,12431,2950,2370,1414,2565,2366,1169,100,100,0,500,2950;
@400000005e7082ca10494044 #d,-,18,2780,2369,1145,303,1,200476,12429,2950,2370,1169,2780,2367,1121,97,100,0,500,2856;
@400000005e7082ca10516de1 #d,-,18,2707,2368,1191,304,1,200472,12429,2780,2369,1206,2707,2366,1145,99,100,0,500,2733;
@400000005e7082cc1060e311 #d,-,18,2773,2368,1168,305,1,200461,12428,2773,2369,1191,2707,2367,1164,98,100,0,500,2808;
@400000005e7082cc106bef7f #d,-,18,2769,2366,1171,306,1,200452,12428,2773,2370,1171,2769,2366,1168,99,100,0,500,2776;
@400000005e7082ce107c6e1c #d,-,18,2766,2367,1189,306,1,200448,12427,2769,2369,1199,2766,2366,1171,99,100,0,500,2781;
@400000005e7082ce10870089 #d,-,18,2766,2369,1169,307,1,200438,12427,2766,2370,1189,2766,2367,1162,98,100,0,500,2799;
@400000005e7082d0109767de #d,-,18,2763,2367,1169,308,1,200428,12426,2766,2370,1171,2763,2366,1168,99,100,0,500,2778;
@400000005e7082d010a1e7aa #d,-,18,2760,2368,1168,309,1,200468,12429,2763,2370,1171,2760,2367,1168,99,100,0,500,2774;
@400000005e7082d210b2afdb #d,-,18,2758,2366,1169,310,1,200409,12425,2760,2370,1170,2758,2366,1168,99,100,0,500,2776;
@400000005e7082d210bd04d0 #d,-,18,2756,2370,1198,310,1,200404,12425,2758,2370,1199,2756,2365,1169,99,100,0,500,2776;
@400000005e7082d410cc3339 #d,-,18,2757,2370,1169,311,1,200394,12424,2757,2370,1198,2756,2368,1161,98,100,0,500,2801;
@400000005e7082d410d75aa8 #d,-,18,2756,2370,1169,312,1,200385,12423,2757,2370,1170,2756,2368,1167,99,100,0,500,2776;
@400000005e7082d610e72a2f #d,-,18,2754,2370,1169,313,1,200376,12423,2756,2370,1170,2754,2368,1168,99,100,0,500,2776;
@400000005e7082d610f1cc71 #d,-,18,2753,2370,1168,313,1,200366,12422,2754,2370,1171,2753,2368,1168,99,100,0,500,2776;
@400000005e7082d81101614b #d,-,18,2751,2369,1199,314,1,200361,12422,2753,2370,1199,2751,2367,1167,99,100,0,500,2774;
@400000005e7082d8110ba57d #d,-,18,2753,2367,1169,315,1,200352,12421,2753,2370,1199,2751,2366,1161,98,100,0,500,2803;
@400000005e7082da111a09cc #d,-,18,2752,2367,1240,316,1,200352,12421,2753,2369,1240,2752,2367,1166,99,100,0,500,2773;
@400000005e7082da11239a3f #d,-,18,2854,2369,1199,316,1,200408,12425,2854,2370,1240,2752,2367,1199,99,100,0,500,2878;
@400000005e7082dc112c0ea4 #d,-,18,2849,2369,1208,317,1,200365,12422,2854,2369,1208,2849,2366,1199,99,100,0,500,2853;
@400000005e7082dc11301dff #d,-,18,2848,2368,1232,318,1,200375,12423,2849,2369,1232,2848,2367,1208,99,100,0,500,2867;
@400000005e7082de113b58fd #d,-,18,2849,2369,1188,319,1,200379,12423,2849,2369,1235,2848,2367,1182,98,100,0,500,2892;
@400000005e7082de11429fa2 #d,-,18,2653,2367,1077,320,1,200332,12420,2849,2370,1188,2653,2367,1057,97,100,0,500,2714;
@400000005e7082e011523faa #d,-,18,2526,2370,1078,320,1,200286,12417,2653,2370,1083,2526,2366,1077,98,100,0,500,2561;
@400000005e7082e0115cb35b #d,-,18,2525,2369,1073,321,1,200239,12414,2526,2370,1082,2525,2368,1069,98,100,0,500,2559;
@400000005e7082e2116692f7 #d,-,18,2525,2369,1440,322,1,200242,12415,2525,2371,1440,2525,2369,1072,98,100,0,500,2559;
@400000005e7082e2116be2b2 #d,-,18,3096,2368,1241,323,2,200273,12416,3096,2369,1440,2525,2368,1199,99,100,0,500,3107;
@400000005e7082e4117490d4 #d,-,18,2878,2369,1181,323,2,200282,12417,3096,2370,1246,2878,2368,1181,98,100,0,500,2913;
@400000005e7082e4117a0b67 #d,-,18,2759,2368,1224,324,2,200320,12419,2878,2370,1224,2759,2368,1127,98,100,0,500,2813;
@400000005e7082e6118594a0 #d,-,18,2760,2370,1165,325,2,200267,12416,2760,2370,1235,2759,2367,1110,98,100,0,500,2803;
@400000005e7082e6118d93ac #d,-,18,2708,2368,1163,326,2,200241,12414,2760,2370,1166,2708,2367,1086,98,100,0,500,2744;
@400000005e7082e8119a1a37 #d,-,18,2776,2368,1201,326,2,200256,12415,2776,2370,1267,2708,2367,1163,99,100,0,500,2787;
@400000005e7082e811a1bb33 #d,-,18,2832,2368,1218,327,2,200265,12416,2832,2370,1218,2776,2367,1201,98,100,0,500,2867;
@400000005e7082ea11ab63dc #d,-,18,2834,2366,1427,328,2,200304,12418,2834,2369,1430,2832,2366,1199,98,100,0,500,2886;
@400000005e7082ea11b09c4f #d,-,18,3107,2368,1228,329,2,200372,12423,3107,2369,1427,2834,2365,1174,99,100,0,500,3137;
@400000005e7082ec11beffb1 #d,-,18,2817,2368,1247,329,2,200325,12420,3107,2370,1247,2817,2367,1111,98,100,0,500,2863;
@400000005e7082ec11c9585f #d,-,18,2822,2366,1221,330,2,200345,12421,2822,2370,1262,2817,2365,1221,98,100,0,500,2870;
@400000005e7082ee11d63941 #d,-,18,2828,2368,1219,331,2,200357,12422,2828,2369,1225,2822,2364,1218,97,100,0,500,2911;
@400000005e7082ee11dd70ff #d,-,18,2832,2370,1225,332,2,200416,12425,2832,2370,1225,2828,2367,1214,98,100,0,500,2888;
@400000005e7082f011eba5d0 #d,-,18,2838,2369,1222,333,2,200383,12423,2838,2370,1229,2832,2368,1221,97,100,0,500,2911;
@400000005e7082f011f69dc0 #d,-,18,2841,2368,1221,334,2,200386,12423,2841,2370,1225,2838,2368,1142,97,100,0,500,2902;
@400000005e7082f2120772fb #d,-,18,3009,2369,1240,334,2,200445,12427,3009,2370,1462,2841,2367,1220,100,100,0,500,3009;
@400000005e7082f21212153c #d,-,18,3003,2371,1225,335,2,200459,12428,3009,2372,1240,3003,2368,1214,98,100,0,500,3043;
@400000005e7082f4121d8ea0 #d,-,18,2883,2371,1216,336,2,200472,12429,3003,2373,1227,2883,2370,1216,98,100,0,500,2918;
@400000005e7082f41224e9c3 #d,-,18,2880,2371,1214,337,2,200481,12429,2883,2373,1218,2880,2371,1206,99,100,0,500,2899;
@400000005e7082f612395f85 #d,-,18,2877,2371,1226,338,2,200492,12430,2880,2373,1226,2877,2371,1211,99,100,0,500,2885;
@400000005e7082f6124867be #d,-,18,2879,2372,1218,338,2,200511,12431,2879,2373,1256,2877,2371,1218,98,100,0,500,2913;
@400000005e7082f812595bb5 #d,-,18,2880,2371,1219,339,2,200523,12432,2880,2373,1225,2879,2371,1218,98,100,0,500,2931;
@400000005e7082f812646bdc #d,-,18,2879,2372,1430,340,2,200610,12437,2880,2373,1434,2879,2370,1219,99,100,0,500,2902;
@400000005e7082fa1275190b #d,-,18,3137,2374,1126,341,2,200576,12435,3137,2374,1430,2879,2371,1125,99,100,0,500,3166;
@400000005e7082fa127fc767 #d,-,18,2642,2374,1035,341,2,200528,12432,3137,2374,1148,2642,2372,1018,97,100,0,500,2717;
@400000005e7082fc12909f6d #d,-,18,2493,2374,1143,342,2,200507,12431,2642,2375,1202,2493,2372,1027,99,100,0,500,2502;
@400000005e7082fc129b1f39 #d,-,18,2747,2374,1172,343,2,200503,12431,2747,2374,1209,2493,2372,1137,98,100,0,500,2780;
@400000005e7082fe12ab5f71 #d,-,18,2748,2374,1173,344,2,200537,12433,2748,2375,1173,2747,2371,1156,98,100,0,500,2803;
@400000005e7082fe12b5b820 #d,-,18,2748,2374,1168,344,2,200484,12430,2748,2374,1173,2748,2372,1166,98,100,0,500,2778;
@400000005e70830012c5968e #d,-,18,2747,2373,1169,345,2,200476,12429,2748,2374,1169,2747,2370,1166,98,100,0,500,2776;
@400000005e70830012d0a2fb #d,-,18,2747,2373,1186,346,2,200472,12429,2747,2374,1198,2747,2371,1166,98,100,0,500,2778;
@400000005e70830212e0c388 #d,-,18,2750,2373,1168,347,2,200463,12428,2750,2373,1186,2747,2371,1160,98,100,0,500,2803;
@400000005e70830212eb6a72 #d,-,18,2749,2372,1169,348,2,200454,12428,2750,2373,1171,2749,2368,1166,99,100,0,500,2776;
@400000005e70830412fbfc9f #d,-,18,2748,2373,1168,348,2,200446,12427,2749,2373,1170,2748,2370,1166,98,100,0,500,2776;
@400000005e70830413068f0b #d,-,18,2747,2372,1168,349,2,200437,12427,2748,2373,1169,2747,2371,1166,98,100,0,500,2776;
@400000005e708306131740e2 #d,-,18,2746,2371,1197,350,2,200433,12426,2747,2372,1199,2746,2369,1166,98,100,0,500,2776;
@400000005e70830613219990 #d,-,18,2749,2371,1169,351,2,200425,12426,2749,2373,1197,2746,2370,1161,98,100,0,500,2805;
@400000005e70830813328c98 #d,-,18,2749,2369,1170,351,2,200416,12425,2749,2373,1170,2749,2368,1167,99,100,0,500,2776;
@400000005e708308133ce547 #d,-,18,2748,2371,1168,352,2,200408,12425,2749,2373,1170,2748,2369,1166,98,100,0,500,2776;
@400000005e70830a134c0883 #d,-,18,2747,2372,1167,353,2,200399,12424,2748,2373,1168,2747,2371,1166,98,100,0,500,2776;
@400000005e70830a13565516 #d,-,18,2746,2371,1268,354,2,200400,12424,2747,2373,1268,2746,2371,1165,98,100,0,500,2774;
@400000005e70830c136675a3 #d,-,18,2886,2371,1209,354,2,200413,12425,2886,2372,1277,2746,2369,1208,99,100,0,500,2908;
@400000005e70830c1372707c #d,-,18,2833,2370,1193,355,2,200458,12428,2886,2372,1209,2833,2370,1188,98,100,0,500,2867;
@400000005e70830e137f787b #d,-,18,2761,2371,1083,356,2,200388,12424,2833,2373,1203,2761,2370,1066,98,100,0,500,2817;
@400000005e70830e1387c11a #d,-,18,2528,2372,1090,357,2,200349,12421,2761,2373,1090,2528,2371,1082,98,100,0,500,2568;
@400000005e7083101397a430 #d,-,18,2531,2371,1129,357,2,200326,12420,2531,2373,1197,2528,2370,1087,97,100,0,500,2591;
@400000005e70831013a24671 #d,-,18,2626,2372,1085,358,2,200285,12417,2626,2373,1129,2531,2370,1072,98,100,0,500,2666;
@400000005e70831213aa0ad1 #d,-,18,2535,2373,1084,359,2,200288,12417,2626,2373,1085,2535,2370,1078,98,100,0,500,2571;
@400000005e70831213ad79fc #d,-,18,2621,2371,1415,360,2,200253,12415,2621,2373,1415,2535,2370,1084,99,100,0,500,2637;
@400000005e70831413bb83f6 #d,-,18,3072,2370,1181,360,2,200282,12417,3072,2372,1425,2621,2369,1161,99,100,0,500,3091;
@400000005e70831413c425fd #d,-,18,2859,2368,1243,361,2,200294,12418,3072,2372,1245,2859,2368,1181,98,100,0,500,2902;
@400000005e70831613ce2543 #d,-,18,2940,2368,1232,362,2,200363,12422,2940,2370,1305,2859,2366,1227,99,100,0,500,2963;
@400000005e70831613d39000 #d,-,18,2934,2371,1226,363,2,200379,12423,2940,2371,1239,2934,2367,1226,99,100,0,500,2936;
@400000005e70831813dd8e58 #d,-,18,2930,2370,1233,364,2,200353,12421,2934,2371,1238,2930,2369,1226,99,100,0,500,2931;
@400000005e70831813e4494b #d,-,18,2927,2369,1219,364,2,200370,12423,2930,2371,1245,2927,2369,1219,99,100,0,500,2938;
@400000005e70831a13f02bec #d,-,18,2860,2372,1139,365,2,200361,12422,2927,2373,1219,2860,2369,1121,98,100,0,500,2908;
@400000005e70831a13f7218b #d,-,18,2994,2368,1201,366,2,200412,12425,2994,2372,1453,2860,2367,1139,100,100,0,500,2994;
@400000005e70831c14053e24 #d,-,18,2892,2370,1219,367,2,200423,12426,2994,2371,1238,2892,2368,1193,97,100,0,500,2959;
@400000005e70831c140f314f #d,-,18,2892,2371,1240,368,2,200441,12427,2892,2371,1248,2892,2369,1219,98,100,0,500,2926;
@400000005e70831e141c92b7 #d,-,18,2894,2371,1233,368,2,200500,12431,2894,2371,1240,2892,2366,1233,98,100,0,500,2942;
@400000005e70831e14254582 #d,-,18,2895,2371,1229,369,2,200473,12429,2895,2372,1235,2894,2369,1229,98,100,0,500,2933;
@400000005e708320142ebf9a #d,-,18,2898,2369,1216,370,2,200489,12430,2898,2371,1261,2895,2369,1214,98,100,0,500,2949;
@400000005e7083201433efab #d,-,18,2895,2371,1211,371,2,200499,12430,2898,2372,1225,2895,2368,1200,99,100,0,500,2910;
@400000005e7083221440c919 #d,-,18,3071,2370,1210,372,2,200589,12436,3071,2372,1439,2895,2369,1210,99,100,0,500,3073;
@400000005e70832214493163 #d,-,18,2904,2370,1123,372,2,200550,12434,3071,2370,1236,2904,2368,1123,97,100,0,500,2968;
@400000005e7083241456e879 #d,-,18,2808,2369,1179,373,2,200552,12434,2904,2371,1244,2808,2369,1123,98,100,0,500,2849;
@400000005e708324145f2e4d #d,-,18,2693,2373,1098,374,2,200526,12432,2808,2373,1179,2693,2369,1098,98,100,0,500,2741;
@400000005e708326146e8019 #d,-,18,2603,2373,1088,375,2,200534,12433,2693,2373,1109,2603,2371,1086,98,100,0,500,2646;
@400000005e70832614790759 #d,-,18,2550,2372,1084,375,2,200496,12430,2603,2373,1091,2550,2370,1082,98,100,0,500,2591;
@400000005e70832814896292 #d,-,18,2548,2372,1081,376,2,200416,12425,2550,2372,1086,2548,2370,1081,98,100,0,500,2577;
@400000005e7083281496d3cf #d,-,18,2546,2371,1078,377,2,200377,12423,2548,2373,1081,2546,2371,1076,99,100,0,500,2568;
@400000005e70832a14a43d98 #d,-,18,2546,2371,1119,377,2,200345,12421,2546,2373,1119,2546,2371,1075,98,100,0,500,2577;
@400000005e70832a14aa96c1 #d,-,18,2961,2369,1166,378,2,200430,12426,2961,2372,1440,2546,2369,1119,100,100,0,500,2961;
@400000005e70832c14b4ef6f #d,-,18,2729,2372,1005,379,2,200385,12423,2961,2373,1166,2729,2369,995,96,100,0,500,2824;
@400000005e70832c14bad6f9 #d,-,18,2420,2371,1014,380,2,200288,12417,2729,2373,1089,2420,2371,994,97,100,0,500,2481;
@400000005e70832e14c4c935 #d,-,18,2510,2371,1177,380,2,200273,12416,2510,2373,1177,2420,2370,1014,99,100,0,500,2513;
@400000005e70832e14caa94b #d,-,18,2743,2372,1182,381,2,200272,12416,2743,2372,1210,2510,2370,1165,98,100,0,500,2774;
@400000005e70833014d511cf #d,-,18,2745,2372,1158,382,2,200301,12418,2745,2372,1182,2743,2369,1156,98,100,0,500,2799;
@400000005e70833014db304b #d,-,18,2743,2372,1161,383,2,200251,12415,2745,2372,1165,2743,2370,1158,99,100,0,500,2758;
@400000005e70833214e4d53a #d,-,18,2740,2371,1161,383,2,200242,12415,2743,2372,1163,2740,2370,1161,99,100,0,500,2764;
@400000005e70833214eabcc4 #d,-,18,2739,2370,1163,384,2,200232,12414,2740,2372,1163,2739,2370,1161,99,100,0,500,2760;
@400000005e70833414f47454 #d,-,18,2738,2371,1179,385,2,200228,12414,2739,2371,1194,2738,2368,1163,99,100,0,500,2764;
@400000005e70833414fa493d #d,-,18,2740,2372,1162,386,2,200218,12413,2740,2372,1179,2738,2369,1156,98,100,0,500,2787;
@400000005e7083361503d5f5 #d,-,18,2738,2369,1163,386,2,200208,12412,2740,2372,1165,2738,2368,1161,99,100,0,500,2762;
@400000005e7083361509a636 #d,-,18,2737,2370,1161,387,2,200199,12412,2738,2371,1163,2737,2368,1161,99,100,0,500,2762;
@400000005e70833815135eb5 #d,-,18,2735,2369,1162,388,2,200229,12414,2737,2371,1163,2735,2368,1161,99,100,0,500,2760;
@400000005e70833815193ecb #d,-,18,2734,2371,1191,389,2,200185,12411,2735,2371,1194,2734,2367,1162,99,100,0,500,2760;
@400000005e70833a1523a2a6 #d,-,18,2737,2371,1163,389,2,200175,12410,2737,2371,1191,2734,2369,1156,98,100,0,500,2790;
@400000005e70833a152a1b79 #d,-,18,2736,2369,1165,390,2,200166,12410,2737,2371,1165,2736,2369,1161,99,100,0,500,2762;
@400000005e70833c1536217e #d,-,18,2735,2370,1162,391,2,200157,12409,2736,2372,1165,2735,2368,1160,99,100,0,500,2762;
@400000005e70833c153e5ef0 #d,-,18,2734,2370,1220,392,2,200156,12409,2735,2372,1226,2734,2369,1161,99,100,0,500,2758;
@400000005e70833e15461735 #d,-,18,2832,2370,1232,393,2,200163,12410,2832,2370,1232,2734,2368,1194,99,100,0,500,2856;
@400000005e70833e154a3576 #d,-,18,2832,2369,1195,393,2,200165,12410,2832,2371,1232,2832,2369,1186,98,100,0,500,2874;
@400000005e70834015516208 #d,-,18,2830,2370,1189,394,2,200168,12410,2832,2372,1205,2830,2369,1188,99,100,0,500,2842;
@400000005e7083401555618e #d,-,18,2826,2372,1191,395,2,200207,12412,2830,2372,1193,2826,2369,1186,99,100,0,500,2829;
@400000005e70834215600c31 #d,-,18,2821,2372,1186,396,2,200167,12410,2826,2372,1192,2821,2370,1178,99,100,0,500,2822;
@400000005e7083421567049b #d,-,18,2732,2372,1107,396,2,200140,12408,2821,2373,1187,2732,2370,1051,97,100,0,500,2790;
@400000005e7083441571d65c #d,-,18,2544,2372,1085,397,2,200106,12406,2732,2372,1113,2544,2370,1071,98,100,0,500,2580;
@400000005e70834415791df0 #d,-,18,2543,2369,1376,398,2,200121,12407,2544,2372,1420,2543,2368,1079,98,100,0,500,2570;
@400000005e7083461587f2f0 #d,-,18,3093,2370,1241,399,2,200135,12408,3093,2372,1376,2543,2368,1182,99,100,0,500,3116;
@400000005e70834615921fd9 #d,-,18,2830,2372,1206,400,2,200136,12408,3093,2372,1241,2830,2369,1150,98,100,0,500,2872;
@400000005e70834815a09b71 #d,-,18,2829,2372,1208,400,2,200136,12408,2830,2372,1230,2829,2370,1124,99,100,0,500,2853;
@400000005e70834815ab12dc #d,-,18,2728,2369,1167,401,2,200125,12407,2829,2372,1219,2728,2369,1124,98,100,0,500,2776;
@400000005e70834a15b7c52c #d,-,18,2798,2370,1230,402,2,200139,12408,2798,2371,1250,2728,2368,1167,99,100,0,500,2810;
@400000005e70834a15bf3f0b #d,-,18,2862,2372,1201,403,2,200147,12409,2862,2372,1230,2798,2369,1201,98,100,0,500,2897;
@400000005e70834c15cd6b79 #d,-,18,2859,2371,1205,403,2,200153,12409,2862,2372,1215,2859,2369,1200,99,100,0,500,2878;
@400000005e70834c15d7f2b9 #d,-,18,2916,2369,1329,404,2,200198,12412,2916,2371,1428,2859,2368,1204,100,100,0,500,2916;
@400000005e70834e15e5e56a #d,-,18,3104,2370,1213,405,2,200213,12413,3104,2371,1329,2916,2368,1208,98,100,0,500,3166;
@400000005e70834e15ecf60a #d,-,18,2758,2372,1129,406,2,200196,12412,3104,2372,1214,2758,2370,1102,97,100,0,500,2819;
@400000005e70835015f6f0a9 #d,-,18,2632,2372,1112,406,2,200171,12410,2758,2373,1129,2632,2369,1112,98,100,0,500,2662;
@400000005e70835015fc62d9 #d,-,18,2708,2368,1220,407,2,200177,12411,2708,2372,1248,2632,2367,1111,99,100,0,500,2717;
@400000005e7083521607349a #d,-,18,2881,2368,1226,408,2,200190,12411,2881,2369,1231,2708,2366,1220,98,100,0,500,2917;
@400000005e708352160e689f #d,-,18,2882,2364,1218,409,2,200202,12412,2882,2370,1248,2881,2364,1211,98,100,0,500,2926;
@400000005e70835416190727 #d,-,18,2878,2369,1210,410,2,200209,12412,2882,2369,1221,2878,2364,1206,99,100,0,500,2883;
@400000005e708354161f73de #d,-,18,3044,2369,1214,411,2,200254,12415,3044,2369,1444,2878,2366,1210,100,100,0,500,3044;
@400000005e708356162d2381 #d,-,18,2923,2369,1224,411,2,200301,12418,3044,2370,1239,2923,2365,1181,97,100,0,500,2997;
@400000005e7083561635942c #d,-,18,2917,2369,1223,412,2,200273,12416,2923,2370,1228,2917,2367,1218,100,100,0,500,2917;
@400000005e7083581643d429 #d,-,18,2915,2368,1217,413,2,200289,12417,2917,2370,1263,2915,2368,1217,99,100,0,500,2920;
@400000005e708358164cec78 #d,-,18,2912,2370,1223,414,2,200301,12418,2915,2371,1234,2912,2367,1217,99,100,0,500,2929;
@400000005e70835a165be034 #d,-,18,2853,2369,1161,414,2,200342,12421,2912,2371,1223,2853,2368,1161,98,100,0,500,2894;
@400000005e70835a1664e4f4 #d,-,18,2741,2370,1159,415,2,200337,12420,2853,2372,1247,2741,2369,1091,98,100,0,500,2769;
@400000005e70835c1674c71b #d,-,18,2798,2369,1424,416,2,200313,12419,2798,2372,1424,2741,2369,1116,98,100,0,500,2837;
@400000005e70835c167ff6ec #d,-,18,3086,2372,1005,417,2,200321,12419,3086,2372,1426,2798,2369,1005,99,100,0,500,3109;
@400000005e70835e168adc3c #d,-,18,2459,2372,1013,417,2,200264,12416,3086,2373,1019,2459,2371,988,96,100,0,500,2554;
@400000005e70835e1695478b #d,-,18,2371,2370,1015,418,2,200208,12412,2459,2373,1017,2371,2369,1012,98,100,0,500,2413;
@400000005e70836016a3f56e #d,-,18,2523,2372,1142,419,2,200193,12411,2523,2372,1175,2371,2369,1015,99,100,0,500,2527;
@400000005e70836016af253f #d,-,18,2702,2371,1205,420,2,200190,12411,2702,2372,1213,2523,2369,1142,98,100,0,500,2735;
@400000005e70836216c00960 #d,-,18,2791,2371,1168,420,2,200187,12411,2791,2371,1205,2702,2369,1163,98,100,0,500,2822;
@400000005e70836216ca90a0 #d,-,18,2787,2371,1169,421,2,200180,12411,2791,2372,1174,2787,2369,1162,99,100,0,500,2796;
@400000005e70836416d3436b #d,-,18,2781,2371,1167,422,2,200211,12413,2787,2371,1170,2781,2368,1167,100,100,0,500,2781;
@400000005e70836416da3bd5 #d,-,18,2776,2371,1168,423,2,200167,12410,2781,2371,1170,2776,2369,1167,100,100,0,500,2776;
@400000005e70836616eb3385 #d,-,18,2772,2369,1167,423,2,200161,12409,2776,2371,1169,2772,2369,1167,99,100,0,500,2776;
@400000005e70836616f618d4 #d,-,18,2768,2370,1186,424,2,200158,12409,2772,2371,1201,2768,2368,1166,99,100,0,500,2774;
@400000005e7083681706d21f #d,-,18,2768,2369,1167,425,2,200151,12409,2768,2371,1186,2768,2368,1160,98,100,0,500,2803;
@400000005e7083681711226b #d,-,18,2765,2369,1168,426,2,200181,12411,2768,2371,1169,2765,2368,1166,99,100,0,500,2774;
@400000005e70836a1721f3ec #d,-,18,2762,2369,1167,426,2,200138,12408,2765,2371,1168,2762,2369,1166,99,100,0,500,2774;
@400000005e70836a172c62f5 #d,-,18,2759,2368,1170,427,2,200131,12408,2762,2371,1170,2759,2366,1167,99,100,0,500,2773;
@400000005e70836c1735294f #d,-,18,2756,2369,1197,428,2,200128,12407,2759,2370,1199,2756,2367,1166,99,100,0,500,2774;
@400000005e70836c1740072b #d,-,18,2758,2370,1169,429,2,200121,12407,2758,2370,1197,2756,2367,1162,98,100,0,500,2801;
@400000005e70836e174c6a52 #d,-,18,2756,2367,1170,429,2,200115,12407,2758,2370,1170,2756,2365,1167,99,100,0,500,2774;
@400000005e70836e175396e4 #d,-,18,2754,2368,1243,430,2,200116,12407,2756,2370,1244,2754,2367,1166,99,100,0,500,2774;
@400000005e70837017627357 #d,-,18,2874,2367,1207,431,2,200125,12407,2874,2370,1243,2754,2367,1207,99,100,0,500,2894;
@400000005e708370176d3543 #d,-,18,2868,2368,1232,432,2,200132,12408,2874,2370,1232,2868,2365,1201,99,100,0,500,2869;
@400000005e708372177cb1e7 #d,-,18,2867,2368,1209,433,2,200139,12408,2868,2370,1232,2867,2367,1208,99,100,0,500,2890;
@400000005e7083721786f34d #d,-,18,2864,2367,1206,434,2,200144,12408,2867,2370,1209,2864,2367,1204,99,100,0,500,2874;
@400000005e70837417978933 #d,-,18,2860,2370,1209,434,2,200150,12409,2864,2370,1211,2860,2367,1204,100,100,0,500,2860;
@400000005e70837417a2fb24 #d,-,18,2857,2371,1206,435,2,200155,12409,2860,2371,1209,2857,2368,1204,99,100,0,500,2869;
@400000005e70837617b1cb7d #d,-,18,2853,2369,1441,436,2,200189,12411,2857,2371,1456,2853,2368,1203,99,100,0,500,2862;
@400000005e70837617bb4595 #d,-,18,3167,2369,1217,437,2,200207,12412,3167,2370,1441,2853,2368,1189,99,100,0,500,3196;
@400000005e70837817c98a3b #d,-,18,2848,2367,1244,437,2,200220,12413,3167,2369,1245,2848,2367,1216,98,100,0,500,2879;
@400000005e70837817d2e4a9 #d,-,18,2914,2368,1242,438,2,200270,12416,2914,2369,1244,2848,2367,1238,99,100,0,500,2943;
@400000005e70837a17de2361 #d,-,18,2915,2369,1239,439,2,200252,12415,2915,2370,1249,2914,2367,1239,98,100,0,500,2952;
@400000005e70837a17e59985 #d,-,18,2915,2370,1255,440,2,200268,12416,2915,2371,1255,2915,2368,1236,98,100,0,500,2947;
@400000005e70837c17f30ac2 #d,-,18,2917,2370,1235,441,2,200283,12417,2917,2370,1266,2915,2368,1217,98,100,0,500,2968;
@400000005e70837c17fb4bee #d,-,18,2912,2369,1438,441,2,200342,12421,2917,2370,1438,2912,2368,1214,100,100,0,500,2912;
@400000005e70837e1808ae44 #d,-,18,3149,2370,1220,442,2,200367,12422,3149,2371,1443,2912,2367,1158,99,100,0,500,3173;
@400000005e70837e18116020 #d,-,18,2881,2370,1247,443,2,200351,12421,3149,2370,1269,2881,2368,1220,98,100,0,500,2917;
@400000005e708380181eab2d #d,-,18,2886,2370,1247,444,2,200366,12422,2886,2371,1247,2881,2368,1238,97,100,0,500,2956;
@400000005e708380182751dd #d,-,18,2946,2371,1242,445,2,200385,12423,2946,2371,1269,2886,2368,1238,99,100,0,500,2974;
@400000005e70838218329095 #d,-,18,2942,2371,1242,446,2,200399,12424,2946,2371,1244,2942,2369,1237,99,100,0,500,2949;
@400000005e7083821838ca13 #d,-,18,2937,2370,1248,446,2,200449,12427,2942,2371,1248,2937,2368,1230,99,100,0,500,2940;
@400000005e70838418458c39 #d,-,18,2935,2371,1433,447,2,200453,12428,2937,2371,1452,2935,2369,1241,99,100,0,500,2951;
@400000005e708384184e0811 #d,-,18,3173,2372,1238,448,2,200474,12429,3173,2372,1433,2935,2370,1221,99,100,0,500,3201;
@400000005e7083861857477d #d,-,18,2934,2370,1241,449,2,200494,12430,3173,2372,1274,2934,2367,1238,99,100,0,500,2963;
@400000005e708386185c72e6 #d,-,18,2932,2372,1219,450,2,200506,12431,2934,2372,1245,2932,2367,1218,99,100,0,500,2958;
@400000005e708388186aab70 #d,-,18,2869,2371,1230,451,2,200515,12431,2932,2372,1230,2869,2368,1217,98,100,0,500,2906;
@400000005e70838818750c80 #d,-,18,2870,2371,1210,451,2,200525,12432,2870,2371,1231,2869,2367,1210,98,100,0,500,2910;
@400000005e70838a1885ebfa #d,-,18,2869,2371,1219,452,2,200532,12432,2870,2371,1219,2869,2369,1206,99,100,0,500,2892;
@400000005e70838a1890e11e #d,-,18,2785,2370,1180,453,2,200522,12432,2869,2372,1219,2785,2367,1115,98,100,0,500,2840;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
