@400000005e54d16139cb8850 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e54d162281cd404 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e54d2e706435924 #d,-,18,3795,2356,1663,362,2,243270,15082,3798,2357,1706,3795,2354,1606,96,100,0,500,3946;
@400000005e54d2e7064cf96b #d,-,18,3796,2359,1659,363,2,243346,15087,3796,2359,1691,3795,2356,1635,95,100,0,500,3983;
@400000005e54d2e9065c18ed #d,-,18,3797,2357,1666,364,2,243422,15092,3797,2359,1689,3796,2356,1624,95,100,0,500,3981;
@400000005e54d2e90665c550 #d,-,18,3798,2356,1683,366,2,243497,15096,3798,2359,1692,3797,2356,1627,95,100,0,500,3974;
@400000005e54d2eb067628ec #d,-,18,3799,2357,1695,367,2,243635,15105,3799,2358,1695,3798,2356,1621,95,100,0,500,3974;
@400000005e54d2eb06809529 #d,-,18,3798,2354,1680,368,2,243709,15110,3799,2358,1695,3798,2354,1636,95,100,0,500,3967;
@400000005e54d2ed06912b10 #d,-,18,3799,2357,1661,369,2,243783,15114,3799,2357,1688,3798,2354,1632,95,100,0,500,3976;
@400000005e54d2ed069ac02a #d,-,18,3798,2359,1619,370,2,243792,15115,3799,2361,1686,3798,2357,1609,95,100,0,500,3969;
@400000005e54d2ef06a9a8b9 #d,-,18,3799,2359,1614,371,2,243869,15119,3799,2360,1703,3798,2359,1614,95,100,0,500,3969;
@400000005e54d2ef06b3b32d #d,-,18,3798,2361,1656,372,2,243943,15124,3799,2362,1696,3798,2359,1604,95,100,0,500,3967;
@400000005e54d2f106c42969 #d,-,18,3799,2359,1681,373,2,244019,15129,3799,2362,1698,3798,2359,1622,95,100,0,500,3972;
@400000005e54d2f106cde1e7 #d,-,18,3799,2362,1676,374,2,244091,15133,3799,2362,1693,3799,2359,1623,95,100,0,500,3976;
@400000005e54d2f306ddeee6 #d,-,18,3797,2360,1663,375,2,244163,15138,3799,2362,1697,3797,2360,1610,95,100,0,500,3969;
@400000005e54d2f306e79c37 #d,-,18,3799,2361,1664,376,2,244237,15142,3799,2361,1691,3797,2359,1634,95,100,0,500,3986;
@400000005e54d2f506f76ad0 #d,-,18,3801,2360,1664,377,2,244309,15147,3801,2362,1687,3799,2360,1627,95,100,0,500,3991;
@400000005e54d2f5070178fd #d,-,18,3802,2362,1672,378,2,244442,15155,3802,2363,1685,3801,2360,1628,95,100,0,500,3976;
@400000005e54d2f70711d7f1 #d,-,18,3803,2361,1677,379,2,244514,15159,3803,2363,1680,3802,2360,1639,95,100,0,500,3974;
@400000005e54d2f7071c1d10 #d,-,18,3803,2364,1677,380,2,244586,15164,3803,2364,1677,3803,2361,1645,95,100,0,500,3979;
@400000005e54d2f9072beba9 #d,-,18,3804,2362,1685,381,2,244596,15164,3804,2364,1685,3803,2361,1633,95,100,0,500,3981;
@400000005e54d2f90736409e #d,-,18,3804,2362,1666,382,2,244667,15169,3804,2363,1689,3804,2360,1637,95,100,0,500,3981;
@400000005e54d2fb074649e3 #d,-,18,3804,2363,1654,383,2,244738,15173,3804,2364,1684,3804,2362,1646,95,100,0,500,3979;
@400000005e54d2fb074fd3d0 #d,-,18,3805,2361,1644,385,2,244807,15178,3805,2363,1677,3804,2361,1640,95,100,0,500,3983;
@400000005e54d2fd075f5074 #d,-,18,3804,2361,1637,386,2,244877,15182,3805,2362,1680,3804,2360,1637,95,100,0,500,3974;
@400000005e54d2fd07698979 #d,-,18,3805,2363,1656,387,2,244948,15186,3805,2363,1685,3804,2361,1635,95,100,0,500,3981;
@400000005e54d2ff0779aeae #d,-,18,3804,2361,1669,388,2,245018,15191,3805,2364,1677,3804,2361,1642,95,100,0,500,3974;
@400000005e54d2ff07839d31 #d,-,18,3804,2358,1678,389,2,245087,15195,3804,2361,1684,3804,2355,1651,95,100,0,500,3981;
@400000005e54d3010794567b #d,-,18,3804,2360,1679,390,2,245157,15199,3804,2360,1697,3804,2358,1627,95,100,0,500,3972;
@400000005e54d301079dff25 #d,-,18,3805,2359,1665,391,2,245225,15203,3805,2361,1690,3804,2358,1634,95,100,0,500,3993;
@400000005e54d30307ad6ce2 #d,-,18,3805,2359,1667,392,2,245294,15208,3805,2360,1690,3805,2358,1635,95,100,0,500,3986;
@400000005e54d30307b79257 #d,-,18,3808,2360,1674,393,2,245423,15216,3808,2360,1688,3805,2359,1642,95,100,0,500,3998;
@400000005e54d30507c77bf2 #d,-,18,3809,2358,1680,394,2,245491,15220,3809,2361,1686,3808,2357,1642,95,100,0,500,3988;
@400000005e54d30507d18665 #d,-,18,3810,2360,1680,395,2,245559,15224,3810,2360,1680,3809,2358,1652,95,100,0,500,3983;
@400000005e54d30707e1b30e #d,-,18,3810,2361,1684,396,2,245567,15225,3810,2361,1684,3810,2360,1643,95,100,0,500,3983;
@400000005e54d30707ec4669 #d,-,18,3810,2359,1676,397,2,245633,15229,3810,2361,1684,3810,2359,1643,95,100,0,500,3979;
@400000005e54d30907fc2c4a #d,-,18,3809,2361,1657,398,2,245698,15233,3810,2361,1687,3809,2359,1635,95,100,0,500,3981;
@400000005e54d3090805c60d #d,-,18,3809,2358,1643,399,2,245764,15237,3809,2361,1690,3809,2358,1638,95,100,0,500,3976;
@400000005e54d30b0815cf52 #d,-,18,3810,2357,1639,400,2,245831,15241,3810,2359,1691,3809,2357,1639,95,100,0,500,3986;
@400000005e54d30b081f77fb #d,-,18,3810,2360,1661,401,2,245898,15245,3810,2361,1689,3810,2357,1637,95,100,0,500,3981;
@400000005e54d30d082fbbed #d,-,18,3810,2358,1675,402,2,245966,15249,3810,2361,1687,3810,2358,1642,95,100,0,500,3981;
@400000005e54d30d08397f98 #d,-,18,3810,2357,1682,403,2,246031,15253,3810,2360,1682,3810,2357,1650,95,100,0,500,3988;
@400000005e54d30f0849bfd0 #d,-,18,3811,2354,1672,404,2,246097,15258,3811,2357,1686,3810,2354,1655,95,100,0,500,3991;
@400000005e54d30f0853846a #d,-,18,3810,2355,1668,405,2,246162,15262,3811,2357,1691,3810,2354,1645,95,100,0,500,3981;
@400000005e54d3110862ddaa #d,-,18,3810,2358,1667,407,2,246283,15269,3810,2358,1693,3810,2354,1636,95,100,0,500,3988;
@400000005e54d311086cff66 #d,-,18,3811,2357,1669,408,2,246290,15270,3811,2359,1686,3810,2356,1642,95,100,0,500,3986;
@400000005e54d313087d1880 #d,-,18,3812,2359,1676,409,2,246354,15273,3812,2359,1685,3811,2356,1641,95,100,0,500,3981;
@400000005e54d313088716d8 #d,-,18,3812,2358,1688,410,2,246416,15277,3812,2360,1691,3812,2358,1629,95,100,0,500,3981;
@400000005e54d315089766e5 #d,-,18,3811,2359,1692,411,2,246478,15281,3812,2359,1692,3811,2358,1631,95,100,0,500,3976;
@400000005e54d31508a12a90 #d,-,18,3811,2357,1674,412,2,246540,15285,3811,2359,1692,3811,2357,1646,95,100,0,500,3979;
@400000005e54d31708b0ce52 #d,-,18,3811,2358,1656,413,2,246603,15289,3811,2359,1690,3811,2357,1643,95,100,0,500,3986;
@400000005e54d31708badd6d #d,-,18,3811,2356,1645,414,2,246665,15293,3811,2358,1689,3811,2356,1643,95,100,0,500,3983;
@400000005e54d31908cae2f8 #d,-,18,3811,2358,1648,415,2,246728,15297,3811,2358,1692,3811,2356,1645,95,100,0,500,3981;
@400000005e54d31908d49a88 #d,-,18,3811,2357,1671,416,2,246848,15304,3811,2358,1693,3811,2355,1644,95,100,0,500,3981;
@400000005e54d31b08e4caeb #d,-,18,3811,2356,1678,417,2,246854,15304,3811,2358,1685,3811,2356,1647,95,100,0,500,3983;
@400000005e54d31b08ee783c #d,-,18,3812,2358,1672,418,2,246915,15308,3812,2358,1685,3811,2356,1647,95,100,0,500,3986;
@400000005e54d31d08fe2bd3 #d,-,18,3811,2357,1673,419,2,246975,15312,3812,2358,1687,3811,2356,1640,95,100,0,500,3976;
@400000005e54d31d09082671 #d,-,18,3811,2357,1670,420,2,247036,15316,3811,2358,1686,3811,2356,1645,95,100,0,500,3983;
@400000005e54d31f09181fe1 #d,-,18,3810,2359,1666,421,2,247096,15319,3811,2359,1691,3810,2356,1633,95,100,0,500,3981;
@400000005e54d31f0921b4fc #d,-,18,3811,2359,1666,422,2,247157,15323,3811,2360,1688,3810,2358,1640,95,100,0,500,3986;
@400000005e54d3210931be41 #d,-,18,3813,2360,1681,423,2,247218,15327,3813,2360,1691,3811,2358,1641,95,100,0,500,3986;
@400000005e54d321093b535b #d,-,18,3814,2357,1691,425,2,247333,15334,3814,2361,1695,3813,2357,1627,95,100,0,500,3993;
@400000005e54d323094b8fd9 #d,-,18,3813,2357,1692,426,2,247392,15338,3814,2358,1692,3813,2356,1633,95,100,0,500,3981;
@400000005e54d32309556714 #d,-,18,3813,2356,1681,427,2,247396,15338,3813,2358,1692,3813,2356,1646,95,100,0,500,3986;
@400000005e54d32509656c9f #d,-,18,3814,2357,1657,428,2,247455,15342,3814,2358,1692,3813,2356,1641,95,100,0,500,3991;
@400000005e54d325096f410e #d,-,18,3813,2356,1642,429,2,247513,15345,3814,2358,1691,3813,2356,1638,95,100,0,500,3983;
@400000005e54d327097f6555 #d,-,18,3813,2358,1647,430,2,247573,15349,3813,2358,1694,3813,2356,1642,95,100,0,500,3981;
@400000005e54d327098938d6 #d,-,18,3813,2359,1639,431,2,247630,15353,3813,2359,1688,3813,2356,1639,95,100,0,500,3983;
@400000005e54d32909994e37 #d,-,18,3811,2357,1676,432,2,247743,15360,3813,2360,1698,3811,2357,1616,96,100,0,500,3967;
@400000005e54d32909a33546 #d,-,18,3811,2356,1672,433,2,247800,15363,3811,2359,1684,3811,2356,1646,95,100,0,500,3979;
@400000005e54d32b09b38cc6 #d,-,18,3810,2359,1668,434,2,247802,15363,3811,2360,1684,3810,2356,1642,95,100,0,500,3981;
@400000005e54d32b09bd64ef #d,-,18,3810,2358,1664,435,2,247859,15367,3810,2360,1689,3810,2358,1643,95,100,0,500,3981;
@400000005e54d32d09cd8cf0 #d,-,18,3811,2360,1666,436,2,247916,15370,3811,2361,1683,3810,2358,1648,95,100,0,500,3993;
@400000005e54d32d09d74dd0 #d,-,18,3811,2362,1671,437,2,247972,15374,3811,2362,1687,3811,2359,1646,95,100,0,500,3988;
@400000005e54d32f09e74740 #d,-,18,3812,2360,1672,438,2,248029,15377,3812,2363,1681,3811,2360,1649,95,100,0,500,3993;
@400000005e54d32f09f0e876 #d,-,18,3812,2361,1682,439,2,248085,15381,3812,2363,1683,3812,2360,1642,95,100,0,500,3983;
@400000005e54d3310a00b70f #d,-,18,3813,2363,1692,440,2,248142,15384,3813,2363,1692,3812,2361,1627,95,100,0,500,3991;
@400000005e54d3310a0b3233 #d,-,18,3812,2360,1681,441,2,248196,15388,3813,2363,1693,3812,2360,1637,95,100,0,500,3986;
@400000005e54d3330a1b6af7 #d,-,18,3812,2363,1653,443,2,248305,15394,3812,2363,1689,3812,2360,1633,95,100,0,500,3988;
@400000005e54d3330a25272f #d,-,18,3813,2361,1637,444,2,248308,15395,3813,2363,1693,3812,2361,1637,95,100,0,500,3988;
@400000005e54d3350a356b21 #d,-,18,3815,2362,1640,445,2,248365,15398,3815,2363,1696,3813,2361,1637,95,100,0,500,3995;
@400000005e54d3350a3fc789 #d,-,18,3815,2361,1661,446,2,248423,15402,3815,2362,1694,3815,2360,1639,95,100,0,500,3993;
@400000005e54d3370a5012ee #d,-,18,3816,2360,1684,447,2,248479,15405,3816,2362,1693,3815,2359,1631,95,100,0,500,3988;
@400000005e54d3370a59cb6c #d,-,18,3815,2360,1680,448,2,248587,15412,3816,2362,1692,3815,2359,1635,95,100,0,500,3988;
@400000005e54d3390a68db19 #d,-,18,3815,2359,1665,449,2,248640,15415,3815,2362,1687,3815,2359,1633,95,100,0,500,3991;
@400000005e54d3390a7241a2 #d,-,18,3812,2359,1658,450,2,248639,15415,3815,2361,1700,3812,2358,1609,95,100,0,500,3972;
@400000005e54d33b0a82894e #d,-,18,3813,2361,1669,451,2,248693,15418,3813,2362,1690,3812,2359,1633,95,100,0,500,3995;
@400000005e54d33b0a8c6ca3 #d,-,18,3814,2360,1682,452,2,248746,15422,3814,2361,1690,3813,2358,1633,95,100,0,500,3988;
@400000005e54d33d0a9d2d61 #d,-,18,3814,2360,1699,453,2,248799,15425,3814,2360,1702,3814,2358,1623,95,100,0,500,3983;
@400000005e54d33d0aa6bb08 #d,-,18,3814,2359,1696,454,2,248904,15432,3814,2360,1699,3814,2359,1622,95,100,0,500,3986;
@400000005e54d33f0ab60561 #d,-,18,3813,2359,1672,455,2,248955,15435,3814,2362,1699,3813,2359,1637,95,100,0,500,3981;
@400000005e54d33f0ac00ee6 #d,-,18,3814,2361,1658,456,2,248958,15435,3814,2362,1703,3813,2358,1653,95,100,0,500,3993;
@400000005e54d3410ad0ad2e #d,-,18,3815,2361,1635,457,2,249010,15438,3815,2361,1686,3814,2359,1635,95,100,0,500,3995;
@400000005e54d3410adad65d #d,-,18,3815,2359,1648,458,2,249063,15441,3815,2361,1691,3815,2359,1635,95,100,0,500,3983;
@400000005e54d3430aeb12db #d,-,18,3814,2359,1676,459,2,249116,15445,3815,2361,1692,3814,2358,1632,95,100,0,500,3979;
@400000005e54d3430af4e2a2 #d,-,18,3814,2359,1673,461,2,249169,15448,3814,2360,1689,3814,2358,1643,95,100,0,500,3988;
@400000005e54d3450b052ef6 #d,-,18,3814,2359,1672,462,2,249221,15451,3814,2360,1690,3814,2358,1639,95,100,0,500,3988;
@400000005e54d3450b0f25da #d,-,18,3814,2360,1663,463,2,249324,15458,3814,2360,1691,3814,2357,1635,95,100,0,500,3988;
@400000005e54d3470b1f4668 #d,-,18,3814,2360,1671,464,2,249324,15458,3814,2360,1691,3814,2358,1637,95,100,0,500,3991;
@400000005e54d3470b2992fb #d,-,18,3815,2359,1678,465,2,249375,15461,3815,2361,1702,3814,2358,1626,95,100,0,500,3991;
@400000005e54d3490b397169 #d,-,18,3817,2357,1638,466,2,249418,15463,3817,2361,1686,3815,2357,1601,95,100,0,500,3998;
@400000005e54d3490b42f2f4 #d,-,18,3443,2359,1158,467,2,249366,15460,3817,2363,1638,3443,2357,1050,91,100,0,500,3768;
@400000005e54d34b0b50aeb2 #d,-,18,2515,2358,1161,467,2,249176,15448,3443,2361,1182,2515,2358,1154,90,100,0,500,2770;
@400000005e54d34b0b59b72c #d,-,18,2517,2362,1165,468,2,249037,15440,2517,2362,1182,2515,2358,1151,90,100,0,499,2796;
@400000005e54d34d0b67ff8b #d,-,18,2518,2361,1158,469,2,248898,15431,2518,2362,1166,2517,2360,1155,90,100,0,499,2794;
@400000005e54d34d0b710804 #d,-,18,2519,2362,1158,469,2,248809,15426,2519,2363,1161,2518,2360,1153,90,100,0,499,2787;
@400000005e54d34f0b7e61f9 #d,-,18,2518,2362,1156,470,2,248619,15414,2519,2364,1161,2518,2361,1153,90,100,0,499,2779;
@400000005e54d34f0b874f70 #d,-,18,2517,2363,1154,471,2,248479,15405,2518,2364,1159,2517,2362,1151,90,100,0,499,2777;
@400000005e54d3510b95a6b6 #d,-,18,2515,2363,1149,471,2,248338,15396,2517,2363,1159,2515,2361,1144,90,100,0,499,2775;
@400000005e54d3510b9e60f4 #d,-,18,2511,2363,1144,472,2,248195,15388,2515,2364,1151,2511,2361,1140,91,100,0,499,2753;
@400000005e54d3530babd6d9 #d,-,18,2508,2362,1146,473,2,248054,15379,2511,2363,1151,2508,2361,1143,90,100,0,499,2758;
@400000005e54d3530bb4cbc3 #d,-,18,2504,2361,1137,474,2,247911,15370,2508,2363,1148,2504,2360,1137,90,100,0,499,2753;
@400000005e54d3550bc3466d #d,-,18,2500,2361,1145,474,2,247769,15361,2504,2363,1146,2500,2360,1137,91,100,0,499,2742;
@400000005e54d3550bcbe1f0 #d,-,18,2496,2361,1141,475,2,247627,15352,2500,2363,1145,2496,2361,1139,90,100,0,499,2744;
@400000005e54d3570bd9c4cb #d,-,18,2492,2362,1136,476,2,247534,15347,2496,2363,1143,2492,2361,1134,90,100,0,499,2742;
@400000005e54d3570be2d872 #d,-,18,2488,2364,1137,476,2,247392,15338,2492,2365,1143,2488,2361,1131,91,100,0,499,2734;
@400000005e54d3590bf12cec #d,-,18,2484,2364,1134,477,2,247201,15326,2488,2365,1140,2484,2363,1132,90,100,0,499,2734;
@400000005e54d3590bf9dfb7 #d,-,18,2481,2364,1139,478,2,247060,15317,2484,2365,1140,2481,2363,1132,90,100,0,499,2732;
@400000005e54d35b0c0786f8 #d,-,18,2478,2365,1132,478,2,246919,15309,2481,2365,1139,2478,2363,1129,90,100,0,499,2734;
@400000005e54d35b0c109f47 #d,-,18,2475,2362,1130,479,2,246777,15300,2478,2365,1136,2475,2362,1125,90,100,0,499,2727;
@400000005e54d35d0c1e4fd8 #d,-,18,2472,2363,1134,480,2,246637,15291,2475,2365,1139,2472,2362,1129,90,100,0,499,2720;
@400000005e54d35d0c26df3f #d,-,18,2469,2363,1131,480,2,246498,15282,2472,2365,1140,2469,2362,1129,90,100,0,499,2730;
@400000005e54d35f0c34d101 #d,-,18,2467,2364,1133,481,2,246358,15274,2469,2365,1138,2467,2362,1128,90,100,0,499,2725;
@400000005e54d35f0c3e080b #d,-,18,2465,2364,1134,482,2,246267,15268,2467,2364,1137,2465,2362,1128,90,100,0,499,2725;
@400000005e54d3610c4c6c5b #d,-,18,2463,2361,1129,482,2,246081,15257,2465,2365,1139,2463,2361,1128,90,100,0,499,2727;
@400000005e54d3610c54ff7c #d,-,18,2461,2362,1132,483,2,245942,15248,2463,2363,1135,2461,2360,1126,90,100,0,499,2723;
@400000005e54d3630c626945 #d,-,18,2459,2361,1130,484,3,245852,15242,2461,2363,1137,2459,2360,1127,90,100,0,499,2718;
@400000005e54d3630c6b5214 #d,-,18,2458,2362,1136,484,3,245667,15231,2459,2363,1137,2458,2360,1129,90,100,0,499,2725;
@400000005e54d3650c78fa44 #d,-,18,2457,2361,1129,485,3,245531,15222,2458,2362,1136,2457,2360,1128,90,100,0,499,2725;
@400000005e54d3650c818d64 #d,-,18,2456,2362,1134,486,3,245394,15214,2457,2363,1137,2456,2360,1128,90,100,0,499,2720;
@400000005e54d3670c8ec4e3 #d,-,18,2454,2360,1129,486,3,245258,15206,2456,2363,1136,2454,2360,1128,90,100,0,499,2720;
@400000005e54d3670c97b16c #d,-,18,2453,2362,1131,487,3,245123,15197,2454,2363,1134,2453,2360,1129,90,100,0,499,2720;
@400000005e54d3690ca5f258 #d,-,18,2452,2361,1134,488,3,244989,15189,2453,2362,1138,2452,2360,1130,90,100,0,499,2723;
@400000005e54d3690cae8578 #d,-,18,2452,2362,1129,489,3,244855,15181,2452,2362,1138,2452,2359,1128,90,100,0,499,2723;
@400000005e54d36b0cbc351b #d,-,18,2452,2359,1132,489,3,244722,15172,2452,2362,1135,2452,2359,1127,90,100,0,499,2720;
@400000005e54d36b0cc554dd #d,-,18,2450,2361,1128,490,3,244588,15164,2452,2361,1136,2450,2359,1127,90,100,0,499,2720;
@400000005e54d36d0cd3ad11 #d,-,18,2450,2359,1135,491,3,244456,15156,2450,2361,1136,2450,2359,1127,90,100,0,499,2720;
@400000005e54d36d0cdc4032 #d,-,18,2449,2361,1128,491,3,244323,15148,2450,2361,1135,2449,2358,1125,90,100,0,499,2718;
@400000005e54d36f0ce9fbf0 #d,-,18,2448,2359,1128,492,3,244190,15139,2449,2361,1130,2448,2359,1125,90,100,0,499,2713;
@400000005e54d36f0cf3143e #d,-,18,2446,2360,1127,493,3,244057,15131,2448,2362,1134,2446,2359,1125,90,100,0,499,2706;
@400000005e54d3710d00eaff #d,-,18,2445,2360,1128,493,3,243972,15126,2446,2361,1134,2445,2358,1127,90,100,0,499,2715;
@400000005e54d3710d0976ac #d,-,18,2444,2361,1129,494,3,243794,15115,2445,2361,1131,2444,2359,1124,90,100,0,499,2711;
@400000005e54d3730d1712c0 #d,-,18,2443,2360,1126,495,3,243663,15107,2444,2361,1130,2443,2359,1125,90,100,0,499,2708;
@400000005e54d3730d20239b #d,-,18,2441,2360,1128,495,3,243531,15098,2443,2361,1132,2441,2359,1124,90,100,0,499,2708;
@400000005e54d3750d2e7f89 #d,-,18,2440,2359,1128,496,3,243401,15090,2441,2361,1131,2440,2358,1125,90,100,0,499,2711;
@400000005e54d3750d3712aa #d,-,18,2439,2359,1129,497,3,243271,15082,2440,2361,1132,2439,2359,1125,89,100,0,499,2711;
@400000005e54d3770d44c606 #d,-,18,2438,2361,1129,497,3,243141,15074,2439,2361,1133,2438,2358,1123,90,100,0,499,2708;
@400000005e54d3770d4dde54 #d,-,18,2437,2358,1124,498,3,243012,15066,2438,2361,1131,2437,2358,1124,90,100,0,499,2706;
@400000005e54d3790d5c1e52 #d,-,18,2436,2359,1128,499,3,242882,15058,2437,2361,1128,2436,2358,1123,90,100,0,499,2706;
@400000005e54d3790d64b261 #d,-,18,2435,2360,1125,499,3,242754,15050,2436,2360,1130,2435,2358,1122,90,100,0,499,2704;
@400000005e54d37b0d720c55 #d,-,18,2434,2359,1134,500,3,242627,15042,2435,2361,1134,2434,2358,1122,90,100,0,499,2704;
@400000005e54d37b0d7b04f9 #d,-,18,2435,2358,1128,501,3,242499,15034,2435,2360,1134,2434,2357,1124,89,100,0,499,2711;
@400000005e54d37d0d89685b #d,-,18,2434,2358,1125,501,3,242372,15027,2435,2360,1133,2434,2357,1123,90,100,0,499,2704;
@400000005e54d37d0d91f408 #d,-,18,2433,2357,1129,502,3,242246,15019,2434,2359,1130,2433,2357,1124,89,100,0,499,2706;
@400000005e54d37f0d9fb73a #d,-,18,2433,2358,1128,503,3,242165,15014,2433,2359,1130,2433,2356,1125,89,100,0,499,2706;
@400000005e54d37f0da8bfb3 #d,-,18,2433,2355,1130,503,3,241995,15003,2433,2358,1130,2433,2355,1126,89,100,0,499,2708;
@400000005e54d3810dbabd17 #d,-,18,2433,2354,1127,504,3,241870,14995,2433,2356,1132,2433,2353,1127,89,100,0,499,2706;
@400000005e54d3810dc54cb8 #d,-,18,2433,2352,1129,505,3,241791,14991,2433,2354,1132,2433,2352,1126,89,100,0,499,2706;
@400000005e54d3830dd9e998 #d,-,18,2433,2350,1564,505,3,241675,14983,2433,2355,1581,2433,2349,1129,89,100,0,499,2708;
@400000005e54d3830de599ef #d,-,18,3252,2352,1459,506,3,241685,14984,3252,2353,1624,2433,2350,1455,96,100,0,499,3365;
@400000005e54d3850df84758 #d,-,18,3459,2350,1581,507,3,241751,14988,3459,2353,1653,3252,2348,1445,95,100,0,499,3637;
@400000005e54d3850e03922b #d,-,18,3555,2347,1622,508,3,241721,14986,3555,2350,1622,3459,2347,1450,94,100,0,499,3768;
@400000005e54d3870e171982 #d,-,18,3548,2346,1503,509,3,241744,14988,3555,2348,1623,3548,2345,1503,96,100,0,499,3668;
@400000005e54d3870e229f01 #d,-,18,3485,2345,1600,510,3,241812,14992,3548,2349,1630,3485,2345,1456,95,100,0,499,3661;
@400000005e54d3890e36ceea #d,-,18,3575,2347,1630,511,3,241787,14990,3575,2350,1630,3485,2345,1447,94,100,0,499,3780;
@400000005e54d3890e4286b4 #d,-,18,3570,2348,1452,512,3,241807,14992,3575,2349,1630,3570,2346,1452,96,100,0,499,3699;
@400000005e54d38b0e5501d3 #d,-,18,3483,2348,1597,513,3,241832,14993,3570,2349,1635,3483,2346,1428,95,100,0,499,3659;
@400000005e54d38b0e5fc778 #d,-,18,3545,2347,1656,514,3,241848,14994,3545,2349,1666,3483,2345,1421,94,100,0,499,3761;
@400000005e54d38d0e70d2b7 #d,-,18,3543,2347,1459,515,3,241912,14998,3545,2348,1656,3543,2345,1459,95,100,0,499,3694;
@400000005e54d38d0e7b17d7 #d,-,18,3546,2346,1634,516,3,241908,14998,3546,2348,1674,3543,2343,1454,95,100,0,499,3732;
@400000005e54d38f0e8cfdf2 #d,-,18,3548,2345,1613,517,3,241985,15003,3548,2347,1723,3546,2345,1444,94,100,0,499,3773;
@400000005e54d38f0e977cd0 #d,-,18,3695,2343,1678,518,3,241974,15002,3695,2346,1739,3548,2343,1420,95,100,0,499,3879;
@400000005e54d3910eaad2cb #d,-,18,3690,2343,1676,519,3,242005,15004,3695,2345,1678,3690,2343,1464,96,100,0,499,3808;
@400000005e54d3910eb5a39d #d,-,18,3639,2347,1413,520,3,242077,15008,3690,2347,1719,3639,2342,1413,95,100,0,499,3827;
@400000005e54d3930ec6592d #d,-,18,3636,2346,1601,521,3,242080,15008,3639,2347,1733,3636,2343,1413,96,100,0,499,3787;
@400000005e54d3930ed16d0e #d,-,18,3630,2345,1638,522,3,242112,15010,3636,2347,1728,3630,2344,1429,96,100,0,499,3765;
@400000005e54d3950ee09403 #d,-,18,3627,2344,1626,523,3,242189,15015,3630,2346,1749,3627,2342,1419,94,100,0,499,3846;
@400000005e54d3950eea21ab #d,-,18,3749,2346,1675,524,3,242185,15015,3749,2347,1701,3627,2344,1496,96,100,0,499,3882;
@400000005e54d3970efb504e #d,-,18,3663,2346,1607,525,3,242208,15016,3749,2349,1675,3663,2345,1423,95,100,0,499,3837;
@400000005e54d3970f05bf56 #d,-,18,3603,2349,1481,526,3,242290,15022,3663,2350,1733,3603,2346,1481,94,100,0,499,3799;
@400000005e54d3990f16bf68 #d,-,18,3605,2346,1645,527,3,242288,15021,3605,2350,1735,3603,2345,1424,95,100,0,499,3782;
@400000005e54d3990f211817 #d,-,18,3663,2347,1646,528,3,242329,15024,3663,2349,1711,3605,2346,1516,95,100,0,499,3851;
@400000005e54d39b0f323e58 #d,-,18,3660,2349,1613,529,3,242407,15029,3663,2350,1738,3660,2346,1459,94,100,0,499,3865;
@400000005e54d39b0f3c7fbe #d,-,18,3749,2348,1697,530,3,242403,15029,3749,2350,1731,3660,2347,1465,96,100,0,499,3896;
@400000005e54d39d0f4eb326 #d,-,18,3681,2352,1689,531,3,242437,15031,3749,2352,1697,3681,2348,1481,95,100,0,499,3846;
@400000005e54d39d0f5984e7 #d,-,18,3679,2350,1469,532,3,242512,15035,3681,2352,1722,3679,2349,1457,95,100,0,499,3851;
@400000005e54d39f0f6a5579 #d,-,18,3678,2351,1562,533,3,242516,15036,3679,2353,1731,3678,2349,1469,95,100,0,499,3846;
@400000005e54d39f0f74d545 #d,-,18,3680,2352,1610,534,3,242559,15038,3680,2353,1706,3678,2350,1524,95,100,0,499,3870;
@400000005e54d3a10f85fb87 #d,-,18,3680,2354,1629,535,3,242641,15043,3680,2354,1703,3680,2352,1525,95,100,0,499,3848;
@400000005e54d3a10f903933 #d,-,18,3677,2352,1629,536,3,242638,15043,3680,2354,1709,3677,2351,1518,95,100,0,499,3860;
@400000005e54d3a30fa04278 #d,-,18,3682,2354,1642,537,3,242678,15046,3682,2355,1725,3677,2351,1487,94,100,0,499,3917;
@400000005e54d3a30faa0e85 #d,-,18,3689,2352,1732,538,3,242716,15048,3689,2355,1733,3682,2352,1484,94,100,0,499,3886;
@400000005e54d3a50fbc41ed #d,-,18,3688,2354,1605,539,3,242792,15053,3689,2355,1732,3688,2352,1506,95,100,0,499,3858;
@400000005e54d3a50fc75a76 #d,-,18,3689,2355,1470,541,3,242788,15052,3689,2355,1712,3688,2353,1470,95,100,0,499,3877;
@400000005e54d3a70fd8bb64 #d,-,18,3688,2353,1609,542,3,242832,15055,3689,2356,1743,3688,2352,1453,95,100,0,499,3851;
@400000005e54d3a70fe3bf6f #d,-,18,3631,2354,1649,543,3,242869,15057,3688,2355,1716,3631,2353,1494,95,100,0,499,3818;
@400000005e54d3a90ff494aa #d,-,18,3683,2354,1606,544,3,242949,15062,3683,2356,1721,3631,2353,1490,94,100,0,499,3901;
