@400000005e1d72a1179942a6 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e1d72a205e5f705 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e1d741e1d583cb0 #d,-,18,2682,2333,1158,282,1,192543,11937,2683,2334,1160,2682,2332,1157,99,100,0,500,2708;
@400000005e1d74201d67315a #d,-,18,2681,2334,1188,282,1,192546,11937,2682,2335,1190,2681,2333,1158,98,100,0,500,2710;
@400000005e1d74201d71db0f #d,-,18,2684,2334,1159,283,1,192544,11937,2684,2336,1188,2681,2333,1151,98,100,0,500,2737;
@400000005e1d74221d7ea0ef #d,-,18,2684,2334,1159,284,1,192543,11937,2684,2336,1160,2684,2333,1158,99,100,0,500,2710;
@400000005e1d74221d88c664 #d,-,18,2682,2331,1159,285,1,192541,11937,2684,2336,1162,2682,2331,1156,99,100,0,500,2708;
@400000005e1d74241d95d6c5 #d,-,18,2682,2332,1159,285,1,192589,11940,2682,2334,1160,2682,2331,1158,98,100,0,500,2712;
@400000005e1d74241da0d717 #d,-,18,2681,2333,1190,286,1,192542,11937,2682,2334,1190,2681,2332,1159,98,100,0,500,2710;
@400000005e1d74261db0d087 #d,-,18,2684,2333,1161,287,1,192541,11937,2684,2334,1190,2681,2332,1150,97,100,0,500,2739;
@400000005e1d74261dbb30a9 #d,-,18,2683,2332,1160,288,1,192539,11937,2684,2333,1161,2683,2331,1158,99,100,0,500,2707;
@400000005e1d74281dcb12d0 #d,-,18,2682,2334,1159,288,1,192537,11937,2683,2334,1160,2682,2331,1157,98,100,0,500,2710;
@400000005e1d74281dd5507d #d,-,18,2682,2331,1158,289,1,192585,11940,2682,2334,1160,2682,2331,1157,99,100,0,500,2708;
@400000005e1d742a1de5f9f2 #d,-,18,2681,2332,1186,290,1,192536,11937,2682,2334,1186,2681,2331,1157,99,100,0,500,2708;
@400000005e1d742a1df02b83 #d,-,18,2684,2332,1159,291,1,192536,11937,2684,2334,1190,2681,2332,1151,97,100,0,500,2739;
@400000005e1d742c1dffbbb5 #d,-,18,2682,2333,1158,291,1,192534,11937,2684,2334,1159,2682,2331,1157,99,100,0,500,2705;
@400000005e1d742c1e0a36d9 #d,-,18,2681,2331,1159,292,1,192532,11937,2682,2333,1161,2681,2331,1157,99,100,0,500,2708;
@400000005e1d742e1e1a410d #d,-,18,2681,2330,1160,293,1,192579,11939,2681,2332,1161,2681,2330,1158,99,100,0,500,2708;
@400000005e1d742e1e24a8a2 #d,-,18,2680,2332,1177,294,1,192530,11936,2681,2332,1177,2680,2329,1158,98,100,0,500,2708;
@400000005e1d74301e33c46a #d,-,18,2684,2331,1161,294,1,192532,11937,2684,2332,1191,2680,2330,1153,97,100,0,500,2741;
@400000005e1d74301e3df9b5 #d,-,18,2682,2332,1160,295,1,192530,11936,2684,2332,1161,2682,2329,1159,99,100,0,500,2705;
@400000005e1d74321e494fb5 #d,-,18,2682,2331,1160,296,1,192529,11936,2682,2332,1160,2682,2329,1159,99,100,0,500,2708;
@400000005e1d74321e544c4d #d,-,18,2681,2331,1161,297,1,192575,11939,2682,2331,1161,2681,2330,1159,98,100,0,500,2710;
@400000005e1d74341e615093 #d,-,18,2680,2332,1164,297,1,192573,11939,2681,2333,1164,2680,2330,1158,98,100,0,500,2708;
@400000005e1d74341e6ba0e0 #d,-,18,2684,2332,1157,298,1,192576,11939,2684,2332,1190,2680,2329,1151,98,100,0,500,2737;
@400000005e1d74361e7b8307 #d,-,18,2682,2331,1160,299,1,192575,11939,2684,2332,1161,2682,2331,1157,98,100,0,500,2710;
@400000005e1d74361e861dd5 #d,-,18,2682,2330,1161,300,1,192525,11936,2682,2331,1161,2682,2329,1158,99,100,0,500,2708;
@400000005e1d74381e90c879 #d,-,18,2681,2330,1161,300,1,192524,11936,2682,2332,1161,2681,2330,1159,98,100,0,500,2710;
@400000005e1d74381e979ab3 #d,-,18,2682,2331,1170,301,1,192526,11936,2682,2332,1174,2681,2328,1160,98,100,0,500,2716;
@400000005e1d743a1ea6f3f3 #d,-,18,2814,2329,1159,302,1,192542,11937,2814,2332,1368,2682,2329,1121,99,100,0,500,2822;
@400000005e1d743a1eb18b08 #d,-,18,2656,2331,1160,303,1,192541,11937,2814,2331,1170,2656,2329,1158,97,100,0,500,2724;
@400000005e1d743c1eba0f42 #d,-,18,2658,2330,1159,303,1,192539,11937,2658,2331,1161,2656,2329,1159,98,100,0,500,2710;
@400000005e1d743c1ec4448c #d,-,18,2660,2328,1162,304,1,192584,11940,2660,2330,1162,2658,2326,1159,98,100,0,500,2708;
@400000005e1d743e1ed49c0d #d,-,18,2662,2329,1161,305,1,192582,11940,2662,2330,1162,2660,2327,1160,98,100,0,500,2708;
@400000005e1d743e1edf2e79 #d,-,18,2667,2330,1155,305,1,192539,11937,2667,2330,1192,2662,2328,1154,97,100,0,500,2723;
@400000005e1d74401eeccf35 #d,-,18,2669,2330,1159,306,1,192537,11937,2669,2331,1161,2667,2328,1155,98,100,0,500,2723;
@400000005e1d74401ef6fd0c #d,-,18,2669,2329,1160,307,1,192535,11937,2669,2330,1161,2669,2328,1159,98,100,0,500,2707;
@400000005e1d74421efee028 #d,-,18,2670,2329,1160,308,1,192579,11939,2670,2329,1161,2669,2327,1159,98,100,0,500,2707;
@400000005e1d74421f0a0797 #d,-,18,2671,2327,1161,308,1,192577,11939,2671,2329,1163,2670,2325,1159,98,100,0,500,2707;
@400000005e1d74441f12aa8d #d,-,18,2673,2327,1156,309,1,192534,11937,2673,2329,1193,2671,2325,1156,98,100,0,500,2714;
@400000005e1d74441f184ff6 #d,-,18,2675,2327,1160,310,1,192531,11936,2675,2329,1162,2673,2327,1153,98,100,0,500,2726;
@400000005e1d74461f2298d0 #d,-,18,2675,2327,1160,311,1,192529,11936,2675,2329,1161,2675,2327,1159,98,100,0,500,2707;
@400000005e1d74461f2db7dd #d,-,18,2675,2326,1167,311,1,192576,11939,2675,2329,1169,2675,2326,1160,98,100,0,500,2712;
@400000005e1d74481f3d9291 #d,-,18,2677,2327,1161,312,1,192575,11939,2677,2329,1168,2675,2326,1161,98,100,0,500,2723;
@400000005e1d74481f48397b #d,-,18,2678,2326,1167,313,1,192534,11937,2678,2329,1192,2677,2326,1160,98,100,0,500,2716;
@400000005e1d744a1f57aaf2 #d,-,18,2681,2329,1161,314,1,192531,11936,2681,2330,1167,2678,2326,1154,98,100,0,500,2733;
@400000005e1d744a1f61d421 #d,-,18,2680,2331,1160,314,1,192529,11936,2681,2331,1162,2680,2328,1159,98,100,0,500,2710;
@400000005e1d744c1f6a9a7b #d,-,18,2679,2334,1158,315,1,192573,11939,2680,2334,1161,2679,2330,1158,98,100,0,500,2708;
@400000005e1d744c1f6ff91c #d,-,18,2679,2335,1159,316,1,192526,11936,2679,2335,1160,2679,2331,1158,98,100,0,500,2707;
@400000005e1d744e1f787d56 #d,-,18,2679,2334,1181,317,1,192529,11936,2679,2335,1193,2679,2331,1158,98,100,0,500,2710;
@400000005e1d744e1f7dfba2 #d,-,18,2682,2334,1159,317,1,192527,11936,2682,2334,1181,2679,2332,1151,97,100,0,500,2737;
@400000005e1d74501f8717aa #d,-,18,2681,2333,1159,318,1,192525,11936,2682,2334,1160,2681,2331,1158,98,100,0,500,2710;
@400000005e1d74501f91f852 #d,-,18,2681,2333,1160,319,1,192569,11939,2681,2333,1161,2681,2331,1159,99,100,0,500,2708;
@400000005e1d74521fa2969a #d,-,18,2680,2334,1158,320,1,192567,11939,2681,2334,1160,2680,2331,1157,98,100,0,500,2710;
@400000005e1d74521faccbe5 #d,-,18,2680,2334,1190,320,1,192525,11936,2680,2334,1190,2680,2332,1158,98,100,0,500,2708;
@400000005e1d74541fb537e8 #d,-,18,2683,2334,1161,321,1,192524,11936,2683,2334,1190,2680,2332,1152,98,100,0,500,2737;
@400000005e1d74541fbaaa18 #d,-,18,2682,2333,1160,322,1,192522,11936,2683,2334,1161,2682,2331,1158,98,100,0,500,2710;
@400000005e1d74561fc35929 #d,-,18,2681,2330,1160,323,2,192565,11939,2682,2333,1161,2681,2330,1158,99,100,0,500,2708;
@400000005e1d74561fc8e74b #d,-,18,2681,2330,1160,323,2,192519,11936,2681,2332,1161,2681,2329,1159,99,100,0,500,2708;
@400000005e1d74581fd1b06f #d,-,18,2680,2329,1192,324,2,192521,11936,2681,2331,1192,2680,2329,1159,98,100,0,500,2710;
@400000005e1d74581fd7b7a3 #d,-,18,2683,2330,1162,325,2,192521,11936,2683,2331,1193,2680,2328,1154,97,100,0,500,2739;
@400000005e1d745a1fe78ae4 #d,-,18,2683,2330,1161,326,2,192519,11936,2683,2330,1162,2683,2328,1159,99,100,0,500,2707;
@400000005e1d745a1ff2024e #d,-,18,2682,2329,1160,326,2,192518,11936,2683,2331,1162,2682,2329,1160,98,100,0,500,2712;
@400000005e1d745c200222dc #d,-,18,2681,2329,1161,327,2,192517,11936,2682,2330,1165,2681,2322,1159,99,100,0,500,2708;
@400000005e1d745c200c7f44 #d,-,18,2681,2331,1187,328,2,192518,11936,2681,2333,1187,2681,2329,1156,98,100,0,500,2710;
@400000005e1d745e20150af1 #d,-,18,2684,2330,1161,328,2,192519,11936,2684,2332,1191,2681,2330,1152,97,100,0,500,2742;
@400000005e1d745e20201b18 #d,-,18,2683,2333,1160,329,2,192561,11938,2684,2333,1162,2683,2330,1158,99,100,0,500,2708;
@400000005e1d7460203010ce #d,-,18,2683,2332,1159,330,2,192559,11938,2683,2333,1160,2683,2332,1157,99,100,0,500,2710;
@400000005e1d7460203a6209 #d,-,18,2682,2333,1158,331,2,192514,11935,2683,2333,1161,2682,2331,1158,98,100,0,500,2710;
@400000005e1d746220448ef2 #d,-,18,2681,2328,1177,331,2,192514,11935,2682,2333,1177,2681,2328,1157,99,100,0,500,2707;
@400000005e1d7462204f8417 #d,-,18,2684,2329,1160,332,2,192515,11935,2684,2331,1192,2681,2327,1155,97,100,0,500,2741;
@400000005e1d746420600a28 #d,-,18,2683,2329,1161,333,2,192514,11935,2684,2330,1162,2683,2328,1159,99,100,0,500,2705;
@400000005e1d7464206a7dd9 #d,-,18,2682,2328,1160,334,2,192512,11935,2683,2330,1163,2682,2326,1159,99,100,0,500,2708;
@400000005e1d74662079c832 #d,-,18,2681,2326,1161,334,2,192553,11938,2682,2328,1162,2681,2325,1160,99,100,0,500,2708;
@400000005e1d746620840136 #d,-,18,2680,2328,1163,335,2,192551,11938,2681,2329,1163,2680,2326,1159,99,100,0,500,2707;
@400000005e1d7468208ca42c #d,-,18,2683,2328,1158,336,2,192511,11935,2683,2330,1191,2680,2328,1152,98,100,0,500,2733;
@400000005e1d74682091d083 #d,-,18,2682,2329,1159,337,2,192509,11935,2683,2330,1163,2682,2328,1158,99,100,0,500,2708;
@400000005e1d746a20a1074d #d,-,18,2681,2329,1159,337,2,192508,11935,2682,2330,1161,2681,2328,1159,99,100,0,500,2707;
@400000005e1d746a20abfb84 #d,-,18,2680,2328,1160,338,2,192548,11937,2681,2330,1161,2680,2328,1159,98,100,0,500,2708;
@400000005e1d746c20bc7668 #d,-,18,2679,2329,1159,339,2,192504,11935,2680,2331,1161,2679,2328,1159,98,100,0,500,2707;
@400000005e1d746c20c6cf16 #d,-,18,2682,2329,1154,340,2,192506,11935,2682,2331,1191,2679,2328,1152,98,100,0,500,2726;
@400000005e1d746e20d76143 #d,-,18,2681,2330,1160,340,2,192505,11935,2682,2330,1163,2681,2327,1154,98,100,0,500,2716;
@400000005e1d746e20e1c51f #d,-,18,2680,2330,1159,341,2,192503,11935,2681,2330,1161,2680,2328,1159,99,100,0,500,2707;
@400000005e1d747020ea5bf9 #d,-,18,2680,2328,1159,342,2,192543,11937,2680,2330,1162,2680,2328,1159,98,100,0,500,2708;
@400000005e1d747020f02d28 #d,-,18,2679,2327,1161,343,2,192542,11937,2680,2330,1163,2679,2326,1159,98,100,0,500,2707;
@400000005e1d747220f909dc #d,-,18,2681,2329,1154,343,2,192503,11935,2681,2329,1193,2679,2326,1154,98,100,0,500,2721;
@400000005e1d7472210379d3 #d,-,18,2681,2327,1172,344,2,192504,11935,2681,2329,1174,2681,2326,1154,98,100,0,500,2723;
@400000005e1d7474211279aa #d,-,18,2684,2326,1152,345,2,192517,11936,2684,2328,1336,2681,2325,1152,98,100,0,500,2730;
@400000005e1d7474211b1173 #d,-,18,2747,2325,1160,346,2,192513,11935,2747,2327,1171,2684,2325,1122,98,100,0,500,2790;
@400000005e1d7476212336ae #d,-,18,2678,2327,1162,346,2,192512,11935,2747,2328,1163,2678,2325,1160,98,100,0,500,2712;
@400000005e1d7476212d6bf9 #d,-,18,2679,2324,1158,347,2,192515,11935,2679,2328,1194,2678,2324,1158,98,100,0,500,2714;
@400000005e1d7478213def3f #d,-,18,2680,2325,1162,348,2,192513,11935,2680,2326,1164,2679,2324,1154,98,100,0,500,2728;
@400000005e1d747821481fe1 #d,-,18,2680,2325,1162,349,2,192512,11935,2680,2326,1163,2680,2325,1161,98,100,0,500,2710;
@400000005e1d747a2150758a #d,-,18,2679,2326,1161,349,2,192510,11935,2680,2326,1162,2679,2324,1160,98,100,0,500,2707;
@400000005e1d747a2155a955 #d,-,18,2678,2325,1162,350,2,192508,11935,2679,2326,1164,2678,2323,1161,98,100,0,500,2707;
@400000005e1d747c2165707a #d,-,18,2679,2321,1172,351,2,192512,11935,2679,2325,1195,2678,2320,1162,98,100,0,500,2708;
@400000005e1d747c21700f02 #d,-,18,2681,2322,1161,351,2,192550,11938,2681,2324,1172,2679,2320,1156,98,100,0,500,2735;
@400000005e1d747e217896f6 #d,-,18,2681,2325,1163,352,2,192508,11935,2681,2325,1164,2681,2322,1161,99,100,0,500,2708;
@400000005e1d747e217eef30 #d,-,18,2680,2323,1163,353,2,192547,11937,2681,2325,1164,2680,2323,1162,98,100,0,500,2708;
@400000005e1d7480218f243a #d,-,18,2680,2325,1164,354,2,192505,11935,2680,2325,1164,2680,2322,1162,98,100,0,500,2708;
@400000005e1d74802199a318 #d,-,18,2679,2325,1183,354,2,192508,11935,2680,2325,1194,2679,2323,1162,98,100,0,500,2708;
@400000005e1d748221a4de16 #d,-,18,2682,2325,1169,355,2,192507,11935,2682,2326,1183,2679,2324,1155,98,100,0,500,2735;
@400000005e1d748221afb391 #d,-,18,2683,2324,1168,356,2,192508,11935,2683,2326,1169,2682,2324,1167,98,100,0,500,2723;
@400000005e1d748421bfbdc4 #d,-,18,2684,2324,1165,357,2,192509,11935,2684,2326,1170,2683,2323,1165,98,100,0,500,2721;
@400000005e1d748421ca3175 #d,-,18,2684,2324,1161,357,2,192507,11935,2684,2326,1165,2684,2324,1160,98,100,0,500,2716;
@400000005e1d748621d9ec7f #d,-,18,2683,2324,1192,358,2,192509,11935,2684,2326,1192,2683,2324,1161,99,100,0,500,2707;
@400000005e1d748621e44173 #d,-,18,2685,2325,1163,359,2,192508,11935,2685,2326,1192,2683,2324,1155,98,100,0,500,2735;
@400000005e1d748821ef221b #d,-,18,2684,2325,1162,360,2,192506,11935,2685,2326,1164,2684,2324,1160,99,100,0,500,2708;
@400000005e1d748821fa2acf #d,-,18,2683,2324,1163,360,2,192505,11935,2684,2326,1164,2683,2323,1161,99,100,0,500,2708;
@400000005e1d748a2203272c #d,-,18,2682,2325,1162,361,2,192503,11935,2683,2327,1164,2682,2324,1161,99,100,0,500,2708;
@400000005e1d748a220c9d8b #d,-,18,2681,2324,1194,362,2,192505,11935,2682,2326,1194,2681,2324,1162,99,100,0,500,2707;
@400000005e1d748c22164634 #d,-,18,2684,2321,1165,363,2,192504,11935,2684,2325,1194,2681,2321,1156,97,100,0,500,2739;
@400000005e1d748c2219c08d #d,-,18,2683,2321,1164,363,2,192503,11935,2684,2323,1166,2683,2321,1163,99,100,0,500,2705;
@400000005e1d748e2225ce05 #d,-,18,2682,2323,1163,364,2,192501,11935,2683,2323,1165,2682,2320,1163,99,100,0,500,2707;
@400000005e1d748e22301f40 #d,-,18,2681,2324,1162,365,2,192500,11935,2682,2325,1164,2681,2322,1161,99,100,0,500,2707;
@400000005e1d74902240b527 #d,-,18,2680,2325,1189,366,2,192500,11935,2681,2325,1189,2680,2321,1162,99,100,0,500,2705;
@400000005e1d7490224af1e5 #d,-,18,2683,2325,1182,366,2,192502,11935,2683,2326,1195,2680,2324,1155,97,100,0,500,2741;
@400000005e1d749222597c64 #d,-,18,2687,2325,1178,367,2,192509,11935,2687,2325,1200,2683,2323,1178,97,100,0,500,2742;
@400000005e1d74922263f103 #d,-,18,2691,2324,1181,368,2,192552,11938,2691,2325,1183,2687,2321,1173,97,100,0,500,2749;
@400000005e1d749422730f96 #d,-,18,2692,2325,1165,369,2,192512,11935,2692,2325,1181,2691,2323,1161,98,100,0,500,2733;
@400000005e1d7494227d6bfe #d,-,18,2691,2325,1180,369,2,192512,11935,2692,2325,1180,2691,2323,1164,99,100,0,500,2712;
@400000005e1d749622860781 #d,-,18,2693,2326,1163,370,2,192514,11935,2693,2326,1196,2691,2323,1157,98,100,0,500,2744;
@400000005e1d7496229030b0 #d,-,18,2690,2325,1158,371,2,192511,11935,2693,2326,1163,2690,2323,1157,99,100,0,500,2703;
@400000005e1d7498229906df #d,-,18,2687,2325,1158,372,2,192508,11935,2690,2325,1159,2687,2322,1157,99,100,0,500,2698;
@400000005e1d749822a055e6 #d,-,18,2684,2324,1158,372,2,192505,11935,2687,2325,1159,2684,2322,1158,99,100,0,500,2696;
@400000005e1d749a22b0ff5b #d,-,18,2682,2325,1161,373,2,192502,11935,2684,2325,1161,2682,2322,1158,99,100,0,500,2698;
@400000005e1d749a22bb6336 #d,-,18,2684,2324,1155,374,2,192503,11935,2684,2325,1190,2682,2323,1150,98,100,0,500,2723;
@400000005e1d749c22c4212e #d,-,18,2680,2323,1158,374,2,192500,11935,2684,2325,1160,2680,2323,1155,99,100,0,500,2698;
@400000005e1d749c22ce2ba1 #d,-,18,2679,2325,1157,375,2,192497,11934,2680,2326,1159,2679,2323,1157,99,100,0,500,2698;
@400000005e1d749e22d864a5 #d,-,18,2677,2325,1158,376,2,192494,11934,2679,2326,1160,2677,2323,1156,99,100,0,500,2694;
@400000005e1d749e22e2a60b #d,-,18,2675,2323,1158,377,2,192491,11934,2677,2326,1159,2675,2323,1157,99,100,0,500,2696;
@400000005e1d74a022f274a4 #d,-,18,2677,2322,1152,377,2,192492,11934,2677,2324,1191,2675,2322,1151,98,100,0,500,2716;
@400000005e1d74a022fd69c9 #d,-,18,2675,2323,1158,378,2,192488,11934,2677,2325,1160,2675,2322,1152,98,100,0,500,2707;
@400000005e1d74a22306a0d3 #d,-,18,2674,2325,1157,379,2,192485,11934,2675,2325,1159,2674,2322,1157,99,100,0,500,2694;
@400000005e1d74a2230f28c7 #d,-,18,2672,2325,1159,380,2,192482,11933,2674,2325,1159,2672,2322,1157,99,100,0,500,2696;
@400000005e1d74a4231f93d6 #d,-,18,2671,2327,1157,380,2,192479,11933,2672,2327,1159,2671,2323,1156,99,100,0,500,2696;
@400000005e1d74a4232a03cd #d,-,18,2673,2327,1150,381,2,192518,11936,2673,2328,1187,2671,2325,1150,98,100,0,500,2708;
@400000005e1d74a6233a9240 #d,-,18,2673,2324,1156,382,2,192477,11933,2673,2328,1161,2673,2323,1150,98,100,0,500,2714;
@400000005e1d74a62345197f #d,-,18,2672,2324,1158,383,2,192475,11933,2673,2326,1159,2672,2323,1156,99,100,0,500,2698;
@400000005e1d74a823558848 #d,-,18,2671,2323,1158,383,2,192471,11933,2672,2325,1159,2671,2323,1157,98,100,0,500,2698;
@400000005e1d74a8235fcd67 #d,-,18,2670,2322,1159,384,2,192506,11935,2671,2324,1159,2670,2322,1157,99,100,0,500,2696;
@400000005e1d74aa236fedf5 #d,-,18,2670,2325,1157,385,2,192470,11933,2670,2325,1191,2670,2321,1157,98,100,0,500,2701;
@400000005e1d74aa237abbfc #d,-,18,2672,2325,1157,386,2,192467,11932,2672,2325,1161,2670,2323,1152,98,100,0,500,2721;
@400000005e1d74ac238af3d2 #d,-,18,2671,2325,1159,386,2,192464,11932,2672,2325,1159,2671,2323,1156,98,100,0,500,2698;
@400000005e1d74ac23958ae7 #d,-,18,2671,2324,1158,387,2,192461,11932,2671,2325,1159,2671,2323,1156,98,100,0,500,2698;
@400000005e1d74ae23a12b68 #d,-,18,2671,2325,1169,388,2,192462,11932,2671,2325,1171,2671,2323,1158,98,100,0,500,2708;
@400000005e1d74ae23a7e2a1 #d,-,18,2747,2324,1171,389,2,192471,11933,2747,2325,1258,2671,2323,1169,99,100,0,500,2769;
@400000005e1d74b023b3ffef #d,-,18,2680,2326,1157,389,2,192468,11933,2747,2327,1171,2680,2324,1153,98,100,0,500,2724;
@400000005e1d74b023be7fbb #d,-,18,2678,2324,1157,390,2,192466,11932,2680,2326,1159,2678,2324,1157,99,100,0,500,2700;
@400000005e1d74b223ce520d #d,-,18,2676,2325,1157,391,2,192499,11934,2678,2326,1159,2676,2324,1157,99,100,0,500,2698;
@400000005e1d74b223d88ecb #d,-,18,2675,2325,1157,391,2,192460,11932,2676,2327,1158,2675,2325,1156,99,100,0,500,2698;
@400000005e1d74b423e2fec2 #d,-,18,2673,2327,1183,392,2,192461,11932,2675,2327,1188,2673,2325,1157,99,100,0,500,2696;
@400000005e1d74b423ede058 #d,-,18,2675,2327,1157,393,2,192494,11934,2675,2327,1183,2673,2324,1149,98,100,0,501,2723;
@400000005e1d74b623fa8e01 #d,-,18,2674,2328,1157,394,2,192455,11932,2675,2328,1158,2674,2324,1156,99,100,0,501,2694;
@400000005e1d74b62404cf67 #d,-,18,2672,2328,1157,394,2,192451,11932,2674,2328,1159,2672,2326,1155,99,100,0,501,2696;
@400000005e1d74b8240fa89b #d,-,18,2671,2326,1157,395,2,192448,11931,2672,2328,1158,2671,2325,1156,99,100,0,501,2694;
@400000005e1d74b8241ab508 #d,-,18,2670,2326,1189,396,2,192449,11931,2671,2327,1189,2670,2324,1157,99,100,0,501,2694;
@400000005e1d74ba2424fde2 #d,-,18,2673,2325,1159,397,2,192446,11931,2673,2326,1189,2670,2324,1151,98,100,0,501,2726;
@400000005e1d74ba242ff5d2 #d,-,18,2672,2326,1158,397,2,192479,11933,2673,2326,1159,2672,2323,1157,99,100,0,501,2696;
@400000005e1d74bc243efa51 #d,-,18,2671,2325,1157,398,2,192440,11931,2672,2326,1159,2671,2323,1156,99,100,0,501,2696;
@400000005e1d74bc24496e02 #d,-,18,2670,2323,1158,399,2,192438,11931,2671,2325,1160,2670,2322,1157,99,100,0,501,2696;
@400000005e1d74be24593c9b #d,-,18,2669,2324,1189,400,2,192437,11931,2670,2324,1189,2669,2322,1158,98,100,0,501,2696;
@400000005e1d74be2463759f #d,-,18,2672,2323,1161,400,2,192436,11931,2672,2324,1192,2669,2321,1152,97,100,0,501,2730;
@400000005e1d74c024738eb9 #d,-,18,2671,2323,1159,401,2,192434,11930,2672,2324,1161,2671,2321,1159,99,100,0,501,2694;
@400000005e1d74c0247e8f0b #d,-,18,2670,2324,1158,402,2,192431,11930,2671,2324,1161,2670,2322,1157,98,100,0,501,2698;
@400000005e1d74c2248de0d8 #d,-,18,2669,2322,1159,403,2,192464,11932,2670,2324,1160,2669,2321,1158,98,100,0,501,2696;
@400000005e1d74c22498645d #d,-,18,2669,2322,1181,403,2,192427,11930,2669,2323,1181,2669,2321,1159,98,100,0,501,2700;
@400000005e1d74c424a7d98e #d,-,18,2673,2325,1160,404,2,192427,11930,2673,2325,1192,2669,2321,1152,97,100,0,501,2728;
@400000005e1d74c424b2595a #d,-,18,2671,2324,1159,405,2,192424,11930,2673,2325,1161,2671,2323,1158,99,100,0,501,2696;
@400000005e1d74c624bb1752 #d,-,18,2671,2323,1159,406,2,192457,11932,2671,2325,1160,2671,2323,1158,98,100,0,501,2700;
@400000005e1d74c624c50a7d #d,-,18,2670,2326,1158,406,2,192420,11930,2671,2326,1161,2670,2323,1158,98,100,0,501,2698;
@400000005e1d74c824d352dc #d,-,18,2669,2323,1165,407,2,192417,11929,2670,2326,1165,2669,2323,1158,98,100,0,501,2698;
@400000005e1d74c824dd837e #d,-,18,2673,2323,1159,408,2,192418,11929,2673,2325,1192,2669,2323,1152,98,100,0,501,2726;
@400000005e1d74ca24ed9525 #d,-,18,2671,2325,1157,408,2,192416,11929,2673,2325,1161,2671,2321,1157,98,100,0,501,2700;
@400000005e1d74ca24f88e04 #d,-,18,2671,2322,1160,409,2,192413,11929,2671,2325,1160,2671,2322,1157,99,100,0,501,2696;
@400000005e1d74cc25011d6b #d,-,18,2670,2325,1158,410,2,192411,11929,2671,2325,1161,2670,2322,1158,99,100,0,501,2696;
@400000005e1d74cc250ad9a3 #d,-,18,2669,2323,1159,411,2,192408,11929,2670,2325,1160,2669,2322,1158,98,100,0,501,2698;
@400000005e1d74ce25138052 #d,-,18,2672,2325,1154,411,2,192409,11929,2672,2325,1192,2669,2322,1151,98,100,0,501,2719;
@400000005e1d74ce25199b14 #d,-,18,2671,2325,1158,412,2,192406,11929,2672,2325,1161,2671,2323,1154,98,100,0,501,2703;
@400000005e1d74d0252225d3 #d,-,18,2670,2325,1157,413,2,192438,11931,2671,2327,1161,2670,2323,1157,98,100,0,501,2698;
@400000005e1d74d025277d02 #d,-,18,2669,2330,1156,414,2,192401,11928,2670,2330,1159,2669,2324,1155,98,100,0,501,2698;
@400000005e1d74d22532d7aa #d,-,18,2669,2328,1157,414,2,192399,11928,2669,2330,1160,2669,2326,1155,98,100,0,501,2698;
@400000005e1d74d2253e4139 #d,-,18,2671,2329,1150,415,2,192400,11928,2671,2330,1189,2669,2327,1150,98,100,0,501,2712;
@400000005e1d74d4254d50e6 #d,-,18,2671,2327,1155,416,2,192431,11930,2671,2329,1159,2671,2326,1150,98,100,0,501,2710;
@400000005e1d74d425579606 #d,-,18,2670,2327,1156,417,2,192394,11928,2671,2328,1158,2670,2325,1155,98,100,0,501,2698;
@400000005e1d74d62566e05f #d,-,18,2669,2327,1158,417,2,192391,11928,2670,2328,1158,2669,2324,1156,99,100,0,501,2694;
@400000005e1d74d62571c87a #d,-,18,2668,2326,1156,418,2,192389,11928,2669,2327,1158,2668,2325,1156,98,100,0,501,2698;
@400000005e1d74d8257aece4 #d,-,18,2669,2329,1151,419,2,192390,11928,2669,2329,1188,2668,2326,1151,98,100,0,501,2703;
@400000005e1d74d82585706a #d,-,18,2671,2330,1155,420,2,192387,11928,2671,2330,1158,2669,2327,1149,98,100,0,501,2717;
@400000005e1d74da258d635a #d,-,18,2670,2328,1156,420,2,192384,11927,2671,2330,1157,2670,2328,1155,99,100,0,501,2696;
@400000005e1d74da2592a6fa #d,-,18,2669,2331,1154,421,2,192416,11929,2670,2331,1157,2669,2327,1154,98,100,0,501,2696;
@400000005e1d74dc25a2a512 #d,-,18,2668,2330,1156,422,2,192379,11927,2669,2331,1156,2668,2329,1154,98,100,0,501,2696;
@400000005e1d74dc25ada564 #d,-,18,2668,2331,1160,423,2,192380,11927,2668,2331,1187,2668,2329,1155,98,100,0,501,2698;
@400000005e1d74de25bdc9ab #d,-,18,2670,2331,1154,423,2,192411,11929,2670,2331,1160,2668,2329,1148,98,100,0,501,2723;
@400000005e1d74de25c83d5b #d,-,18,2670,2329,1155,424,2,192408,11929,2670,2331,1156,2670,2328,1154,99,100,0,501,2696;
@400000005e1d74e025d0ccc2 #d,-,18,2669,2328,1156,425,2,192372,11927,2670,2330,1157,2669,2327,1155,98,100,0,501,2696;
@400000005e1d74e025d70ae9 #d,-,18,2668,2330,1155,425,2,192369,11926,2669,2330,1157,2668,2327,1155,98,100,0,501,2698;
