@400000005e12e71b3ab2a471 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e12e71c29037f74 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e12e8a1055f1371 #d,-,18,3125,2354,1325,321,1,214633,13307,3125,2356,1355,3073,2353,1315,99,99,0,500,3155;
@400000005e12e8a30569069c #d,-,18,3120,2356,1322,321,1,214651,13308,3125,2357,1325,3120,2353,1321,100,99,0,500,3120;
@400000005e12e8a305723279 #d,-,18,3117,2358,1322,322,2,214670,13309,3120,2359,1323,3117,2355,1321,99,99,0,500,3123;
@400000005e12e8a5057d465a #d,-,18,3114,2356,1321,323,2,214688,13310,3117,2358,1323,3114,2355,1321,99,99,0,500,3121;
@400000005e12e8a505877ba4 #d,-,18,3111,2356,1340,324,2,214707,13311,3114,2357,1340,3111,2353,1321,99,99,0,500,3121;
@400000005e12e8a705946b6d #d,-,18,3113,2354,1323,325,2,214729,13313,3113,2356,1354,3111,2354,1315,98,99,0,500,3153;
@400000005e12e8a7059f2d59 #d,-,18,3110,2355,1323,326,2,214747,13314,3113,2356,1325,3110,2354,1321,99,99,0,500,3118;
@400000005e12e8a905afe2e9 #d,-,18,3108,2357,1321,327,2,214765,13315,3110,2359,1323,3108,2355,1319,99,99,0,500,3121;
@400000005e12e8a905ba37de #d,-,18,3106,2359,1321,327,2,214783,13316,3108,2360,1321,3106,2357,1319,99,99,0,500,3121;
@400000005e12e8ab05c6974b #d,-,18,3104,2359,1325,328,2,214800,13317,3106,2360,1325,3104,2357,1319,99,99,0,500,3120;
@400000005e12e8ab05d178e1 #d,-,18,3106,2358,1319,329,2,214877,13322,3106,2360,1353,3104,2355,1312,98,99,0,500,3148;
@400000005e12e8ad05de74c5 #d,-,18,3104,2356,1322,330,2,214840,13320,3106,2358,1323,3104,2356,1319,99,99,0,500,3121;
@400000005e12e8ad05e8f0d8 #d,-,18,3102,2355,1322,331,2,214857,13321,3104,2356,1324,3102,2355,1322,99,99,0,500,3121;
@400000005e12e8af05f64e86 #d,-,18,3101,2357,1323,332,2,214875,13322,3102,2357,1323,3101,2355,1321,99,99,0,500,3121;
@400000005e12e8af06008016 #d,-,18,3100,2357,1320,333,2,214891,13323,3101,2357,1323,3100,2356,1320,99,99,0,500,3123;
@400000005e12e8b1061033ad #d,-,18,3103,2360,1314,333,2,214913,13324,3103,2362,1352,3100,2356,1311,98,99,0,500,3141;
@400000005e12e8b1061af952 #d,-,18,3101,2359,1319,334,2,214930,13325,3103,2361,1322,3101,2359,1314,99,99,0,500,3128;
@400000005e12e8b306278fb3 #d,-,18,3100,2361,1320,335,2,214947,13326,3101,2362,1320,3100,2359,1317,99,99,0,500,3120;
@400000005e12e8b306323e10 #d,-,18,3098,2360,1320,336,2,214963,13327,3100,2361,1320,3098,2359,1318,99,99,0,500,3118;
@400000005e12e8b5063c6385 #d,-,18,3097,2359,1320,337,2,214979,13328,3098,2360,1321,3097,2358,1318,99,99,0,500,3118;
@400000005e12e8b506425e9d #d,-,18,3099,2360,1312,338,2,215001,13330,3099,2360,1352,3097,2357,1311,98,99,0,500,3134;
@400000005e12e8b70651efbe #d,-,18,3099,2360,1318,338,2,215016,13331,3099,2361,1322,3099,2358,1312,99,99,0,500,3130;
@400000005e12e8b7065c2061 #d,-,18,3097,2360,1319,339,2,215032,13332,3099,2361,1320,3097,2359,1317,99,99,0,500,3118;
@400000005e12e8b9066b2039 #d,-,18,3096,2362,1318,340,2,215048,13333,3097,2362,1319,3096,2359,1317,99,99,0,500,3118;
@400000005e12e8b90675ee40 #d,-,18,3095,2362,1319,341,2,215064,13333,3096,2363,1319,3095,2359,1316,99,99,0,500,3118;
@400000005e12e8bb06839de2 #d,-,18,3096,2360,1313,342,2,215085,13335,3096,2362,1352,3095,2360,1313,99,99,0,500,3125;
@400000005e12e8bb068dfe04 #d,-,18,3097,2360,1318,343,2,215100,13336,3097,2362,1320,3096,2360,1310,98,99,0,500,3139;
@400000005e12e8bd069b0604 #d,-,18,3096,2361,1318,344,2,215115,13337,3097,2362,1319,3096,2359,1317,99,99,0,500,3118;
@400000005e12e8bd06a5d40b #d,-,18,3095,2360,1319,344,2,215183,13341,3096,2361,1320,3095,2358,1318,99,99,0,500,3118;
@400000005e12e8bf06b22c05 #d,-,18,3094,2361,1318,345,2,215146,13339,3095,2362,1319,3094,2358,1318,99,99,0,500,3118;
@400000005e12e8bf06bc8c27 #d,-,18,3095,2360,1323,346,2,215167,13340,3095,2361,1352,3094,2358,1318,99,99,0,500,3123;
@400000005e12e8c106cca187 #d,-,18,3097,2359,1318,347,2,215182,13341,3097,2360,1323,3095,2358,1313,98,99,0,500,3144;
@400000005e12e8c106d6d6d2 #d,-,18,3096,2360,1320,348,2,215198,13342,3097,2362,1320,3096,2359,1318,99,99,0,500,3121;
@400000005e12e8c306e37d07 #d,-,18,3096,2361,1319,349,2,215265,13346,3096,2361,1320,3096,2359,1319,99,99,0,500,3121;
@400000005e12e8c306ee6d84 #d,-,18,3095,2358,1320,350,2,215229,13344,3096,2361,1321,3095,2358,1318,99,99,0,500,3123;
@400000005e12e8c506f9fb65 #d,-,18,3095,2359,1337,351,2,215301,13348,3095,2361,1352,3095,2358,1319,99,99,0,500,3120;
@400000005e12e8c507045b87 #d,-,18,3098,2361,1320,351,2,215265,13346,3098,2362,1337,3095,2359,1311,98,99,0,500,3150;
@400000005e12e8c707137a1b #d,-,18,3098,2360,1320,352,2,215280,13347,3098,2361,1321,3098,2359,1319,99,99,0,500,3123;
@400000005e12e8c7071e57f7 #d,-,18,3098,2359,1322,353,2,215299,13348,3098,2361,1337,3098,2358,1320,99,99,0,500,3125;
@400000005e12e8c9072ed1ed #d,-,18,3098,2358,1324,354,2,215315,13349,3098,2360,1324,3098,2358,1320,98,99,0,500,3136;
@400000005e12e8c9073932fd #d,-,18,3099,2357,1352,355,2,215387,13354,3099,2359,1356,3098,2357,1324,99,99,0,500,3128;
@400000005e12e8cb07440c31 #d,-,18,3103,2359,1323,356,2,215403,13355,3103,2359,1352,3099,2356,1317,98,99,0,500,3159;
@400000005e12e8cb074ef8f4 #d,-,18,3102,2360,1326,357,2,215369,13352,3103,2360,1326,3102,2358,1322,99,99,0,500,3130;
@400000005e12e8cd075c914e #d,-,18,3102,2357,1324,357,2,215386,13353,3102,2360,1326,3102,2357,1323,99,99,0,500,3132;
@400000005e12e8cd0767533a #d,-,18,3102,2359,1324,358,2,215402,13354,3102,2360,1325,3102,2357,1323,99,99,0,500,3130;
@400000005e12e8cf0772a581 #d,-,18,3102,2360,1356,359,2,215422,13356,3102,2360,1356,3102,2358,1323,99,99,0,500,3128;
@400000005e12e8cf077d01e9 #d,-,18,3105,2361,1324,360,2,215439,13357,3105,2361,1356,3102,2359,1316,98,99,0,500,3159;
@400000005e12e8d1078c8246 #d,-,18,3105,2361,1324,361,2,215455,13358,3105,2361,1324,3105,2359,1322,99,99,0,500,3128;
@400000005e12e8d1079711e8 #d,-,18,3104,2361,1321,362,2,215470,13359,3105,2362,1324,3104,2359,1320,99,99,0,500,3130;
@400000005e12e8d307a35653 #d,-,18,3104,2361,1325,363,2,215486,13360,3104,2362,1325,3104,2359,1321,99,99,0,500,3127;
@400000005e12e8d307ad7bc8 #d,-,18,3103,2361,1355,363,2,215505,13361,3104,2361,1355,3103,2359,1322,99,99,0,500,3130;
@400000005e12e8d507bcc9db #d,-,18,3107,2360,1325,364,2,215571,13365,3107,2361,1356,3103,2359,1315,98,99,0,500,3162;
@400000005e12e8d507c7ab71 #d,-,18,3106,2360,1324,365,2,215538,13363,3107,2361,1325,3106,2358,1323,99,99,0,500,3125;
@400000005e12e8d707d28c19 #d,-,18,3105,2359,1324,366,2,215553,13364,3106,2360,1325,3105,2357,1323,99,99,0,500,3130;
@400000005e12e8d707dd1f74 #d,-,18,3104,2358,1325,367,2,215569,13365,3105,2360,1325,3104,2356,1323,99,99,0,500,3128;
@400000005e12e8d907ed0db7 #d,-,18,3104,2356,1348,368,2,215586,13366,3104,2358,1348,3104,2355,1324,99,99,0,500,3130;
@400000005e12e8d907f75e03 #d,-,18,3108,2355,1326,369,2,215605,13367,3108,2358,1357,3104,2355,1318,98,99,0,500,3162;
@400000005e12e8db08048105 #d,-,18,3106,2358,1323,369,2,215620,13368,3108,2358,1327,3106,2355,1323,99,99,0,500,3127;
@400000005e12e8db080f1460 #d,-,18,3106,2355,1325,370,2,215683,13372,3106,2359,1326,3106,2355,1322,99,99,0,500,3127;
@400000005e12e8dd081aad6e #d,-,18,3105,2358,1324,371,2,215650,13370,3106,2358,1326,3105,2355,1322,99,99,0,500,3132;
@400000005e12e8dd0824e672 #d,-,18,3105,2356,1338,372,2,215714,13374,3105,2358,1338,3105,2355,1324,99,99,0,500,3128;
@400000005e12e8df0833909c #d,-,18,3108,2357,1326,373,2,215685,13372,3108,2357,1357,3105,2354,1318,98,99,0,500,3161;
@400000005e12e8df083e888c #d,-,18,3107,2355,1327,374,2,215700,13373,3108,2358,1327,3107,2355,1325,99,99,0,500,3130;
@400000005e12e8e1084b3adc #d,-,18,3106,2356,1325,375,2,215715,13374,3107,2356,1327,3106,2354,1325,99,99,0,500,3130;
@400000005e12e8e1085568b4 #d,-,18,3106,2355,1327,375,2,215730,13375,3106,2357,1327,3106,2354,1324,99,99,0,500,3130;
@400000005e12e8e30863e35e #d,-,18,3105,2355,1328,376,2,215745,13376,3106,2356,1328,3105,2354,1324,99,99,0,500,3128;
@400000005e12e8e3086eb8d8 #d,-,18,3109,2354,1323,377,2,215764,13377,3109,2355,1360,3105,2353,1318,98,99,0,500,3159;
@400000005e12e8e5087f5278 #d,-,18,3107,2356,1327,378,2,215827,13381,3109,2356,1328,3107,2354,1323,99,99,0,500,3132;
@400000005e12e8e50889aee0 #d,-,18,3107,2356,1324,379,2,215841,13382,3107,2356,1327,3107,2353,1323,99,99,0,500,3128;
@400000005e12e8e708988ffc #d,-,18,3106,2354,1327,380,2,215855,13383,3107,2356,1327,3106,2353,1324,99,99,0,500,3128;
@400000005e12e8e708a2c900 #d,-,18,3105,2355,1326,381,2,215823,13381,3106,2355,1327,3105,2353,1325,99,99,0,500,3128;
@400000005e12e8e908b3e415 #d,-,18,3108,2351,1321,381,2,215841,13382,3108,2355,1359,3105,2351,1319,98,99,0,500,3150;
@400000005e12e8e908be1d19 #d,-,18,3108,2356,1325,382,2,215856,13383,3108,2356,1330,3108,2351,1321,99,99,0,500,3139;
@400000005e12e8eb08cd6b2c #d,-,18,3107,2355,1325,383,2,215870,13383,3108,2356,1327,3107,2355,1324,99,99,0,500,3130;
@400000005e12e8eb08d7ea09 #d,-,18,3106,2358,1324,384,2,215885,13384,3107,2359,1326,3106,2355,1324,99,99,0,500,3130;
@400000005e12e8ed08e880de #d,-,18,3105,2360,1322,385,2,215898,13385,3106,2360,1325,3105,2357,1322,99,99,0,500,3130;
@400000005e12e8ed08f2dd46 #d,-,18,3107,2359,1316,386,2,215917,13386,3107,2360,1357,3105,2356,1316,98,99,0,500,3141;
@400000005e12e8ef09029c0a #d,-,18,3108,2360,1324,387,2,215930,13387,3108,2360,1326,3107,2358,1316,98,99,0,500,3146;
@400000005e12e8ef090ced45 #d,-,18,3106,2359,1324,388,2,215944,13388,3108,2360,1325,3106,2357,1322,99,99,0,500,3128;
@400000005e12e8f10918b03c #d,-,18,3105,2358,1324,388,2,215957,13389,3106,2359,1324,3105,2357,1322,99,99,0,500,3127;
@400000005e12e8f109239cff #d,-,18,3105,2358,1326,389,2,216017,13393,3105,2359,1326,3105,2355,1323,99,99,0,500,3127;
@400000005e12e8f309348982 #d,-,18,3105,2359,1320,390,2,215989,13391,3105,2359,1357,3105,2355,1320,99,99,0,500,3136;
@400000005e12e8f3093ef117 #d,-,18,3107,2359,1325,391,2,216002,13392,3107,2359,1327,3105,2357,1316,98,99,0,500,3150;
@400000005e12e8f5094f96d3 #d,-,18,3106,2359,1322,392,2,216015,13392,3107,2359,1325,3106,2357,1322,99,99,0,500,3128;
@400000005e12e8f50959cc1d #d,-,18,3105,2358,1324,393,2,216029,13393,3106,2359,1325,3105,2357,1322,99,99,0,500,3128;
@400000005e12e8f7096a6e1f #d,-,18,3104,2356,1326,394,2,216042,13394,3105,2358,1326,3104,2356,1324,99,99,0,500,3128;
@400000005e12e8f70974abcb #d,-,18,3105,2357,1330,394,2,216106,13398,3105,2359,1356,3104,2356,1324,99,99,0,500,3132;
@400000005e12e8f909848a39 #d,-,18,3107,2358,1324,395,2,216118,13399,3107,2358,1330,3105,2355,1317,98,99,0,500,3157;
@400000005e12e8f9098f7343 #d,-,18,3106,2356,1324,396,2,216086,13397,3107,2358,1325,3106,2356,1324,99,99,0,500,3128;
@400000005e12e8fb099dca89 #d,-,18,3106,2358,1324,397,2,216099,13398,3106,2358,1326,3106,2356,1323,99,99,0,500,3128;
@400000005e12e8fb09a826f1 #d,-,18,3105,2355,1326,398,2,216113,13399,3106,2358,1326,3105,2355,1323,99,99,0,500,3130;
@400000005e12e8fd09b73a57 #d,-,18,3105,2358,1344,399,2,216131,13400,3105,2358,1357,3105,2354,1325,99,99,0,500,3130;
@400000005e12e8fd09c1735c #d,-,18,3108,2357,1325,400,2,216143,13400,3108,2358,1344,3105,2356,1318,98,99,0,500,3159;
@400000005e12e8ff09cdfad5 #d,-,18,3107,2357,1325,400,2,216156,13401,3108,2359,1325,3107,2357,1323,99,99,0,500,3130;
@400000005e12e8ff09d8eb52 #d,-,18,3106,2358,1324,401,2,216169,13402,3107,2359,1325,3106,2357,1323,99,99,0,500,3130;
@400000005e12e90109e81601 #d,-,18,3105,2356,1324,402,2,216227,13406,3106,2359,1325,3105,2356,1323,99,99,0,500,3130;
@400000005e12e90109f24b4b #d,-,18,3105,2358,1354,403,2,216244,13407,3105,2359,1357,3105,2356,1324,99,99,0,500,3128;
@400000005e12e90309fe9f8c #d,-,18,3108,2358,1323,404,2,216212,13405,3108,2358,1354,3105,2356,1317,98,99,0,500,3159;
@400000005e12e9030a096178 #d,-,18,3107,2357,1324,405,2,216224,13405,3108,2358,1324,3107,2356,1323,99,99,0,500,3128;
@400000005e12e9050a19d12f #d,-,18,3106,2356,1325,406,2,216237,13406,3107,2358,1325,3106,2355,1324,99,99,0,500,3127;
@400000005e12e9050a242ca9 #d,-,18,3105,2356,1326,406,2,216249,13407,3106,2357,1327,3105,2355,1325,99,99,0,500,3130;
@400000005e12e9070a33a593 #d,-,18,3105,2356,1356,407,2,216265,13408,3105,2357,1356,3105,2355,1324,99,99,0,500,3128;
@400000005e12e9070a3ddf85 #d,-,18,3108,2354,1326,408,2,216323,13412,3108,2357,1356,3105,2354,1318,98,99,0,500,3161;
@400000005e12e9090a4a3780 #d,-,18,3107,2356,1325,409,2,216291,13410,3108,2356,1327,3107,2354,1325,99,99,0,500,3128;
@400000005e12e9090a550940 #d,-,18,3106,2355,1326,410,2,216303,13410,3107,2356,1326,3106,2354,1324,99,99,0,500,3128;
@400000005e12e90b0a623fd1 #d,-,18,3105,2354,1326,411,2,216315,13411,3106,2356,1327,3105,2354,1324,99,99,0,500,3128;
@400000005e12e90b0a6cbaf5 #d,-,18,3047,2354,1364,412,2,216322,13412,3105,2355,1364,3047,2353,1255,98,99,0,500,3091;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
