@400000005e5e06ef1ed98db7 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e5e06f00d371663 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e5e0a89085fe3d8 #d,-,18,4439,2395,1921,997,6,281209,17434,4439,2396,1921,4434,2395,1908,95,100,0,500,4635;
@400000005e5e0a8b086fa743 #d,-,18,4442,2395,1900,998,6,281251,17437,4442,2396,1930,4439,2395,1897,95,100,0,500,4628;
@400000005e5e0a8b0879fff2 #d,-,18,4446,2394,1938,1000,6,281295,17440,4446,2396,1941,4442,2393,1894,96,100,0,500,4630;
@400000005e5e0a8d0889ab26 #d,-,18,4449,2395,1904,1001,6,281339,17443,4449,2395,1941,4446,2393,1898,95,100,0,500,4635;
@400000005e5e0a8d0894845b #d,-,18,4454,2396,1931,1002,6,281384,17445,4454,2396,1937,4449,2394,1904,95,100,0,500,4647;
@400000005e5e0a8f08a502f9 #d,-,18,4456,2397,1902,1003,6,281427,17448,4456,2397,1935,4454,2396,1900,96,100,0,500,4635;
@400000005e5e0a8f08afc89e #d,-,18,4460,2395,1932,1004,6,281471,17451,4460,2397,1939,4456,2394,1902,96,100,0,500,4645;
@400000005e5e0a9108bfb6e1 #d,-,18,4461,2394,1897,1006,6,281514,17453,4461,2396,1950,4460,2394,1892,96,100,0,500,4633;
@400000005e5e0a9108ca0f8f #d,-,18,4465,2395,1898,1007,6,281556,17456,4465,2396,1944,4461,2394,1865,96,100,0,500,4645;
@400000005e5e0a9308d94dcd #d,-,18,4465,2394,1909,1008,6,281601,17459,4465,2396,1978,4465,2393,1887,96,100,0,500,4633;
@400000005e5e0a9308e3e89b #d,-,18,4467,2394,1928,1009,6,281645,17462,4467,2394,1929,4465,2393,1897,96,100,0,500,4640;
@400000005e5e0a9508f4e8ad #d,-,18,4470,2396,1917,1011,6,281719,17466,4470,2396,1935,4467,2394,1916,96,100,0,500,4647;
@400000005e5e0a9508ff7b1a #d,-,18,4473,2394,1925,1012,6,281733,17467,4473,2396,1925,4470,2393,1911,96,100,0,500,4649;
@400000005e5e0a97090f7578 #d,-,18,4474,2396,1914,1013,6,281807,17472,4474,2396,1928,4473,2393,1913,96,100,0,500,4647;
@400000005e5e0a97091ac405 #d,-,18,4476,2393,1941,1014,6,281821,17472,4476,2396,1942,4474,2393,1904,96,100,0,500,4649;
@400000005e5e0a99092acd4a #d,-,18,4478,2393,1909,1016,6,281865,17475,4478,2394,1964,4476,2392,1900,96,100,0,500,4654;
@400000005e5e0a990935adf2 #d,-,18,4482,2394,1934,1017,6,281909,17478,4482,2395,1949,4478,2393,1905,96,100,0,500,4668;
@400000005e5e0a9b0945565b #d,-,18,4484,2394,1914,1018,6,281954,17481,4484,2395,1955,4482,2393,1907,96,100,0,500,4659;
@400000005e5e0a9b094fb2c3 #d,-,18,4486,2396,1928,1019,6,281998,17483,4486,2396,1956,4484,2394,1899,96,100,0,500,4659;
@400000005e5e0a9d09602da8 #d,-,18,4489,2394,1933,1021,6,282044,17486,4489,2396,1959,4486,2393,1914,96,100,0,500,4673;
@400000005e5e0a9d096b58d1 #d,-,18,4493,2397,1927,1022,6,282089,17489,4493,2397,1952,4489,2393,1915,96,100,0,500,4678;
@400000005e5e0a9f097beeb7 #d,-,18,4496,2397,1928,1023,6,282135,17492,4496,2397,1956,4493,2396,1918,96,100,0,500,4680;
@400000005e5e0a9f0986723d #d,-,18,4499,2396,1927,1024,6,282210,17497,4499,2398,1941,4496,2395,1919,96,100,0,500,4676;
@400000005e5e0aa109967055 #d,-,18,4501,2398,1930,1026,6,282225,17497,4501,2398,1938,4499,2396,1924,96,100,0,500,4676;
@400000005e5e0aa109a0ad13 #d,-,18,4503,2399,1917,1027,6,282270,17500,4503,2399,1956,4501,2398,1909,96,100,0,500,4673;
@400000005e5e0aa309b0126e #d,-,18,4506,2399,1926,1028,6,282345,17505,4506,2399,1951,4503,2399,1917,96,100,0,500,4687;
@400000005e5e0aa309b9f5c4 #d,-,18,4508,2399,1927,1029,6,282360,17506,4508,2400,1948,4506,2399,1920,96,100,0,500,4676;
@400000005e5e0aa509c9bce9 #d,-,18,4509,2399,1969,1031,6,282406,17509,4509,2400,1976,4508,2398,1887,96,100,0,500,4685;
@400000005e5e0aa509d462e4 #d,-,18,4510,2399,1936,1032,6,282450,17511,4510,2399,1969,4509,2399,1908,96,100,0,500,4671;
@400000005e5e0aa709e45d43 #d,-,18,4513,2399,1936,1033,6,282526,17516,4513,2400,1947,4510,2398,1930,96,100,0,500,4697;
@400000005e5e0aa709eea9d6 #d,-,18,4516,2396,1929,1034,6,282571,17519,4516,2399,1944,4513,2396,1929,96,100,0,500,4697;
@400000005e5e0aa909ff481e #d,-,18,4518,2397,1936,1036,6,282588,17520,4518,2397,1955,4516,2396,1922,96,100,0,500,4697;
@400000005e5e0aa90a0a01a8 #d,-,18,4520,2397,1925,1037,6,282662,17525,4520,2398,1954,4518,2397,1923,96,100,0,500,4687;
@400000005e5e0aab0a1a3e26 #d,-,18,4522,2398,1936,1038,6,282678,17526,4522,2399,1953,4520,2397,1924,96,100,0,500,4697;
@400000005e5e0aab0a252ea2 #d,-,18,4524,2396,1925,1040,6,282723,17528,4524,2398,1954,4522,2395,1921,96,100,0,500,4690;
@400000005e5e0aad0a352547 #d,-,18,4525,2396,1941,1041,6,282769,17531,4525,2397,1957,4524,2395,1921,96,100,0,500,4697;
@400000005e5e0aad0a409a03 #d,-,18,4525,2398,1923,1042,6,282813,17534,4525,2398,1962,4525,2396,1917,96,100,0,500,4683;
@400000005e5e0aaf0a50698a #d,-,18,4527,2396,1939,1043,6,282859,17537,4527,2398,1962,4525,2395,1923,96,100,0,500,4699;
@400000005e5e0aaf0a5ae868 #d,-,18,4529,2396,1927,1045,6,282904,17540,4529,2397,1957,4527,2396,1923,96,100,0,500,4692;
@400000005e5e0ab10a6aa81a #d,-,18,4529,2397,1939,1046,6,282949,17542,4529,2397,1960,4529,2395,1924,96,100,0,500,4699;
@400000005e5e0ab10a75083c #d,-,18,4530,2396,1933,1047,6,282993,17545,4530,2397,1959,4529,2396,1925,96,100,0,500,4690;
@400000005e5e0ab30a84abfd #d,-,18,4531,2394,1946,1048,6,283039,17548,4531,2397,1965,4530,2394,1919,96,100,0,500,4699;
@400000005e5e0ab30a8f8178 #d,-,18,4531,2394,1928,1050,6,283082,17551,4531,2395,1961,4531,2393,1923,96,100,0,500,4690;
@400000005e5e0ab50a9fa2f4 #d,-,18,4532,2396,1944,1051,6,283128,17553,4532,2396,1967,4531,2394,1919,96,100,0,500,4702;
@400000005e5e0ab50aaa0a89 #d,-,18,4532,2396,1924,1052,6,283171,17556,4532,2397,1968,4532,2395,1919,96,100,0,500,4690;
@400000005e5e0ab70aba5234 #d,-,18,4533,2397,1945,1053,6,283217,17559,4533,2397,1966,4532,2395,1917,96,100,0,500,4702;
@400000005e5e0ab70ac4800b #d,-,18,4533,2397,1928,1055,6,283260,17562,4533,2398,1955,4533,2396,1920,96,100,0,500,4690;
@400000005e5e0ab90ad42786 #d,-,18,4534,2395,1934,1056,6,283334,17566,4534,2397,1959,4533,2394,1928,96,100,0,500,4697;
@400000005e5e0ab90ade78c2 #d,-,18,4534,2397,1939,1057,6,283378,17569,4534,2397,1953,4534,2394,1925,96,100,0,500,4692;
@400000005e5e0abb0aee3b3f #d,-,18,4534,2396,1930,1058,6,283393,17570,4534,2397,1954,4534,2395,1930,96,100,0,500,4697;
@400000005e5e0abb0af8dab5 #d,-,18,4535,2397,1946,1060,6,283437,17573,4535,2397,1953,4534,2395,1926,96,100,0,500,4694;
@400000005e5e0abd0b08a594 #d,-,18,4534,2397,1939,1061,6,283481,17575,4535,2398,1956,4534,2396,1927,96,100,0,500,4694;
@400000005e5e0abd0b133801 #d,-,18,4537,2396,1957,1062,6,283526,17578,4537,2397,1966,4534,2395,1935,96,100,0,500,4709;
@400000005e5e0abf0b23ab71 #d,-,18,4539,2396,1936,1063,6,283571,17581,4539,2396,1962,4537,2395,1933,96,100,0,500,4713;
@400000005e5e0abf0b2df804 #d,-,18,4541,2397,1946,1065,6,283615,17584,4541,2398,1966,4539,2396,1922,96,100,0,500,4711;
@400000005e5e0ac10b3e0149 #d,-,18,4541,2398,1935,1066,6,283661,17586,4541,2398,1969,4541,2397,1927,96,100,0,500,4711;
@400000005e5e0ac10b483ef6 #d,-,18,4543,2397,1953,1067,6,283705,17589,4543,2398,1957,4541,2396,1932,96,100,0,500,4709;
@400000005e5e0ac30b5819aa #d,-,18,4544,2396,1933,1069,6,283749,17592,4544,2398,1961,4543,2396,1932,96,100,0,500,4709;
@400000005e5e0ac30b62c807 #d,-,18,4545,2396,1956,1070,6,283794,17595,4545,2397,1959,4544,2395,1932,96,100,0,500,4709;
@400000005e5e0ac50b72b55b #d,-,18,4545,2397,1936,1071,6,283838,17597,4545,2397,1962,4545,2396,1932,96,100,0,500,4704;
@400000005e5e0ac50b7d7fa9 #d,-,18,4546,2396,1959,1072,6,283882,17600,4546,2397,1959,4545,2396,1933,96,100,0,500,4711;
@400000005e5e0ac70b8d9c7d #d,-,18,4546,2394,1935,1074,6,283925,17603,4546,2396,1964,4546,2393,1932,96,100,0,500,4704;
@400000005e5e0ac70b97ce0e #d,-,18,4547,2394,1962,1075,6,283999,17607,4547,2394,1962,4546,2393,1933,96,100,0,500,4713;
@400000005e5e0ac90ba77589 #d,-,18,4546,2395,1936,1076,6,284042,17610,4547,2396,1963,4546,2394,1933,96,100,0,500,4704;
@400000005e5e0ac90bb1ecf3 #d,-,18,4548,2394,1954,1077,6,284057,17611,4548,2397,1957,4546,2394,1932,96,100,0,500,4711;
@400000005e5e0acb0bc1a8eb #d,-,18,4547,2394,1938,1079,6,284129,17616,4548,2395,1956,4547,2394,1934,96,100,0,500,4702;
@400000005e5e0acb0bcbed1d #d,-,18,4548,2397,1952,1080,6,284173,17618,4548,2397,1958,4547,2394,1933,96,100,0,500,4711;
@400000005e5e0acd0bdb8d24 #d,-,18,4547,2395,1932,1081,6,284187,17619,4548,2397,1957,4547,2395,1932,96,100,0,500,4699;
@400000005e5e0acd0be5f962 #d,-,18,4548,2396,1949,1082,6,284231,17622,4548,2396,1962,4547,2395,1930,96,100,0,500,4711;
@400000005e5e0acf0bf5b914 #d,-,18,4547,2396,1937,1084,6,284273,17624,4548,2396,1956,4547,2395,1932,96,100,0,500,4704;
@400000005e5e0acf0bfffd45 #d,-,18,4547,2394,1945,1085,6,284316,17627,4547,2396,1960,4547,2394,1934,96,100,0,500,4709;
@400000005e5e0ad10c0fbcf7 #d,-,18,4548,2395,1942,1086,6,284359,17630,4548,2396,1960,4547,2394,1931,96,100,0,500,4702;
@400000005e5e0ad10c1a3cc3 #d,-,18,4547,2396,1940,1087,6,284402,17632,4548,2396,1966,4547,2395,1929,96,100,0,500,4706;
@400000005e5e0ad30c29f05a #d,-,18,4548,2395,1948,1089,6,284445,17635,4548,2396,1959,4547,2395,1933,96,100,0,500,4702;
@400000005e5e0ad30c34481a #d,-,18,4547,2395,1942,1090,6,284488,17638,4548,2396,1954,4547,2394,1937,96,100,0,500,4706;
@400000005e5e0ad50c43e821 #d,-,18,4548,2394,1949,1091,6,284530,17640,4548,2395,1954,4547,2394,1933,96,100,0,500,4702;
@400000005e5e0ad50c4e77c2 #d,-,18,4547,2395,1939,1093,6,284573,17643,4548,2395,1961,4547,2394,1932,96,100,0,500,4706;
@400000005e5e0ad70c5d929c #d,-,18,4548,2392,1956,1094,6,284615,17646,4548,2395,1959,4547,2392,1933,96,100,0,500,4706;
@400000005e5e0ad70c67df2f #d,-,18,4547,2392,1938,1095,6,284657,17648,4548,2394,1965,4547,2392,1934,96,100,0,500,4704;
@400000005e5e0ad90c77b9e4 #d,-,18,4548,2392,1959,1096,6,284699,17651,4548,2393,1961,4547,2392,1935,96,100,0,500,4711;
@400000005e5e0ad90c822621 #d,-,18,4547,2394,1936,1098,6,284741,17654,4548,2394,1965,4547,2392,1935,96,100,0,500,4704;
@400000005e5e0adb0c8ba7ad #d,-,18,4548,2396,1959,1099,6,284784,17656,4548,2396,1961,4547,2394,1936,96,100,0,500,4711;
@400000005e5e0adb0c90f2c0 #d,-,18,4548,2396,1937,1100,6,284826,17659,4548,2396,1961,4548,2395,1935,96,100,0,500,4706;
@400000005e5e0add0c9ee1b7 #d,-,18,4549,2396,1958,1101,6,284869,17661,4549,2396,1959,4548,2396,1934,96,100,0,500,4711;
@400000005e5e0add0ca808ec #d,-,18,4548,2393,1943,1103,6,284911,17664,4549,2396,1959,4548,2393,1936,96,100,0,500,4704;
@400000005e5e0adf0cb6883e #d,-,18,4550,2393,1958,1104,6,284953,17667,4550,2394,1962,4548,2393,1936,96,100,0,500,4716;
@400000005e5e0adf0cbfd691 #d,-,18,4549,2394,1942,1105,6,284994,17669,4550,2395,1960,4549,2393,1936,96,100,0,500,4702;
@400000005e5e0ae10ccf09a1 #d,-,18,4551,2394,1958,1106,6,285037,17672,4551,2394,1972,4549,2392,1936,96,100,0,500,4718;
@400000005e5e0ae10cd90bb3 #d,-,18,4550,2393,1939,1108,6,285078,17674,4551,2394,1965,4550,2393,1935,96,100,0,500,4704;
@400000005e5e0ae30ce8d2d8 #d,-,18,4551,2395,1954,1109,6,285121,17677,4551,2395,1969,4550,2392,1935,96,100,0,500,4716;
@400000005e5e0ae30cf31bb2 #d,-,18,4551,2395,1937,1110,6,285162,17680,4551,2396,1965,4551,2395,1935,96,100,0,500,4706;
@400000005e5e0ae50d026d7e #d,-,18,4552,2395,1948,1111,6,285204,17682,4552,2395,1968,4551,2394,1935,96,100,0,500,4718;
@400000005e5e0ae50d0c979c #d,-,18,4552,2394,1945,1113,6,285245,17685,4552,2395,1960,4552,2394,1937,96,100,0,500,4709;
@400000005e5e0ae70d1bf496 #d,-,18,4552,2393,1942,1114,6,285287,17687,4552,2394,1970,4552,2392,1937,96,100,0,500,4713;
@400000005e5e0ae70d266cee #d,-,18,4553,2393,1950,1115,6,285329,17690,4553,2394,1962,4552,2393,1937,96,100,0,500,4711;
@400000005e5e0ae90d35ce90 #d,-,18,4553,2392,1943,1116,6,285370,17692,4553,2393,1964,4553,2391,1939,96,100,0,500,4713;
@400000005e5e0ae90d3fa984 #d,-,18,4554,2393,1959,1118,6,285412,17695,4554,2394,1960,4553,2392,1937,96,100,0,500,4711;
@400000005e5e0aeb0d4f5961 #d,-,18,4553,2393,1941,1119,6,285453,17698,4554,2393,1964,4553,2393,1936,96,100,0,500,4709;
@400000005e5e0aeb0d595b72 #d,-,18,4554,2392,1962,1120,6,285494,17700,4554,2393,1962,4553,2391,1937,96,100,0,500,4713;
@400000005e5e0aed0d68f04d #d,-,18,4553,2393,1938,1121,6,285535,17703,4554,2393,1968,4553,2391,1935,96,100,0,500,4706;
@400000005e5e0aed0d72d3a3 #d,-,18,4554,2391,1967,1123,6,285576,17705,4554,2394,1967,4553,2391,1936,96,100,0,500,4716;
@400000005e5e0aef0d82159a #d,-,18,4553,2395,1937,1124,6,285644,17709,4554,2395,1968,4553,2391,1935,96,100,0,500,4706;
@400000005e5e0aef0d8bd58c #d,-,18,4554,2393,1962,1125,6,285686,17712,4554,2395,1965,4553,2392,1935,96,100,0,500,4718;
@400000005e5e0af10d9b1fe5 #d,-,18,4553,2392,1943,1126,6,285698,17713,4554,2393,1964,4553,2392,1937,96,100,0,500,4706;
@400000005e5e0af10da4fe93 #d,-,18,4555,2395,1959,1128,6,285767,17717,4555,2395,1965,4553,2392,1939,96,100,0,500,4721;
@400000005e5e0af30db44ca6 #d,-,18,4554,2395,1939,1129,7,285780,17718,4555,2395,1959,4554,2395,1939,96,100,0,500,4709;
@400000005e5e0af30dbe14f9 #d,-,18,4555,2394,1953,1130,7,285820,17720,4555,2395,1965,4554,2394,1935,96,100,0,500,4716;
@400000005e5e0af50dcd6a80 #d,-,18,4554,2392,1934,1132,7,285860,17723,4555,2395,1965,4554,2391,1934,96,100,0,500,4704;
@400000005e5e0af50dd7810f #d,-,18,4555,2392,1951,1133,7,285901,17725,4555,2392,1969,4554,2390,1934,96,100,0,500,4718;
@400000005e5e0af70de6bb93 #d,-,18,4554,2390,1947,1134,7,285941,17728,4555,2392,1968,4554,2390,1935,96,100,0,500,4702;
@400000005e5e0af70df0b189 #d,-,18,4554,2391,1950,1135,7,285982,17730,4554,2392,1971,4554,2390,1936,96,100,0,500,4716;
@400000005e5e0af90dffd4c4 #d,-,18,4555,2393,1947,1137,7,286021,17733,4555,2393,1968,4554,2391,1935,96,100,0,500,4706;
@400000005e5e0af90e08f0cd #d,-,18,4554,2394,1565,1138,7,286030,17733,4555,2395,1978,4554,2393,1565,96,100,0,500,4723;
@400000005e5e0afb0e15f8cc #d,-,18,3419,2396,1173,1139,7,285946,17728,4554,2396,1566,3419,2394,1104,89,100,0,500,3803;
@400000005e5e0afb0e1ef618 #d,-,18,2601,2396,1185,1139,7,285850,17722,3419,2397,1189,2601,2396,1164,90,100,0,500,2862;
@400000005e5e0afd0e2c8e72 #d,-,18,2600,2399,1180,1140,7,285754,17716,2601,2400,1185,2600,2396,1178,90,100,0,500,2877;
@400000005e5e0afd0e353522 #d,-,18,2600,2398,1174,1141,7,285658,17710,2600,2399,1181,2600,2398,1173,90,100,0,500,2874;
@400000005e5e0aff0e42484e #d,-,18,2599,2397,1165,1141,7,285561,17704,2600,2398,1174,2599,2397,1165,90,100,0,500,2860;
@400000005e5e0aff0e4b68fe #d,-,18,2594,2398,1162,1142,7,285462,17698,2599,2398,1165,2594,2397,1162,91,100,0,500,2841;
@400000005e5e0b010e5908cc #d,-,18,2589,2398,1161,1143,7,285364,17692,2594,2398,1163,2589,2396,1159,91,100,0,500,2832;
@400000005e5e0b010e61abc2 #d,-,18,2585,2398,1156,1144,7,285265,17686,2589,2399,1165,2585,2397,1156,91,100,0,500,2834;
@400000005e5e0b030e6f1945 #d,-,18,2580,2399,1160,1144,7,285166,17680,2585,2399,1160,2580,2398,1153,91,100,0,500,2822;
@400000005e5e0b030e77d383 #d,-,18,2575,2400,1160,1145,7,285068,17674,2580,2401,1161,2575,2399,1154,91,100,0,500,2820;
@400000005e5e0b050e84f2cb #d,-,18,2571,2401,1153,1146,7,284969,17668,2575,2401,1160,2571,2400,1151,91,100,0,500,2822;
@400000005e5e0b050e8e2262 #d,-,18,2566,2400,1152,1146,7,284870,17661,2571,2401,1153,2566,2400,1149,91,100,0,500,2813;
@400000005e5e0b070e9baf8f #d,-,18,2561,2400,1145,1147,7,284770,17655,2566,2401,1155,2561,2400,1145,91,100,0,500,2808;
@400000005e5e0b070ea475e8 #d,-,18,2554,2401,1147,1148,7,284670,17649,2561,2401,1149,2554,2400,1143,91,100,0,500,2798;
@400000005e5e0b090eb198ea #d,-,18,2549,2401,1144,1148,7,284570,17643,2554,2401,1149,2549,2400,1143,91,100,0,500,2796;
@400000005e5e0b090ebac01f #d,-,18,2543,2401,1140,1149,7,284469,17637,2549,2401,1144,2543,2401,1138,91,100,0,500,2787;
@400000005e5e0b0b0ec8843f #d,-,18,2538,2402,1140,1150,7,284369,17630,2543,2402,1143,2538,2401,1140,91,100,0,500,2784;
@400000005e5e0b0b0ed13262 #d,-,18,2533,2401,1141,1151,7,284269,17624,2538,2402,1144,2533,2401,1139,90,100,0,500,2784;
@400000005e5e0b0d0ede6538 #d,-,18,2528,2402,1136,1151,7,284168,17618,2533,2402,1141,2528,2401,1135,90,100,0,500,2784;
@400000005e5e0b0d0ee779cd #d,-,18,2523,2399,1139,1152,7,284068,17612,2528,2402,1141,2523,2399,1136,90,100,0,500,2775;
@400000005e5e0b0f0ef53945 #d,-,18,2519,2397,1140,1153,7,283968,17606,2523,2399,1143,2519,2397,1138,90,100,0,500,2782;
@400000005e5e0b0f0efddff4 #d,-,18,2516,2398,1141,1153,7,283869,17599,2519,2398,1142,2516,2397,1137,90,100,0,500,2779;
@400000005e5e0b110f0b079e #d,-,18,2513,2397,1139,1154,7,283769,17593,2516,2398,1142,2513,2397,1137,90,100,0,500,2779;
@400000005e5e0b110f142b19 #d,-,18,2509,2398,1135,1155,7,283669,17587,2513,2398,1139,2509,2396,1131,90,100,0,500,2775;
@400000005e5e0b130f21d349 #d,-,18,2506,2397,1135,1155,7,283568,17581,2509,2399,1137,2506,2397,1132,90,100,0,500,2765;
@400000005e5e0b130f2a7285 #d,-,18,2503,2398,1135,1156,7,283469,17575,2506,2398,1138,2503,2397,1133,90,100,0,500,2768;
@400000005e5e0b150f377222 #d,-,18,2500,2398,1135,1157,7,283369,17568,2503,2398,1138,2500,2397,1134,90,100,0,500,2770;
@400000005e5e0b150f408e2a #d,-,18,2498,2397,1135,1157,7,283270,17562,2500,2398,1138,2498,2396,1135,90,100,0,500,2768;
@400000005e5e0b170f4e3a13 #d,-,18,2496,2397,1133,1158,7,283171,17556,2498,2398,1135,2496,2397,1133,90,100,0,500,2770;
@400000005e5e0b170f56e1b1 #d,-,18,2493,2396,1134,1159,7,283071,17550,2496,2398,1137,2493,2395,1130,90,100,0,500,2763;
@400000005e5e0b190f63ed6a #d,-,18,2491,2395,1133,1159,7,282972,17544,2493,2396,1136,2491,2395,1132,90,100,0,500,2765;
@400000005e5e0b190f6d1859 #d,-,18,2488,2396,1132,1160,7,282873,17538,2491,2396,1135,2488,2394,1132,90,100,0,500,2761;
@400000005e5e0b1b0f7acca4 #d,-,18,2487,2396,1131,1161,7,282774,17531,2488,2396,1136,2487,2396,1130,90,100,0,500,2758;
@400000005e5e0b1b0f83770d #d,-,18,2485,2395,1132,1162,7,282675,17525,2487,2396,1135,2485,2394,1129,90,100,0,500,2758;
@400000005e5e0b1d0f910080 #d,-,18,2483,2393,1132,1162,7,282576,17519,2485,2396,1134,2483,2393,1130,90,100,0,500,2758;
@400000005e5e0b1d0f99d207 #d,-,18,2481,2393,1132,1163,7,282503,17515,2483,2394,1134,2481,2393,1129,90,100,0,500,2756;
@400000005e5e0b1f0fa75319 #d,-,18,2479,2394,1126,1164,7,282378,17507,2481,2394,1132,2479,2393,1126,90,100,0,500,2751;
@400000005e5e0b1f0fb0099d #d,-,18,2476,2394,1129,1164,7,282278,17501,2479,2395,1129,2476,2394,1124,90,100,0,500,2746;
@400000005e5e0b210fbd5b30 #d,-,18,2474,2394,1128,1165,7,282180,17495,2476,2394,1130,2474,2394,1126,90,100,0,500,2744;
@400000005e5e0b210fc61dd0 #d,-,18,2472,2391,1128,1166,7,282107,17490,2474,2394,1131,2472,2390,1126,90,100,0,500,2744;
@400000005e5e0b230fd3448b #d,-,18,2470,2392,1129,1166,7,282009,17484,2472,2392,1131,2470,2391,1126,89,100,0,500,2746;
@400000005e5e0b230fdc4591 #d,-,18,2469,2393,1128,1167,7,281911,17478,2470,2393,1130,2469,2391,1127,89,100,0,500,2746;
@400000005e5e0b250fe9edc0 #d,-,18,2468,2394,1129,1168,7,281812,17472,2469,2394,1131,2468,2393,1126,89,100,0,500,2746;
@400000005e5e0b250ff290b6 #d,-,18,2467,2394,1129,1168,7,281688,17464,2468,2394,1131,2467,2394,1128,89,100,0,500,2749;
@400000005e5e0b270ffc395f #d,-,18,2466,2393,1129,1169,7,281591,17458,2467,2395,1132,2466,2393,1127,89,100,0,500,2749;
@400000005e5e0b271000c1cd #d,-,18,2465,2390,1515,1170,7,281530,17454,2466,2393,1664,2465,2389,1128,89,100,0,500,2749;
@400000005e5e0b29100f2ca2 #d,-,18,3477,2391,1413,1171,7,281490,17452,3477,2392,1582,2465,2390,1337,96,100,0,500,3592;
@400000005e5e0b291018e166 #d,-,18,2934,2391,2079,1172,7,281474,17451,3477,2394,2429,2934,2389,1123,89,100,0,500,3272;
@400000005e5e0b2b10288528 #d,-,18,4579,2391,2049,1173,7,281529,17454,4579,2392,2096,2934,2390,1972,95,100,0,500,4773;
@400000005e5e0b2b10329f70 #d,-,18,4713,2392,1915,1174,7,281569,17457,4713,2392,2068,4579,2391,1855,95,100,0,500,4936;
@400000005e5e0b2d1042bc44 #d,-,18,4425,2393,1828,1176,7,281599,17459,4713,2393,1951,4425,2392,1779,96,100,0,500,4600;
@400000005e5e0b2d104d2c3b #d,-,18,4422,2392,1915,1177,7,281635,17461,4425,2393,1980,4422,2392,1828,96,100,0,500,4581;
@400000005e5e0b2f105c435b #d,-,18,4423,2393,1900,1178,7,281669,17463,4423,2393,1915,4422,2392,1886,96,100,0,500,4581;
@400000005e5e0b2f106718d6 #d,-,18,4424,2392,1922,1179,7,281703,17465,4424,2393,1927,4423,2392,1884,96,100,0,500,4595;
@400000005e5e0b311076feb7 #d,-,18,4425,2393,1895,1181,7,281738,17467,4425,2393,1939,4424,2392,1884,96,100,0,500,4593;
@400000005e5e0b3110812c8e #d,-,18,4431,2390,1951,1182,7,281773,17469,4431,2393,1951,4425,2390,1877,95,100,0,500,4623;
@400000005e5e0b331090a578 #d,-,18,4431,2390,1886,1183,7,281808,17472,4431,2391,1960,4431,2390,1871,96,100,0,500,4600;
@400000005e5e0b33109b7380 #d,-,18,4436,2390,1926,1184,7,281844,17474,4436,2391,1932,4431,2389,1885,95,100,0,500,4623;
@400000005e5e0b3510aaf797 #d,-,18,4438,2390,1915,1185,7,281880,17476,4438,2391,1949,4436,2390,1888,96,100,0,500,4619;
@400000005e5e0b3510b4fa97 #d,-,18,4441,2390,1906,1187,7,281915,17478,4441,2390,1951,4438,2389,1884,96,100,0,500,4619;
@400000005e5e0b3710c4f7c0 #d,-,18,4445,2392,1912,1188,7,281951,17480,4445,2392,1933,4441,2390,1903,95,100,0,500,4635;
@400000005e5e0b3710cf8762 #d,-,18,4447,2392,1908,1189,7,281987,17483,4447,2393,1937,4445,2392,1901,96,100,0,500,4621;
@400000005e5e0b3910de442b #d,-,18,4451,2391,1942,1190,7,282024,17485,4451,2392,1961,4447,2391,1889,95,100,0,500,4640;
@400000005e5e0b3910e7be44 #d,-,18,4454,2392,1893,1192,7,282059,17487,4454,2392,1964,4451,2391,1883,96,100,0,500,4626;
@400000005e5e0b3b10f5dbcc #d,-,18,4458,2390,1970,1193,7,282097,17490,4458,2392,1977,4454,2389,1881,95,100,0,500,4654;
@400000005e5e0b3b10ff07a9 #d,-,18,4460,2390,1912,1194,7,282133,17492,4460,2390,1970,4458,2389,1897,96,100,0,500,4635;
@400000005e5e0b3d110cb392 #d,-,18,4465,2390,1940,1195,7,282170,17494,4465,2390,1945,4460,2389,1908,95,100,0,500,4657;
@400000005e5e0b3d1115ac36 #d,-,18,4467,2389,1908,1197,7,282206,17496,4467,2391,1946,4465,2388,1904,96,100,0,500,4638;
@400000005e5e0b3f11251905 #d,-,18,4471,2391,1951,1198,7,282243,17499,4471,2391,1957,4467,2389,1898,96,100,0,500,4649;
@400000005e5e0b3f112f8cb6 #d,-,18,4473,2391,1916,1199,7,282281,17501,4473,2391,1961,4471,2390,1909,96,100,0,500,4654;
@400000005e5e0b41113f192f #d,-,18,4477,2391,1940,1200,7,282318,17503,4477,2391,1963,4473,2389,1901,96,100,0,500,4659;
@400000005e5e0b4111492c04 #d,-,18,4478,2391,1915,1202,7,282355,17506,4478,2391,1955,4477,2389,1910,96,100,0,500,4654;
@400000005e5e0b431158c3aa #d,-,18,4482,2392,1928,1203,7,282391,17508,4482,2392,1944,4478,2391,1906,96,100,0,500,4657;
@400000005e5e0b431162aab9 #d,-,18,4482,2393,1916,1204,7,282429,17510,4482,2393,1951,4482,2392,1908,96,100,0,500,4654;
@400000005e5e0b451172b4ed #d,-,18,4485,2392,1931,1205,7,282465,17512,4485,2393,1963,4482,2392,1891,96,100,0,500,4645;
