@400000005e81963533d3752b #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e8196362223c746 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e81987d069170e9 #d,-,18,2446,2396,1120,403,2,179870,11151,2447,2396,1125,2446,2394,1120,89,100,0,500,2734;
@400000005e81987d069a13df #d,-,18,2446,2394,1124,403,2,179862,11151,2446,2397,1126,2446,2394,1119,89,100,0,500,2737;
@400000005e81987f06a81dd8 #d,-,18,2445,2396,1170,404,2,179857,11151,2446,2396,1170,2445,2394,1121,89,100,0,500,2737;
@400000005e81987f06b1da10 #d,-,18,2571,2394,1283,405,2,179889,11153,2571,2396,1305,2445,2392,1170,90,100,0,500,2836;
@400000005e81988106c11494 #d,-,18,2842,2395,1283,406,2,179932,11155,2842,2396,1286,2571,2393,1266,92,100,0,500,3078;
@400000005e81988106ca72bc #d,-,18,2844,2393,1281,406,2,179976,11158,2844,2395,1284,2842,2392,1277,91,100,0,500,3111;
@400000005e81988306d91ce5 #d,-,18,2846,2395,1282,407,2,180019,11161,2846,2395,1284,2844,2392,1279,91,100,0,500,3114;
@400000005e81988306e2ecac #d,-,18,2848,2394,1107,408,2,180034,11162,2848,2395,1283,2846,2392,1046,91,100,0,500,3114;
@400000005e81988506f06a04 #d,-,18,2455,2396,1121,409,2,180028,11161,2848,2396,1152,2455,2393,1107,88,100,0,500,2787;
@400000005e81988506f92089 #d,-,18,2454,2395,1125,409,2,180020,11161,2455,2396,1128,2454,2394,1121,89,100,0,500,2739;
@400000005e81988707068e0c #d,-,18,2453,2396,1124,410,2,180012,11160,2454,2396,1128,2453,2394,1121,89,100,0,500,2739;
@400000005e819887070f9df9 #d,-,18,2452,2395,1123,411,2,180005,11160,2453,2396,1129,2452,2394,1122,89,100,0,500,2739;
@400000005e819889071d1797 #d,-,18,2451,2395,1123,411,2,179997,11159,2452,2397,1127,2451,2394,1121,89,100,0,500,2742;
@400000005e8198890725f091 #d,-,18,2451,2398,1119,412,2,180021,11161,2451,2398,1134,2451,2394,1119,89,100,0,500,2744;
@400000005e81988b07336676 #d,-,18,2451,2396,1121,413,2,179983,11158,2451,2398,1126,2451,2395,1119,89,100,0,500,2744;
@400000005e81988b073c4418 #d,-,18,2449,2397,1121,413,2,179975,11158,2451,2397,1124,2449,2395,1119,89,100,0,500,2737;
@400000005e81988d074a51cb #d,-,18,2448,2395,1122,414,2,179966,11157,2449,2397,1125,2448,2395,1118,89,100,0,500,2734;
@400000005e81988d0752fc34 #d,-,18,2447,2396,1120,415,2,179958,11157,2448,2397,1126,2447,2394,1118,89,100,0,500,2732;
@400000005e81988f075f9af6 #d,-,18,2446,2394,1123,415,2,179951,11156,2447,2396,1126,2446,2393,1119,89,100,0,500,2734;
@400000005e81988f0768a36f #d,-,18,2446,2395,1124,416,2,179943,11156,2446,2396,1127,2446,2394,1121,89,100,0,500,2737;
@400000005e81989107765e3f #d,-,18,2446,2395,1120,417,2,179935,11155,2446,2396,1132,2446,2393,1115,89,100,0,500,2739;
@400000005e819891077ef9c1 #d,-,18,2444,2392,1122,417,2,179956,11157,2446,2395,1122,2444,2392,1116,89,100,0,500,2727;
@400000005e819893078c5b29 #d,-,18,2443,2394,1120,418,2,179917,11154,2444,2395,1124,2443,2392,1116,89,100,0,500,2727;
@400000005e819893079563a2 #d,-,18,2441,2395,1122,419,2,179908,11154,2443,2396,1123,2441,2393,1116,89,100,0,500,2727;
@400000005e81989507a25813 #d,-,18,2440,2393,1121,420,2,179899,11153,2441,2395,1124,2440,2393,1118,89,100,0,500,2730;
@400000005e81989507ab2226 #d,-,18,2440,2393,1116,420,2,179890,11153,2440,2395,1124,2440,2393,1116,89,100,0,500,2730;
@400000005e81989707b8b6c7 #d,-,18,2439,2395,1122,421,2,179882,11152,2440,2395,1123,2439,2392,1115,89,100,0,500,2727;
@400000005e81989707c17966 #d,-,18,2437,2394,1115,422,2,179872,11152,2439,2396,1124,2437,2394,1114,89,100,0,500,2727;
@400000005e81989907cf4c6d #d,-,18,2437,2396,1121,422,2,179863,11151,2437,2396,1123,2437,2393,1114,89,100,0,500,2723;
@400000005e81989907d7c0d2 #d,-,18,2435,2394,1115,423,2,179883,11152,2437,2396,1121,2435,2393,1114,89,100,0,500,2723;
@400000005e81989b07e56813 #d,-,18,2435,2395,1117,424,2,179845,11150,2435,2397,1123,2435,2394,1114,89,100,0,500,2725;
@400000005e81989b07ee51d0 #d,-,18,2434,2397,1118,424,2,179835,11149,2435,2397,1122,2434,2395,1113,89,100,0,500,2723;
@400000005e81989d07fc052d #d,-,18,2433,2395,1115,425,2,179827,11149,2434,2397,1121,2433,2394,1115,89,100,0,500,2727;
@400000005e81989d0804acca #d,-,18,2433,2394,1121,426,2,179818,11148,2433,2396,1122,2433,2394,1115,89,100,0,500,2727;
@400000005e81989f081211ec #d,-,18,2432,2396,1118,426,2,179809,11148,2433,2396,1124,2432,2394,1116,89,100,0,500,2727;
@400000005e81989f081b0f38 #d,-,18,2432,2396,1122,427,2,179801,11147,2432,2396,1125,2432,2394,1117,89,100,0,500,2730;
@400000005e8198a108281af1 #d,-,18,2433,2394,1119,428,2,179792,11147,2433,2397,1122,2432,2394,1117,89,100,0,500,2730;
@400000005e8198a1083161d0 #d,-,18,2433,2395,1119,428,2,179784,11146,2433,2397,1123,2433,2394,1118,89,100,0,500,2730;
@400000005e8198a3083ef2b7 #d,-,18,2433,2395,1123,429,2,179776,11146,2433,2397,1125,2433,2394,1115,89,100,0,500,2730;
@400000005e8198a30847b469 #d,-,18,2432,2396,1116,430,2,179767,11145,2433,2397,1124,2432,2394,1115,89,100,0,500,2730;
@400000005e8198a50854a8d9 #d,-,18,2432,2396,1119,430,2,179759,11145,2432,2397,1123,2432,2394,1115,89,100,0,500,2727;
@400000005e8198a5085dd4b7 #d,-,18,2433,2393,1118,431,2,179779,11146,2433,2396,1123,2432,2393,1115,89,100,0,500,2730;
@400000005e8198a7086b792c #d,-,18,2433,2394,1120,432,2,179771,11145,2433,2395,1123,2433,2393,1117,89,100,0,500,2727;
@400000005e8198a708743ade #d,-,18,2432,2395,1118,432,2,179733,11143,2433,2396,1123,2432,2392,1117,89,100,0,500,2725;
@400000005e8198a908818143 #d,-,18,2432,2395,1120,433,2,179725,11142,2432,2396,1122,2432,2393,1115,89,100,0,500,2727;
@400000005e8198a9088a9d4b #d,-,18,2432,2395,1119,434,2,179716,11142,2432,2395,1122,2432,2393,1116,89,100,0,500,2725;
@400000005e8198ab08980715 #d,-,18,2431,2394,1116,434,2,179707,11141,2432,2396,1120,2431,2394,1115,89,100,0,500,2727;
@400000005e8198ab08a0d128 #d,-,18,2431,2396,1118,435,2,179698,11141,2431,2396,1122,2431,2394,1115,89,100,0,500,2725;
@400000005e8198ad08af631a #d,-,18,2430,2395,1118,436,2,179690,11140,2431,2397,1121,2430,2394,1116,89,100,0,500,2725;
@400000005e8198ad08b9b09c #d,-,18,2430,2392,1213,436,2,179687,11140,2430,2396,1213,2430,2392,1116,89,100,0,500,2727;
@400000005e8198af08c8e2be #d,-,18,2581,2395,1264,437,2,179747,11144,2581,2395,1304,2430,2392,1193,90,100,0,500,2846;
@400000005e8198af08d24948 #d,-,18,2862,2393,1279,438,2,179758,11145,2862,2395,1285,2581,2392,1263,92,100,0,500,3099;
@400000005e8198b108e1394a #d,-,18,2861,2393,1280,439,2,179798,11147,2862,2395,1282,2861,2392,1276,92,100,0,500,3107;
@400000005e8198b108ea5553 #d,-,18,2860,2395,1278,440,2,179838,11150,2861,2396,1281,2860,2392,1276,91,100,0,500,3109;
@400000005e8198b308f964ff #d,-,18,2859,2396,1165,440,2,179860,11151,2860,2396,1281,2859,2393,1155,91,100,0,500,3109;
@400000005e8198b309029496 #d,-,18,2527,2395,1058,441,2,179839,11150,2859,2397,1173,2527,2395,1012,88,100,0,500,2855;
@400000005e8198b5090fe629 #d,-,18,2331,2396,1127,442,2,179834,11149,2527,2396,1147,2331,2394,1058,88,100,0,500,2623;
@400000005e8198b50918b03c #d,-,18,2445,2396,1124,442,2,179855,11151,2445,2396,1128,2331,2393,1124,89,100,0,500,2739;
@400000005e8198b709264123 #d,-,18,2445,2395,1125,443,2,179821,11148,2445,2396,1128,2445,2394,1124,89,100,0,500,2746;
@400000005e8198b7092efb61 #d,-,18,2446,2395,1125,444,2,179814,11148,2446,2397,1127,2445,2395,1124,89,100,0,500,2744;
@400000005e8198b9093c6171 #d,-,18,2446,2396,1127,444,2,179808,11148,2446,2397,1129,2446,2394,1123,89,100,0,500,2744;
@400000005e8198b9094527ca #d,-,18,2446,2396,1133,445,2,179802,11147,2446,2396,1134,2446,2394,1124,89,100,0,500,2742;
@400000005e8198bb0952a434 #d,-,18,2448,2395,1127,446,2,179824,11149,2448,2396,1134,2446,2394,1119,88,100,0,500,2756;
@400000005e8198bb095b8590 #d,-,18,2448,2394,1126,446,2,179818,11148,2448,2396,1128,2448,2393,1122,89,100,0,500,2742;
@400000005e8198bd0968cbf5 #d,-,18,2447,2396,1129,447,2,179783,11146,2448,2396,1129,2447,2393,1123,89,100,0,500,2742;
@400000005e8198bd0971ad51 #d,-,18,2448,2396,1128,448,2,179777,11146,2448,2396,1133,2447,2394,1123,89,100,0,500,2746;
@400000005e8198bf097e6bbd #d,-,18,2449,2394,1130,448,2,179773,11145,2449,2396,1135,2448,2393,1128,89,100,0,500,2749;
@400000005e8198bf09872d6f #d,-,18,2451,2393,1122,449,2,179766,11145,2451,2395,1132,2449,2393,1114,89,100,0,500,2753;
@400000005e8198c10995d3de #d,-,18,2451,2393,1215,450,2,179776,11146,2451,2393,1233,2451,2391,1117,89,100,0,500,2734;
@400000005e8198c1099fb37a #d,-,18,2779,2392,1284,451,2,179845,11150,2779,2394,1309,2451,2391,1215,92,100,0,500,3019;
@400000005e8198c309aed981 #d,-,18,2864,2392,1284,451,2,179857,11151,2864,2393,1285,2779,2391,1281,91,100,0,500,3114;
@400000005e8198c309b84fe0 #d,-,18,2864,2395,1282,452,2,179897,11153,2864,2395,1285,2864,2391,1282,91,100,0,500,3118;
@400000005e8198c509c76700 #d,-,18,2865,2395,1211,453,2,179933,11155,2865,2395,1285,2864,2392,1211,91,100,0,500,3121;
@400000005e8198c509d07333 #d,-,18,2609,2394,1128,454,2,179923,11155,2865,2396,1211,2609,2394,1054,89,100,0,500,2922;
@400000005e8198c709dd874e #d,-,18,2457,2395,1127,454,2,179917,11154,2609,2395,1131,2457,2393,1123,89,100,0,500,2751;
@400000005e8198c709e6ae83 #d,-,18,2455,2394,1122,455,2,179910,11154,2457,2395,1129,2455,2393,1122,89,100,0,500,2742;
@400000005e8198c909f46dfb #d,-,18,2454,2393,1125,456,2,179931,11155,2455,2395,1128,2454,2392,1122,89,100,0,500,2742;
@400000005e8198c909fd2ce1 #d,-,18,2453,2391,1126,456,2,179897,11153,2454,2394,1127,2453,2391,1123,89,100,0,500,2739;
@400000005e8198cb0a0ac8f5 #d,-,18,2452,2394,1124,457,2,179890,11153,2453,2394,1127,2452,2391,1123,89,100,0,500,2739;
@400000005e8198cb0a137bc0 #d,-,18,2452,2394,1132,458,2,179885,11152,2452,2394,1133,2452,2392,1123,89,100,0,500,2742;
@400000005e8198cd0a1ffad8 #d,-,18,2453,2393,1126,458,2,179878,11152,2453,2395,1132,2452,2393,1122,89,100,0,500,2751;
@400000005e8198cd0a29651b #d,-,18,2452,2395,1126,459,2,179872,11152,2453,2395,1127,2452,2393,1121,89,100,0,500,2739;
@400000005e8198cf0a371878 #d,-,18,2452,2395,1129,460,2,179867,11151,2452,2395,1134,2452,2393,1124,89,100,0,500,2742;
@400000005e8198cf0a3ff61a #d,-,18,2452,2393,1130,460,2,179861,11151,2452,2395,1136,2452,2392,1124,89,100,0,500,2751;
@400000005e8198d10a4f3457 #d,-,18,2454,2392,1125,461,2,179857,11151,2454,2394,1135,2452,2392,1125,89,100,0,500,2756;
@400000005e8198d10a588399 #d,-,18,2453,2392,1197,462,2,179853,11150,2454,2394,1197,2453,2391,1116,89,100,0,500,2744;
@400000005e8198d30a66cfb2 #d,-,18,2581,2391,1278,463,2,179882,11152,2581,2393,1307,2453,2391,1197,90,100,0,500,2843;
@400000005e8198d30a7012d7 #d,-,18,2858,2393,1281,463,2,179921,11155,2858,2393,1288,2581,2391,1267,92,100,0,500,3092;
@400000005e8198d50a7e8254 #d,-,18,2858,2393,1281,464,2,179959,11157,2858,2393,1288,2858,2390,1279,91,100,0,500,3116;
@400000005e8198d50a87d909 #d,-,18,2859,2394,1282,465,2,180025,11161,2859,2394,1287,2858,2390,1281,91,100,0,500,3116;
@400000005e8198d70a967e8a #d,-,18,2854,2392,1029,466,2,180025,11161,2859,2394,1283,2854,2392,1029,92,100,0,500,3090;
@400000005e8198d70aa056b3 #d,-,18,2288,2394,1119,466,2,179983,11158,2854,2395,1145,2288,2392,1028,86,100,0,500,2630;
@400000005e8198d90aae162a #d,-,18,2455,2394,1124,467,2,179977,11158,2455,2395,1129,2288,2392,1119,89,100,0,500,2737;
@400000005e8198d90ab6ad05 #d,-,18,2453,2393,1124,468,2,179970,11158,2455,2395,1127,2453,2393,1120,89,100,0,500,2737;
@400000005e8198db0ac366c9 #d,-,18,2452,2393,1122,468,2,179963,11157,2453,2395,1129,2452,2393,1120,89,100,0,500,2739;
@400000005e8198db0acbdee7 #d,-,18,2451,2395,1125,469,2,179957,11157,2452,2396,1128,2451,2393,1122,89,100,0,500,2739;
@400000005e8198dd0ad96fce #d,-,18,2451,2393,1126,470,2,179977,11158,2451,2396,1129,2451,2393,1122,89,100,0,500,2742;
@400000005e8198dd0ae23d9b #d,-,18,2452,2393,1128,470,2,179946,11156,2452,2396,1137,2451,2392,1125,89,100,0,500,2746;
@400000005e8198df0aefc620 #d,-,18,2452,2395,1129,471,2,179940,11156,2452,2395,1129,2452,2392,1122,89,100,0,500,2749;
@400000005e8198df0af87ca5 #d,-,18,2451,2393,1124,472,2,179933,11155,2452,2395,1131,2451,2390,1121,89,100,0,500,2742;
@400000005e8198e10b056d5c #d,-,18,2452,2392,1124,472,2,179928,11155,2452,2394,1134,2451,2391,1123,89,100,0,500,2744;
@400000005e8198e10b0ebbae #d,-,18,2452,2391,1128,473,2,179923,11155,2452,2394,1135,2452,2391,1121,89,100,0,500,2744;
@400000005e8198e30b1d9911 #d,-,18,2454,2390,1121,474,2,179918,11154,2454,2393,1134,2452,2390,1121,89,100,0,500,2756;
@400000005e8198e30b270ac7 #d,-,18,2453,2392,1230,475,2,179918,11154,2454,2393,1230,2453,2390,1115,89,100,0,500,2737;
@400000005e8198e50b35faca #d,-,18,2609,2392,1266,475,2,179947,11156,2609,2392,1309,2453,2390,1195,91,100,0,500,2860;
@400000005e8198e50b3f650d #d,-,18,2874,2391,1283,476,2,179985,11159,2874,2393,1287,2609,2390,1266,92,100,0,500,3111;
@400000005e8198e70b4d9624 #d,-,18,2872,2391,1277,477,2,180022,11161,2874,2392,1285,2872,2390,1277,92,100,0,500,3109;
@400000005e8198e70b56e477 #d,-,18,2871,2392,1283,478,2,180059,11163,2872,2392,1285,2871,2390,1277,92,100,0,500,3111;
@400000005e8198e90b65441f #d,-,18,2867,2392,1154,478,2,180093,11165,2871,2394,1284,2867,2391,1046,92,100,0,500,3107;
@400000005e8198e90b6e971a #d,-,18,2415,2391,1128,479,2,180086,11165,2867,2394,1154,2415,2391,1110,88,100,0,500,2739;
@400000005e8198eb0b7bd164 #d,-,18,2418,2394,1127,480,2,180079,11164,2418,2394,1128,2415,2391,1121,88,100,0,500,2739;
@400000005e8198eb0b8505a3 #d,-,18,2422,2393,1124,480,2,180047,11162,2422,2394,1128,2418,2392,1122,88,100,0,500,2739;
@400000005e8198ed0b92f3ab #d,-,18,2425,2393,1127,481,2,180040,11162,2425,2395,1128,2422,2392,1122,88,100,0,500,2739;
@400000005e8198ed0b9b8a86 #d,-,18,2427,2397,1120,482,2,180033,11162,2427,2398,1127,2425,2393,1119,88,100,0,500,2742;
@400000005e8198ef0ba867ae #d,-,18,2430,2397,1133,482,2,180028,11161,2430,2398,1134,2427,2396,1119,88,100,0,500,2744;
@400000005e8198ef0bb1a360 #d,-,18,2434,2395,1128,483,2,180023,11161,2434,2397,1135,2430,2395,1123,88,100,0,500,2751;
@400000005e8198f10bbf2f9f #d,-,18,2436,2397,1123,484,3,180017,11161,2436,2397,1129,2434,2395,1122,88,100,0,500,2746;
@400000005e8198f10bc7c767 #d,-,18,2438,2397,1129,484,3,180037,11162,2438,2397,1129,2436,2395,1121,88,100,0,500,2744;
@400000005e8198f30bd595c6 #d,-,18,2441,2395,1123,485,3,180006,11160,2441,2397,1135,2438,2394,1122,88,100,0,500,2749;
@400000005e8198f30bde7bca #d,-,18,2443,2394,1132,486,3,180001,11160,2443,2396,1135,2441,2394,1122,88,100,0,500,2749;
@400000005e8198f50beb8b3c #d,-,18,2445,2394,1117,487,3,179995,11159,2445,2396,1134,2443,2394,1117,88,100,0,500,2756;
@400000005e8198f50bf45550 #d,-,18,2444,2395,1121,487,3,179988,11159,2445,2395,1128,2444,2393,1111,89,100,0,500,2734;
@400000005e8198f70c020d54 #d,-,18,2442,2395,1118,488,3,180005,11160,2444,2396,1123,2442,2393,1115,89,100,0,500,2730;
@400000005e8198f70c0acf06 #d,-,18,2441,2395,1115,489,3,179972,11158,2442,2395,1123,2441,2392,1115,89,100,0,500,2727;
@400000005e8198f90c17ee4e #d,-,18,2440,2395,1119,489,3,179964,11157,2441,2395,1125,2440,2392,1115,89,100,0,500,2725;
@400000005e8198f90c21352d #d,-,18,2438,2393,1116,490,3,179956,11157,2440,2395,1120,2438,2392,1112,89,100,0,500,2723;
@400000005e8198fb0c2e31ff #d,-,18,2437,2393,1117,491,3,179948,11156,2438,2395,1121,2437,2392,1115,89,100,0,500,2723;
@400000005e8198fb0c3726ea #d,-,18,2436,2392,1118,491,3,179965,11157,2437,2396,1123,2436,2392,1114,89,100,0,500,2723;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
