@400000005e142b7004f662c6 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e142b702ede850f #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e143533022d4c5f #d,-,18,2814,2365,1195,1994,12,207148,12843,2816,2366,1197,2814,2362,1195,99,100,0,499,2837;
@400000005e143535023bbaee #d,-,18,2813,2365,1193,1994,12,207146,12843,2814,2368,1196,2813,2364,1192,99,100,0,499,2837;
@400000005e1435350246bfe8 #d,-,18,2812,2368,1194,1995,12,207143,12842,2813,2368,1194,2812,2365,1192,99,100,0,499,2837;
@400000005e14353702525094 #d,-,18,2813,2368,1187,1996,12,207142,12842,2813,2369,1224,2812,2366,1186,98,100,0,499,2853;
@400000005e143537025d260f #d,-,18,2813,2369,1196,1997,12,207139,12842,2813,2369,1196,2813,2365,1187,98,100,0,499,2849;
@400000005e143539026d9d39 #d,-,18,2811,2367,1194,1997,12,207137,12842,2813,2369,1196,2811,2366,1191,99,100,0,499,2837;
@400000005e14353902781c17 #d,-,18,2810,2365,1194,1998,12,207134,12842,2811,2367,1196,2810,2364,1192,99,100,0,499,2837;
@400000005e14353b02881a2f #d,-,18,2810,2365,1195,1999,12,207132,12842,2810,2365,1196,2810,2363,1194,99,100,0,499,2835;
@400000005e14353b0293269c #d,-,18,2811,2365,1188,2000,12,207130,12842,2811,2365,1227,2810,2363,1188,98,100,0,499,2847;
@400000005e14353d029f9999 #d,-,18,2811,2364,1195,2000,12,207128,12841,2811,2365,1196,2811,2362,1187,98,100,0,499,2854;
@400000005e14353d02aa6b59 #d,-,18,2810,2365,1195,2001,12,207125,12841,2811,2365,1195,2810,2363,1194,99,100,0,499,2835;
@400000005e14353f02b9b96c #d,-,18,2810,2364,1195,2002,12,207123,12841,2810,2365,1196,2810,2363,1194,99,100,0,499,2837;
@400000005e14353f02c44465 #d,-,18,2809,2363,1197,2003,12,207120,12841,2810,2364,1197,2809,2361,1194,99,100,0,499,2837;
@400000005e14354102cfaa3b #d,-,18,2809,2363,1195,2004,12,207127,12841,2809,2364,1228,2809,2361,1195,98,100,0,499,2842;
@400000005e14354102dae539 #d,-,18,2811,2362,1196,2004,12,207116,12841,2811,2363,1199,2809,2359,1190,98,100,0,499,2860;
@400000005e14354302e74d08 #d,-,18,2810,2365,1195,2005,12,207114,12841,2811,2365,1197,2810,2361,1193,99,100,0,499,2837;
@400000005e14354302f1c0b9 #d,-,18,2809,2365,1195,2006,12,207111,12840,2810,2366,1196,2809,2363,1194,99,100,0,499,2837;
@400000005e14354502ff8c4c #d,-,18,2808,2363,1197,2007,12,207109,12840,2809,2365,1198,2808,2359,1195,98,100,0,499,2837;
@400000005e143545030acb04 #d,-,18,2808,2361,1206,2008,12,207107,12840,2808,2364,1228,2808,2360,1195,98,100,0,499,2838;
@400000005e143547031bcb16 #d,-,18,2810,2359,1196,2008,12,207105,12840,2810,2362,1206,2808,2358,1189,98,100,0,499,2860;
@400000005e1435470326613c #d,-,18,2809,2359,1196,2009,12,207102,12840,2810,2361,1197,2809,2359,1195,99,100,0,499,2835;
@400000005e143549033570e9 #d,-,18,2808,2360,1195,2010,12,207100,12840,2809,2362,1198,2808,2358,1195,98,100,0,499,2837;
@400000005e14354903400f71 #d,-,18,2807,2362,1196,2011,12,207097,12840,2808,2363,1197,2807,2359,1194,99,100,0,499,2835;
@400000005e14354b034b27f9 #d,-,18,2807,2362,1219,2011,12,207096,12839,2807,2363,1226,2807,2360,1195,99,100,0,499,2835;
@400000005e14354b03565323 #d,-,18,2810,2364,1195,2012,12,207093,12839,2810,2364,1219,2807,2360,1189,98,100,0,499,2862;
@400000005e14354d03645d1c #d,-,18,2809,2365,1195,2013,12,207099,12840,2810,2365,1196,2809,2361,1193,99,100,0,499,2837;
@400000005e14354d036efba4 #d,-,18,2808,2363,1195,2014,12,207088,12839,2809,2366,1196,2808,2362,1194,99,100,0,499,2833;
@400000005e14354f037b539e #d,-,18,2807,2363,1195,2014,12,207086,12839,2808,2365,1195,2807,2363,1193,99,100,0,499,2835;
@400000005e14354f03867b0d #d,-,18,2806,2361,1226,2015,12,207084,12839,2807,2364,1226,2806,2360,1194,98,100,0,499,2835;
@400000005e143551039705c7 #d,-,18,2809,2360,1196,2016,12,207081,12839,2809,2362,1226,2806,2360,1188,98,100,0,499,2862;
@400000005e14355103a1bb97 #d,-,18,2808,2361,1195,2017,12,207087,12839,2809,2363,1196,2808,2360,1194,99,100,0,499,2831;
@400000005e14355303af8370 #d,-,18,2807,2363,1195,2018,12,207076,12838,2808,2364,1195,2807,2360,1193,99,100,0,499,2833;
@400000005e14355303ba3587 #d,-,18,2806,2362,1194,2018,12,207074,12838,2807,2364,1196,2806,2362,1194,98,100,0,499,2835;
@400000005e14355503c62bb7 #d,-,18,2805,2361,1226,2019,12,207072,12838,2806,2364,1226,2805,2361,1193,98,100,0,499,2835;
@400000005e14355503d14bb3 #d,-,18,2808,2361,1196,2020,12,207070,12838,2808,2363,1226,2805,2361,1188,98,100,0,499,2863;
@400000005e14355703dcc518 #d,-,18,2807,2362,1193,2021,12,207067,12838,2808,2364,1196,2807,2361,1193,99,100,0,499,2831;
@400000005e14355703e8175e #d,-,18,2806,2362,1195,2021,12,207065,12838,2807,2365,1196,2806,2362,1193,98,100,0,499,2835;
@400000005e14355903f50815 #d,-,18,2806,2362,1194,2022,12,207062,12837,2806,2364,1196,2806,2362,1194,98,100,0,499,2835;
@400000005e14355904004e40 #d,-,18,2805,2363,1222,2023,12,207060,12837,2806,2364,1222,2805,2362,1194,99,100,0,499,2833;
@400000005e14355b040cb610 #d,-,18,2808,2363,1196,2024,12,207058,12837,2808,2364,1227,2805,2361,1186,98,100,0,499,2863;
@400000005e14355b04178417 #d,-,18,2806,2366,1194,2024,12,207055,12837,2808,2367,1196,2806,2361,1190,99,100,0,499,2829;
@400000005e14355d04287bc7 #d,-,18,2805,2367,1192,2025,12,207053,12837,2806,2367,1194,2805,2364,1192,99,100,0,499,2833;
@400000005e14355d0432e44b #d,-,18,2805,2366,1193,2026,12,207050,12837,2805,2367,1194,2805,2365,1192,99,100,0,499,2833;
@400000005e14355f043f671c #d,-,18,2804,2366,1211,2027,12,207048,12837,2805,2368,1211,2804,2366,1191,98,100,0,499,2833;
@400000005e14355f044a7afd #d,-,18,2807,2367,1193,2028,12,207046,12836,2807,2368,1223,2804,2366,1186,97,100,0,499,2865;
@400000005e143561045b3f74 #d,-,18,2806,2368,1191,2028,12,207044,12836,2807,2369,1194,2806,2366,1190,99,100,0,499,2829;
@400000005e1435610465e2a4 #d,-,18,2805,2369,1191,2029,12,207049,12837,2806,2369,1192,2805,2367,1191,99,100,0,499,2833;
@400000005e14356304732196 #d,-,18,2804,2370,1191,2030,12,207047,12836,2805,2370,1192,2804,2367,1189,99,100,0,499,2831;
@400000005e143563047d9cba #d,-,18,2803,2367,1198,2031,12,207036,12836,2804,2370,1198,2803,2367,1190,98,100,0,499,2833;
@400000005e143565048b3514 #d,-,18,2807,2367,1190,2032,12,207034,12836,2807,2370,1223,2803,2367,1184,98,100,0,499,2862;
@400000005e143565049648f5 #d,-,18,2805,2368,1191,2032,12,207032,12836,2807,2369,1192,2805,2367,1190,99,100,0,499,2831;
@400000005e14356704a19b3b #d,-,18,2805,2367,1192,2033,12,207029,12835,2805,2369,1192,2805,2367,1190,99,100,0,499,2833;
@400000005e14356704ac55b4 #d,-,18,2804,2369,1190,2034,12,207027,12835,2805,2370,1192,2804,2367,1190,99,100,0,499,2831;
@400000005e14356904bb45b6 #d,-,18,2803,2370,1190,2035,12,207032,12836,2804,2370,1193,2803,2367,1190,98,100,0,499,2833;
@400000005e14356904c65d50 #d,-,18,2806,2368,1188,2035,12,207023,12835,2806,2370,1222,2803,2367,1184,98,100,0,499,2854;
@400000005e14356b04d69615 #d,-,18,2805,2367,1191,2036,12,207020,12835,2806,2369,1193,2805,2367,1188,98,100,0,499,2838;
@400000005e14356b04e130e3 #d,-,18,2804,2367,1192,2037,12,207018,12835,2805,2369,1193,2804,2366,1191,99,100,0,499,2829;
@400000005e14356d04f2114b #d,-,18,2803,2366,1193,2038,12,207015,12834,2804,2367,1193,2803,2363,1191,98,100,0,499,2833;
@400000005e14356d04fcafd3 #d,-,18,2802,2366,1192,2038,12,207021,12835,2803,2366,1194,2802,2363,1191,99,100,0,499,2829;
@400000005e14356f05079c96 #d,-,18,2804,2363,1186,2039,12,207019,12835,2804,2367,1223,2802,2363,1185,98,100,0,499,2847;
@400000005e14356f0512cc67 #d,-,18,2804,2365,1192,2040,12,207008,12834,2804,2367,1194,2804,2363,1186,98,100,0,499,2844;
@400000005e14357105232b5a #d,-,18,2804,2366,1191,2041,12,207006,12834,2804,2368,1193,2804,2364,1191,99,100,0,499,2831;
@400000005e143571052df5a8 #d,-,18,2803,2368,1191,2042,12,207003,12834,2804,2368,1193,2803,2365,1191,99,100,0,499,2831;
@400000005e143573053e3999 #d,-,18,2802,2367,1190,2042,12,207001,12834,2803,2368,1193,2802,2366,1190,98,100,0,499,2831;
@400000005e1435730548cc06 #d,-,18,2803,2368,1185,2043,12,206999,12833,2803,2368,1223,2802,2366,1185,98,100,0,499,2842;
@400000005e1435750559f335 #d,-,18,2804,2368,1192,2044,12,207004,12834,2804,2369,1192,2803,2367,1184,98,100,0,499,2849;
@400000005e14357505646e59 #d,-,18,2803,2367,1192,2045,12,207002,12834,2804,2368,1194,2803,2365,1191,99,100,0,499,2831;
@400000005e143577056fa957 #d,-,18,2802,2366,1190,2045,12,206991,12833,2803,2367,1193,2802,2365,1190,99,100,0,499,2829;
@400000005e1435770575d3ef #d,-,18,2802,2366,1190,2046,12,206989,12833,2802,2368,1192,2802,2366,1190,98,100,0,499,2831;
@400000005e1435790582faaa #d,-,18,2802,2366,1190,2047,12,206987,12833,2802,2368,1222,2802,2366,1190,98,100,0,499,2833;
@400000005e143579058e1333 #d,-,18,2804,2367,1192,2048,12,206984,12833,2804,2367,1193,2802,2366,1185,98,100,0,499,2854;
@400000005e14357b0599940a #d,-,18,2803,2368,1192,2049,12,206982,12832,2804,2368,1193,2803,2365,1190,99,100,0,499,2831;
@400000005e14357b05a470f8 #d,-,18,2802,2367,1190,2049,12,206987,12833,2803,2368,1193,2802,2364,1190,98,100,0,499,2831;
@400000005e14357d05afcba1 #d,-,18,2801,2363,1193,2050,12,206977,12832,2802,2368,1193,2801,2363,1190,98,100,0,499,2831;
@400000005e14357d05bad80e #d,-,18,2802,2364,1251,2051,12,206977,12832,2802,2366,1279,2801,2362,1192,98,100,0,499,2833;
@400000005e14357f05c5f71b #d,-,18,2931,2364,1239,2052,12,206977,12832,2931,2366,1251,2802,2364,1227,99,100,0,499,2958;
@400000005e14357f05d0f3b4 #d,-,18,2928,2365,1239,2052,12,206978,12832,2931,2366,1243,2928,2364,1239,99,100,0,499,2943;
@400000005e14358105dc1edd #d,-,18,2926,2368,1237,2053,12,206979,12832,2928,2368,1239,2926,2365,1236,99,100,0,499,2945;
@400000005e14358105e7895a #d,-,18,2924,2367,1238,2054,12,206987,12833,2926,2368,1240,2924,2365,1237,99,100,0,499,2942;
@400000005e14358305f78ee6 #d,-,18,2922,2366,1260,2055,12,206981,12832,2924,2368,1269,2922,2366,1238,99,100,0,499,2942;
@400000005e14358306026bd3 #d,-,18,2924,2369,1236,2056,12,206982,12832,2924,2371,1260,2922,2365,1232,98,100,0,499,2970;
@400000005e143585060f1e24 #d,-,18,2921,2368,1228,2057,12,206982,12832,2924,2371,1236,2921,2368,1225,99,100,0,499,2934;
@400000005e1435850619958e #d,-,18,2918,2371,1236,2057,12,206982,12832,2921,2371,1241,2918,2368,1227,99,100,0,499,2924;
@400000005e1435870623ee3d #d,-,18,2917,2371,1237,2058,12,206983,12832,2918,2371,1239,2917,2368,1236,99,100,0,499,2945;
@400000005e1435870629aaef #d,-,18,2916,2369,1268,2059,12,206992,12833,2917,2371,1270,2916,2367,1237,99,100,0,499,2943;
@400000005e14358906321338 #d,-,18,2919,2368,1198,2060,12,206983,12833,2919,2371,1268,2916,2368,1192,98,100,0,499,2972;
@400000005e14358906373bd6 #d,-,18,2826,2370,1198,2061,12,206982,12832,2919,2371,1213,2826,2368,1197,98,100,0,499,2862;
@400000005e14358b06445764 #d,-,18,2826,2369,1227,2061,12,206981,12832,2826,2370,1227,2826,2368,1197,99,100,0,499,2854;
@400000005e14358b064f9262 #d,-,18,2831,2366,1214,2062,12,206980,12832,2831,2369,1228,2826,2366,1213,97,100,0,499,2902;
@400000005e14358d065ded62 #d,-,18,2836,2367,1257,2063,12,206981,12832,2836,2369,1257,2831,2366,1214,97,100,0,499,2899;
@400000005e14358d066880bd #d,-,18,2934,2368,1230,2064,12,206982,12832,2934,2369,1261,2836,2367,1230,99,100,0,499,2961;
@400000005e14358f06791f05 #d,-,18,2928,2368,1230,2064,12,206990,12833,2934,2368,1231,2928,2366,1225,100,100,0,499,2928;
@400000005e14358f0683a9fe #d,-,18,2924,2367,1230,2065,12,206982,12832,2928,2369,1235,2924,2366,1230,99,100,0,499,2926;
@400000005e143591069209a6 #d,-,18,2920,2367,1233,2066,12,206982,12832,2924,2369,1233,2920,2367,1229,99,100,0,499,2926;
@400000005e143591069d4fd1 #d,-,18,2917,2367,1260,2067,12,206983,12832,2920,2368,1260,2917,2366,1230,99,100,0,499,2926;
@400000005e14359306ae86d6 #d,-,18,2918,2367,1234,2068,12,206983,12833,2918,2367,1266,2917,2365,1229,98,100,0,499,2963;
@400000005e14359306b94419 #d,-,18,2916,2363,1238,2069,12,206984,12833,2918,2368,1239,2916,2361,1232,99,100,0,499,2929;
@400000005e14359506c5bbbe #d,-,18,2914,2363,1235,2069,12,206984,12833,2916,2366,1238,2914,2362,1234,99,100,0,499,2933;
@400000005e14359506d042fd #d,-,18,2912,2363,1236,2070,12,206984,12833,2914,2365,1237,2912,2361,1235,99,100,0,499,2931;
@400000005e14359706e07808 #d,-,18,2910,2365,1256,2071,12,206985,12833,2912,2365,1256,2910,2362,1234,99,100,0,499,2931;
@400000005e14359706eb8fa2 #d,-,18,2913,2363,1236,2072,12,206986,12833,2913,2365,1267,2910,2362,1230,98,100,0,499,2963;
@400000005e14359906f7b90b #d,-,18,2911,2360,1238,2073,12,206986,12833,2913,2365,1238,2911,2356,1234,99,100,0,499,2929;
@400000005e14359907027eb1 #d,-,18,2909,2361,1238,2073,12,206987,12833,2911,2362,1240,2909,2360,1237,99,100,0,499,2933;
@400000005e14359b0711c0a8 #d,-,18,2908,2362,1239,2074,12,206995,12833,2909,2362,1239,2908,2359,1236,99,100,0,499,2933;
@400000005e14359b071c47e8 #d,-,18,2907,2360,1245,2075,12,206995,12833,2908,2364,1245,2907,2360,1236,99,100,0,499,2933;
@400000005e14359d07294c2d #d,-,18,2911,2362,1236,2076,12,206989,12833,2911,2363,1270,2907,2360,1230,98,100,0,499,2961;
@400000005e14359d07344c7f #d,-,18,2909,2361,1238,2077,12,206989,12833,2911,2362,1240,2909,2360,1236,99,100,0,499,2933;
@400000005e14359f0740bbc2 #d,-,18,2908,2360,1237,2077,12,206989,12833,2909,2363,1238,2908,2360,1235,99,100,0,499,2933;
@400000005e14359f074b3061 #d,-,18,2907,2363,1236,2078,12,206990,12833,2908,2363,1238,2907,2360,1235,99,100,0,499,2933;
@400000005e1435a10757eddf #d,-,18,2906,2362,1237,2079,12,206990,12833,2907,2363,1237,2906,2361,1235,99,100,0,499,2931;
@400000005e1435a10762f5a4 #d,-,18,2909,2362,1235,2080,12,206991,12833,2909,2364,1269,2906,2361,1230,98,100,0,499,2956;
@400000005e1435a307739032 #d,-,18,2908,2363,1237,2081,12,207000,12834,2909,2364,1239,2908,2360,1235,99,100,0,499,2936;
@400000005e1435a3077e7493 #d,-,18,2907,2361,1242,2081,12,207000,12834,2908,2363,1248,2907,2360,1236,99,100,0,499,2934;
@400000005e1435a5078a92d0 #d,-,18,2908,2360,1239,2082,12,206993,12833,2908,2363,1242,2907,2360,1238,98,100,0,499,2945;
@400000005e1435a5079544e6 #d,-,18,2908,2363,1241,2083,12,206993,12833,2908,2363,1241,2908,2360,1239,98,100,0,499,2938;
@400000005e1435a707a3812a #d,-,18,2911,2361,1233,2084,12,206995,12833,2911,2363,1271,2908,2361,1232,98,100,0,499,2958;
@400000005e1435a707aea4e0 #d,-,18,2911,2361,1239,2085,12,206995,12833,2911,2363,1242,2911,2361,1233,98,100,0,499,2949;
@400000005e1435a907bb43a2 #d,-,18,2910,2362,1240,2085,12,206996,12833,2911,2362,1241,2910,2360,1239,98,100,0,499,2940;
@400000005e1435a907c5b399 #d,-,18,2910,2363,1239,2086,12,207004,12834,2910,2363,1240,2910,2360,1239,98,100,0,499,2940;
@400000005e1435ab07d37a84 #d,-,18,2909,2364,1238,2087,12,206997,12833,2910,2365,1241,2909,2360,1238,99,100,0,499,2936;
@400000005e1435ab07dea1f3 #d,-,18,2911,2364,1232,2088,12,206998,12833,2911,2364,1272,2909,2360,1232,98,100,0,499,2951;
@400000005e1435ad07eb4be2 #d,-,18,2912,2364,1238,2089,12,206999,12833,2912,2364,1240,2911,2362,1231,98,100,0,499,2956;
@400000005e1435ad07f5fee8 #d,-,18,2912,2364,1239,2089,12,206999,12833,2912,2364,1241,2912,2362,1237,99,100,0,499,2940;
@400000005e1435af080540df #d,-,18,2911,2363,1238,2090,12,207000,12834,2912,2365,1240,2911,2362,1238,99,100,0,499,2940;
@400000005e1435af080fb0d6 #d,-,18,2911,2363,1235,2091,12,207001,12834,2911,2365,1240,2911,2362,1233,99,100,0,499,2938;
@400000005e1435b1081d7b7b #d,-,18,2911,2364,1236,2092,12,207010,12834,2911,2364,1271,2911,2361,1235,98,100,0,499,2943;
@400000005e1435b10828559d #d,-,18,2913,2364,1239,2093,12,207010,12834,2913,2364,1240,2911,2361,1232,98,100,0,499,2961;
@400000005e1435b308372e58 #d,-,18,2913,2363,1238,2094,12,207003,12834,2913,2364,1240,2913,2362,1237,99,100,0,499,2940;
@400000005e1435b30841c926 #d,-,18,2912,2363,1238,2094,12,207004,12834,2913,2364,1240,2912,2362,1238,99,100,0,499,2938;
@400000005e1435b5085302f6 #d,-,18,2911,2362,1240,2095,12,207004,12834,2912,2365,1240,2911,2362,1237,99,100,0,499,2940;
@400000005e1435b5085d7f08 #d,-,18,2911,2362,1248,2096,12,207006,12834,2911,2363,1273,2911,2361,1239,99,100,0,499,2940;
@400000005e1435b7086cd48e #d,-,18,2914,2364,1239,2097,13,207014,12834,2914,2364,1248,2911,2362,1232,98,100,0,499,2967;
@400000005e1435b708780371 #d,-,18,2913,2363,1240,2098,13,207007,12834,2914,2364,1241,2913,2361,1238,99,100,0,499,2942;
@400000005e1435b9088886b7 #d,-,18,2913,2364,1240,2098,13,207007,12834,2913,2364,1241,2913,2361,1239,99,100,0,499,2940;
@400000005e1435b90893253f #d,-,18,2912,2364,1241,2099,13,207008,12834,2913,2364,1241,2912,2361,1239,98,100,0,499,2942;
@400000005e1435bb08a39408 #d,-,18,2912,2362,1261,2100,13,207009,12834,2912,2364,1271,2912,2362,1239,98,100,0,499,2942;
@400000005e1435bb08ae80cb #d,-,18,2915,2360,1239,2101,13,207010,12834,2915,2364,1261,2912,2360,1231,98,100,0,499,2968;
@400000005e1435bd08bb0844 #d,-,18,2914,2360,1241,2101,13,207018,12835,2915,2362,1242,2914,2359,1239,99,100,0,499,2940;
@400000005e1435bd08c61fde #d,-,18,2914,2360,1244,2102,13,207011,12834,2914,2362,1244,2914,2359,1240,99,100,0,499,2942;
@400000005e1435bf08d1d7a9 #d,-,18,2915,2361,1242,2103,13,207012,12834,2915,2362,1255,2914,2359,1242,98,100,0,499,2954;
@400000005e1435bf08dd2e97 #d,-,18,2915,2360,1278,2104,13,207014,12834,2915,2361,1280,2915,2359,1242,98,100,0,499,2945;
@400000005e1435c108ed62b4 #d,-,18,2919,2360,1245,2105,13,207014,12834,2919,2361,1278,2915,2359,1236,97,100,0,499,2979;
@400000005e1435c108f7da1e #d,-,18,2918,2359,1246,2106,13,207023,12835,2919,2360,1246,2918,2357,1244,99,100,0,499,2947;
@400000005e1435c30908319e #d,-,18,2918,2356,1245,2106,13,207016,12835,2918,2360,1247,2918,2356,1244,98,100,0,499,2949;
@400000005e1435c30912b8de #d,-,18,2918,2357,1245,2107,13,207017,12835,2918,2359,1247,2918,2356,1245,98,100,0,499,2949;
@400000005e1435c509236ab4 #d,-,18,2918,2358,1277,2108,13,207018,12835,2918,2359,1277,2918,2356,1245,98,100,0,499,2951;
@400000005e1435c5092e727a #d,-,18,2921,2358,1246,2109,13,207019,12835,2921,2358,1277,2918,2356,1238,98,100,0,499,2977;
@400000005e1435c7093fa97e #d,-,18,2921,2357,1244,2110,13,207020,12835,2921,2358,1247,2921,2356,1244,99,100,0,499,2945;
@400000005e1435c7094a866c #d,-,18,2920,2357,1243,2111,13,207021,12835,2921,2359,1246,2920,2357,1243,99,100,0,499,2945;
@400000005e1435c909588804 #d,-,18,2919,2359,1244,2111,13,207029,12835,2920,2359,1246,2919,2357,1243,99,100,0,499,2947;
@400000005e1435c90963277a #d,-,18,2919,2358,1275,2112,13,207031,12835,2919,2359,1275,2919,2355,1244,99,100,0,499,2947;
@400000005e1435cb096fd8dc #d,-,18,2922,2357,1245,2113,13,207024,12835,2922,2359,1278,2919,2356,1238,98,100,0,499,2979;
@400000005e1435cb097b23b0 #d,-,18,2922,2355,1246,2114,13,207025,12835,2922,2358,1247,2922,2354,1244,99,100,0,499,2945;
@400000005e1435cd09886dcf #d,-,18,2921,2355,1246,2114,13,207025,12835,2922,2357,1248,2921,2354,1245,99,100,0,499,2947;
@400000005e1435cd09930c57 #d,-,18,2920,2357,1246,2115,13,207026,12835,2921,2358,1247,2920,2355,1244,99,100,0,499,2945;
@400000005e1435cf09a37c0e #d,-,18,2919,2358,1266,2116,13,207027,12835,2920,2358,1266,2919,2355,1245,99,100,0,499,2947;
@400000005e1435cf09ae0707 #d,-,18,2923,2356,1247,2117,13,207029,12835,2923,2358,1279,2919,2355,1238,98,100,0,499,2979;
@400000005e1435d109bc0d46 #d,-,18,2921,2356,1246,2118,13,207029,12835,2923,2358,1248,2921,2355,1246,99,100,0,499,2943;
@400000005e1435d109c734b6 #d,-,18,2921,2357,1246,2118,13,207030,12835,2921,2358,1247,2921,2355,1244,99,100,0,499,2947;
@400000005e1435d309d86acc #d,-,18,2920,2360,1245,2119,13,207031,12835,2921,2360,1247,2920,2356,1242,99,100,0,499,2947;
@400000005e1435d309e37ead #d,-,18,2919,2358,1254,2120,13,207032,12835,2920,2360,1254,2919,2358,1244,99,100,0,499,2947;
@400000005e1435d509f13e24 #d,-,18,2923,2357,1243,2121,13,207033,12836,2923,2359,1277,2919,2355,1237,98,100,0,499,2977;
@400000005e1435d509fbccd7 #d,-,18,2921,2361,1245,2122,13,207034,12836,2923,2361,1248,2921,2357,1243,99,100,0,499,2943;
@400000005e1435d70a0cb95a #d,-,18,2921,2360,1243,2123,13,207042,12836,2921,2362,1245,2921,2359,1242,99,100,0,499,2947;
@400000005e1435d70a17347e #d,-,18,2920,2361,1243,2123,13,207035,12836,2921,2361,1245,2920,2359,1243,99,100,0,499,2945;
@400000005e1435d90a277870 #d,-,18,2919,2359,1243,2124,13,207036,12836,2920,2362,1246,2919,2358,1242,99,100,0,499,2947;
@400000005e1435d90a3294b2 #d,-,18,2922,2359,1242,2125,13,207038,12836,2922,2361,1277,2919,2359,1236,98,100,0,499,2972;
@400000005e1435db0a43170a #d,-,18,2921,2360,1245,2126,13,207038,12836,2922,2360,1247,2921,2358,1242,98,100,0,499,2951;
@400000005e1435db0a4dcdc8 #d,-,18,2921,2360,1244,2127,13,207039,12836,2921,2360,1246,2921,2358,1243,99,100,0,499,2947;
@400000005e1435dd0a5ea988 #d,-,18,2920,2359,1239,2127,13,207040,12836,2921,2360,1246,2920,2358,1239,99,100,0,499,2947;
@400000005e1435dd0a699291 #d,-,18,2919,2357,1243,2128,13,207048,12837,2920,2360,1246,2919,2357,1238,99,100,0,499,2943;
@400000005e1435df0a7a6b86 #d,-,18,2922,2360,1240,2129,13,207042,12836,2922,2360,1275,2919,2357,1237,98,100,0,499,2965;
@400000005e1435df0a85153b #d,-,18,2921,2360,1244,2130,13,207043,12836,2922,2360,1246,2921,2358,1240,98,100,0,499,2956;
@400000005e1435e10a96304f #d,-,18,2920,2359,1244,2131,13,207044,12836,2921,2360,1245,2920,2358,1244,99,100,0,499,2947;
@400000005e1435e10aa0a046 #d,-,18,2919,2360,1245,2131,13,207044,12836,2920,2360,1245,2919,2358,1244,99,100,0,499,2945;
@400000005e1435e30aae8f3d #d,-,18,2919,2357,1244,2132,13,207045,12836,2919,2360,1246,2919,2357,1242,99,100,0,499,2947;
@400000005e1435e30ab9fc86 #d,-,18,2921,2356,1237,2133,13,207046,12836,2921,2359,1276,2919,2356,1237,98,100,0,499,2958;
@400000005e1435e50ac8f4ea #d,-,18,2921,2356,1245,2134,13,207047,12836,2921,2359,1248,2921,2356,1237,98,100,0,499,2961;
@400000005e1435e50ad39372 #d,-,18,2921,2358,1245,2135,13,207048,12836,2921,2359,1246,2921,2355,1244,99,100,0,499,2947;
@400000005e1435e70ae421e5 #d,-,18,2920,2357,1245,2135,13,207049,12837,2921,2359,1246,2920,2357,1243,99,100,0,499,2945;
@400000005e1435e70aee994f #d,-,18,2919,2356,1244,2136,13,207049,12837,2920,2359,1247,2919,2356,1244,99,100,0,499,2947;
@400000005e1435e90afe6074 #d,-,18,2920,2359,1240,2137,13,207051,12837,2920,2359,1278,2919,2356,1240,98,100,0,499,2951;
@400000005e1435e90b09ab48 #d,-,18,2921,2356,1245,2138,13,207052,12837,2921,2359,1247,2920,2356,1237,98,100,0,499,2968;
