@400000005e142b7004f662c6 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e142b702ede850f #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e14346e33f1eded #d,-,18,2923,2365,1275,1838,11,207296,12852,2923,2365,1275,2923,2363,1243,99,100,0,499,2951;
@400000005e14347034026429 #d,-,18,2926,2365,1245,1839,11,207297,12852,2926,2366,1275,2923,2364,1235,98,100,0,499,2983;
@400000005e143470340cd7d9 #d,-,18,2925,2365,1244,1840,11,207298,12852,2926,2366,1245,2925,2363,1242,99,100,0,499,2949;
@400000005e143472341d3f2f #d,-,18,2924,2364,1243,1841,11,207308,12853,2925,2365,1245,2924,2362,1242,99,100,0,499,2952;
@400000005e143472342872b9 #d,-,18,2924,2363,1243,1841,11,207308,12853,2924,2365,1244,2924,2361,1242,99,100,0,499,2951;
@400000005e1434743438be1e #d,-,18,2923,2365,1273,1842,11,207301,12852,2924,2366,1273,2923,2363,1241,99,100,0,499,2949;
@400000005e14347434435533 #d,-,18,2926,2364,1246,1843,11,207302,12852,2926,2366,1275,2923,2364,1235,98,100,0,499,2981;
@400000005e143476345477ba #d,-,18,2925,2363,1243,1844,11,207303,12852,2926,2365,1246,2925,2362,1242,99,100,0,499,2949;
@400000005e143476345f1288 #d,-,18,2924,2362,1244,1845,11,207304,12852,2925,2364,1245,2924,2362,1243,99,100,0,499,2951;
@400000005e143478347070ab #d,-,18,2924,2362,1243,1845,11,207305,12852,2924,2365,1245,2924,2362,1242,99,100,0,499,2951;
@400000005e143478347af7ea #d,-,18,2923,2364,1267,1846,11,207306,12852,2924,2365,1267,2923,2361,1242,99,100,0,499,2951;
@400000005e14347a348bf354 #d,-,18,2926,2363,1245,1847,11,207307,12853,2926,2365,1276,2923,2362,1237,98,100,0,499,2983;
@400000005e14347a349686af #d,-,18,2925,2365,1242,1848,11,207308,12853,2926,2365,1246,2925,2362,1242,99,100,0,499,2949;
@400000005e14347c34a6a383 #d,-,18,2925,2364,1245,1849,11,207309,12853,2925,2365,1245,2925,2362,1242,99,100,0,499,2951;
@400000005e14347c34b1e5f4 #d,-,18,2924,2363,1244,1849,11,207319,12853,2925,2364,1245,2924,2362,1242,99,100,0,499,2951;
@400000005e14347e34c352fd #d,-,18,2923,2358,1256,1850,11,207320,12853,2924,2364,1256,2923,2358,1242,99,100,0,499,2951;
@400000005e14347e34ce7a6d #d,-,18,2927,2359,1244,1851,11,207312,12853,2927,2361,1278,2923,2357,1238,98,100,0,499,2981;
@400000005e14348034dfd7a0 #d,-,18,2925,2360,1244,1852,11,207313,12853,2927,2361,1248,2925,2358,1244,99,100,0,499,2949;
@400000005e14348034ea5b26 #d,-,18,2924,2360,1247,1853,11,207314,12853,2925,2361,1247,2924,2358,1244,99,100,0,499,2949;
@400000005e14348234fb8d83 #d,-,18,2923,2359,1245,1854,11,207324,12854,2924,2361,1247,2923,2358,1243,99,100,0,499,2952;
@400000005e14348235062c0b #d,-,18,2923,2358,1249,1854,11,207325,12854,2923,2361,1249,2923,2358,1245,99,100,0,499,2949;
@400000005e14348435178585 #d,-,18,2926,2360,1243,1855,11,207317,12853,2926,2362,1276,2923,2358,1239,98,100,0,499,2974;
@400000005e1434843521ea4f #d,-,18,2925,2361,1246,1856,11,207318,12853,2926,2361,1247,2925,2359,1243,99,100,0,499,2954;
@400000005e1434863531efda #d,-,18,2924,2361,1246,1857,11,207319,12853,2925,2362,1247,2924,2359,1243,99,100,0,499,2949;
@400000005e143486353cff13 #d,-,18,2923,2361,1245,1858,11,207320,12853,2924,2361,1246,2923,2359,1243,99,100,0,499,2951;
@400000005e143488354d1473 #d,-,18,2922,2360,1243,1858,11,207330,12854,2923,2362,1246,2922,2359,1243,99,100,0,499,2949;
@400000005e14348835583829 #d,-,18,2925,2358,1239,1859,11,207331,12854,2925,2362,1277,2922,2358,1238,98,100,0,499,2968;
@400000005e14348a356991a3 #d,-,18,2924,2359,1243,1860,11,207323,12854,2925,2361,1247,2924,2358,1239,98,100,0,499,2959;
@400000005e14348a35748220 #d,-,18,2924,2358,1244,1861,11,207324,12854,2924,2361,1247,2924,2358,1243,99,100,0,499,2949;
@400000005e14348c3585c451 #d,-,18,2923,2358,1245,1862,11,207325,12854,2924,2360,1246,2923,2358,1244,99,100,0,499,2949;
@400000005e14348c35905304 #d,-,18,2922,2358,1245,1862,11,207326,12854,2923,2359,1247,2922,2356,1245,99,100,0,499,2947;
@400000005e14348e35a1c4b5 #d,-,18,2924,2359,1238,1863,11,207336,12854,2924,2359,1278,2922,2356,1238,98,100,0,499,2963;
@400000005e14348e35ac2c4a #d,-,18,2924,2359,1247,1864,11,207328,12854,2924,2360,1248,2924,2356,1238,98,100,0,499,2963;
@400000005e14349035bd7236 #d,-,18,2923,2360,1245,1865,11,207329,12854,2924,2361,1247,2923,2357,1243,99,100,0,499,2949;
@400000005e14349035c7d611 #d,-,18,2922,2361,1244,1866,11,207330,12854,2923,2361,1246,2922,2358,1244,99,100,0,499,2949;
@400000005e14349235d8128f #d,-,18,2921,2359,1245,1866,11,207330,12854,2922,2361,1246,2921,2358,1243,99,100,0,499,2947;
@400000005e14349235e3461a #d,-,18,2922,2358,1240,1867,11,207332,12854,2922,2360,1277,2921,2357,1240,98,100,0,499,2954;
@400000005e14349435f45c86 #d,-,18,2923,2359,1233,1868,11,207332,12854,2923,2360,1245,2922,2358,1231,98,100,0,499,2968;
@400000005e14349435ff750f #d,-,18,2920,2361,1243,1869,11,207333,12854,2923,2364,1247,2920,2358,1233,99,100,0,499,2931;
@400000005e14349636102e59 #d,-,18,2920,2361,1243,1870,11,207334,12854,2920,2362,1244,2920,2360,1242,99,100,0,499,2949;
@400000005e143496361ad454 #d,-,18,2919,2361,1243,1870,11,207335,12854,2920,2363,1244,2919,2360,1243,99,100,0,499,2947;
@400000005e143498362b281b #d,-,18,2920,2361,1212,1871,11,207336,12854,2920,2363,1275,2919,2360,1212,98,100,0,499,2952;
@400000005e1434983635af5a #d,-,18,2914,2360,1206,1872,11,207334,12854,2920,2362,1214,2914,2360,1187,99,100,0,499,2918;
@400000005e14349a3646d1e2 #d,-,18,2830,2362,1215,1873,11,207332,12854,2914,2362,1215,2830,2360,1206,98,100,0,499,2865;
@400000005e14349a36514df4 #d,-,18,2833,2362,1224,1874,11,207331,12854,2833,2363,1234,2830,2360,1215,98,100,0,499,2886;
@400000005e14349c3661c076 #d,-,18,2838,2362,1228,1874,11,207331,12854,2838,2362,1228,2833,2360,1224,97,100,0,499,2908;
@400000005e14349c366d39db #d,-,18,2843,2362,1245,1875,11,207332,12854,2843,2362,1258,2838,2360,1226,97,100,0,499,2910;
@400000005e14349e367e451a #d,-,18,2920,2362,1239,1876,11,207341,12855,2920,2362,1245,2843,2360,1235,98,100,0,499,2951;
@400000005e14349e3688ff92 #d,-,18,2919,2365,1235,1877,11,207333,12854,2920,2365,1249,2919,2362,1235,99,100,0,499,2945;
@400000005e1434a0369a25d3 #d,-,18,2917,2366,1237,1878,11,207333,12854,2919,2366,1240,2917,2363,1235,99,100,0,499,2938;
@400000005e1434a036a4c0a1 #d,-,18,2916,2365,1237,1878,11,207334,12854,2917,2366,1241,2916,2363,1236,99,100,0,499,2940;
@400000005e1434a236b5dbb6 #d,-,18,2915,2366,1266,1879,11,207335,12854,2916,2366,1270,2915,2364,1237,99,100,0,499,2942;
@400000005e1434a236c07684 #d,-,18,2918,2365,1240,1880,11,207344,12855,2918,2366,1266,2915,2363,1231,98,100,0,499,2968;
@400000005e1434a436d1d3b8 #d,-,18,2917,2366,1238,1881,11,207345,12855,2918,2366,1240,2917,2363,1238,99,100,0,499,2942;
@400000005e1434a436dc34c8 #d,-,18,2916,2361,1237,1882,11,207337,12854,2917,2366,1241,2916,2361,1237,99,100,0,499,2940;
@400000005e1434a636ed33eb #d,-,18,2915,2362,1240,1883,11,207337,12854,2916,2363,1242,2915,2360,1237,99,100,0,499,2942;
@400000005e1434a636f7bb2b #d,-,18,2914,2362,1272,1883,11,207338,12855,2915,2363,1272,2914,2360,1239,99,100,0,499,2940;
@400000005e1434a837081b0d #d,-,18,2917,2363,1240,1884,11,207339,12855,2917,2364,1272,2914,2361,1232,98,100,0,499,2970;
@400000005e1434a83713af73 #d,-,18,2915,2362,1240,1885,11,207339,12855,2917,2364,1241,2915,2361,1238,99,100,0,499,2938;
@400000005e1434aa3724da5c #d,-,18,2915,2362,1239,1886,11,207340,12855,2915,2364,1242,2915,2361,1238,99,100,0,499,2942;
@400000005e1434aa372fce93 #d,-,18,2914,2363,1239,1887,11,207341,12855,2915,2364,1242,2914,2361,1239,99,100,0,499,2942;
@400000005e1434ac37411838 #d,-,18,2914,2362,1271,1887,11,207342,12855,2914,2365,1271,2914,2362,1239,99,100,0,499,2942;
@400000005e1434ac374bc2db #d,-,18,2917,2362,1241,1888,11,207343,12855,2917,2364,1273,2914,2362,1231,98,100,0,499,2974;
@400000005e1434ae375d5abb #d,-,18,2917,2364,1239,1889,11,207352,12855,2917,2364,1255,2917,2361,1238,98,100,0,499,2949;
@400000005e1434ae3767f1d0 #d,-,18,2917,2363,1241,1890,11,207344,12855,2917,2364,1247,2917,2356,1239,98,100,0,499,2947;
@400000005e1434b03778e20d #d,-,18,2917,2362,1242,1890,11,207345,12855,2917,2364,1247,2917,2358,1238,98,100,0,499,2947;
@400000005e1434b037834d5c #d,-,18,2917,2362,1269,1891,11,207346,12855,2917,2363,1269,2917,2360,1241,98,100,0,499,2949;
@400000005e1434b23793b0f7 #d,-,18,2920,2362,1194,1892,11,207346,12855,2920,2362,1276,2917,2359,1191,98,100,0,499,2979;
@400000005e1434b2379ebd65 #d,-,18,2798,2361,1248,1893,11,207345,12855,2920,2362,1248,2798,2359,1173,98,100,0,499,2840;
@400000005e1434b437afb8ce #d,-,18,2920,2361,1246,1894,11,207354,12855,2920,2361,1248,2798,2358,1245,99,100,0,499,2945;
@400000005e1434b437ba6ae5 #d,-,18,2919,2360,1247,1895,11,207346,12855,2920,2361,1247,2919,2358,1245,98,100,0,499,2951;
@400000005e1434b637cb8d6d #d,-,18,2919,2359,1259,1895,11,207347,12855,2919,2361,1259,2919,2359,1245,98,100,0,499,2951;
@400000005e1434b637d65b74 #d,-,18,2923,2359,1235,1896,11,207348,12855,2923,2361,1277,2919,2359,1225,97,100,0,499,2983;
@400000005e1434b837e76e26 #d,-,18,2919,2360,1235,1897,11,207357,12856,2923,2361,1237,2919,2359,1234,99,100,0,499,2922;
@400000005e1434b837f21156 #d,-,18,2917,2358,1246,1898,11,207349,12855,2919,2361,1248,2917,2358,1235,99,100,0,499,2933;
@400000005e1434ba380327c2 #d,-,18,2917,2358,1245,1899,11,207350,12855,2917,2361,1248,2917,2357,1244,98,100,0,499,2952;
@400000005e1434ba380dde81 #d,-,18,2917,2358,1247,1899,11,207351,12855,2917,2360,1249,2917,2358,1244,98,100,0,499,2951;
@400000005e1434bc381f37fb #d,-,18,2922,2361,1244,1900,11,207352,12855,2922,2361,1279,2917,2357,1238,98,100,0,499,2979;
@400000005e1434bc3829c2f4 #d,-,18,2921,2360,1244,1901,11,207353,12855,2922,2362,1246,2921,2360,1243,98,100,0,499,2951;
@400000005e1434be383a5521 #d,-,18,2921,2361,1245,1902,11,207363,12856,2921,2362,1247,2921,2359,1244,98,100,0,499,2952;
@400000005e1434be38457163 #d,-,18,2920,2362,1244,1903,11,207355,12856,2921,2363,1246,2920,2360,1243,98,100,0,499,2951;
@400000005e1434c03856805c #d,-,18,2920,2361,1245,1903,11,207356,12856,2920,2363,1247,2920,2361,1239,98,100,0,499,2951;
@400000005e1434c038611b2a #d,-,18,2924,2360,1241,1904,11,207357,12856,2924,2362,1277,2920,2359,1238,98,100,0,499,2972;
@400000005e1434c238720f21 #d,-,18,2923,2360,1244,1905,11,207367,12856,2924,2363,1246,2923,2360,1241,98,100,0,499,2959;
@400000005e1434c2387ca18d #d,-,18,2923,2360,1244,1906,11,207359,12856,2923,2362,1246,2923,2359,1243,99,100,0,499,2951;
@400000005e1434c4388daccc #d,-,18,2922,2361,1245,1907,11,207360,12856,2923,2362,1246,2922,2359,1242,99,100,0,499,2949;
@400000005e1434c438983c6d #d,-,18,2921,2361,1244,1907,11,207361,12856,2922,2362,1247,2921,2360,1243,98,100,0,499,2951;
@400000005e1434c638a97283 #d,-,18,2924,2360,1237,1908,11,207362,12856,2924,2362,1277,2921,2360,1237,98,100,0,499,2965;
@400000005e1434c638b3f609 #d,-,18,2924,2358,1246,1909,11,207363,12856,2924,2362,1247,2924,2358,1237,98,100,0,499,2963;
@400000005e1434c838c454fd #d,-,18,2923,2359,1245,1910,11,207372,12857,2924,2361,1246,2923,2358,1244,99,100,0,499,2952;
@400000005e1434c838cf78b2 #d,-,18,2923,2360,1245,1911,11,207365,12856,2923,2361,1247,2923,2358,1244,99,100,0,499,2951;
@400000005e1434ca38e078c4 #d,-,18,2922,2361,1245,1912,11,207366,12856,2923,2361,1247,2922,2358,1244,99,100,0,499,2951;
@400000005e1434ca38eb3ab0 #d,-,18,2924,2362,1238,1912,11,207367,12856,2924,2362,1277,2922,2359,1238,98,100,0,499,2959;
@400000005e1434cc38fc7480 #d,-,18,2925,2362,1244,1913,11,207368,12856,2925,2363,1248,2924,2360,1236,98,100,0,499,2970;
@400000005e1434cc39070b95 #d,-,18,2924,2358,1245,1914,11,207377,12857,2925,2362,1248,2924,2356,1243,99,100,0,499,2951;
@400000005e1434ce39184565 #d,-,18,2923,2357,1247,1915,11,207369,12856,2924,2359,1248,2923,2357,1245,99,100,0,499,2951;
@400000005e1434ce3922f77b #d,-,18,2923,2358,1246,1916,11,207370,12856,2923,2360,1248,2923,2356,1246,99,100,0,499,2951;
@400000005e1434d03934128f #d,-,18,2923,2359,1246,1916,11,207372,12857,2923,2361,1277,2923,2357,1244,98,100,0,499,2954;
@400000005e1434d0393e7ecd #d,-,18,2925,2359,1245,1917,11,207373,12857,2925,2361,1249,2923,2359,1238,98,100,0,499,2974;
@400000005e1434d2394f99e1 #d,-,18,2924,2359,1245,1918,11,207374,12857,2925,2362,1247,2924,2358,1244,98,100,0,499,2954;
@400000005e1434d2395a2893 #d,-,18,2924,2359,1244,1919,11,207374,12857,2924,2361,1248,2924,2358,1244,99,100,0,499,2951;
@400000005e1434d4396a8014 #d,-,18,2923,2361,1245,1920,11,207375,12857,2924,2362,1247,2923,2358,1244,99,100,0,499,2951;
@400000005e1434d43975bfba #d,-,18,2923,2361,1258,1920,11,207377,12857,2923,2361,1278,2923,2359,1244,99,100,0,499,2951;
@400000005e1434d63987095f #d,-,18,2926,2362,1245,1921,11,207378,12857,2926,2362,1258,2923,2359,1238,98,100,0,499,2979;
@400000005e1434d6399220f9 #d,-,18,2925,2361,1245,1922,11,207387,12858,2926,2362,1245,2925,2360,1243,99,100,0,499,2949;
@400000005e1434d839a95228 #d,-,18,2924,2361,1245,1923,11,207379,12857,2925,2363,1245,2924,2360,1243,99,100,0,499,2951;
@400000005e1434d839ba0f2c #d,-,18,2923,2360,1560,1924,11,207388,12858,2924,2363,1560,2923,2360,1242,99,100,0,499,2951;
@400000005e1434da39c76920 #d,-,18,3287,2364,1148,1925,11,207393,12858,3287,2364,1560,2923,2359,1148,99,100,0,499,3315;
@400000005e1434da39ce9d25 #d,-,18,2823,2363,1152,1925,11,207386,12857,3287,2365,1166,2823,2362,1088,96,100,0,499,2929;
@400000005e1434dc39d75fc5 #d,-,18,2818,2364,1162,1926,11,207380,12857,2823,2365,1383,2818,2361,1008,100,100,0,499,2818;
@400000005e1434dc39de7f4c #d,-,18,2595,2364,1140,1927,11,207382,12857,2818,2364,1183,2595,2362,1133,97,100,0,499,2675;
@400000005e1434de39e75935 #d,-,18,2668,2363,1145,1928,11,207376,12857,2668,2365,1148,2595,2359,1140,98,100,0,499,2701;
@400000005e1434de39f1a20e #d,-,18,2669,2362,1175,1928,11,207362,12856,2669,2363,1175,2668,2360,1141,98,100,0,499,2717;
@400000005e1434e039fab2e9 #d,-,18,2674,2363,1143,1929,11,207355,12856,2674,2363,1175,2669,2360,1138,97,100,0,499,2741;
@400000005e1434e03a044803 #d,-,18,2674,2363,1144,1930,11,207349,12855,2674,2363,1145,2674,2360,1143,98,100,0,499,2712;
@400000005e1434e23a0e465b #d,-,18,2674,2362,1143,1931,11,207351,12855,2674,2363,1144,2674,2360,1143,98,100,0,499,2712;
@400000005e1434e23a198513 #d,-,18,2675,2362,1143,1931,11,207336,12854,2675,2363,1146,2674,2359,1143,98,100,0,499,2714;
@400000005e1434e43a22c839 #d,-,18,2675,2365,1172,1932,11,207330,12854,2675,2367,1172,2675,2360,1143,98,100,0,499,2712;
@400000005e1434e43a2e31c8 #d,-,18,2679,2363,1144,1933,11,207324,12854,2679,2365,1174,2675,2362,1135,97,100,0,499,2744;
@400000005e1434e63a378c36 #d,-,18,2679,2365,1142,1934,11,207318,12853,2679,2366,1144,2679,2363,1141,98,100,0,499,2710;
@400000005e1434e63a3ea539 #d,-,18,2678,2364,1142,1934,11,207320,12853,2679,2367,1143,2678,2363,1141,98,100,0,499,2714;
@400000005e1434e83a4791c2 #d,-,18,2678,2365,1142,1935,12,207305,12852,2678,2367,1143,2678,2363,1141,98,100,0,499,2712;
@400000005e1434e83a513a6b #d,-,18,2678,2364,1170,1936,12,207299,12852,2678,2366,1170,2678,2364,1141,98,100,0,499,2714;
@400000005e1434ea3a5aa0f4 #d,-,18,2682,2365,1142,1937,12,207293,12852,2682,2367,1174,2678,2364,1135,97,100,0,499,2744;
@400000005e1434ea3a658644 #d,-,18,2681,2365,1141,1937,12,207287,12851,2682,2367,1142,2681,2365,1139,99,100,0,499,2708;
@400000005e1434ec3a6e73bb #d,-,18,2680,2364,1140,1938,12,207289,12851,2681,2366,1142,2680,2364,1140,98,100,0,499,2710;
@400000005e1434ec3a79e104 #d,-,18,2679,2366,1141,1939,12,207274,12850,2680,2367,1142,2679,2364,1140,98,100,0,499,2710;
@400000005e1434ee3a8a3111 #d,-,18,2679,2366,1157,1939,12,207267,12850,2679,2368,1157,2679,2365,1140,98,100,0,499,2710;
@400000005e1434ee3a94b850 #d,-,18,2682,2365,1142,1940,12,207262,12850,2682,2367,1172,2679,2365,1134,97,100,0,499,2742;
@400000005e1434f03aa52719 #d,-,18,2681,2366,1141,1941,12,207255,12849,2682,2367,1143,2681,2364,1140,99,100,0,499,2707;
@400000005e1434f03aafb212 #d,-,18,2680,2364,1142,1942,12,207249,12849,2681,2367,1142,2680,2364,1140,98,100,0,499,2712;
@400000005e1434f23ac01d21 #d,-,18,2680,2366,1141,1942,12,207243,12849,2680,2367,1142,2680,2364,1140,98,100,0,499,2712;
@400000005e1434f23aca85a5 #d,-,18,2679,2365,1148,1943,12,207236,12848,2680,2368,1148,2679,2364,1140,98,100,0,499,2710;
@400000005e1434f43adafccf #d,-,18,2683,2362,1140,1944,12,207231,12848,2683,2366,1172,2679,2362,1133,97,100,0,499,2741;
@400000005e1434f43ae5ed4c #d,-,18,2681,2363,1144,1945,12,207224,12847,2683,2364,1146,2681,2361,1140,98,100,0,499,2710;
@400000005e1434f63af69a7b #d,-,18,2680,2363,1142,1945,12,207226,12848,2681,2364,1144,2680,2361,1141,98,100,0,499,2710;
@400000005e1434f63b0173af #d,-,18,2679,2362,1144,1946,12,207220,12847,2680,2364,1144,2679,2359,1142,98,100,0,499,2708;
@400000005e1434f83b0cd5cb #d,-,18,2679,2361,1145,1947,12,207205,12846,2679,2362,1145,2679,2360,1143,98,100,0,499,2710;
@400000005e1434f83b176cdf #d,-,18,2682,2360,1140,1948,12,207200,12846,2682,2362,1175,2679,2359,1136,98,100,0,499,2735;
@400000005e1434fa3b25ffc0 #d,-,18,2682,2359,1144,1948,12,207193,12846,2682,2362,1146,2682,2359,1140,98,100,0,499,2719;
@400000005e1434fa3b314a93 #d,-,18,2681,2361,1147,1949,12,207196,12846,2682,2362,1147,2681,2359,1143,98,100,0,499,2712;
@400000005e1434fc3b414049 #d,-,18,2680,2361,1144,1950,12,207181,12845,2681,2363,1148,2680,2360,1142,98,100,0,499,2714;
@400000005e1434fc3b4beaed #d,-,18,2680,2361,1144,1951,12,207174,12844,2680,2362,1145,2680,2360,1143,98,100,0,499,2710;
@400000005e1434fe3b5c3652 #d,-,18,2682,2361,1138,1951,12,207169,12844,2682,2362,1175,2680,2359,1137,98,100,0,499,2730;
@400000005e1434fe3b66cd66 #d,-,18,2682,2362,1143,1952,12,207163,12844,2682,2363,1145,2682,2360,1138,98,100,0,499,2723;
@400000005e1435003b720864 #d,-,18,2681,2362,1144,1953,12,207156,12843,2682,2362,1144,2681,2360,1142,98,100,0,499,2710;
@400000005e1435003b7d56f1 #d,-,18,2681,2361,1144,1954,12,207150,12843,2681,2362,1151,2681,2359,1142,98,100,0,499,2716;
@400000005e1435023b8e65ea #d,-,18,2680,2360,1143,1954,12,207152,12843,2681,2362,1145,2680,2360,1143,98,100,0,499,2710;
@400000005e1435023b991447 #d,-,18,2682,2361,1138,1955,12,207138,12842,2682,2362,1176,2680,2359,1138,98,100,0,499,2723;
@400000005e143505000f4e12 #d,-,18,2683,2360,1144,1956,12,207132,12842,2683,2362,1146,2682,2359,1137,98,100,0,499,2730;
@400000005e1435050019e16d #d,-,18,2682,2361,1143,1957,12,207126,12841,2683,2362,1145,2682,2359,1142,98,100,0,499,2712;
@400000005e143507002a3445 #d,-,18,2681,2361,1143,1957,12,207128,12841,2682,2363,1145,2681,2361,1142,98,100,0,499,2712;
@400000005e14350700349cc9 #d,-,18,2680,2359,1523,1958,12,207133,12842,2681,2363,1523,2680,2358,1143,98,100,0,499,2712;
@400000005e143509003e1239 #d,-,18,3384,2362,1228,1959,12,207131,12842,3384,2363,1523,2680,2358,1214,99,100,0,499,3399;
@400000005e1435090046efdb #d,-,18,2871,2364,1255,1960,12,207132,12842,3384,2364,1263,2871,2361,1224,98,100,0,499,2915;
@400000005e14350b0056ce49 #d,-,18,2925,2363,1232,1961,12,207132,12842,2925,2364,1255,2871,2361,1232,98,100,0,499,2958;
@400000005e14350b006141fa #d,-,18,2921,2365,1238,1961,12,207132,12842,2925,2365,1249,2921,2360,1232,99,100,0,499,2929;
@400000005e14350d006a4f1b #d,-,18,2920,2365,1236,1962,12,207141,12842,2921,2366,1238,2920,2362,1233,99,100,0,499,2940;
@400000005e14350d00742655 #d,-,18,2918,2364,1248,1963,12,207134,12842,2920,2365,1270,2918,2362,1236,99,100,0,499,2936;
@400000005e14350f007d65c2 #d,-,18,2920,2363,1239,1964,12,207135,12842,2920,2365,1248,2918,2362,1230,98,100,0,499,2967;
@400000005e14350f008623b9 #d,-,18,2918,2363,1238,1965,12,207135,12842,2920,2363,1240,2918,2361,1238,99,100,0,499,2938;
@400000005e143511008f5ac4 #d,-,18,2916,2362,1252,1965,12,207136,12842,2918,2364,1252,2916,2362,1238,99,100,0,499,2940;
@400000005e1435110097bf53 #d,-,18,2918,2362,1246,1966,12,207137,12842,2918,2364,1252,2916,2361,1244,98,100,0,499,2956;
@400000005e14351300a131f8 #d,-,18,2917,2362,1262,1967,12,207138,12842,2918,2364,1271,2917,2361,1236,99,100,0,499,2945;
@400000005e14351300ab10a6 #d,-,18,2918,2363,1233,1968,12,207138,12842,2918,2364,1262,2917,2362,1225,98,100,0,499,2963;
@400000005e14351500bb3222 #d,-,18,2915,2363,1233,1969,12,207138,12842,2918,2365,1234,2915,2362,1231,99,100,0,499,2924;
@400000005e14351500c61ee5 #d,-,18,2913,2363,1238,1969,12,207139,12842,2915,2364,1240,2913,2362,1233,99,100,0,499,2927;
@400000005e14351700d18101 #d,-,18,2912,2364,1238,1970,12,207148,12843,2913,2366,1239,2912,2363,1234,99,100,0,499,2938;
@400000005e14351700dbed3e #d,-,18,2911,2364,1268,1971,12,207141,12842,2912,2366,1269,2911,2362,1235,99,100,0,499,2936;
@400000005e14351900ebea68 #d,-,18,2914,2365,1237,1972,12,207141,12842,2914,2365,1268,2911,2362,1230,98,100,0,499,2967;
@400000005e14351900f7589f #d,-,18,2913,2367,1237,1973,12,207141,12842,2914,2367,1238,2913,2364,1235,99,100,0,499,2936;
@400000005e14351b01076957 #d,-,18,2912,2365,1243,1973,12,207142,12842,2913,2367,1248,2912,2364,1235,99,100,0,499,2936;
@400000005e14351b0112cf2d #d,-,18,2912,2364,1240,1974,12,207143,12842,2912,2366,1243,2912,2364,1236,98,100,0,499,2949;
@400000005e14351d012409eb #d,-,18,2912,2360,1273,1975,12,207144,12842,2912,2366,1273,2912,2360,1238,98,100,0,499,2942;
@400000005e14351d012eb48e #d,-,18,2916,2360,1243,1976,12,207145,12843,2916,2363,1274,2912,2360,1235,98,100,0,499,2975;
@400000005e14351f013c395a #d,-,18,2915,2360,1242,1977,12,207146,12843,2916,2363,1243,2915,2360,1240,99,100,0,499,2942;
@400000005e14351f0146a951 #d,-,18,2915,2360,1239,1977,12,207146,12843,2915,2362,1243,2915,2360,1238,99,100,0,499,2943;
@400000005e143521014fd8e7 #d,-,18,2914,2361,1243,1978,12,207147,12843,2915,2362,1244,2914,2360,1239,99,100,0,499,2943;
@400000005e1435210159e714 #d,-,18,2914,2360,1270,1979,12,207148,12843,2914,2363,1270,2914,2360,1241,98,100,0,499,2945;
@400000005e143523016540ce #d,-,18,2918,2362,1243,1980,12,207149,12843,2918,2363,1273,2914,2359,1235,98,100,0,499,2977;
@400000005e14352301709b77 #d,-,18,2917,2362,1241,1981,12,207150,12843,2918,2365,1244,2917,2361,1240,99,100,0,499,2942;
@400000005e143525017daea3 #d,-,18,2916,2363,1242,1981,12,207151,12843,2917,2363,1243,2916,2361,1241,99,100,0,499,2943;
@400000005e143525018363e2 #d,-,18,2916,2361,1242,1982,12,207151,12843,2916,2363,1244,2916,2360,1241,99,100,0,499,2943;
@400000005e143527018dc04a #d,-,18,2916,2361,1261,1983,12,207161,12843,2916,2362,1261,2916,2359,1241,98,100,0,499,2947;
@400000005e1435270198eb73 #d,-,18,2919,2361,1242,1984,12,207154,12843,2919,2362,1274,2916,2358,1235,98,100,0,499,2975;
@400000005e14352901a4c2e8 #d,-,18,2918,2363,1240,1985,12,207154,12843,2919,2363,1245,2918,2359,1240,99,100,0,499,2940;
@400000005e14352901af888d #d,-,18,2917,2364,1242,1986,12,207155,12843,2918,2364,1243,2917,2361,1239,99,100,0,499,2943;
@400000005e14352b01ba9c6e #d,-,18,2917,2364,1241,1986,12,207156,12843,2917,2364,1243,2917,2362,1239,99,100,0,499,2943;
@400000005e14352b01c5eafa #d,-,18,2916,2364,1247,1987,12,207156,12843,2917,2364,1247,2916,2361,1240,99,100,0,499,2945;
@400000005e14352d01d725b9 #d,-,18,2920,2364,1239,1988,12,207166,12844,2920,2365,1274,2916,2361,1232,98,100,0,499,2974;
@400000005e14352d01e1c087 #d,-,18,2918,2365,1241,1989,12,207158,12843,2920,2365,1243,2918,2362,1239,99,100,0,499,2943;
@400000005e14352f01f11254 #d,-,18,2918,2363,1240,1990,12,207159,12843,2918,2366,1242,2918,2363,1238,99,100,0,499,2945;
@400000005e14352f01fb8604 #d,-,18,2914,2364,1209,1990,12,207157,12843,2918,2366,1240,2914,2363,1178,99,100,0,499,2929;
@400000005e1435310206fbaf #d,-,18,2817,2364,1191,1991,12,207155,12843,2914,2366,1222,2817,2363,1189,98,100,0,499,2847;
@400000005e1435310211efe5 #d,-,18,2817,2362,1194,1992,12,207162,12844,2817,2364,1224,2817,2362,1191,98,100,0,499,2851;
@400000005e1435330222b54b #d,-,18,2816,2363,1195,1993,12,207151,12843,2817,2365,1198,2816,2361,1193,99,100,0,499,2844;
