@400000005e255b3d062ebb56 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e255b3d3017e353 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e255cc20eab5350 #d,-,18,2737,2353,1173,363,2,243754,15112,2737,2353,1175,2737,2349,1172,98,100,0,500,2767;
@400000005e255cc20eb267ab #d,-,18,2736,2351,1174,364,2,243631,15105,2737,2353,1175,2736,2350,1173,98,100,0,500,2767;
@400000005e255cc40ebe5ddb #d,-,18,2735,2352,1174,365,2,243508,15097,2736,2353,1175,2735,2350,1173,98,100,0,500,2767;
@400000005e255cc40ec67076 #d,-,18,2739,2350,1172,365,2,243390,15090,2739,2352,1202,2735,2349,1166,98,100,0,500,2790;
@400000005e255cc60ed491b8 #d,-,18,2738,2352,1173,366,2,243269,15082,2739,2352,1176,2738,2350,1172,98,100,0,500,2769;
@400000005e255cc60edd34ad #d,-,18,2737,2349,1173,367,2,243148,15075,2738,2352,1176,2737,2349,1173,98,100,0,500,2767;
@400000005e255cc80eeb1b43 #d,-,18,2737,2352,1173,368,2,243028,15067,2737,2352,1175,2737,2349,1173,98,100,0,500,2767;
@400000005e255cc80ef481cc #d,-,18,2736,2351,1174,368,2,242970,15064,2737,2352,1176,2736,2350,1172,98,100,0,500,2767;
@400000005e255cca0f04a25a #d,-,18,2808,2346,1212,369,2,242813,15054,2808,2351,1258,2736,2345,1174,99,100,0,500,2824;
@400000005e255cca0f0f1251 #d,-,18,2811,2347,1198,370,2,242770,15051,2811,2348,1221,2808,2346,1198,97,100,0,500,2878;
@400000005e255ccc0f200647 #d,-,18,2810,2348,1178,371,2,242661,15045,2811,2350,1216,2810,2347,1178,99,100,0,500,2833;
@400000005e255ccc0f2a47ad #d,-,18,2743,2348,1168,372,2,242480,15033,2810,2350,1180,2743,2348,1163,98,100,0,500,2787;
@400000005e255cce0f3a29d5 #d,-,18,2739,2348,1161,372,2,242359,15026,2743,2349,1169,2739,2348,1161,99,100,0,500,2748;
@400000005e255cce0f4558b8 #d,-,18,2735,2348,1150,373,2,242239,15018,2739,2349,1185,2735,2347,1150,99,100,0,500,2742;
@400000005e255cd00f5667b0 #d,-,18,2730,2348,1156,374,2,242115,15011,2735,2348,1159,2730,2346,1150,99,100,0,500,2737;
@400000005e255cd00f60fec5 #d,-,18,2725,2350,1155,375,2,241992,15003,2730,2350,1157,2725,2347,1155,100,100,0,500,2725;
@400000005e255cd20f71e78e #d,-,18,2720,2348,1155,375,2,241869,14995,2725,2350,1158,2720,2348,1155,99,100,0,500,2721;
@400000005e255cd20f7c62b2 #d,-,18,2716,2348,1156,376,2,241747,14988,2720,2350,1157,2716,2348,1155,99,100,0,500,2721;
@400000005e255cd40f8d46d4 #d,-,18,2714,2350,1152,377,2,241631,14981,2716,2350,1184,2714,2348,1152,99,100,0,500,2728;
@400000005e255cd40f97883a #d,-,18,2712,2347,1155,378,2,241569,14977,2714,2350,1160,2712,2346,1147,98,100,0,500,2741;
@400000005e255cd60fa883a4 #d,-,18,2709,2348,1155,378,2,241448,14969,2712,2350,1157,2709,2347,1155,99,100,0,500,2721;
@400000005e255cd60fb2d037 #d,-,18,2706,2350,1156,379,2,241269,14958,2709,2350,1157,2706,2348,1155,99,100,0,500,2723;
@400000005e255cd80fc35af0 #d,-,18,2704,2348,1155,380,2,241150,14951,2706,2351,1156,2704,2348,1155,99,100,0,500,2721;
@400000005e255cd80fce47b3 #d,-,18,2702,2347,1165,380,2,241037,14944,2704,2349,1186,2702,2347,1155,99,100,0,500,2724;
@400000005e255cda0fde2d94 #d,-,18,2703,2347,1156,381,2,240919,14937,2703,2348,1165,2702,2346,1152,98,100,0,500,2748;
@400000005e255cda0fe6e419 #d,-,18,2702,2348,1157,382,2,240802,14929,2703,2348,1159,2702,2346,1156,99,100,0,500,2724;
@400000005e255cdc0ff59a5d #d,-,18,2700,2348,1156,383,2,240685,14922,2702,2349,1158,2700,2348,1155,99,100,0,500,2723;
@400000005e255cdc0ffe3138 #d,-,18,2699,2348,1155,383,2,240570,14915,2700,2349,1159,2699,2348,1155,99,100,0,500,2723;
@400000005e255cde100d160d #d,-,18,2697,2347,1176,384,2,240459,14908,2699,2348,1184,2697,2347,1155,99,100,0,500,2724;
@400000005e255cde10179d4d #d,-,18,2699,2349,1156,385,2,240343,14901,2699,2349,1176,2697,2347,1150,98,100,0,500,2748;
@400000005e255ce010287553 #d,-,18,2698,2348,1157,386,2,240229,14894,2699,2350,1157,2698,2348,1154,99,100,0,500,2723;
@400000005e255ce01032e190 #d,-,18,2696,2348,1156,386,2,240172,14890,2698,2348,1157,2696,2347,1155,99,100,0,500,2721;
@400000005e255ce21043c1f8 #d,-,18,2695,2350,1157,387,2,240059,14883,2696,2351,1157,2695,2348,1155,98,100,0,500,2723;
@400000005e255ce2104e3d1c #d,-,18,2694,2349,1184,388,2,239893,14873,2695,2350,1185,2694,2348,1156,98,100,0,500,2723;
@400000005e255ce4105f3974 #d,-,18,2697,2348,1157,389,2,239781,14866,2697,2350,1184,2694,2348,1152,98,100,0,500,2751;
@400000005e255ce4106989c1 #d,-,18,2696,2347,1155,389,2,239670,14859,2697,2350,1158,2696,2347,1155,99,100,0,500,2723;
@400000005e255ce610794973 #d,-,18,2695,2349,1155,390,2,239558,14852,2696,2350,1158,2695,2346,1155,98,100,0,500,2723;
@400000005e255ce61083df99 #d,-,18,2694,2349,1156,391,2,239448,14845,2695,2350,1157,2694,2347,1155,98,100,0,500,2723;
@400000005e255ce8109456c3 #d,-,18,2693,2349,1183,392,2,239341,14839,2694,2350,1183,2693,2346,1156,98,100,0,500,2723;
@400000005e255ce8109eb32b #d,-,18,2695,2348,1157,392,2,239232,14832,2695,2350,1184,2693,2348,1149,98,100,0,500,2749;
@400000005e255cea10af9ec0 #d,-,18,2694,2350,1156,393,2,239122,14825,2695,2350,1157,2694,2348,1155,99,100,0,500,2717;
@400000005e255cea10b9fb28 #d,-,18,2693,2349,1156,394,2,239014,14818,2694,2350,1158,2693,2347,1154,98,100,0,500,2721;
@400000005e255cec10cac448 #d,-,18,2692,2349,1155,395,2,238905,14812,2693,2350,1157,2692,2348,1154,98,100,0,500,2723;
@400000005e255cec10d505ae #d,-,18,2692,2349,1180,395,2,238800,14805,2692,2349,1180,2692,2347,1155,98,100,0,500,2723;
@400000005e255cee10e4d800 #d,-,18,2695,2350,1157,396,2,238695,14799,2695,2350,1185,2692,2349,1150,97,100,0,500,2751;
@400000005e255cee10f012fe #d,-,18,2694,2347,1157,397,2,238589,14792,2695,2350,1157,2694,2347,1156,99,100,0,500,2721;
@400000005e255cf011010e68 #d,-,18,2693,2346,1156,398,2,238483,14785,2694,2348,1157,2693,2346,1156,98,100,0,500,2723;
@400000005e255cf0110b6f78 #d,-,18,2692,2350,1156,398,2,238432,14782,2693,2350,1157,2692,2346,1156,98,100,0,500,2723;
@400000005e255cf2111c400b #d,-,18,2692,2348,1169,399,2,238328,14776,2692,2350,1169,2692,2348,1155,98,100,0,500,2724;
@400000005e255cf211269c73 #d,-,18,2695,2350,1156,400,2,238226,14770,2695,2350,1184,2692,2347,1150,98,100,0,500,2749;
@400000005e255cf4113770bf #d,-,18,2694,2349,1156,401,2,238067,14760,2695,2350,1157,2694,2349,1155,99,100,0,500,2721;
@400000005e255cf41141ad7d #d,-,18,2693,2349,1154,401,2,237963,14753,2694,2350,1157,2693,2348,1154,98,100,0,500,2723;
@400000005e255cf61154dc5a #d,-,18,2692,2352,1155,402,2,237860,14747,2693,2352,1156,2692,2349,1154,98,100,0,500,2723;
@400000005e255cf61162c2f0 #d,-,18,2691,2351,1158,403,2,237758,14741,2692,2352,1158,2691,2350,1154,98,100,0,500,2723;
@400000005e255cf8116e0cd5 #d,-,18,2826,2350,1518,404,2,237752,14740,2826,2352,1524,2691,2350,1158,100,100,0,500,2826;
@400000005e255cf8117898bc #d,-,18,3581,2348,1676,405,2,237817,14744,3581,2350,1689,2826,2347,1518,99,100,0,500,3593;
@400000005e255cfa1189694f #d,-,18,3826,2350,1644,406,2,237903,14750,3826,2350,1676,3581,2347,1628,99,100,0,500,3830;
@400000005e255cfa11943a21 #d,-,18,3830,2349,1648,407,2,237992,14755,3830,2350,1674,3826,2348,1629,98,100,0,500,3883;
@400000005e255cfc11a51316 #d,-,18,3833,2349,1664,408,2,238133,14764,3833,2350,1666,3830,2347,1633,98,100,0,500,3878;
@400000005e255cfc11afd8bb #d,-,18,3884,2349,1642,409,2,238170,14766,3884,2349,1693,3833,2347,1642,99,100,0,500,3899;
@400000005e255cfe11c09205 #d,-,18,3879,2347,1639,410,2,238257,14771,3884,2350,1674,3879,2346,1631,99,100,0,500,3887;
@400000005e255cfe11cb308d #d,-,18,3877,2348,1659,411,2,238345,14777,3879,2350,1672,3877,2346,1635,99,100,0,500,3885;
@400000005e255d0011dc2484 #d,-,18,3877,2350,1668,412,2,238433,14782,3877,2350,1671,3877,2347,1636,99,100,0,500,3892;
@400000005e255d0011e6cf27 #d,-,18,3876,2350,1660,413,2,238521,14788,3877,2350,1674,3876,2348,1638,99,100,0,500,3888;
@400000005e255d0211f3f6d1 #d,-,18,3877,2349,1632,414,2,238611,14793,3877,2350,1691,3876,2348,1632,99,100,0,500,3910;
@400000005e255d0211ff0e6b #d,-,18,3877,2348,1663,415,2,238753,14802,3877,2351,1677,3877,2348,1632,99,100,0,500,3904;
@400000005e255d04120e8b0f #d,-,18,3879,2352,1669,417,2,238788,14804,3879,2352,1677,3877,2348,1641,99,100,0,500,3908;
@400000005e255d041219396c #d,-,18,3879,2349,1661,418,2,238928,14813,3879,2352,1673,3879,2349,1641,99,100,0,500,3899;
@400000005e255d06122aade8 #d,-,18,3879,2351,1655,419,2,238964,14815,3879,2351,1689,3879,2349,1642,99,100,0,500,3906;
@400000005e255d0612354d5e #d,-,18,3881,2351,1649,420,2,239055,14821,3881,2352,1701,3879,2351,1646,99,100,0,500,3920;
@400000005e255d0812455a5d #d,-,18,3884,2351,1665,421,2,239142,14826,3884,2351,1680,3881,2350,1639,99,100,0,500,3922;
@400000005e255d0812503bf3 #d,-,18,3884,2351,1674,422,2,239230,14832,3884,2351,1678,3884,2349,1640,99,100,0,500,3910;
@400000005e255d0a1260fcb1 #d,-,18,3884,2352,1655,423,2,239317,14837,3884,2352,1690,3884,2350,1645,99,100,0,500,3912;
@400000005e255d0a126bc9c9 #d,-,18,3886,2350,1650,424,2,239404,14843,3886,2353,1683,3884,2350,1644,99,100,0,500,3924;
@400000005e255d0c127bc7e1 #d,-,18,3887,2350,1676,425,2,239496,14848,3887,2351,1710,3886,2349,1649,99,100,0,500,3910;
@400000005e255d0c12867285 #d,-,18,3891,2351,1680,426,2,239582,14854,3891,2352,1683,3887,2348,1641,98,100,0,500,3940;
@400000005e255d0e129756a6 #d,-,18,3892,2349,1667,427,2,239670,14859,3892,2351,1695,3891,2348,1646,99,100,0,500,3920;
@400000005e255d0e12a1f174 #d,-,18,3893,2355,1649,428,2,239807,14868,3893,2355,1682,3892,2349,1646,98,100,0,500,3933;
@400000005e255d1012b3faf4 #d,-,18,3894,2352,1665,429,2,239843,14870,3894,2355,1684,3893,2352,1647,99,100,0,500,3919;
@400000005e255d1012be85ed #d,-,18,3896,2353,1702,431,2,239986,14879,3896,2355,1703,3894,2352,1652,99,100,0,500,3926;
@400000005e255d1212cf2435 #d,-,18,3899,2354,1673,432,2,240020,14881,3899,2354,1702,3896,2352,1643,98,100,0,500,3951;
@400000005e255d1212da4f5e #d,-,18,3900,2354,1647,433,2,240106,14886,3900,2354,1686,3899,2351,1647,99,100,0,500,3929;
@400000005e255d1412eaddd1 #d,-,18,3900,2352,1661,434,2,240191,14891,3900,2354,1687,3900,2352,1645,99,100,0,500,3926;
@400000005e255d1412f5aaea #d,-,18,3901,2351,1683,435,2,240278,14897,3901,2353,1686,3900,2351,1650,99,100,0,500,3924;
@400000005e255d16130692c5 #d,-,18,3902,2351,1704,436,2,240367,14902,3902,2351,1717,3901,2349,1653,99,100,0,500,3931;
@400000005e255d1613116ce7 #d,-,18,3906,2350,1668,437,2,240453,14908,3906,2352,1704,3902,2349,1645,98,100,0,500,3960;
@400000005e255d1813222da5 #d,-,18,3907,2353,1659,438,2,240538,14913,3907,2353,1693,3906,2350,1649,99,100,0,500,3942;
@400000005e255d18132cc873 #d,-,18,3908,2353,1682,439,2,240625,14918,3908,2354,1693,3907,2351,1653,99,100,0,500,3931;
@400000005e255d1a133d954c #d,-,18,3910,2355,1680,440,2,240711,14924,3910,2355,1689,3908,2352,1656,99,100,0,500,3945;
@400000005e255d1a13482c60 #d,-,18,3911,2355,1685,441,2,240798,14929,3911,2356,1707,3910,2354,1653,99,100,0,500,3944;
@400000005e255d1c1358be8d #d,-,18,3915,2354,1662,443,2,240884,14934,3915,2355,1701,3911,2353,1649,98,100,0,500,3967;
@400000005e255d1c1363904e #d,-,18,3915,2357,1683,444,2,240969,14940,3915,2357,1689,3915,2353,1654,99,100,0,500,3935;
@400000005e255d1e1374746f #d,-,18,3916,2357,1680,445,2,241054,14945,3916,2358,1688,3915,2357,1651,99,100,0,500,3944;
@400000005e255d1e137f64ec #d,-,18,3917,2356,1658,446,2,241137,14950,3917,2358,1685,3916,2355,1656,99,100,0,500,3947;
@400000005e255d20139031c5 #d,-,18,3917,2357,1689,447,2,241223,14955,3917,2358,1689,3917,2355,1656,99,100,0,500,3940;
@400000005e255d20139adc68 #d,-,18,3921,2356,1684,448,2,241310,14961,3921,2357,1712,3917,2356,1657,98,100,0,500,3972;
@400000005e255d2213ac19f2 #d,-,18,3921,2354,1693,449,2,241394,14966,3921,2356,1698,3921,2354,1658,99,100,0,500,3944;
@400000005e255d2213b70b5d #d,-,18,3923,2357,1662,450,2,241478,14971,3923,2357,1693,3921,2354,1657,98,100,0,500,3963;
@400000005e255d2413c7cfd4 #d,-,18,3923,2356,1669,451,2,241562,14976,3923,2357,1688,3923,2355,1660,99,100,0,500,3947;
@400000005e255d2413d2535a #d,-,18,3924,2358,1702,452,2,241696,14985,3924,2358,1702,3923,2355,1656,99,100,0,500,3951;
@400000005e255d2613e3b448 #d,-,18,3929,2357,1680,453,2,241782,14990,3929,2358,1709,3924,2356,1655,98,100,0,500,3983;
@400000005e255d2613ee6ec0 #d,-,18,3929,2359,1662,455,2,241815,14992,3929,2359,1687,3929,2356,1662,99,100,0,500,3954;
@400000005e255d2813ff37df #d,-,18,3929,2358,1672,456,2,241898,14997,3929,2359,1686,3929,2356,1661,99,100,0,500,3951;
@400000005e255d28140a5f4f #d,-,18,3929,2357,1686,457,2,241981,15002,3929,2360,1687,3929,2356,1660,99,100,0,500,3952;
@400000005e255d2a141b5ab9 #d,-,18,3930,2358,1678,458,2,242063,15007,3930,2358,1687,3929,2356,1661,99,100,0,500,3958;
@400000005e255d2a142637a6 #d,-,18,3934,2357,1660,459,2,242148,15013,3934,2358,1716,3930,2356,1660,98,100,0,500,3979;
@400000005e255d2c143737b8 #d,-,18,3933,2356,1578,460,2,242270,15020,3934,2358,1687,3933,2355,1578,99,100,0,500,3952;
@400000005e255d2c144204d1 #d,-,18,3752,2359,1593,461,2,242316,15023,3933,2359,1595,3752,2356,1547,98,100,0,500,3792;
@400000005e255d2e14532c01 #d,-,18,3747,2358,1593,462,2,242317,15023,3752,2359,1596,3747,2356,1569,100,100,0,500,3747;
@400000005e255d2e145e23f1 #d,-,18,3744,2356,1577,463,2,242367,15026,3747,2359,1596,3744,2356,1572,99,100,0,500,3746;
@400000005e255d30146f6623 #d,-,18,3744,2358,1569,464,2,242420,15030,3744,2358,1622,3744,2356,1566,99,100,0,500,3766;
@400000005e255d30147a2bc8 #d,-,18,3741,2357,1590,465,2,242470,15033,3744,2358,1599,3741,2357,1569,99,100,0,500,3751;
@400000005e255d3214a95dd4 #d,-,18,3739,2355,1595,466,2,242520,15036,3741,2357,1598,3739,2355,1572,99,100,0,500,3746;
@400000005e255d3214ce012e #d,-,18,3737,2357,1594,467,2,242569,15039,3739,2358,1597,3737,2355,1571,99,100,0,500,3750;
@400000005e255d3414e54231 #d,-,18,3735,2359,1690,468,2,242621,15042,3737,2359,1690,3735,2357,1529,99,100,0,500,3750;
@400000005e255d3414eec003 #d,-,18,3738,2358,1592,469,2,242673,15045,3738,2360,1692,3735,2358,1574,98,100,0,500,3780;
@400000005e255d3614fdd724 #d,-,18,3737,2359,1580,470,2,242721,15048,3738,2359,1597,3737,2356,1569,99,100,0,500,3755;
@400000005e255d3615079acf #d,-,18,3734,2357,1574,471,2,242818,15054,3737,2359,1596,3734,2357,1571,99,100,0,500,3746;
@400000005e255d3815159d55 #d,-,18,3733,2358,1589,472,2,242866,15057,3734,2359,1596,3733,2356,1571,99,100,0,500,3744;
@400000005e255d38151e342f #d,-,18,3732,2357,1596,473,2,242866,15057,3733,2359,1596,3732,2357,1571,99,100,0,500,3744;
@400000005e255d3a152d154b #d,-,18,3732,2358,1589,474,2,242918,15060,3732,2358,1622,3732,2356,1573,99,100,0,500,3755;
@400000005e255d3a15368abc #d,-,18,3733,2356,1581,475,2,242965,15063,3733,2358,1598,3732,2356,1567,99,100,0,500,3767;
@400000005e255d3c1545153b #d,-,18,3731,2358,1573,476,2,243013,15066,3733,2358,1597,3731,2356,1572,99,100,0,500,3748;
@400000005e255d3c154ddb94 #d,-,18,3730,2356,1590,477,2,243061,15069,3731,2358,1598,3730,2356,1572,99,100,0,500,3746;
@400000005e255d3e155b41a4 #d,-,18,3729,2357,1596,478,2,243108,15072,3730,2357,1598,3729,2355,1572,99,100,0,500,3746;
@400000005e255d3e1564e5a5 #d,-,18,3729,2353,1602,480,2,243159,15075,3729,2357,1621,3729,2352,1574,99,100,0,500,3751;
@400000005e255d40157466f1 #d,-,18,3732,2355,1583,481,2,243253,15081,3732,2355,1602,3729,2353,1570,98,100,0,500,3774;
@400000005e255d40157ddc61 #d,-,18,3730,2352,1575,482,2,243299,15084,3732,2355,1598,3730,2352,1574,99,100,0,500,3748;
@400000005e255d42158bdee7 #d,-,18,3729,2354,1589,483,2,243298,15084,3730,2355,1598,3729,2351,1575,99,100,0,500,3742;
@400000005e255d421595220d #d,-,18,3728,2353,1596,484,3,243345,15087,3729,2354,1598,3728,2352,1574,99,100,0,500,3746;
@400000005e255d4415a3f266 #d,-,18,3728,2352,1612,485,3,243395,15090,3728,2354,1624,3728,2352,1574,99,100,0,500,3746;
@400000005e255d4415ad68c4 #d,-,18,3730,2354,1587,486,3,243440,15093,3730,2354,1612,3728,2351,1571,98,100,0,500,3773;
@400000005e255d4615bb62e8 #d,-,18,3729,2354,1573,487,3,243485,15096,3730,2355,1600,3729,2353,1573,99,100,0,500,3748;
@400000005e255d4615c4a60e #d,-,18,3727,2355,1584,488,3,243531,15098,3729,2355,1599,3727,2353,1573,99,100,0,500,3744;
@400000005e255d4815d28442 #d,-,18,3727,2353,1596,489,3,243576,15101,3727,2355,1599,3727,2353,1575,99,100,0,500,3742;
@400000005e255d4815db659e #d,-,18,3726,2354,1625,490,3,243626,15104,3727,2355,1627,3726,2352,1573,99,100,0,500,3746;
@400000005e255d4a15ea5e02 #d,-,18,3729,2353,1589,491,3,243717,15110,3729,2355,1625,3726,2353,1575,98,100,0,500,3776;
@400000005e255d4a15f3a89b #d,-,18,3728,2351,1575,492,3,243715,15110,3729,2353,1600,3728,2351,1574,99,100,0,500,3748;
@400000005e255d4c16020843 #d,-,18,3727,2353,1581,493,3,243759,15113,3728,2354,1599,3727,2351,1572,99,100,0,500,3744;
@400000005e255d4c160ae22b #d,-,18,3726,2353,1595,494,3,243804,15115,3727,2355,1599,3726,2353,1572,99,100,0,500,3744;
@400000005e255d4e1619a39d #d,-,18,3726,2353,1629,495,3,243851,15118,3726,2354,1629,3726,2352,1573,99,100,0,500,3744;
@400000005e255d4e1622ea7c #d,-,18,3729,2352,1593,496,3,243896,15121,3729,2355,1629,3726,2352,1572,98,100,0,500,3776;
@400000005e255d501630f0bc #d,-,18,3728,2354,1577,497,3,243939,15124,3729,2354,1601,3728,2350,1575,99,100,0,500,3746;
@400000005e255d50163a3b55 #d,-,18,3727,2353,1579,498,3,243983,15126,3728,2355,1600,3727,2353,1573,99,100,0,500,3744;
@400000005e255d52164840a6 #d,-,18,3726,2353,1594,499,3,244027,15129,3727,2354,1600,3726,2352,1573,99,100,0,500,3744;
@400000005e255d521650a9de #d,-,18,3726,2352,1627,500,3,244073,15132,3726,2354,1627,3726,2352,1575,99,100,0,500,3746;
@400000005e255d54165f3bd0 #d,-,18,3729,2351,1599,501,3,244117,15135,3729,2353,1628,3726,2350,1570,98,100,0,500,3774;
@400000005e255d541668c978 #d,-,18,3728,2349,1578,502,3,244205,15140,3729,2352,1601,3728,2348,1577,99,100,0,500,3744;
@400000005e255d5616779616 #d,-,18,3726,2352,1576,503,3,244202,15140,3728,2352,1602,3726,2349,1573,99,100,0,500,3744;
@400000005e255d561680a249 #d,-,18,3725,2350,1595,504,3,244245,15143,3726,2352,1600,3725,2348,1574,99,100,0,500,3741;
@400000005e255d58168f4146 #d,-,18,3725,2347,1620,505,3,244289,15145,3725,2350,1620,3725,2346,1576,99,100,0,500,3744;
@400000005e255d58169908ab #d,-,18,3728,2348,1599,506,3,244333,15148,3728,2349,1626,3725,2347,1571,98,100,0,500,3776;
@400000005e255d5a16a79f45 #d,-,18,3727,2347,1585,507,3,244375,15151,3728,2348,1603,3727,2346,1577,99,100,0,500,3741;
@400000005e255d5a16b0ab78 #d,-,18,3726,2348,1580,508,3,244417,15153,3727,2348,1603,3726,2345,1578,99,100,0,500,3744;
@400000005e255d5c16be1cb5 #d,-,18,3725,2346,1597,509,3,244459,15156,3726,2348,1604,3725,2346,1578,99,100,0,500,3742;
@400000005e255d5c16c6fe11 #d,-,18,3725,2348,1610,511,3,244501,15159,3725,2348,1610,3725,2345,1578,99,100,0,500,3746;
@400000005e255d5e16d5db73 #d,-,18,3728,2349,1596,512,3,244546,15161,3728,2350,1626,3725,2347,1573,98,100,0,500,3773;
@400000005e255d5e16df7801 #d,-,18,3727,2348,1585,513,3,244632,15167,3728,2349,1602,3727,2347,1575,99,100,0,500,3746;
@400000005e255d6016ee40e6 #d,-,18,3726,2348,1576,514,3,244628,15166,3727,2350,1603,3726,2347,1575,99,100,0,500,3744;
@400000005e255d6016f73217 #d,-,18,3725,2349,1592,515,3,244669,15169,3726,2349,1601,3725,2347,1576,99,100,0,500,3741;
@400000005e255d6217059a20 #d,-,18,3724,2347,1602,516,3,244710,15172,3725,2349,1603,3724,2346,1576,99,100,0,500,3742;
@400000005e255d62170ec50f #d,-,18,3727,2347,1597,517,3,244754,15174,3727,2349,1630,3724,2346,1575,98,100,0,500,3767;
@400000005e255d64171dec05 #d,-,18,3727,2348,1588,518,3,244794,15177,3727,2348,1604,3727,2346,1576,99,100,0,500,3750;
@400000005e255d6417272f2a #d,-,18,3725,2348,1578,519,3,244879,15182,3727,2349,1602,3725,2346,1578,99,100,0,500,3742;
@400000005e255d661734891f #d,-,18,3724,2349,1590,520,3,244875,15182,3725,2350,1602,3724,2347,1576,99,100,0,500,3741;
@400000005e255d66173d7a4f #d,-,18,3723,2351,1599,521,3,244915,15184,3724,2351,1602,3723,2348,1575,99,100,0,500,3741;
@400000005e255d68174c7de1 #d,-,18,3726,2351,1593,522,3,244959,15187,3726,2351,1629,3723,2349,1583,99,100,0,500,3758;
@400000005e255d681755c968 #d,-,18,3726,2351,1589,523,3,244998,15189,3726,2352,1601,3726,2349,1575,99,100,0,500,3755;
@400000005e255d6a1763d71b #d,-,18,3724,2350,1574,524,3,245037,15192,3726,2352,1601,3724,2349,1573,99,100,0,500,3742;
@400000005e255d6a176d256e #d,-,18,3723,2351,1584,525,3,245076,15194,3724,2353,1599,3723,2350,1574,99,100,0,500,3739;
@400000005e255d6c177bee53 #d,-,18,3723,2351,1598,526,3,245115,15197,3723,2353,1600,3723,2350,1572,99,100,0,500,3741;
@400000005e255d6c1784e33e #d,-,18,3724,2351,1594,527,3,245158,15199,3724,2353,1628,3723,2350,1581,99,100,0,500,3751;
@400000005e255d6e17939982 #d,-,18,3725,2352,1590,528,3,245197,15202,3725,2352,1600,3724,2349,1572,99,100,0,500,3760;
@400000005e255d6e179de9cf #d,-,18,3724,2350,1577,529,3,245235,15204,3725,2352,1600,3724,2349,1574,99,100,0,500,3744;
@400000005e255d7017ac45bd #d,-,18,3723,2351,1554,530,3,245316,15209,3724,2351,1602,3723,2347,1554,99,100,0,500,3742;
@400000005e255d7017b71b38 #d,-,18,3782,2353,1092,531,3,245331,15210,3782,2353,1677,3723,2349,1092,99,100,0,500,3783;
@400000005e255d7217c38e34 #d,-,18,2973,2356,1051,532,3,245186,15201,3782,2356,1232,2973,2352,1048,95,100,0,500,3120;
@400000005e255d7217ca5cb5 #d,-,18,2620,2355,1180,532,3,245098,15196,2973,2356,1215,2620,2354,1050,98,100,0,500,2662;
@400000005e255d7417d4fb3d #d,-,18,2788,2356,1039,533,3,245017,15191,2788,2356,1431,2620,2351,1039,99,100,0,500,2810;
@400000005e255d7417df53ec #d,-,18,2607,2353,1150,534,3,244912,15184,2788,2356,1184,2607,2353,1024,96,100,0,500,2701;
@400000005e255d7617e82dd4 #d,-,18,2702,2354,1217,535,3,244828,15179,2702,2355,1223,2607,2352,1141,99,100,0,500,2724;
@400000005e255d7617f1ca62 #d,-,18,2782,2353,1185,535,3,244745,15174,2782,2354,1217,2702,2352,1167,98,100,0,500,2813;
@400000005e255d7818018dce #d,-,18,2779,2353,1180,536,3,244661,15169,2782,2355,1186,2779,2353,1173,99,100,0,500,2790;
@400000005e255d78180bfa0b #d,-,18,2775,2355,1181,537,3,244579,15163,2779,2355,1183,2775,2352,1179,99,100,0,500,2789;
@400000005e255d7a181be3a6 #d,-,18,2773,2353,1181,538,3,244496,15158,2775,2355,1184,2773,2351,1181,99,100,0,500,2789;
@400000005e255d7a1826f3cd #d,-,18,2770,2353,1174,539,3,244412,15153,2773,2354,1181,2770,2352,1173,99,100,0,500,2787;
@400000005e255d7c1837bcec #d,-,18,2766,2353,1199,539,3,244332,15148,2770,2353,1203,2766,2351,1174,99,100,0,500,2771;
@400000005e255d7c18421954 #d,-,18,2765,2350,1175,540,3,244247,15143,2766,2353,1199,2765,2349,1168,98,100,0,500,2796;
@400000005e255d7e184a9172 #d,-,18,2762,2350,1175,541,3,244163,15138,2765,2352,1176,2762,2348,1174,99,100,0,500,2771;
@400000005e255d7e1852748e #d,-,18,2758,2350,1175,542,3,244079,15132,2762,2351,1176,2758,2348,1174,99,100,0,500,2767;
@400000005e255d8018631e03 #d,-,18,2755,2349,1175,542,3,243996,15127,2758,2351,1175,2755,2348,1174,99,100,0,500,2765;
@400000005e255d80186d8687 #d,-,18,2752,2347,1204,543,3,243958,15125,2755,2350,1205,2752,2347,1175,99,100,0,500,2767;
@400000005e255d8218760d8c #d,-,18,2753,2349,1175,544,3,243875,15120,2753,2350,1204,2752,2347,1169,98,100,0,500,2794;
@400000005e255d82187c7dfd #d,-,18,2751,2346,1176,545,3,243751,15112,2753,2349,1177,2751,2346,1175,99,100,0,500,2765;
@400000005e255d8418852d0e #d,-,18,2749,2347,1176,545,3,243668,15107,2751,2347,1178,2749,2345,1176,99,100,0,500,2767;
@400000005e255d84188ad631 #d,-,18,2746,2346,1176,546,3,243586,15102,2749,2347,1178,2746,2344,1176,99,100,0,500,2769;
@400000005e255d86189b7fa6 #d,-,18,2745,2348,1203,547,3,243506,15097,2746,2349,1203,2745,2346,1175,99,100,0,500,2767;
@400000005e255d8618a5c10c #d,-,18,2747,2346,1177,548,3,243426,15092,2747,2348,1204,2745,2346,1170,98,100,0,500,2796;
