@400000005e22b91826dc7c68 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e22b9191522c7ca #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e22bda015e12e6b #d,-,18,3025,2347,1295,955,5,213884,13260,3026,2348,1298,3025,2344,1295,99,99,0,500,3050;
@400000005e22bda215f20671 #d,-,18,3025,2345,1297,956,5,213886,13260,3025,2347,1298,3025,2344,1295,99,99,0,500,3052;
@400000005e22bda215fc8283 #d,-,18,3025,2343,1295,956,5,213889,13261,3025,2345,1298,3025,2343,1295,99,99,0,500,3050;
@400000005e22bda4160d186a #d,-,18,3024,2345,1327,957,5,213893,13261,3025,2345,1330,3024,2343,1295,99,99,0,500,3050;
@400000005e22bda4161774d2 #d,-,18,3027,2343,1300,958,5,213895,13261,3027,2346,1327,3024,2343,1289,98,99,0,500,3079;
@400000005e22bda61628131a #d,-,18,3027,2346,1296,959,5,213898,13261,3027,2346,1300,3027,2343,1294,99,99,0,500,3050;
@400000005e22bda616326367 #d,-,18,3026,2344,1296,960,5,213900,13261,3027,2346,1299,3026,2344,1296,99,99,0,500,3052;
@400000005e22bda81642a39e #d,-,18,3026,2343,1296,961,5,213903,13262,3026,2346,1298,3026,2343,1296,99,99,0,500,3050;
@400000005e22bda8164e158f #d,-,18,3026,2344,1330,962,5,213925,13263,3026,2344,1331,3026,2342,1296,99,99,0,499,3052;
@400000005e22bdaa165f3f8a #d,-,18,3029,2343,1299,962,5,213910,13262,3029,2345,1330,3026,2343,1288,98,99,0,499,3082;
@400000005e22bdaa166a052f #d,-,18,3028,2345,1299,963,5,213912,13262,3029,2345,1299,3028,2343,1296,99,99,0,499,3050;
@400000005e22bdac167abac0 #d,-,18,3028,2345,1296,964,5,213915,13262,3028,2345,1299,3028,2343,1296,99,99,0,499,3052;
@400000005e22bdac168526fd #d,-,18,3028,2343,1296,965,5,213917,13262,3028,2346,1299,3028,2343,1296,99,99,0,499,3052;
@400000005e22bdae169603ab #d,-,18,3027,2345,1326,966,5,213921,13263,3028,2345,1326,3027,2343,1295,99,99,0,499,3050;
@400000005e22bdae16a05b6b #d,-,18,3030,2345,1300,967,5,213924,13263,3030,2346,1330,3027,2344,1288,98,99,0,499,3082;
@400000005e22bdb016ab8783 #d,-,18,3029,2347,1298,967,6,213926,13263,3030,2347,1300,3029,2345,1294,99,99,0,499,3048;
@400000005e22bdb016b1a9b9 #d,-,18,3248,2343,1550,968,6,213980,13266,3248,2347,1586,3029,2343,1297,100,99,0,499,3248;
@400000005e22bdb216bda3a3 #d,-,18,3253,2348,1034,969,6,213946,13264,3253,2348,1560,3248,2343,1034,94,99,0,499,3431;
@400000005e22bdb216c56bbc #d,-,18,2460,2347,1035,970,6,213909,13262,3253,2348,1035,2460,2346,1006,97,99,0,499,2518;
@400000005e22bdb416d18550 #d,-,18,2383,2348,1103,970,6,213873,13260,2460,2349,1103,2383,2347,1002,98,99,0,499,2429;
@400000005e22bdb416d85fed #d,-,18,2514,2347,979,971,6,213848,13258,2514,2348,1247,2383,2345,979,99,99,0,499,2539;
@400000005e22bdb616e484ae #d,-,18,2444,2346,1152,972,6,213820,13256,2514,2348,1165,2444,2346,976,97,99,0,499,2504;
@400000005e22bdb616eef85e #d,-,18,2657,2348,1163,973,6,213800,13255,2657,2348,1163,2444,2346,1134,99,99,0,499,2671;
@400000005e22bdb816fee2e8 #d,-,18,2661,2347,1157,973,6,213783,13254,2661,2349,1168,2657,2346,1148,97,99,0,499,2721;
@400000005e22bdb817092f7b #d,-,18,2666,2348,1154,974,6,213766,13253,2666,2348,1180,2661,2346,1146,97,99,0,499,2737;
@400000005e22bdba1718e6cb #d,-,18,2668,2346,1147,975,6,213765,13253,2668,2348,1156,2666,2346,1147,98,99,0,499,2716;
@400000005e22bdba1723dfa9 #d,-,18,2668,2348,1146,976,6,213728,13251,2668,2349,1147,2668,2346,1143,98,99,0,499,2703;
@400000005e22bdbc172cf7f8 #d,-,18,2668,2349,1145,976,6,213709,13249,2668,2349,1147,2668,2346,1145,98,99,0,499,2701;
@400000005e22bdbc173669af #d,-,18,2668,2348,1146,977,6,213690,13248,2668,2349,1146,2668,2347,1145,98,99,0,499,2698;
@400000005e22bdbe174239b0 #d,-,18,2671,2349,1143,978,6,213672,13247,2671,2349,1176,2668,2347,1138,98,99,0,499,2724;
@400000005e22bdbe174d3a01 #d,-,18,2670,2347,1146,979,6,213653,13246,2671,2349,1147,2670,2347,1143,98,99,0,499,2703;
@400000005e22bdc0175da8ca #d,-,18,2669,2349,1146,979,6,213634,13245,2670,2349,1146,2669,2346,1145,98,99,0,499,2700;
@400000005e22bdc01767fcd0 #d,-,18,2669,2347,1146,980,6,213633,13245,2669,2349,1146,2669,2347,1145,98,99,0,499,2700;
@400000005e22bdc217710190 #d,-,18,2669,2349,1145,981,6,213614,13244,2669,2349,1146,2669,2347,1144,98,99,0,499,2700;
@400000005e22bdc2177bea99 #d,-,18,2671,2349,1139,981,6,213597,13243,2671,2349,1176,2669,2346,1138,98,99,0,499,2716;
@400000005e22bdc41784a980 #d,-,18,2671,2347,1147,982,6,213560,13240,2671,2349,1147,2671,2347,1139,98,99,0,499,2708;
@400000005e22bdc4178b2c91 #d,-,18,2670,2348,1145,983,6,213541,13239,2671,2349,1147,2670,2347,1144,98,99,0,499,2700;
@400000005e22bdc6179bcad9 #d,-,18,2670,2346,1145,984,6,213523,13238,2670,2349,1147,2670,2346,1144,98,99,0,499,2700;
@400000005e22bdc617a63716 #d,-,18,2669,2347,1146,984,6,213504,13237,2670,2348,1147,2669,2346,1145,98,99,0,499,2700;
@400000005e22bdc817b6e08b #d,-,18,2671,2347,1139,985,6,213487,13236,2671,2347,1178,2669,2345,1139,98,99,0,499,2712;
@400000005e22bdc817c11d49 #d,-,18,2671,2346,1146,986,6,213468,13235,2671,2348,1148,2671,2345,1139,98,99,0,499,2716;
@400000005e22bdca17cfbc46 #d,-,18,2671,2345,1147,987,6,213449,13233,2671,2347,1147,2671,2344,1145,98,99,0,499,2700;
@400000005e22bdca17da81eb #d,-,18,2670,2346,1146,987,6,213431,13232,2671,2346,1148,2670,2342,1144,98,99,0,499,2700;
@400000005e22bdcc17e3a1ad #d,-,18,2669,2347,1145,988,6,213412,13231,2670,2348,1146,2669,2344,1144,98,99,0,499,2698;
@400000005e22bdcc17ec9e0b #d,-,18,2670,2346,1144,989,6,213395,13230,2670,2348,1177,2669,2345,1144,98,99,0,499,2703;
@400000005e22bdce17f54d1c #d,-,18,2671,2347,1146,990,6,213376,13229,2671,2348,1148,2670,2345,1138,98,99,0,499,2719;
@400000005e22bdce17fec28c #d,-,18,2670,2348,1145,990,6,213358,13228,2671,2348,1146,2670,2346,1144,98,99,0,499,2700;
@400000005e22bdd0180f70a9 #d,-,18,2670,2346,1145,991,6,213357,13228,2670,2349,1146,2670,2346,1144,98,99,0,499,2700;
@400000005e22bdd01819a5f4 #d,-,18,2669,2348,1146,992,6,213338,13226,2670,2348,1147,2669,2346,1144,98,99,0,499,2698;
@400000005e22bdd218222586 #d,-,18,2669,2345,1153,993,6,213304,13224,2669,2348,1176,2669,2345,1145,98,99,0,499,2700;
@400000005e22bdd21827e238 #d,-,18,2671,2347,1146,993,6,213285,13223,2671,2348,1153,2669,2345,1137,98,99,0,499,2724;
@400000005e22bdd41830a891 #d,-,18,2670,2346,1146,994,6,213267,13222,2671,2348,1146,2670,2346,1145,98,99,0,499,2698;
@400000005e22bdd41835b53e #d,-,18,2670,2347,1145,995,6,213248,13221,2670,2347,1146,2670,2346,1144,98,99,0,499,2700;
@400000005e22bdd61846204d #d,-,18,2669,2346,1146,996,6,213230,13220,2670,2347,1146,2669,2345,1145,98,99,0,499,2696;
@400000005e22bdd618508429 #d,-,18,2668,2347,1167,996,6,213213,13219,2669,2348,1177,2668,2346,1143,98,99,0,499,2698;
@400000005e22bdd81858f11a #d,-,18,2671,2345,1146,997,6,213194,13218,2671,2348,1167,2668,2345,1138,98,99,0,499,2724;
@400000005e22bdd8185fee2c #d,-,18,2670,2347,1146,998,6,213176,13216,2671,2347,1147,2670,2345,1145,98,99,0,499,2700;
@400000005e22bdda18702602 #d,-,18,2669,2346,1145,998,6,213158,13215,2670,2347,1147,2669,2345,1145,98,99,0,499,2698;
@400000005e22bdda187a8acc #d,-,18,2669,2348,1145,999,6,213157,13215,2669,2348,1146,2669,2346,1144,98,99,0,499,2698;
@400000005e22bddc1887d4eb #d,-,18,2668,2345,1176,1000,6,213123,13213,2669,2348,1177,2668,2345,1145,98,99,0,499,2698;
@400000005e22bddc1892a6ac #d,-,18,2671,2349,1145,1001,6,213105,13212,2671,2349,1176,2668,2345,1138,97,99,0,499,2728;
@400000005e22bdde189dba8d #d,-,18,2670,2348,1145,1001,6,213087,13211,2671,2349,1146,2670,2347,1144,99,99,0,499,2696;
@400000005e22bdde18a8705d #d,-,18,2670,2349,1145,1002,6,213069,13210,2670,2349,1146,2670,2347,1144,98,99,0,499,2701;
@400000005e22bde018b8b095 #d,-,18,2669,2349,1144,1003,6,213051,13209,2670,2350,1146,2669,2348,1143,98,99,0,499,2698;
@400000005e22bde018c310b7 #d,-,18,2669,2350,1177,1004,6,213034,13208,2669,2350,1177,2669,2347,1144,98,99,0,499,2698;
@400000005e22bde218d252ae #d,-,18,2672,2349,1146,1004,6,213016,13207,2672,2350,1177,2669,2349,1138,97,99,0,499,2730;
@400000005e22bde218dd7664 #d,-,18,2671,2347,1146,1005,6,212998,13205,2672,2349,1146,2671,2347,1145,99,99,0,499,2696;
@400000005e22bde418ee62e7 #d,-,18,2670,2349,1146,1006,6,212980,13204,2671,2349,1146,2670,2347,1144,98,99,0,499,2700;
@400000005e22bde418f9016f #d,-,18,2670,2347,1145,1007,6,212980,13204,2670,2349,1146,2670,2347,1145,98,99,0,499,2700;
@400000005e22bde61901a465 #d,-,18,2669,2349,1174,1007,6,212946,13202,2670,2349,1174,2669,2347,1144,98,99,0,499,2700;
@400000005e22bde6190856f5 #d,-,18,2672,2347,1147,1008,6,212946,13202,2672,2349,1177,2669,2346,1138,97,99,0,499,2732;
@400000005e22bde819114826 #d,-,18,2671,2347,1145,1009,6,212911,13200,2672,2349,1147,2671,2347,1145,99,99,0,499,2696;
@400000005e22bde81918d1d9 #d,-,18,2671,2348,1145,1010,6,212893,13199,2671,2349,1147,2671,2347,1144,98,99,0,499,2700;
@400000005e22bdea19299297 #d,-,18,2670,2347,1145,1010,6,212875,13198,2671,2349,1146,2670,2347,1143,98,99,0,499,2698;
@400000005e22bdea19342d65 #d,-,18,2669,2348,1165,1011,6,212858,13197,2670,2349,1165,2669,2346,1144,98,99,0,499,2698;
@400000005e22bdec1942534f #d,-,18,2673,2347,1148,1012,6,212841,13196,2673,2349,1177,2669,2346,1138,97,99,0,499,2732;
@400000005e22bdec194cab0f #d,-,18,2671,2348,1146,1013,6,212824,13195,2673,2349,1148,2671,2347,1145,99,99,0,499,2696;
@400000005e22bdee195c3fea #d,-,18,2671,2347,1145,1013,6,212806,13194,2671,2348,1147,2671,2346,1144,98,99,0,499,2701;
@400000005e22bdee19679d5d #d,-,18,2670,2346,1147,1014,6,212806,13193,2671,2348,1147,2670,2346,1145,98,99,0,499,2698;
@400000005e22bdf0197359d0 #d,-,18,2669,2347,1154,1015,6,212788,13192,2670,2348,1154,2669,2345,1144,98,99,0,499,2700;
@400000005e22bdf0197ddd55 #d,-,18,2673,2345,1145,1015,6,212755,13190,2673,2348,1180,2669,2345,1140,97,99,0,499,2730;
@400000005e22bdf2198e96a0 #d,-,18,2672,2345,1491,1016,6,212753,13190,2673,2347,1491,2672,2345,1145,98,99,0,499,2701;
@400000005e22bdf219991ddf #d,-,18,3338,2345,1273,1017,6,212779,13192,3338,2346,1547,2672,2343,1273,100,99,0,499,3338;
@400000005e22bdf419a92724 #d,-,18,3159,2345,1321,1018,6,212782,13192,3338,2347,1321,3159,2344,1257,97,99,0,499,3235;
@400000005e22bdf419b44278 #d,-,18,3047,2346,1297,1019,6,212786,13192,3159,2347,1323,3047,2344,1290,98,99,0,499,3079;
@400000005e22bdf619bd8a46 #d,-,18,3048,2345,1293,1020,6,212808,13194,3048,2347,1336,3047,2345,1290,98,99,0,499,3079;
@400000005e22bdf619c52efb #d,-,18,3046,2344,1301,1020,6,212795,13193,3048,2347,1302,3046,2344,1293,99,99,0,499,3064;
@400000005e22bdf819d357b0 #d,-,18,3044,2347,1300,1021,6,212815,13194,3046,2347,1301,3044,2343,1298,99,99,0,499,3057;
@400000005e22bdf819de5caa #d,-,18,3042,2345,1300,1022,6,212802,13193,3044,2347,1301,3042,2345,1298,99,99,0,499,3059;
@400000005e22bdfa19ef5814 #d,-,18,3040,2346,1299,1023,6,212806,13193,3042,2346,1301,3040,2344,1299,99,99,0,499,3059;
@400000005e22bdfa19f9e6c7 #d,-,18,3042,2343,1291,1024,6,212811,13194,3042,2346,1334,3040,2343,1291,98,99,0,499,3075;
@400000005e22bdfc1a0a0bfc #d,-,18,3041,2344,1299,1025,6,212815,13194,3042,2346,1302,3041,2343,1291,99,99,0,499,3070;
@400000005e22bdfc1a146c1e #d,-,18,3040,2345,1301,1026,6,212818,13194,3041,2345,1302,3040,2343,1298,99,99,0,499,3059;
@400000005e22bdfe1a21c9cc #d,-,18,3039,2344,1299,1026,6,212822,13194,3040,2345,1301,3039,2343,1298,99,99,0,499,3057;
@400000005e22bdfe1a2cbef1 #d,-,18,3038,2346,1265,1027,6,212823,13195,3039,2346,1301,3038,2343,1254,99,99,0,499,3057;
@400000005e22be001a3dca30 #d,-,18,2980,2343,1289,1028,6,212844,13196,3038,2346,1337,2980,2342,1265,99,99,0,499,3002;
@400000005e22be001a4858e3 #d,-,18,3041,2343,1310,1029,6,212831,13195,3041,2345,1310,2980,2342,1289,98,99,0,499,3075;
@400000005e22be021a58a08e #d,-,18,3041,2346,1309,1030,6,212835,13195,3041,2346,1311,3041,2342,1308,98,99,0,499,3073;
@400000005e22be021a6318e6 #d,-,18,3043,2345,1303,1031,6,212840,13196,3043,2346,1310,3041,2344,1303,98,99,0,499,3080;
@400000005e22be041a73bae8 #d,-,18,3043,2346,1299,1031,6,212844,13196,3043,2346,1304,3043,2344,1299,99,99,0,499,3070;
@400000005e22be041a7e1ec4 #d,-,18,3043,2347,1297,1032,6,212849,13196,3043,2347,1331,3043,2344,1297,99,99,0,499,3066;
@400000005e22be061a8bab02 #d,-,18,3043,2347,1297,1033,6,212870,13197,3043,2348,1301,3043,2346,1291,98,99,0,499,3082;
@400000005e22be061a96c38b #d,-,18,3042,2349,1297,1034,6,212873,13198,3043,2349,1299,3042,2347,1295,99,99,0,499,3059;
@400000005e22be081aa01a40 #d,-,18,3040,2348,1298,1035,6,212859,13197,3042,2349,1299,3040,2346,1295,99,99,0,499,3056;
@400000005e22be081aa6e419 #d,-,18,3039,2348,1297,1036,6,212863,13197,3040,2349,1299,3039,2347,1295,99,99,0,499,3057;
@400000005e22be0a1ab01fcb #d,-,18,3038,2348,1307,1036,6,212868,13197,3039,2348,1333,3038,2344,1297,99,99,0,499,3059;
@400000005e22be0a1aba5516 #d,-,18,3040,2347,1296,1037,6,212872,13198,3040,2349,1307,3038,2347,1288,98,99,0,499,3084;
@400000005e22be0c1ac33a2b #d,-,18,3038,2348,1298,1038,6,212875,13198,3040,2348,1300,3038,2346,1296,99,99,0,499,3059;
@400000005e22be0c1acde888 #d,-,18,3037,2348,1299,1039,6,212878,13198,3038,2348,1300,3037,2345,1296,99,99,0,499,3057;
@400000005e22be0e1adef3c7 #d,-,18,3036,2346,1299,1040,6,212882,13198,3037,2348,1299,3036,2346,1296,99,99,0,499,3057;
@400000005e22be0e1ae96004 #d,-,18,3036,2346,1320,1041,6,212904,13200,3036,2349,1330,3036,2346,1298,99,99,0,499,3057;
@400000005e22be101af970bd #d,-,18,3038,2349,1296,1042,6,212890,13199,3038,2349,1320,3036,2346,1290,98,99,0,499,3086;
@400000005e22be101b047d2a #d,-,18,3037,2347,1296,1042,6,212894,13199,3038,2349,1299,3037,2346,1295,99,99,0,499,3057;
@400000005e22be121b10b1c0 #d,-,18,3036,2347,1298,1043,6,212897,13199,3037,2348,1299,3036,2346,1296,99,99,0,499,3056;
@400000005e22be121b1b5c64 #d,-,18,3035,2348,1299,1044,6,212901,13199,3036,2348,1299,3035,2346,1296,99,99,0,499,3057;
@400000005e22be141b245508 #d,-,18,3035,2347,1330,1045,6,212906,13200,3035,2348,1330,3035,2346,1297,99,99,0,499,3057;
@400000005e22be141b2deeca #d,-,18,3038,2346,1298,1046,6,212909,13200,3038,2348,1330,3035,2346,1291,98,99,0,499,3088;
@400000005e22be161b36feb7 #d,-,18,3037,2346,1297,1047,6,212929,13201,3038,2348,1300,3037,2346,1296,99,99,0,499,3057;
@400000005e22be161b3ec6d0 #d,-,18,3036,2347,1299,1047,6,212933,13201,3037,2347,1301,3036,2344,1297,99,99,0,499,3057;
@400000005e22be181b4faaf2 #d,-,18,3035,2346,1299,1048,6,212919,13201,3036,2347,1300,3035,2345,1298,99,99,0,499,3057;
@400000005e22be181b5a51db #d,-,18,3034,2346,1331,1049,6,212924,13201,3035,2347,1331,3034,2345,1297,99,99,0,499,3059;
@400000005e22be1a1b6ac0a4 #d,-,18,3037,2347,1300,1050,6,212928,13201,3037,2347,1332,3034,2345,1290,98,99,0,499,3088;
@400000005e22be1a1b754b9d #d,-,18,3037,2346,1297,1051,6,212931,13201,3037,2347,1300,3037,2345,1296,99,99,0,499,3056;
@400000005e22be1c1b7e31a1 #d,-,18,3035,2345,1297,1052,6,212951,13202,3037,2347,1301,3035,2345,1297,99,99,0,499,3056;
@400000005e22be1c1b889936 #d,-,18,3034,2345,1298,1052,6,212954,13203,3035,2347,1300,3034,2345,1297,99,99,0,499,3056;
@400000005e22be1e1b91adcb #d,-,18,3034,2347,1327,1053,6,212942,13202,3034,2347,1327,3034,2344,1297,99,99,0,499,3059;
@400000005e22be1e1b98f0b6 #d,-,18,3037,2345,1301,1054,6,212946,13202,3037,2347,1330,3034,2345,1291,98,99,0,499,3088;
@400000005e22be201ba1e1e7 #d,-,18,3036,2345,1298,1055,6,212949,13202,3037,2348,1302,3036,2345,1298,99,99,0,499,3056;
@400000005e22be201ba8c3f7 #d,-,18,3035,2348,1239,1056,6,212950,13202,3036,2348,1300,3035,2345,1239,99,99,0,499,3057;
@400000005e22be221bb92f06 #d,-,18,2907,2346,1302,1057,6,212949,13202,3035,2349,1302,2907,2346,1203,98,99,0,499,2942;
@400000005e22be221bc3cd8e #d,-,18,3021,2346,1320,1057,6,212953,13203,3021,2348,1320,2907,2346,1295,99,99,0,499,3045;
@400000005e22be241bccaeea #d,-,18,3026,2348,1299,1058,6,212957,13203,3026,2348,1330,3021,2346,1291,97,99,0,499,3089;
@400000005e22be241bd4f016 #d,-,18,3025,2345,1297,1059,6,212960,13203,3026,2348,1300,3025,2345,1296,99,99,0,499,3052;
@400000005e22be261bde0c1e #d,-,18,3026,2347,1296,1060,6,212963,13203,3026,2348,1299,3025,2345,1296,99,99,0,499,3056;
@400000005e22be261be94f7e #d,-,18,3026,2348,1297,1061,6,212967,13203,3026,2348,1299,3026,2346,1296,99,99,0,499,3056;
@400000005e22be281bfa17af #d,-,18,3026,2349,1305,1062,6,212970,13204,3026,2349,1305,3026,2346,1296,99,99,0,499,3056;
@400000005e22be281c04be98 #d,-,18,3030,2348,1298,1062,6,212975,13204,3030,2350,1330,3026,2348,1288,98,99,0,499,3086;
@400000005e22be2a1c155ce0 #d,-,18,3030,2349,1298,1063,6,212978,13204,3030,2349,1299,3030,2347,1297,99,99,0,499,3057;
@400000005e22be2a1c1fe7d9 #d,-,18,3030,2349,1297,1064,6,212981,13204,3030,2349,1299,3030,2346,1295,99,99,0,499,3056;
@400000005e22be2c1c28d0a8 #d,-,18,3029,2346,1297,1065,6,213001,13206,3030,2349,1301,3029,2345,1294,99,99,0,499,3056;
@400000005e22be2c1c332d11 #d,-,18,3029,2346,1299,1066,6,212988,13205,3029,2347,1301,3029,2345,1296,99,99,0,499,3057;
@400000005e22be2e1c441d4d #d,-,18,3033,2346,1296,1067,6,212992,13205,3033,2346,1331,3029,2342,1291,98,99,0,499,3082;
@400000005e22be2e1c4eb462 #d,-,18,3032,2346,1299,1068,6,212996,13205,3033,2347,1301,3032,2344,1296,99,99,0,499,3061;
@400000005e22be301c5893fe #d,-,18,3032,2348,1297,1068,6,212999,13205,3032,2348,1299,3032,2345,1296,99,99,0,499,3057;
@400000005e22be301c639809 #d,-,18,3031,2348,1297,1069,6,213002,13206,3032,2348,1299,3031,2346,1296,99,99,0,499,3054;
@400000005e22be321c6ca7f6 #d,-,18,3031,2345,1296,1070,6,213005,13206,3031,2348,1299,3031,2345,1296,99,99,0,499,3057;
@400000005e22be321c76b269 #d,-,18,3033,2348,1290,1071,6,213010,13206,3033,2349,1329,3031,2345,1290,98,99,0,499,3075;
@400000005e22be341c8364ba #d,-,18,3033,2349,1298,1072,6,213013,13206,3033,2349,1299,3033,2346,1290,98,99,0,499,3064;
@400000005e22be341c8ea72c #d,-,18,3033,2347,1298,1073,6,213016,13207,3033,2350,1299,3033,2346,1295,99,99,0,499,3057;
@400000005e22be361c982144 #d,-,18,3032,2348,1298,1073,6,213019,13207,3033,2348,1299,3032,2346,1296,99,99,0,499,3056;
@400000005e22be361ca20853 #d,-,18,3031,2347,1297,1074,6,213022,13207,3032,2348,1299,3031,2346,1296,99,99,0,499,3056;
@400000005e22be381cab3077 #d,-,18,3033,2348,1289,1075,6,213027,13207,3033,2349,1331,3031,2346,1289,98,99,0,499,3068;
@400000005e22be381cb5c2e3 #d,-,18,3034,2349,1297,1076,6,213047,13208,3034,2349,1300,3033,2346,1288,98,99,0,499,3073;
@400000005e22be3a1cbeb414 #d,-,18,3033,2347,1297,1077,6,213033,13208,3034,2349,1298,3033,2346,1295,99,99,0,499,3054;
@400000005e22be3a1cc6d1dc #d,-,18,3032,2348,1298,1078,6,213036,13208,3033,2349,1299,3032,2346,1295,99,99,0,499,3056;
@400000005e22be3c1cd238a0 #d,-,18,3032,2347,1297,1078,6,213040,13208,3032,2349,1299,3032,2346,1296,99,99,0,499,3056;
@400000005e22be3c1cdd3cab #d,-,18,3032,2347,1295,1079,6,213044,13208,3032,2349,1329,3032,2347,1295,99,99,0,499,3061;
@400000005e22be3e1ceaba04 #d,-,18,3034,2348,1297,1080,6,213047,13208,3034,2348,1300,3032,2346,1289,98,99,0,499,3080;
@400000005e22be3e1cf58ad6 #d,-,18,3033,2347,1297,1081,6,213050,13209,3034,2348,1299,3033,2346,1296,99,99,0,499,3057;
@400000005e22be401d05b00c #d,-,18,3033,2347,1299,1082,6,213054,13209,3033,2349,1299,3033,2347,1296,99,99,0,499,3056;
@400000005e22be401d1008ba #d,-,18,3032,2347,1298,1083,6,213057,13209,3033,2348,1300,3032,2345,1296,99,99,0,499,3056;
@400000005e22be421d190d7a #d,-,18,3032,2345,1307,1084,6,213078,13210,3032,2348,1331,3032,2345,1297,99,99,0,499,3059;
@400000005e22be421d1f6e15 #d,-,18,3035,2347,1296,1084,6,213064,13210,3035,2348,1307,3032,2345,1289,98,99,0,499,3082;
@400000005e22be441d30c790 #d,-,18,3034,2346,1296,1085,6,213067,13210,3035,2348,1299,3034,2345,1296,99,99,0,499,3056;
@400000005e22be441d3b32de #d,-,18,3033,2346,1298,1086,6,213071,13210,3034,2348,1299,3033,2346,1295,99,99,0,499,3054;
@400000005e22be461d4adf02 #d,-,18,3032,2348,1298,1087,6,213074,13210,3033,2348,1298,3032,2346,1296,99,99,0,499,3057;
@400000005e22be461d560671 #d,-,18,3032,2347,1320,1088,6,213078,13210,3032,2349,1330,3032,2346,1296,99,99,0,499,3056;
@400000005e22be481d5f4d50 #d,-,18,3035,2348,1296,1088,6,213081,13211,3035,2348,1320,3032,2346,1288,98,99,0,499,3084;
@400000005e22be481d670a3d #d,-,18,3034,2346,1297,1089,6,213100,13212,3035,2349,1299,3034,2346,1296,99,99,0,499,3056;
@400000005e22be4a1d7788db #d,-,18,3033,2347,1298,1090,6,213103,13212,3034,2347,1300,3033,2346,1297,99,99,0,499,3056;
@400000005e22be4a1d823738 #d,-,18,3033,2345,1299,1091,6,213090,13211,3033,2347,1300,3033,2344,1295,99,99,0,499,3056;
@400000005e22be4c1d8b7a5d #d,-,18,3032,2342,1331,1092,6,213095,13211,3033,2347,1332,3032,2341,1295,99,99,0,499,3056;
@400000005e22be4c1d927b29 #d,-,18,3035,2345,1298,1093,6,213098,13212,3035,2345,1331,3032,2342,1292,98,99,0,499,3086;
@400000005e22be4e1d9b9731 #d,-,18,3034,2344,1297,1094,6,213101,13212,3035,2346,1300,3034,2343,1297,99,99,0,499,3052;
@400000005e22be4e1da6160f #d,-,18,3031,2346,1222,1094,6,213098,13212,3034,2346,1300,3031,2343,1204,99,99,0,499,3043;
@400000005e22be501db5a730 #d,-,18,2923,2344,1301,1095,6,213100,13212,3031,2346,1303,2923,2343,1222,99,99,0,499,2945;
@400000005e22be501dc0ce9f #d,-,18,3032,2344,1333,1096,6,213105,13212,3032,2345,1333,2923,2343,1297,99,99,0,499,3059;
@400000005e22be521dd19b78 #d,-,18,3035,2342,1301,1097,6,213108,13212,3035,2345,1333,3032,2342,1291,98,99,0,499,3088;
@400000005e22be521ddc2de5 #d,-,18,3034,2343,1299,1098,6,213111,13212,3035,2345,1302,3034,2342,1299,99,99,0,499,3054;
@400000005e22be541de9cae7 #d,-,18,3034,2345,1297,1099,6,213130,13214,3034,2345,1302,3034,2342,1297,99,99,0,499,3057;
@400000005e22be541df41b34 #d,-,18,3033,2343,1301,1099,6,213117,13213,3034,2345,1302,3033,2343,1297,99,99,0,499,3057;
@400000005e22be561e03e613 #d,-,18,3032,2344,1330,1100,6,213121,13213,3033,2344,1330,3032,2341,1298,99,99,0,499,3056;
@400000005e22be561e0eea1e #d,-,18,3036,2344,1301,1101,6,213125,13213,3036,2344,1332,3032,2343,1291,98,99,0,499,3091;
@400000005e22be581e1c7ebf #d,-,18,3035,2344,1300,1102,6,213128,13213,3036,2346,1301,3035,2344,1296,99,99,0,499,3052;
@400000005e22be581e273cf1 #d,-,18,3034,2345,1298,1103,6,213131,13214,3035,2346,1301,3034,2343,1297,99,99,0,499,3056;
@400000005e22be5a1e302a68 #d,-,18,3033,2345,1298,1104,6,213134,13214,3034,2346,1301,3033,2344,1298,99,99,0,499,3056;
@400000005e22be5a1e37e2ac #d,-,18,3033,2345,1318,1104,6,213153,13215,3033,2346,1318,3033,2344,1297,99,99,0,499,3057;
@400000005e22be5c1e48130f #d,-,18,3036,2342,1302,1105,6,213142,13214,3036,2345,1333,3033,2341,1293,98,99,0,499,3089;
@400000005e22be5c1e5292db #d,-,18,3035,2344,1301,1106,6,213145,13214,3036,2344,1304,3035,2342,1299,99,99,0,499,3054;
@400000005e22be5e1e636f89 #d,-,18,3034,2343,1301,1107,6,213148,13215,3035,2344,1302,3034,2341,1298,99,99,0,499,3057;
@400000005e22be5e1e6dd71e #d,-,18,3034,2341,1300,1108,6,213151,13215,3034,2343,1303,3034,2341,1298,99,99,0,499,3059;
@400000005e22be601e7ce311 #d,-,18,3033,2341,1308,1109,6,213154,13215,3034,2343,1308,3033,2341,1299,99,99,0,499,3056;
@400000005e22be601e880e3a #d,-,18,3037,2345,1299,1110,6,213158,13215,3037,2345,1334,3033,2341,1290,98,99,0,499,3086;
@400000005e22be621e944b32 #d,-,18,3035,2343,1300,1110,6,213161,13216,3037,2345,1301,3035,2343,1297,99,99,0,499,3056;
