@400000005e6744412738312f #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e6744421582c699 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e6745c42f6c0b5f #d,-,18,3471,2342,1470,375,2,253487,15716,3477,2344,1477,3471,2342,1470,100,100,0,500,3471;
@400000005e6745c42f779498 #d,-,18,3467,2343,1475,377,2,253469,15715,3471,2344,1479,3467,2342,1470,100,100,0,500,3467;
@400000005e6745c62f88466f #d,-,18,3463,2342,1667,377,2,253480,15715,3467,2344,1668,3463,2341,1474,100,100,0,500,3463;
@400000005e6745c62f92f885 #d,-,18,3466,2343,1228,378,2,253382,15709,3466,2345,1667,3463,2340,1167,96,100,0,500,3581;
@400000005e6745c82fa37e97 #d,-,18,2774,2343,1193,379,2,253242,15701,3466,2346,1240,2774,2343,1138,98,100,0,500,2822;
@400000005e6745c82fb06332 #d,-,18,2770,2344,1198,380,2,253098,15692,2774,2345,1203,2770,2343,1155,100,100,0,500,2770;
@400000005e6745ca2fc00b9c #d,-,18,2769,2345,1208,381,2,252956,15683,2770,2346,1209,2769,2344,1149,98,100,0,500,2805;
@400000005e6745ca2fca9a4e #d,-,18,2770,2343,1199,381,2,252820,15674,2770,2345,1208,2769,2343,1194,98,100,0,500,2801;
@400000005e6745cc2fd8cf1f #d,-,18,2773,2345,1202,382,2,252687,15666,2773,2345,1212,2770,2343,1199,98,100,0,500,2826;
@400000005e6745cc2fe300b0 #d,-,18,2779,2346,1200,383,2,252557,15658,2779,2346,1231,2773,2343,1193,97,100,0,500,2851;
@400000005e6745ce2ff31257 #d,-,18,2780,2344,1200,384,2,252488,15654,2780,2346,1202,2779,2344,1199,98,100,0,500,2821;
@400000005e6745ce2ffdeb8b #d,-,18,2781,2345,1198,384,2,252292,15642,2781,2347,1202,2780,2344,1198,98,100,0,500,2822;
@400000005e6745d0300cc445 #d,-,18,2781,2344,1202,385,2,252160,15633,2781,2346,1203,2781,2344,1198,98,100,0,500,2821;
@400000005e6745d030175b59 #d,-,18,2782,2344,1200,386,2,252028,15625,2782,2346,1202,2781,2343,1199,98,100,0,500,2821;
@400000005e6745d230255937 #d,-,18,2786,2345,1195,387,2,251901,15617,2786,2346,1232,2782,2343,1193,98,100,0,500,2842;
@400000005e6745d2302f923b #d,-,18,2786,2345,1198,388,2,251833,15613,2786,2345,1201,2786,2342,1195,98,100,0,500,2822;
@400000005e6745d4303f55a7 #d,-,18,2786,2344,1199,388,2,251640,15601,2786,2345,1202,2786,2343,1198,98,100,0,500,2817;
@400000005e6745d4304a49de #d,-,18,2785,2343,1198,389,2,251511,15593,2786,2345,1200,2785,2343,1198,98,100,0,500,2817;
@400000005e6745d6305a4baf #d,-,18,2785,2343,1198,390,2,251382,15585,2785,2345,1202,2785,2343,1198,98,100,0,500,2817;
@400000005e6745d63064c7c2 #d,-,18,2788,2343,1192,391,2,251258,15578,2788,2345,1230,2785,2342,1191,98,100,0,500,2833;
@400000005e6745d83072f430 #d,-,18,2788,2344,1197,391,2,251130,15570,2788,2345,1202,2788,2342,1192,98,100,0,500,2829;
@400000005e6745d8307d580c #d,-,18,2787,2344,1198,392,2,251003,15562,2788,2345,1200,2787,2344,1197,99,100,0,500,2815;
@400000005e6745da308829cd #d,-,18,2787,2345,1198,393,2,250877,15554,2787,2346,1201,2787,2343,1197,98,100,0,500,2819;
@400000005e6745da30930301 #d,-,18,2787,2344,1201,394,2,250752,15546,2787,2346,1202,2787,2343,1197,98,100,0,500,2817;
@400000005e6745dc30a38a01 #d,-,18,2788,2343,1186,395,2,250691,15542,2788,2345,1221,2787,2343,1186,98,100,0,500,2829;
@400000005e6745dc30ade669 #d,-,18,2788,2341,1195,395,2,250565,15535,2788,2345,1200,2788,2341,1186,98,100,0,500,2822;
@400000005e6745de30bbd471 #d,-,18,2786,2342,1196,396,2,250377,15523,2788,2343,1196,2786,2341,1193,99,100,0,500,2805;
@400000005e6745de30c609bc #d,-,18,2784,2344,1194,397,2,250252,15515,2786,2344,1196,2784,2342,1193,99,100,0,500,2806;
@400000005e6745e030d2a87e #d,-,18,2782,2343,1194,398,2,250127,15507,2784,2344,1196,2782,2342,1194,99,100,0,500,2805;
@400000005e6745e030ddbc5f #d,-,18,2782,2342,1199,398,2,250008,15500,2782,2344,1226,2782,2341,1194,99,100,0,500,2808;
@400000005e6745e230ebb683 #d,-,18,2783,2342,1186,399,2,249941,15496,2783,2344,1199,2782,2342,1183,98,100,0,500,2828;
@400000005e6745e230f5ebcd #d,-,18,2780,2343,1190,400,2,249756,15484,2783,2344,1194,2780,2341,1186,99,100,0,500,2789;
@400000005e6745e431042457 #d,-,18,2778,2343,1190,401,2,249632,15477,2780,2344,1192,2778,2342,1189,99,100,0,500,2797;
@400000005e6745e4310f04ff #d,-,18,2775,2344,1191,401,2,249509,15469,2778,2344,1191,2775,2342,1189,99,100,0,500,2796;
@400000005e6745e6311f0317 #d,-,18,2774,2343,1206,402,2,249391,15462,2775,2344,1221,2774,2342,1188,99,100,0,500,2797;
@400000005e6745e63129d892 #d,-,18,2775,2343,1187,403,2,249267,15454,2775,2345,1206,2774,2342,1182,98,100,0,500,2819;
@400000005e6745e8313a4b14 #d,-,18,2774,2345,1179,404,2,249143,15446,2775,2345,1189,2774,2343,1178,99,100,0,500,2794;
@400000005e6745e83144b398 #d,-,18,2770,2346,1185,404,2,249020,15439,2774,2346,1189,2770,2343,1179,99,100,0,500,2776;
@400000005e6745ea314f793d #d,-,18,2767,2344,1184,405,2,248956,15435,2770,2346,1185,2767,2344,1182,99,100,0,500,2787;
@400000005e6745ea315a3b29 #d,-,18,2765,2345,1219,406,2,248781,15424,2767,2347,1223,2765,2344,1183,99,100,0,500,2783;
@400000005e6745ec316b2f1f #d,-,18,2768,2344,1166,407,2,248656,15416,2768,2346,1219,2765,2344,1165,98,100,0,500,2819;
@400000005e6745ec3175a2d0 #d,-,18,2717,2345,1176,408,2,248532,15408,2768,2346,1184,2717,2343,1165,98,100,0,500,2751;
@400000005e6745ee3182b6eb #d,-,18,2718,2346,1173,408,2,248407,15401,2718,2346,1176,2717,2344,1171,98,100,0,500,2765;
@400000005e6745ee318ce01a #d,-,18,2719,2346,1175,409,2,248282,15393,2719,2346,1176,2718,2343,1173,98,100,0,500,2758;
@400000005e6745f0319c16e4 #d,-,18,2720,2346,1205,410,2,248163,15386,2720,2346,1205,2719,2343,1173,98,100,0,500,2760;
@400000005e6745f031a70ed4 #d,-,18,2724,2347,1174,411,2,248041,15378,2724,2347,1205,2720,2345,1166,97,100,0,500,2787;
@400000005e6745f231b26209 #d,-,18,2724,2346,1174,411,2,247918,15370,2724,2348,1175,2724,2346,1172,98,100,0,500,2758;
@400000005e6745f231bcd974 #d,-,18,2724,2346,1174,412,2,247796,15363,2724,2349,1175,2724,2345,1172,98,100,0,500,2758;
@400000005e6745f431c83b8f #d,-,18,2724,2347,1173,413,2,247732,15359,2724,2349,1174,2724,2346,1172,98,100,0,500,2762;
@400000005e6745f431d314c4 #d,-,18,2724,2347,1202,414,2,247558,15348,2724,2349,1202,2724,2347,1172,98,100,0,500,2760;
@400000005e6745f631e3c1f2 #d,-,18,2728,2348,1175,414,2,247440,15341,2728,2349,1204,2724,2347,1166,97,100,0,500,2790;
@400000005e6745f631ee31e9 #d,-,18,2728,2347,1174,415,2,247320,15333,2728,2349,1175,2728,2346,1171,98,100,0,500,2758;
@400000005e6745f831fd7c42 #d,-,18,2728,2347,1173,416,2,247201,15326,2728,2348,1175,2728,2346,1172,98,100,0,500,2764;
@400000005e6745f83207e880 #d,-,18,2728,2349,1174,417,2,247083,15319,2728,2349,1174,2728,2347,1172,98,100,0,500,2760;
@400000005e6745fa3217f1c5 #d,-,18,2728,2346,1301,417,2,246972,15312,2728,2349,1301,2728,2346,1171,98,100,0,500,2762;
@400000005e6745fa3223676f #d,-,18,3104,2345,1535,418,2,247033,15316,3104,2347,1535,2728,2345,1301,100,100,0,500,3104;
@400000005e6745fc32325772 #d,-,18,3543,2346,1648,419,2,247075,15318,3543,2346,1670,3104,2344,1470,99,100,0,500,3559;
@400000005e6745fc323db21a #d,-,18,3848,2345,1647,420,2,247084,15319,3848,2346,1654,3543,2344,1635,100,100,0,500,3848;
@400000005e6745fe324cc0d9 #d,-,18,3847,2344,1642,421,2,247147,15323,3848,2346,1647,3847,2343,1640,99,100,0,500,3869;
@400000005e6745fe3257929a #d,-,18,3845,2343,1652,423,2,247210,15327,3847,2346,1652,3845,2343,1640,99,100,0,500,3856;
@400000005e67460032691aa5 #d,-,18,3848,2344,1653,424,2,247278,15331,3848,2345,1676,3845,2343,1638,98,100,0,500,3887;
@400000005e6746003273c18e #d,-,18,3847,2344,1643,425,2,247342,15335,3848,2346,1655,3847,2343,1643,99,100,0,500,3869;
@400000005e6746023285360b #d,-,18,3846,2343,1656,426,2,247461,15342,3847,2345,1656,3846,2343,1641,99,100,0,500,3860;
@400000005e674602328fecca #d,-,18,3846,2344,1647,427,2,247470,15343,3846,2345,1656,3846,2343,1644,99,100,0,500,3872;
@400000005e67460432a01d2c #d,-,18,3846,2343,1664,428,2,247535,15347,3846,2345,1664,3846,2343,1646,99,100,0,500,3865;
@400000005e67460432ab86bb #d,-,18,3905,2343,1650,429,2,247606,15351,3905,2345,1691,3846,2343,1645,99,100,0,500,3920;
@400000005e67460632bb9fd5 #d,-,18,3853,2343,1658,430,2,247672,15355,3905,2346,1660,3853,2343,1650,99,100,0,500,3885;
@400000005e67460632c6816b #d,-,18,3855,2344,1654,431,2,247738,15359,3855,2346,1661,3853,2343,1653,99,100,0,500,3892;
@400000005e67460832d4fc15 #d,-,18,3856,2346,1653,432,2,247803,15363,3856,2346,1657,3855,2344,1652,99,100,0,500,3885;
@400000005e67460832dfe8d8 #d,-,18,3856,2345,1666,433,2,247869,15367,3856,2346,1666,3856,2343,1651,99,100,0,500,3887;
@400000005e67460a32f1f258 #d,-,18,3862,2346,1651,434,2,247940,15372,3862,2346,1693,3856,2343,1650,98,100,0,500,3919;
@400000005e67460a32fcb08a #d,-,18,3864,2346,1661,435,2,248060,15379,3864,2347,1661,3862,2344,1651,99,100,0,500,3901;
@400000005e67460c330c7307 #d,-,18,3864,2346,1667,436,2,248071,15380,3864,2347,1667,3864,2344,1656,99,100,0,500,3896;
@400000005e67460c3317dd85 #d,-,18,3867,2347,1656,437,2,248138,15384,3867,2347,1669,3864,2344,1656,98,100,0,500,3908;
@400000005e67460e3328ccd3 #d,-,18,3868,2347,1665,439,2,248204,15388,3868,2347,1665,3867,2344,1656,99,100,0,500,3897;
@400000005e67460e3333c1f8 #d,-,18,3871,2345,1654,440,2,248327,15396,3871,2347,1687,3868,2344,1654,98,100,0,500,3913;
@400000005e6746103344a619 #d,-,18,3873,2344,1671,441,2,248393,15400,3873,2346,1671,3871,2343,1651,99,100,0,500,3912;
@400000005e674610334fa66b #d,-,18,3876,2345,1661,442,2,248406,15401,3876,2347,1674,3873,2344,1661,98,100,0,500,3917;
@400000005e674612335fb812 #d,-,18,3876,2346,1664,443,2,248471,15405,3876,2347,1668,3876,2345,1658,99,100,0,500,3901;
@400000005e674612336aa4d5 #d,-,18,3877,2344,1666,444,2,248537,15409,3877,2347,1668,3876,2344,1661,99,100,0,500,3912;
@400000005e674614337a11a4 #d,-,18,3880,2347,1676,445,2,248661,15417,3880,2347,1691,3877,2343,1666,99,100,0,500,3917;
@400000005e6746143384c001 #d,-,18,3884,2346,1666,446,2,248674,15417,3884,2347,1676,3880,2345,1666,98,100,0,500,3942;
@400000005e674616339406a0 #d,-,18,3885,2346,1666,447,2,248739,15421,3885,2346,1671,3884,2344,1663,99,100,0,500,3912;
@400000005e674616339f4ccb #d,-,18,3886,2346,1666,448,2,248805,15425,3886,2347,1670,3885,2344,1666,99,100,0,500,3917;
@400000005e67461833b05cb3 #d,-,18,3887,2346,1670,449,2,248872,15430,3887,2347,1676,3886,2344,1665,99,100,0,500,3917;
@400000005e67461833bb594b #d,-,18,3890,2346,1683,450,2,248942,15434,3890,2346,1697,3887,2343,1670,98,100,0,500,3931;
@400000005e67461a33cc5fe2 #d,-,18,3894,2346,1675,452,2,249009,15438,3894,2346,1683,3890,2344,1667,98,100,0,500,3949;
@400000005e67461a33d748eb #d,-,18,3894,2346,1657,453,2,249069,15442,3894,2346,1675,3894,2344,1647,99,100,0,500,3920;
@400000005e67461c33e89738 #d,-,18,3890,2347,1654,454,2,249129,15446,3894,2347,1657,3890,2344,1654,100,100,0,500,3890;
@400000005e67461c33f38b6e #d,-,18,3887,2346,1652,455,2,249242,15453,3890,2347,1657,3887,2344,1652,99,100,0,500,3888;
@400000005e67461e3404dd75 #d,-,18,3883,2345,1680,456,2,249251,15453,3887,2346,1683,3883,2343,1649,100,100,0,500,3883;
@400000005e67461e340f8819 #d,-,18,3882,2346,1652,457,2,249308,15457,3883,2347,1680,3882,2344,1642,99,100,0,500,3904;
@400000005e67462034206ff4 #d,-,18,3879,2347,1649,458,2,249365,15460,3882,2347,1652,3879,2344,1648,100,100,0,500,3879;
@400000005e674620342b3d0c #d,-,18,3875,2346,1654,459,2,249422,15464,3879,2347,1654,3875,2344,1645,100,100,0,500,3875;
@400000005e674622343b104d #d,-,18,3873,2344,1650,460,2,249479,15467,3875,2346,1656,3873,2344,1650,99,100,0,500,3881;
@400000005e674622344652bf #d,-,18,3870,2343,1681,461,2,249539,15471,3873,2346,1682,3870,2343,1649,99,100,0,500,3876;
@400000005e6746243456f4c1 #d,-,18,3871,2346,1656,462,2,249596,15474,3871,2347,1681,3870,2343,1642,99,100,0,500,3901;
@400000005e6746243461ddca #d,-,18,3873,2346,1656,463,2,249656,15478,3873,2347,1673,3871,2345,1653,99,100,0,500,3903;
@400000005e6746263473338a #d,-,18,3872,2346,1661,464,2,249715,15482,3873,2347,1662,3872,2345,1655,99,100,0,500,3892;
@400000005e674626347e204d #d,-,18,3873,2344,1659,465,2,249774,15486,3873,2347,1664,3872,2344,1657,99,100,0,500,3903;
@400000005e674628348f3f1b #d,-,18,3873,2345,1692,466,2,249836,15489,3873,2347,1692,3873,2344,1657,99,100,0,500,3901;
@400000005e674628349a2825 #d,-,18,3877,2343,1662,468,2,249947,15496,3877,2346,1692,3873,2342,1653,98,100,0,500,3931;
@400000005e67462a34aaddb5 #d,-,18,3877,2346,1661,469,2,250005,15500,3877,2347,1662,3877,2343,1658,99,100,0,500,3894;
@400000005e67462a34b583b0 #d,-,18,3877,2346,1662,470,2,250011,15500,3877,2346,1663,3877,2344,1656,99,100,0,500,3901;
@400000005e67462c34c63941 #d,-,18,3876,2346,1662,471,2,250070,15504,3877,2346,1663,3876,2344,1658,99,100,0,500,3897;
@400000005e67462c34d1e136 #d,-,18,3877,2344,1686,472,2,250129,15508,3877,2347,1686,3876,2343,1659,99,100,0,500,3903;
@400000005e67462e34e254a7 #d,-,18,3880,2344,1661,473,2,250187,15511,3880,2346,1691,3877,2343,1649,98,100,0,500,3928;
@400000005e67462e34edc1f0 #d,-,18,3878,2346,1657,474,2,250294,15518,3880,2346,1662,3878,2344,1654,99,100,0,500,3888;
@400000005e67463034ff7d34 #d,-,18,3878,2346,1657,475,2,250300,15518,3878,2346,1659,3878,2344,1655,99,100,0,500,3894;
@400000005e674630350a7612 #d,-,18,3876,2344,1660,476,2,250356,15522,3878,2346,1663,3876,2344,1656,99,100,0,500,3894;
@400000005e674632351a8f2c #d,-,18,3876,2345,1672,477,2,250412,15525,3876,2346,1672,3876,2344,1655,99,100,0,500,3897;
@400000005e6746323525880b #d,-,18,3879,2345,1658,478,2,250470,15529,3879,2347,1688,3876,2344,1649,98,100,0,500,3924;
@400000005e674634353707b4 #d,-,18,3879,2347,1660,479,2,250529,15532,3879,2347,1672,3879,2344,1658,99,100,0,500,3897;
@400000005e6746343541fcd9 #d,-,18,3880,2345,1665,480,2,250585,15536,3880,2347,1666,3879,2345,1657,99,100,0,500,3910;
@400000005e6746363553889e #d,-,18,3881,2345,1663,481,2,250642,15539,3881,2347,1667,3880,2345,1660,99,100,0,500,3912;
@400000005e674636355e4316 #d,-,18,3881,2346,1665,483,2,250698,15543,3881,2347,1665,3881,2344,1658,99,100,0,500,3906;
@400000005e674638356efc60 #d,-,18,3886,2346,1660,484,3,250758,15547,3886,2347,1698,3881,2344,1653,98,100,0,500,3936;
@400000005e674638357a4aed #d,-,18,3885,2346,1664,485,3,250815,15550,3886,2346,1669,3885,2344,1660,99,100,0,500,3908;
@400000005e67463a358b6d75 #d,-,18,3885,2345,1663,486,3,250870,15553,3885,2346,1665,3885,2343,1660,99,100,0,500,3904;
@400000005e67463a35967180 #d,-,18,3884,2347,1602,487,3,250919,15557,3885,2348,1665,3884,2345,1602,99,100,0,500,3908;
@400000005e67463c35a7d35c #d,-,18,3785,2347,1615,488,3,251009,15562,3884,2348,1619,3785,2346,1602,99,100,0,500,3821;
@400000005e67463c35b315ce #d,-,18,3787,2347,1612,489,3,251052,15565,3787,2348,1647,3785,2345,1609,99,100,0,500,3821;
@400000005e67463e35c47302 #d,-,18,3785,2347,1616,490,3,251041,15564,3787,2348,1621,3785,2346,1610,99,100,0,500,3805;
@400000005e67463e35cf6826 #d,-,18,3783,2347,1616,491,3,251080,15566,3785,2348,1617,3783,2345,1614,99,100,0,500,3792;
@400000005e67464035e0f031 #d,-,18,3782,2345,1614,492,3,251118,15569,3783,2347,1617,3782,2344,1614,99,100,0,500,3796;
@400000005e67464035ebf7f7 #d,-,18,3780,2343,1618,493,3,251206,15574,3782,2345,1619,3780,2341,1614,99,100,0,500,3794;
@400000005e67464235fd947f #d,-,18,3782,2344,1611,494,3,251248,15577,3782,2344,1646,3780,2341,1611,99,100,0,500,3810;
@400000005e67464236086db3 #d,-,18,3782,2340,1621,495,3,251237,15576,3782,2344,1621,3782,2340,1611,99,100,0,500,3808;
@400000005e6746443619c374 #d,-,18,3780,2340,1618,496,3,251275,15579,3782,2342,1621,3780,2340,1617,99,100,0,500,3799;
@400000005e6746443624d2ac #d,-,18,3779,2341,1619,497,3,251313,15581,3780,2341,1621,3779,2339,1618,99,100,0,500,3792;
@400000005e6746463636dc2b #d,-,18,3778,2342,1618,498,3,251351,15583,3779,2342,1620,3778,2339,1617,99,100,0,500,3796;
@400000005e674646364278f4 #d,-,18,3779,2341,1616,500,3,251393,15586,3779,2343,1651,3778,2340,1616,99,100,0,500,3803;
@400000005e67464836531294 #d,-,18,3780,2339,1618,501,3,251478,15591,3780,2342,1620,3779,2339,1611,98,100,0,500,3819;
@400000005e674648365eb7bd #d,-,18,3779,2338,1620,502,3,251515,15593,3780,2341,1621,3779,2338,1616,99,100,0,500,3794;
@400000005e67464a367085a2 #d,-,18,3779,2339,1620,503,3,251504,15593,3779,2342,1621,3779,2338,1619,99,100,0,500,3796;
@400000005e67464a367c35f9 #d,-,18,3777,2340,1622,504,3,251541,15595,3779,2340,1622,3777,2338,1618,99,100,0,500,3796;
@400000005e67464c368da6bb #d,-,18,3778,2339,1626,505,3,251583,15598,3778,2340,1653,3777,2337,1619,99,100,0,500,3799;
@400000005e67464c3699b523 #d,-,18,3780,2340,1616,506,3,251619,15600,3780,2341,1626,3778,2339,1613,98,100,0,500,3823;
@400000005e67464e36ab3112 #d,-,18,3779,2342,1618,507,3,251655,15602,3780,2342,1623,3779,2339,1615,99,100,0,500,3796;
@400000005e67464e36b6ed85 #d,-,18,3778,2342,1617,508,3,251691,15604,3779,2342,1619,3778,2339,1617,99,100,0,500,3796;
@400000005e67465036c8891f #d,-,18,3778,2341,1616,509,3,251728,15607,3778,2342,1621,3778,2340,1616,99,100,0,500,3796;
@400000005e67465036d38d2a #d,-,18,3777,2340,1639,510,3,251769,15609,3778,2343,1651,3777,2340,1616,99,100,0,500,3796;
@400000005e67465236e50dc2 #d,-,18,3780,2343,1619,511,3,251804,15611,3780,2343,1639,3777,2340,1611,98,100,0,500,3824;
@400000005e67465236f0ddc3 #d,-,18,3779,2342,1619,512,3,251840,15614,3780,2343,1619,3779,2340,1616,99,100,0,500,3796;
@400000005e67465437022edb #d,-,18,3778,2341,1620,513,3,251876,15616,3779,2343,1621,3778,2340,1617,99,100,0,500,3796;
@400000005e674654370dc076 #d,-,18,3777,2342,1617,514,3,251958,15621,3778,2344,1620,3777,2341,1614,99,100,0,500,3796;
@400000005e6746543717163d #d,-,18,3776,2342,1646,515,3,251997,15623,3777,2344,1648,3776,2341,1614,99,100,0,500,3791;
@400000005e67465637254fb5 #d,-,18,3779,2344,1618,516,3,251985,15623,3779,2344,1646,3776,2342,1611,98,100,0,500,3823;
@400000005e67465837371d9a #d,-,18,3779,2344,1618,517,3,252020,15625,3779,2344,1619,3779,2342,1616,99,100,0,500,3798;
@400000005e674658374206a3 #d,-,18,3777,2341,1618,518,3,252056,15627,3779,2344,1620,3777,2341,1615,99,100,0,500,3794;
@400000005e67465a375582cd #d,-,18,3777,2344,1618,519,3,252090,15629,3777,2344,1619,3777,2341,1613,99,100,0,500,3798;
@400000005e67465a376211ba #d,-,18,3776,2343,1649,520,3,252128,15631,3777,2344,1649,3776,2343,1614,99,100,0,500,3794;
@400000005e67465a376b9ba7 #d,-,18,3780,2346,1617,522,3,252211,15637,3780,2346,1649,3776,2343,1612,98,100,0,500,3830;
@400000005e67465c377b2f94 #d,-,18,3779,2344,1616,523,3,252245,15639,3780,2346,1617,3779,2343,1614,99,100,0,500,3796;
@400000005e67465e378e07d4 #d,-,18,3779,2346,1614,524,3,252280,15641,3779,2346,1621,3779,2343,1614,99,100,0,500,3798;
@400000005e67465e379e20ee #d,-,18,3778,2344,1614,525,3,252268,15640,3779,2346,1618,3778,2344,1613,99,100,0,500,3798;
@400000005e67465e37a940ea #d,-,18,3777,2346,1644,526,3,252303,15642,3778,2346,1644,3777,2344,1613,99,100,0,500,3794;
@400000005e67466037bb0b15 #d,-,18,3777,2345,1612,527,3,252336,15644,3777,2346,1646,3777,2343,1585,99,100,0,500,3810;
@400000005e67466037c5e090 #d,-,18,3775,2344,1608,528,3,252367,15646,3777,2346,1612,3775,2344,1604,99,100,0,500,3776;
@400000005e67466237d5b3d0 #d,-,18,3772,2344,1570,529,3,252393,15648,3775,2345,1610,3772,2343,1570,99,100,0,500,3776;
@400000005e67466437ea643f #d,-,18,3766,2345,1624,530,3,252429,15650,3772,2346,1639,3766,2344,1570,100,100,0,500,3766;
@400000005e67466437f6cfc8 #d,-,18,3767,2345,1626,531,3,252461,15652,3767,2345,1626,3766,2343,1603,99,100,0,500,3805;
@400000005e67466438004d9a #d,-,18,3769,2343,1607,532,3,252494,15654,3769,2345,1641,3767,2342,1600,98,100,0,500,3808;
@400000005e67466638117c3d #d,-,18,3766,2344,1609,533,3,252524,15656,3769,2345,1609,3766,2342,1605,99,100,0,500,3767;
@400000005e674666381c2e54 #d,-,18,3765,2342,1608,534,3,252555,15658,3766,2345,1609,3765,2342,1607,99,100,0,500,3776;
@400000005e674668382d8b87 #d,-,18,3763,2343,1609,535,3,252585,15660,3765,2344,1610,3763,2342,1607,99,100,0,500,3776;
@400000005e67466838384600 #d,-,18,3761,2344,1615,536,3,252616,15662,3763,2345,1615,3761,2343,1605,99,100,0,500,3773;
@400000005e67466a38494523 #d,-,18,3764,2345,1607,537,3,252649,15664,3764,2345,1640,3761,2343,1601,98,100,0,500,3805;
@400000005e67466a3854a385 #d,-,18,3762,2340,1612,538,3,252679,15666,3764,2345,1621,3762,2331,1606,99,100,0,500,3771;
@400000005e67466c38663039 #d,-,18,3760,2341,1607,539,3,252755,15670,3762,2344,1612,3760,2340,1603,99,100,0,500,3774;
@400000005e67466c38711cfc #d,-,18,3759,2344,1608,540,3,252784,15672,3760,2344,1608,3759,2341,1605,99,100,0,500,3774;
@400000005e67466e3882bc4f #d,-,18,3758,2342,1609,541,3,252768,15671,3759,2344,1611,3758,2342,1607,99,100,0,500,3774;
@400000005e67466e388d9583 #d,-,18,3761,2343,1603,542,3,252801,15673,3761,2345,1640,3758,2342,1598,98,100,0,500,3801;
@400000005e674670389ec426 #d,-,18,3759,2342,1608,543,3,252830,15675,3761,2344,1610,3759,2342,1603,99,100,0,500,3774;
@400000005e67467038a98612 #d,-,18,3757,2343,1581,544,3,252851,15676,3759,2343,1610,3757,2341,1540,99,100,0,500,3773;
@400000005e67467238bb38f5 #d,-,18,3647,2340,1581,545,3,252869,15677,3757,2343,1585,3647,2340,1565,99,100,0,500,3677;
@400000005e67467238c5ebfa #d,-,18,3651,2340,1571,546,3,252935,15681,3651,2343,1596,3647,2340,1567,98,100,0,500,3705;
@400000005e67467438d6feac #d,-,18,3656,2344,1566,547,3,252912,15680,3656,2344,1613,3651,2340,1565,98,100,0,500,3712;
@400000005e67467438e19d34 #d,-,18,3657,2344,1571,548,3,252929,15681,3657,2345,1582,3656,2343,1547,99,100,0,500,3691;
@400000005e67467638f21bd2 #d,-,18,3659,2343,1589,549,3,252949,15682,3659,2345,1589,3657,2343,1570,98,100,0,500,3696;
@400000005e67467638fd4ba3 #d,-,18,3663,2344,1574,551,3,252969,15684,3663,2345,1591,3659,2343,1573,98,100,0,500,3714;
@400000005e674678390e620f #d,-,18,3664,2344,1577,551,3,252988,15685,3664,2346,1580,3663,2344,1572,99,100,0,500,3698;
@400000005e67467839192041 #d,-,18,3668,2345,1571,552,3,253056,15689,3668,2346,1609,3664,2344,1571,98,100,0,500,3719;
@400000005e67467a392a4771 #d,-,18,3671,2345,1578,554,3,253076,15690,3671,2345,1581,3668,2342,1571,98,100,0,500,3718;
@400000005e67467a393520a5 #d,-,18,3672,2345,1577,555,3,253050,15689,3672,2345,1579,3671,2342,1574,99,100,0,500,3705;
@400000005e67467c39461c0f #d,-,18,3673,2343,1576,555,3,253070,15690,3673,2345,1583,3672,2341,1575,99,100,0,500,3702;
@400000005e67467c3950d687 #d,-,18,3673,2342,1578,557,3,253089,15691,3673,2344,1578,3673,2342,1575,99,100,0,500,3705;
@400000005e67467e3961e580 #d,-,18,3676,2344,1575,558,3,253112,15692,3676,2344,1611,3673,2342,1575,99,100,0,500,3709;
@400000005e67467e396c6cbf #d,-,18,3678,2343,1492,559,3,253125,15693,3678,2345,1579,3676,2342,1492,98,100,0,500,3728;
@400000005e674680397dba1e #d,-,18,3510,2344,1482,560,3,253159,15695,3678,2346,1492,3510,2343,1452,98,100,0,500,3556;
@400000005e67468039883630 #d,-,18,3457,2344,1482,560,3,253149,15695,3510,2346,1483,3457,2343,1480,99,100,0,500,3484;
@400000005e6746823998dfa5 #d,-,18,3458,2345,1484,562,3,253098,15692,3458,2345,1495,3457,2343,1482,99,100,0,500,3492;
@400000005e67468239a366e5 #d,-,18,3461,2345,1618,563,3,253121,15693,3461,2345,1723,3458,2343,1482,99,100,0,500,3495;
@400000005e67468439b43004 #d,-,18,3390,2347,1207,563,3,253035,15688,3461,2347,1618,3390,2344,1175,96,100,0,500,3516;
@400000005e67468439be9b53 #d,-,18,2797,2345,1206,564,3,252944,15682,3390,2347,1212,2797,2345,1186,98,100,0,500,2829;
@400000005e67468639cf7bbb #d,-,18,2796,2346,1200,565,3,252897,15679,2797,2348,1206,2796,2344,1200,99,100,0,500,2819;
@400000005e67468639d9ccf6 #d,-,18,2795,2346,1200,566,3,252762,15671,2796,2348,1204,2795,2346,1199,98,100,0,500,2826;
@400000005e67468839ea7dde #d,-,18,2795,2347,1226,566,3,252676,15665,2795,2348,1232,2795,2346,1200,98,100,0,500,2826;
@400000005e67468839f4bb8a #d,-,18,2798,2348,1201,567,3,252585,15660,2798,2349,1226,2795,2347,1192,98,100,0,500,2851;
@400000005e67468a3a04f71a #d,-,18,2797,2347,1201,568,3,252495,15654,2798,2349,1201,2797,2346,1198,98,100,0,500,2826;
