@400000005e33da4336d1f362 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e33da442530c889 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e33dd45162991e0 #d,-,18,4531,2357,1960,848,5,286604,17769,4531,2358,1969,4531,2356,1957,96,100,0,500,4676;
@400000005e33dd471638c7bc #d,-,18,4531,2358,1965,849,5,286656,17772,4531,2358,1969,4531,2356,1958,96,100,0,500,4680;
@400000005e33dd47164333f9 #d,-,18,4532,2357,1964,851,5,286707,17775,4532,2359,1968,4531,2357,1958,96,100,0,500,4676;
@400000005e33dd491652cc8e #d,-,18,4531,2358,1958,852,5,286757,17778,4532,2359,1967,4531,2357,1956,96,100,0,500,4678;
@400000005e33dd49165cd259 #d,-,18,4532,2359,1965,853,5,286808,17782,4532,2360,1968,4531,2358,1955,96,100,0,500,4680;
@400000005e33dd4b166d1291 #d,-,18,4532,2359,1962,854,5,286858,17785,4532,2360,1968,4532,2358,1955,96,100,0,500,4678;
@400000005e33dd4b16771591 #d,-,18,4532,2358,1967,856,5,286909,17788,4532,2359,1969,4532,2358,1958,96,100,0,500,4680;
@400000005e33dd4d16867732 #d,-,18,4532,2360,1963,857,5,286959,17791,4532,2360,1970,4532,2358,1954,96,100,0,500,4680;
@400000005e33dd4d1690336a #d,-,18,4532,2358,1966,858,5,287046,17796,4532,2360,1968,4532,2358,1954,96,100,0,500,4683;
@400000005e33dd4f169f9c80 #d,-,18,4533,2361,1969,859,5,287096,17799,4533,2361,1969,4532,2358,1953,96,100,0,500,4680;
@400000005e33dd4f16a94529 #d,-,18,4533,2360,1964,861,5,287108,17800,4533,2361,1969,4533,2360,1955,96,100,0,500,4680;
@400000005e33dd5116b7e337 #d,-,18,4533,2359,1968,862,5,287158,17803,4533,2360,1969,4533,2358,1956,96,100,0,500,4680;
@400000005e33dd5116c106b2 #d,-,18,4533,2360,1961,863,5,287208,17806,4533,2360,1968,4533,2359,1953,96,100,0,500,4678;
@400000005e33dd5316d0af1c #d,-,18,4533,2357,1961,864,5,287257,17809,4533,2360,1969,4533,2357,1953,96,100,0,500,4680;
@400000005e33dd5316da9d9f #d,-,18,4533,2360,1961,866,5,287306,17813,4533,2360,1973,4533,2357,1951,96,100,0,500,4678;
@400000005e33dd5516e9ad4b #d,-,18,4533,2358,1954,867,5,287356,17816,4533,2360,1968,4533,2358,1954,96,100,0,500,4680;
@400000005e33dd5516f36210 #d,-,18,4533,2360,1960,868,5,287405,17819,4533,2360,1969,4533,2357,1954,96,100,0,500,4680;
@400000005e33dd5717030d45 #d,-,18,4533,2359,1958,869,5,287454,17822,4533,2360,1970,4533,2358,1957,96,100,0,500,4676;
@400000005e33dd57170d6d67 #d,-,18,4533,2360,1962,871,5,287502,17825,4533,2360,1967,4533,2358,1957,96,100,0,500,4680;
@400000005e33dd59171c9816 #d,-,18,4532,2360,1962,872,5,287588,17830,4533,2360,1968,4532,2358,1958,96,100,0,500,4678;
@400000005e33dd59172723fd #d,-,18,4532,2358,1960,873,5,287599,17831,4532,2360,1967,4532,2357,1956,96,100,0,500,4678;
@400000005e33dd5b1736a0a1 #d,-,18,4532,2360,1966,874,5,287684,17836,4532,2360,1967,4532,2357,1958,96,100,0,500,4680;
@400000005e33dd5b17408f24 #d,-,18,4532,2360,1966,876,5,287696,17837,4532,2360,1969,4532,2360,1957,96,100,0,500,4678;
@400000005e33dd5d174faaec #d,-,18,4532,2359,1966,877,5,287744,17840,4532,2360,1968,4532,2358,1955,96,100,0,500,4680;
@400000005e33dd5d1759055a #d,-,18,4532,2359,1962,878,5,287792,17843,4532,2360,1966,4532,2358,1959,96,100,0,500,4683;
@400000005e33dd5f1767ca86 #d,-,18,4532,2361,1962,880,5,287840,17846,4532,2361,1968,4532,2359,1956,96,100,0,500,4680;
@400000005e33dd5f17720744 #d,-,18,4532,2360,1962,881,5,287888,17849,4532,2361,1969,4532,2360,1956,96,100,0,500,4678;
@400000005e33dd6117806332 #d,-,18,4532,2358,1964,882,5,287935,17852,4532,2360,1969,4532,2357,1957,96,100,0,500,4680;
@400000005e33dd611789f84c #d,-,18,4532,2358,1970,883,5,287983,17854,4532,2358,1971,4532,2357,1960,96,100,0,500,4680;
@400000005e33dd631798fbde #d,-,18,4533,2357,1966,885,5,288030,17857,4533,2358,1970,4532,2357,1959,96,100,0,500,4680;
@400000005e33dd6317a2a0ce #d,-,18,4533,2356,1969,886,5,288078,17860,4533,2358,1969,4533,2356,1961,96,100,0,500,4680;
@400000005e33dd6517b1e76d #d,-,18,4533,2356,1968,887,5,288125,17863,4533,2357,1970,4533,2356,1960,96,100,0,500,4680;
@400000005e33dd6517bb77e0 #d,-,18,4533,2356,1962,888,5,288172,17866,4533,2357,1970,4533,2355,1962,96,100,0,500,4683;
@400000005e33dd6717cab264 #d,-,18,4533,2358,1961,890,5,288219,17869,4533,2358,1972,4533,2356,1957,96,100,0,500,4683;
@400000005e33dd6717d42c7c #d,-,18,4461,2356,2042,891,5,288262,17872,4533,2359,2043,4461,2356,1870,96,100,0,500,4614;
@400000005e33dd6917e468fa #d,-,18,4466,2357,1983,892,5,288344,17877,4466,2358,2042,4461,2356,1887,95,100,0,500,4661;
@400000005e33dd6917ee5b37 #d,-,18,4533,2359,1953,893,5,288352,17877,4533,2359,2011,4466,2357,1922,96,100,0,500,4676;
@400000005e33dd6b17fe6924 #d,-,18,4312,2359,1658,894,5,288392,17880,4533,2359,1953,4312,2358,1658,95,100,0,500,4521;
@400000005e33dd6b1807fe3e #d,-,18,3653,2355,1715,895,5,288351,17877,4312,2361,1804,3653,2355,1362,93,100,0,500,3896;
@400000005e33dd6d1817c91d #d,-,18,3649,2358,1238,896,5,288217,17869,3653,2359,1715,3649,2355,1110,95,100,0,500,3834;
@400000005e33dd6d18217580 #d,-,18,2581,2361,1195,897,5,288092,17861,3649,2362,1238,2581,2358,1184,89,100,0,500,2870;
@400000005e33dd6f1830cb07 #d,-,18,2584,2359,1184,898,5,287966,17853,2584,2362,1196,2581,2359,1184,90,100,0,500,2870;
@400000005e33dd6f183a2663 #d,-,18,2585,2362,1081,898,5,287828,17845,2585,2362,1205,2584,2359,1081,90,100,0,500,2858;
@400000005e33dd7118470eb9 #d,-,18,2433,2362,1171,899,5,287697,17837,2585,2362,1190,2433,2361,1081,89,100,0,500,2708;
@400000005e33dd71184fd06a #d,-,18,2529,2363,1162,900,5,287567,17829,2529,2363,1171,2433,2360,1160,90,100,0,500,2801;
@400000005e33dd73185ce83e #d,-,18,2529,2365,1168,901,5,287437,17821,2529,2365,1168,2529,2362,1160,90,100,0,500,2798;
@400000005e33dd731865cd54 #d,-,18,2530,2366,1161,901,5,287307,17813,2530,2366,1169,2529,2365,1161,90,100,0,500,2798;
@400000005e33dd7518732bf0 #d,-,18,2529,2365,1162,902,5,287176,17804,2530,2366,1165,2529,2364,1157,90,100,0,500,2796;
@400000005e33dd75187bd2a0 #d,-,18,2528,2366,1160,902,5,287046,17796,2529,2367,1165,2528,2365,1157,90,100,0,500,2789;
@400000005e33dd771888037c #d,-,18,2527,2365,1159,903,5,286915,17788,2528,2366,1164,2527,2365,1158,90,100,0,500,2789;
@400000005e33dd7718911f84 #d,-,18,2526,2364,1160,904,5,286786,17780,2527,2365,1166,2526,2363,1159,90,100,0,500,2791;
@400000005e33dd79189de1aa #d,-,18,2525,2365,1154,905,5,286691,17774,2526,2366,1162,2525,2363,1154,90,100,0,500,2791;
@400000005e33dd7918a684a0 #d,-,18,2523,2363,1160,905,5,286526,17764,2525,2366,1160,2523,2363,1151,90,100,0,500,2777;
@400000005e33dd7b18b31747 #d,-,18,2521,2366,1153,906,5,286396,17756,2523,2367,1160,2521,2363,1153,90,100,0,500,2779;
@400000005e33dd7b18bbe514 #d,-,18,2520,2363,1154,907,5,286266,17748,2521,2366,1158,2520,2363,1149,90,100,0,500,2779;
@400000005e33dd7d18c8061b #d,-,18,2517,2365,1149,907,5,286136,17740,2520,2366,1154,2517,2363,1143,91,100,0,500,2765;
@400000005e33dd7d18d11e6a #d,-,18,2515,2365,1152,908,5,286006,17732,2517,2366,1157,2515,2364,1148,90,100,0,500,2770;
@400000005e33dd7f18dda5e3 #d,-,18,2513,2363,1152,909,5,285876,17724,2515,2365,1154,2513,2363,1149,90,100,0,500,2765;
@400000005e33dd7f18e64c93 #d,-,18,2511,2364,1148,909,5,285747,17716,2513,2364,1154,2511,2362,1146,90,100,0,500,2770;
@400000005e33dd8118f29871 #d,-,18,2508,2362,1150,910,5,285617,17708,2511,2364,1152,2508,2361,1143,90,100,0,500,2758;
@400000005e33dd8118fbb922 #d,-,18,2506,2363,1149,911,5,285488,17700,2508,2363,1152,2506,2361,1146,90,100,0,500,2758;
@400000005e33dd8319086a84 #d,-,18,2504,2360,1148,911,5,285359,17692,2506,2363,1152,2504,2360,1147,90,100,0,500,2761;
@400000005e33dd8319111133 #d,-,18,2502,2360,1144,912,5,285230,17684,2504,2362,1153,2502,2360,1143,90,100,0,500,2758;
@400000005e33dd85191d9c67 #d,-,18,2499,2362,1145,913,5,285100,17676,2502,2362,1147,2499,2359,1141,90,100,0,500,2751;
@400000005e33dd8519265f07 #d,-,18,2496,2359,1146,913,5,284971,17668,2499,2362,1148,2496,2359,1143,90,100,0,500,2746;
@400000005e33dd8719325caa #d,-,18,2493,2357,1150,914,5,284842,17660,2496,2360,1150,2493,2356,1143,90,100,0,500,2749;
@400000005e33dd87193b84ce #d,-,18,2491,2358,1143,915,5,284714,17652,2493,2359,1150,2491,2356,1141,90,100,0,500,2746;
@400000005e33dd8919482390 #d,-,18,2489,2356,1147,916,5,284586,17644,2491,2359,1148,2489,2356,1142,90,100,0,500,2746;
@400000005e33dd891950ca3f #d,-,18,2488,2356,1145,916,5,284458,17636,2489,2357,1148,2488,2354,1143,90,100,0,500,2746;
@400000005e33dd8b195dc9dd #d,-,18,2487,2355,1149,917,5,284365,17630,2488,2356,1150,2487,2353,1144,90,100,0,500,2746;
@400000005e33dd8b1966a77f #d,-,18,2486,2352,1147,918,5,284204,17620,2487,2356,1151,2486,2352,1145,90,100,0,500,2751;
@400000005e33dd8d197369a5 #d,-,18,2485,2353,1143,918,5,284076,17612,2486,2353,1148,2485,2352,1141,90,100,0,500,2744;
@400000005e33dd8d197c3ee5 #d,-,18,2482,2353,1143,919,5,283948,17604,2485,2353,1146,2482,2351,1141,90,100,0,500,2732;
@400000005e33dd8f1988b68a #d,-,18,2480,2350,1143,920,5,283821,17596,2482,2353,1145,2480,2350,1140,90,100,0,500,2737;
@400000005e33dd8f1991c676 #d,-,18,2479,2350,1146,920,5,283694,17589,2480,2351,1146,2479,2349,1141,90,100,0,500,2732;
@400000005e33dd91199defe0 #d,-,18,2477,2349,1144,921,5,283568,17581,2479,2351,1148,2477,2348,1141,90,100,0,500,2734;
@400000005e33dd9119a72b92 #d,-,18,2476,2348,1145,922,5,283475,17575,2477,2351,1146,2476,2348,1141,90,100,0,500,2732;
@400000005e33dd9319b408ba #d,-,18,2474,2351,1140,922,5,283315,17565,2476,2351,1147,2474,2348,1140,90,100,0,500,2734;
@400000005e33dd9319bcd1df #d,-,18,2474,2351,1146,923,5,283190,17557,2474,2351,1147,2474,2349,1138,90,100,0,500,2734;
@400000005e33dd9519c8fb48 #d,-,18,2473,2354,1140,924,5,283064,17550,2474,2354,1146,2473,2351,1137,90,100,0,500,2730;
@400000005e33dd9519d21750 #d,-,18,2472,2357,1145,924,5,282939,17542,2473,2357,1147,2472,2354,1137,90,100,0,500,2737;
@400000005e33dd9719df27b1 #d,-,18,2471,2358,1140,925,5,282814,17534,2472,2360,1145,2471,2357,1134,90,100,0,500,2734;
@400000005e33dd9719e7ce61 #d,-,18,2470,2358,1138,926,5,282722,17528,2471,2361,1143,2470,2358,1136,90,100,0,500,2734;
@400000005e33dd9919f3df93 #d,-,18,2469,2362,1137,927,5,282564,17519,2470,2362,1141,2469,2358,1133,90,100,0,500,2734;
@400000005e33dd9919fd0043 #d,-,18,2467,2362,1132,927,5,282439,17511,2469,2362,1138,2467,2359,1131,90,100,0,500,2727;
@400000005e33dd9b1a09aa33 #d,-,18,2465,2360,1137,928,5,282314,17503,2467,2362,1141,2465,2359,1132,90,100,0,500,2727;
@400000005e33dd9b1a124d28 #d,-,18,2464,2359,1137,929,5,282189,17495,2465,2361,1140,2464,2359,1132,90,100,0,500,2727;
@400000005e33dd9d1a219ef5 #d,-,18,2462,2362,1136,929,5,282065,17488,2464,2362,1142,2462,2359,1133,90,100,0,500,2730;
@400000005e33dd9d1a2b4b58 #d,-,18,2635,2358,1552,930,5,282043,17486,2635,2362,1743,2462,2357,1134,93,100,0,500,2808;
@400000005e33dd9f1a3a85dc #d,-,18,3509,2359,1333,931,5,281983,17482,3509,2361,1676,2635,2357,1267,93,100,0,500,3770;
@400000005e33dd9f1a440768 #d,-,18,3393,2359,1991,932,5,281982,17482,3509,2359,2197,3393,2357,1333,96,100,0,500,3502;
@400000005e33dda11a5345a6 #d,-,18,4581,2359,2042,933,5,282034,17486,4581,2359,2102,3393,2358,1871,97,100,0,500,4690;
@400000005e33dda11a5de51c #d,-,18,4575,2358,1969,935,5,282076,17488,4581,2359,2042,4575,2357,1830,97,100,0,500,4697;
@400000005e33dda31a6bd325 #d,-,18,4449,2360,1967,936,5,282118,17491,4575,2360,1981,4449,2357,1857,96,100,0,500,4597;
@400000005e33dda31a74df58 #d,-,18,4446,2359,1987,937,5,282192,17495,4449,2361,1987,4446,2358,1884,97,100,0,500,4578;
@400000005e33dda51a820e75 #d,-,18,4445,2357,1974,938,5,282233,17498,4446,2360,1987,4445,2356,1888,96,100,0,500,4585;
@400000005e33dda51a8b5db6 #d,-,18,4444,2358,1934,940,5,282241,17498,4445,2360,1989,4444,2357,1888,96,100,0,500,4585;
@400000005e33dda71a99fbc4 #d,-,18,4444,2360,1906,941,5,282284,17501,4444,2360,1990,4444,2358,1895,96,100,0,500,4595;
@400000005e33dda71aa3ee00 #d,-,18,4445,2360,1894,942,5,282327,17504,4445,2361,1991,4444,2359,1887,96,100,0,500,4604;
@400000005e33dda91ab32c3e #d,-,18,4446,2361,1896,943,5,282371,17507,4446,2362,1982,4445,2359,1894,96,100,0,500,4593;
@400000005e33dda91abd52a2 #d,-,18,4447,2359,1917,945,5,282416,17509,4447,2362,1991,4446,2358,1893,96,100,0,500,4597;
@400000005e33ddab1accabe2 #d,-,18,4447,2360,1924,946,5,282460,17512,4447,2360,1984,4447,2358,1895,96,100,0,500,4602;
@400000005e33ddab1ad70c03 #d,-,18,4447,2358,1925,947,5,282504,17515,4447,2360,1981,4447,2357,1895,96,100,0,500,4604;
@400000005e33ddad1ae5dd4a #d,-,18,4448,2357,1922,948,5,282581,17520,4448,2360,1980,4447,2357,1902,96,100,0,500,4607;
@400000005e33ddad1aefdf5c #d,-,18,4451,2359,1932,950,5,282625,17522,4451,2359,1972,4448,2356,1906,96,100,0,500,4621;
@400000005e33ddaf1afeb816 #d,-,18,4453,2354,1958,951,5,282637,17523,4453,2359,1972,4451,2354,1908,96,100,0,500,4621;
@400000005e33ddaf1b07ffe4 #d,-,18,4456,2359,1980,952,5,282681,17526,4456,2359,1980,4453,2354,1908,96,100,0,500,4621;
@400000005e33ddb11b163c28 #d,-,18,4460,2354,1976,953,5,282726,17529,4460,2359,1980,4456,2354,1914,96,100,0,500,4628;
@400000005e33ddb11b1f44a1 #d,-,18,4462,2358,1958,955,5,282770,17531,4462,2358,1979,4460,2353,1914,96,100,0,500,4630;
@400000005e33ddb31b2e09cc #d,-,18,4464,2356,1941,956,5,282814,17534,4464,2358,1978,4462,2356,1914,96,100,0,500,4628;
@400000005e33ddb31b37e969 #d,-,18,4466,2358,1931,957,5,282859,17537,4466,2358,1976,4464,2356,1921,96,100,0,500,4628;
@400000005e33ddb51b471b8b #d,-,18,4469,2357,1927,958,5,282937,17542,4469,2358,1979,4466,2356,1927,96,100,0,500,4640;
@400000005e33ddb51b511e8b #d,-,18,4473,2358,1944,960,5,282983,17544,4473,2358,1975,4469,2356,1926,96,100,0,500,4642;
@400000005e33ddb71b611087 #d,-,18,4475,2358,1947,961,5,283029,17547,4475,2358,1972,4473,2356,1930,96,100,0,500,4640;
@400000005e33ddb71b6b39b7 #d,-,18,4477,2356,1948,962,5,283042,17548,4477,2359,1967,4475,2356,1933,96,100,0,500,4642;
@400000005e33ddb91b7a2e61 #d,-,18,4479,2357,1943,963,5,283088,17551,4479,2358,1967,4477,2355,1936,96,100,0,500,4642;
@400000005e33ddb91b83c37c #d,-,18,4481,2356,1944,965,5,283133,17554,4481,2358,1963,4479,2355,1942,96,100,0,500,4647;
@400000005e33ddbb1b927c8c #d,-,18,4483,2357,1952,966,5,283178,17557,4483,2358,1960,4481,2356,1939,96,100,0,500,4647;
@400000005e33ddbb1b9c3151 #d,-,18,4485,2358,1951,967,5,283224,17559,4485,2358,1957,4483,2356,1940,96,100,0,500,4645;
@400000005e33ddbd1baaee1a #d,-,18,4487,2355,1955,968,6,283300,17564,4487,2358,1956,4485,2355,1940,96,100,0,500,4645;
@400000005e33ddbd1bb4ba28 #d,-,18,4488,2355,1948,969,6,283345,17567,4488,2357,1956,4487,2355,1941,96,100,0,500,4645;
@400000005e33ddbf1bc42b9e #d,-,18,4489,2358,1951,971,6,283390,17570,4489,2358,1955,4488,2355,1943,96,100,0,500,4645;
@400000005e33ddbf1bcdd08e #d,-,18,4490,2356,1951,972,6,283403,17571,4490,2358,1956,4489,2356,1945,96,100,0,500,4645;
@400000005e33ddc11bdd163f #d,-,18,4491,2359,1950,973,6,283448,17573,4491,2359,1958,4490,2356,1942,96,100,0,500,4645;
@400000005e33ddc11be70d24 #d,-,18,4493,2355,1962,975,6,283494,17576,4493,2359,1963,4491,2355,1947,96,100,0,500,4652;
@400000005e33ddc31bf69229 #d,-,18,4496,2355,1955,976,6,283540,17579,4496,2357,1964,4493,2354,1952,96,100,0,500,4664;
@400000005e33ddc31bffd461 #d,-,18,4498,2357,1959,977,6,283585,17582,4498,2357,1963,4496,2354,1953,96,100,0,500,4661;
@400000005e33ddc51c0ef029 #d,-,18,4500,2357,1958,978,6,283663,17587,4500,2357,1961,4498,2355,1953,96,100,0,500,4664;
@400000005e33ddc51c189519 #d,-,18,4502,2355,1956,980,6,283709,17589,4502,2357,1963,4500,2354,1954,96,100,0,500,4664;
@400000005e33ddc71c27fe2e #d,-,18,4504,2355,1960,981,6,283723,17590,4504,2357,1962,4502,2355,1953,96,100,0,500,4668;
@400000005e33ddc71c31fc86 #d,-,18,4506,2356,1954,982,6,283768,17593,4506,2357,1965,4504,2354,1954,96,100,0,500,4664;
@400000005e33ddc91c40b684 #d,-,18,4508,2355,1964,983,6,283814,17596,4508,2357,1966,4506,2355,1954,96,100,0,500,4668;
@400000005e33ddc91c49f9aa #d,-,18,4508,2355,1956,985,6,283859,17599,4508,2357,1964,4508,2355,1953,96,100,0,500,4664;
@400000005e33ddcb1c586838 #d,-,18,4510,2358,1955,986,6,283904,17602,4510,2358,1964,4508,2355,1953,96,100,0,500,4668;
@400000005e33ddcb1c61c74f #d,-,18,4510,2357,1960,987,6,283950,17604,4510,2358,1965,4510,2355,1952,96,100,0,500,4664;
@400000005e33ddcd1c719d5b #d,-,18,4511,2356,1956,988,6,283994,17607,4511,2358,1966,4510,2356,1950,96,100,0,500,4664;
@400000005e33ddcd1c7b793d #d,-,18,4511,2357,1961,990,6,284039,17610,4511,2357,1968,4511,2355,1947,96,100,0,500,4661;
@400000005e33ddcf1c8ac396 #d,-,18,4512,2355,1951,991,6,284084,17613,4512,2357,1967,4511,2355,1947,96,100,0,500,4661;
@400000005e33ddcf1c9448dc #d,-,18,4512,2357,1956,992,6,284128,17615,4512,2357,1967,4512,2355,1946,96,100,0,500,4664;
@400000005e33ddd11ca338de #d,-,18,4512,2355,1969,993,6,284173,17618,4512,2358,1970,4512,2355,1941,96,100,0,500,4659;
@400000005e33ddd11cacb2f7 #d,-,18,4512,2356,1967,995,6,284217,17621,4512,2356,1969,4512,2354,1945,96,100,0,500,4661;
@400000005e33ddd31cbaf2f4 #d,-,18,4513,2354,1965,996,6,284293,17626,4513,2356,1967,4512,2353,1946,96,100,0,500,4661;
@400000005e33ddd31cc49b9e #d,-,18,4513,2357,1943,997,6,284336,17628,4513,2357,1969,4513,2354,1943,96,100,0,500,4659;
@400000005e33ddd51cd29e24 #d,-,18,4513,2358,1958,998,6,284381,17631,4513,2358,1972,4513,2354,1943,96,100,0,500,4664;
@400000005e33ddd51cdbcdba #d,-,18,4515,2355,1962,1000,6,284395,17632,4515,2358,1989,4513,2355,1952,96,100,0,500,4673;
@400000005e33ddd71cea86ca #d,-,18,4517,2356,1963,1001,6,284440,17635,4517,2357,1981,4515,2355,1952,96,100,0,500,4678;
@400000005e33ddd71cf3d9c5 #d,-,18,4518,2356,1964,1002,6,284485,17638,4518,2357,1983,4517,2356,1953,96,100,0,500,4671;
@400000005e33ddd91d037d87 #d,-,18,4518,2355,1958,1003,6,284530,17640,4518,2357,1986,4518,2355,1955,96,100,0,500,4671;
@400000005e33ddd91d0dc660 #d,-,18,4520,2355,1959,1004,6,284574,17643,4520,2356,1985,4518,2354,1955,96,100,0,500,4676;
@400000005e33dddb1d1d10b9 #d,-,18,4520,2356,1955,1006,6,284619,17646,4520,2356,1987,4520,2354,1950,96,100,0,500,4673;
@400000005e33dddb1d26d0ab #d,-,18,4522,2354,1977,1007,6,284664,17649,4522,2357,1987,4520,2354,1950,96,100,0,500,4676;
@400000005e33dddd1d364995 #d,-,18,4523,2354,1984,1008,6,284708,17651,4523,2355,1984,4522,2354,1947,96,100,0,500,4671;
@400000005e33dddd1d40a5fe #d,-,18,4523,2356,1976,1009,6,284752,17654,4523,2356,1984,4523,2354,1949,96,100,0,500,4673;
@400000005e33dddf1d4f89e5 #d,-,18,4524,2355,1960,1011,6,284795,17657,4524,2357,1984,4523,2354,1948,96,100,0,500,4668;
@400000005e33dddf1d58f7e2 #d,-,18,4524,2355,1947,1012,6,284839,17660,4524,2355,1985,4524,2354,1947,96,100,0,500,4676;
@400000005e33dde11d67f046 #d,-,18,4525,2356,1960,1013,6,284914,17664,4525,2357,1986,4524,2354,1947,96,100,0,500,4673;
@400000005e33dde11d7156d0 #d,-,18,4525,2355,1959,1014,6,284927,17665,4525,2356,1989,4525,2355,1948,96,100,0,500,4673;
@400000005e33dde31d801842 #d,-,18,4525,2353,1963,1016,6,285002,17670,4525,2355,1991,4525,2352,1950,96,100,0,500,4668;
@400000005e33dde31d898285 #d,-,18,4525,2356,1961,1017,6,285046,17672,4525,2356,1994,4525,2353,1950,96,100,0,500,4666;
@400000005e33dde51d9948bc #d,-,18,4524,2356,1951,1018,6,285058,17673,4525,2356,1995,4524,2355,1950,96,100,0,500,4673;
@400000005e33dde51da37693 #d,-,18,4525,2355,1954,1020,6,285102,17676,4525,2356,1998,4524,2354,1950,96,100,0,500,4676;
@400000005e33dde71db39bc9 #d,-,18,4525,2357,1968,1021,6,285146,17679,4525,2357,2001,4525,2354,1945,96,100,0,500,4676;
@400000005e33dde71dbd76bd #d,-,18,4525,2356,1997,1022,6,285189,17681,4525,2357,2002,4525,2355,1948,96,100,0,500,4673;
@400000005e33dde91dcc2859 #d,-,18,4526,2355,1990,1023,6,285231,17684,4526,2356,1997,4525,2354,1948,96,100,0,500,4673;
@400000005e33dde91dd57f0e #d,-,18,4526,2355,1966,1025,6,285274,17686,4526,2356,1998,4526,2355,1947,96,100,0,500,4673;
@400000005e33ddeb1de4a249 #d,-,18,4526,2356,1958,1026,6,285316,17689,4526,2356,2001,4526,2355,1949,96,100,0,500,4673;
@400000005e33ddeb1dee4af3 #d,-,18,4526,2357,1951,1027,6,285359,17692,4526,2357,2001,4526,2356,1947,96,100,0,500,4678;
@400000005e33dded1dfcae54 #d,-,18,4527,2356,1952,1028,6,285402,17694,4527,2357,1997,4526,2355,1949,96,100,0,500,4673;
@400000005e33dded1e05ba87 #d,-,18,4526,2357,1950,1030,6,285445,17697,4527,2357,1994,4526,2355,1947,96,100,0,500,4671;
@400000005e33ddef1e14e9de #d,-,18,4525,2357,1958,1031,6,285488,17700,4526,2358,1996,4525,2357,1943,96,100,0,500,4666;
@400000005e33ddef1e1f84ad #d,-,18,4524,2358,1956,1032,6,285530,17702,4525,2358,1990,4524,2357,1945,96,100,0,500,4671;
@400000005e33ddf11e2f7a63 #d,-,18,4524,2356,1947,1033,6,285572,17705,4524,2358,1995,4524,2355,1945,96,100,0,500,4671;
@400000005e33ddf11e3968e6 #d,-,18,4524,2356,1958,1035,6,285615,17708,4524,2356,1996,4524,2355,1945,96,100,0,500,4673;
@400000005e33ddf31e48ea32 #d,-,18,4524,2352,1966,1036,6,285657,17710,4524,2356,1997,4524,2348,1947,96,100,0,500,4673;
@400000005e33ddf31e5292db #d,-,18,4525,2351,1994,1037,6,285699,17713,4525,2352,1996,4524,2351,1950,96,100,0,500,4671;
@400000005e33ddf51e623a56 #d,-,18,4525,2352,1990,1038,6,285771,17717,4525,2353,1994,4525,2350,1953,96,100,0,500,4671;
@400000005e33ddf51e6c44c9 #d,-,18,4525,2351,1973,1040,6,285812,17720,4525,2352,1997,4525,2351,1953,96,100,0,500,4673;
@400000005e33ddf71e7b3d2e #d,-,18,4526,2349,1960,1041,6,285824,17721,4526,2351,1992,4525,2348,1952,96,100,0,500,4673;
@400000005e33ddf71e8487c7 #d,-,18,4526,2353,1955,1042,6,285896,17725,4526,2353,1991,4526,2348,1954,96,100,0,500,4676;
@400000005e33ddf91e933963 #d,-,18,4527,2354,1960,1043,6,285908,17726,4527,2355,1989,4526,2353,1952,96,100,0,500,4678;
@400000005e33ddf91e9c88a5 #d,-,18,4528,2353,1964,1045,6,285950,17728,4528,2355,1988,4527,2352,1949,96,100,0,500,4678;
@400000005e33ddfb1eab78a7 #d,-,18,4528,2352,1969,1046,6,285992,17731,4528,2353,1987,4528,2352,1953,96,100,0,500,4673;
@400000005e33ddfb1eb48d3c #d,-,18,4528,2351,1967,1047,6,286034,17734,4528,2353,1988,4528,2351,1957,96,100,0,500,4673;
@400000005e33ddfd1ec49a3b #d,-,18,4527,2353,1962,1048,6,286075,17736,4528,2353,1988,4527,2351,1956,96,100,0,500,4673;
@400000005e33ddfd1ece94d9 #d,-,18,4528,2352,1965,1050,6,286117,17739,4528,2353,1986,4527,2352,1957,96,100,0,500,4680;
@400000005e33ddff1eddfdee #d,-,18,4529,2350,1964,1051,6,286159,17741,4529,2352,1988,4528,2349,1956,96,100,0,500,4680;
@400000005e33ddff1ee81bf0 #d,-,18,4530,2349,1980,1052,6,286201,17744,4530,2350,1984,4529,2349,1953,96,100,0,500,4683;
@400000005e33de011ef77176 #d,-,18,4531,2351,1979,1053,6,286242,17747,4531,2351,1982,4530,2349,1956,96,100,0,500,4678;
@400000005e33de011f01499f #d,-,18,4531,2350,1982,1055,6,286283,17749,4531,2351,1983,4531,2350,1958,96,100,0,500,4678;
@400000005e33de031f1019f8 #d,-,18,4531,2350,1977,1056,6,286325,17752,4531,2351,1982,4531,2350,1960,96,100,0,500,4680;
@400000005e33de031f1951f0 #d,-,18,4531,2351,1964,1057,6,286366,17754,4531,2351,1983,4531,2349,1960,96,100,0,500,4676;
@400000005e33de051f27d40e #d,-,18,4531,2351,1965,1059,6,286406,17757,4531,2351,1981,4531,2349,1960,96,100,0,500,4678;
@400000005e33de051f3151e0 #d,-,18,4531,2351,1964,1060,6,286447,17759,4531,2352,1978,4531,2351,1962,96,100,0,500,4673;
@400000005e33de071f400824 #d,-,18,4532,2352,1972,1061,6,286489,17762,4532,2352,1978,4531,2350,1963,96,100,0,500,4676;
