@400000005e33da4336d1f362 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e33da442530c889 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e33dbbf02dd2020 #d,-,18,4520,2358,1969,417,2,286929,17789,4520,2359,1970,4518,2355,1955,96,100,0,500,4680;
@400000005e33dbc102ebd1bc #d,-,18,4521,2357,1962,418,2,286955,17791,4521,2359,1974,4520,2356,1953,96,100,0,500,4683;
@400000005e33dbc102f51c55 #d,-,18,4523,2359,1972,420,2,287057,17797,4523,2359,1974,4521,2356,1952,96,100,0,500,4680;
@400000005e33dbc30303cdf2 #d,-,18,4524,2358,1969,421,2,287158,17803,4524,2359,1972,4523,2357,1951,96,100,0,500,4678;
@400000005e33dbc3030d5337 #d,-,18,4525,2357,1968,422,2,287258,17810,4525,2359,1972,4524,2356,1950,96,100,0,500,4680;
@400000005e33dbc5031d839a #d,-,18,4525,2358,1963,423,2,287358,17816,4525,2359,1970,4525,2356,1955,96,100,0,500,4676;
@400000005e33dbc50327b8e5 #d,-,18,4525,2358,1955,425,2,287457,17822,4525,2359,1968,4525,2356,1954,96,100,0,500,4678;
@400000005e33dbc7033a0484 #d,-,18,4526,2356,1955,426,2,287556,17828,4526,2359,1972,4525,2356,1952,96,100,0,500,4678;
@400000005e33dbc70344ab6d #d,-,18,4526,2358,1954,427,2,287654,17834,4526,2358,1974,4526,2355,1954,96,100,0,500,4673;
@400000005e33dbc903563378 #d,-,18,4526,2356,1963,428,2,287752,17840,4526,2358,1976,4526,2355,1953,96,100,0,500,4676;
@400000005e33dbc90361017f #d,-,18,4526,2356,1964,430,2,287850,17846,4526,2358,1976,4526,2355,1955,96,100,0,500,4676;
@400000005e33dbcb03718791 #d,-,18,4526,2357,1966,431,2,287947,17852,4526,2357,1975,4526,2354,1949,96,100,0,500,4673;
@400000005e33dbcb037be03f #d,-,18,4526,2358,1967,432,2,288043,17858,4526,2358,1975,4526,2355,1949,96,100,0,500,4678;
@400000005e33dbcd038adc5d #d,-,18,4526,2356,1959,433,2,288139,17864,4526,2358,1975,4526,2356,1950,96,100,0,500,4678;
@400000005e33dbcd0394233d #d,-,18,4527,2357,1968,435,2,288309,17875,4527,2357,1978,4526,2356,1947,96,100,0,500,4678;
@400000005e33dbcf03a2ec22 #d,-,18,4528,2356,1972,436,2,288403,17881,4528,2357,1981,4527,2354,1949,96,100,0,500,4678;
@400000005e33dbcf03ac2b8e #d,-,18,4528,2355,1986,437,2,288425,17882,4528,2357,1986,4528,2355,1949,96,100,0,500,4680;
@400000005e33dbd103bb0802 #d,-,18,4529,2355,1978,438,2,288519,17888,4529,2356,1986,4528,2354,1954,96,100,0,500,4680;
@400000005e33dbd103c4a1c4 #d,-,18,4529,2354,1957,440,2,288612,17893,4529,2355,1988,4529,2353,1955,96,100,0,500,4680;
@400000005e33dbd303d48032 #d,-,18,4530,2355,1952,441,2,288706,17899,4530,2356,1987,4529,2353,1952,96,100,0,500,4680;
@400000005e33dbd303de3408 #d,-,18,4531,2354,1956,442,2,288800,17905,4531,2355,1991,4530,2353,1952,96,100,0,500,4683;
@400000005e33dbd503ede02c #d,-,18,4459,2357,1582,443,2,288821,17906,4531,2357,1956,4459,2353,1579,96,100,0,500,4619;
@400000005e33dbd503f751e2 #d,-,18,3838,2357,1690,444,2,288863,17909,4459,2358,1783,3838,2354,1582,93,100,0,500,4085;
@400000005e33dbd704069794 #d,-,18,3445,2357,1192,445,2,288563,17890,3838,2360,1690,3445,2357,1134,91,100,0,500,3746;
@400000005e33dbd70410834b #d,-,18,2629,2358,1190,446,2,288382,17879,3445,2358,1206,2629,2356,1188,91,100,0,500,2870;
@400000005e33dbd9041fe045 #d,-,18,2624,2356,1192,447,2,288055,17859,2629,2358,1192,2624,2356,1183,92,100,0,500,2851;
@400000005e33dbd9042936f9 #d,-,18,2481,2358,1200,447,2,287770,17841,2624,2358,1201,2481,2356,1049,89,100,0,500,2777;
@400000005e33dbdb04360092 #d,-,18,2482,2357,1161,448,2,287509,17825,2482,2358,1201,2481,2356,1157,90,100,0,500,2737;
@400000005e33dbdb043ee5a8 #d,-,18,2543,2358,1170,449,2,287249,17809,2543,2358,1172,2482,2356,1161,90,100,0,500,2806;
@400000005e33dbdd044bf24f #d,-,18,2541,2361,1158,449,2,286987,17793,2543,2361,1170,2541,2357,1157,90,100,0,500,2794;
@400000005e33dbdd04549cb8 #d,-,18,2538,2362,1162,450,2,286727,17777,2541,2363,1166,2538,2360,1158,91,100,0,500,2789;
@400000005e33dbdf04616a0b #d,-,18,2536,2363,1157,451,2,286538,17765,2538,2363,1165,2536,2360,1155,90,100,0,500,2789;
@400000005e33dbdf046a4f21 #d,-,18,2534,2362,1154,452,2,286278,17749,2536,2364,1161,2534,2361,1152,91,100,0,500,2784;
@400000005e33dbe10477633c #d,-,18,2530,2363,1155,452,2,285949,17728,2534,2363,1159,2530,2360,1153,91,100,0,500,2775;
@400000005e33dbe104800631 #d,-,18,2527,2362,1150,453,2,285688,17712,2530,2363,1155,2527,2361,1143,91,100,0,500,2772;
@400000005e33dbe3048d0215 #d,-,18,2522,2363,1152,454,2,285430,17696,2527,2363,1155,2522,2361,1148,91,100,0,500,2761;
@400000005e33dbe30495b89a #d,-,18,2518,2361,1148,454,2,285172,17680,2522,2363,1155,2518,2360,1147,91,100,0,500,2765;
@400000005e33dbe504a295c2 #d,-,18,2515,2361,1144,455,2,284914,17664,2518,2362,1149,2515,2361,1144,91,100,0,500,2758;
@400000005e33dbe504ab7ad7 #d,-,18,2511,2360,1147,456,2,284657,17648,2515,2361,1151,2511,2359,1144,91,100,0,500,2753;
@400000005e33dbe704b88a4a #d,-,18,2507,2361,1147,456,2,284401,17632,2511,2362,1154,2507,2360,1145,90,100,0,500,2756;
@400000005e33dbe704c12986 #d,-,18,2504,2360,1149,457,2,284147,17617,2507,2361,1151,2504,2359,1145,90,100,0,500,2758;
@400000005e33dbe904ce2dcc #d,-,18,2501,2361,1151,458,2,283962,17605,2504,2361,1154,2501,2359,1144,90,100,0,500,2753;
@400000005e33dbe904d759a9 #d,-,18,2499,2360,1144,458,2,283710,17590,2501,2361,1153,2499,2358,1144,90,100,0,500,2756;
@400000005e33dbeb04e72488 #d,-,18,2497,2360,1148,459,2,283390,17570,2499,2362,1148,2497,2359,1138,90,100,0,500,2753;
@400000005e33dbeb04f0b9a2 #d,-,18,2493,2361,1044,460,2,283120,17553,2497,2361,1148,2493,2359,1030,91,100,0,500,2739;
@400000005e33dbed0500883b #d,-,18,2296,2362,1144,460,2,282860,17537,2493,2362,1174,2296,2361,1044,88,100,0,500,2592;
@400000005e33dbed050a1229 #d,-,18,2495,2357,1141,461,2,282612,17521,2495,2362,1151,2296,2357,1140,90,100,0,500,2758;
@400000005e33dbef051930bc #d,-,18,2491,2361,1145,462,2,282364,17506,2495,2361,1148,2491,2357,1139,90,100,0,500,2746;
@400000005e33dbef0522ecf4 #d,-,18,2489,2359,1143,463,2,282117,17491,2491,2361,1146,2489,2359,1138,90,100,0,500,2744;
@400000005e33dbf10532bb8d #d,-,18,2486,2361,1140,463,2,281870,17475,2489,2361,1145,2486,2359,1138,90,100,0,500,2739;
@400000005e33dbf1053c77c5 #d,-,18,2484,2360,1145,464,2,281691,17464,2486,2361,1147,2484,2358,1138,90,100,0,500,2742;
@400000005e33dbf3054c624f #d,-,18,2482,2358,1140,465,2,281448,17449,2484,2360,1147,2482,2357,1140,90,100,0,500,2744;
@400000005e33dbf30555d405 #d,-,18,2481,2359,1143,465,2,281140,17430,2482,2361,1147,2481,2358,1140,90,100,0,500,2746;
@400000005e33dbf505655551 #d,-,18,2480,2362,1145,466,2,280899,17415,2481,2362,1146,2480,2359,1140,90,100,0,500,2744;
@400000005e33dbf5056ede50 #d,-,18,2478,2361,1143,467,2,280659,17400,2480,2362,1147,2478,2360,1139,90,100,0,500,2746;
@400000005e33dbf7057e8e2d #d,-,18,2478,2360,1145,467,2,280420,17386,2478,2362,1147,2478,2360,1140,90,100,0,500,2746;
@400000005e33dbf705881f8e #d,-,18,2477,2362,1138,468,2,280182,17371,2478,2362,1146,2477,2359,1138,90,100,0,500,2746;
@400000005e33dbf90597b734 #d,-,18,2476,2361,1139,469,2,279944,17356,2477,2363,1143,2476,2360,1134,90,100,0,500,2742;
@400000005e33dbf905a14895 #d,-,18,2473,2363,1134,469,2,279769,17345,2476,2363,1140,2473,2360,1133,90,100,0,500,2732;
@400000005e33dbfb05b0aa37 #d,-,18,2471,2361,1136,470,2,279533,17331,2473,2363,1142,2471,2360,1134,90,100,0,500,2732;
@400000005e33dbfb05ba37de #d,-,18,2469,2361,1139,471,2,279232,17312,2471,2361,1143,2469,2359,1134,90,100,0,500,2734;
@400000005e33dbfd05ca0dea #d,-,18,2468,2361,1137,471,2,278998,17297,2469,2362,1143,2468,2360,1135,90,100,0,500,2732;
@400000005e33dbfd05d38bbc #d,-,18,2466,2362,1140,472,2,278764,17283,2468,2362,1141,2466,2360,1134,90,100,0,500,2734;
@400000005e33dbff05e31835 #d,-,18,2465,2360,1133,473,2,278532,17268,2466,2363,1140,2465,2360,1133,90,100,0,500,2732;
@400000005e33dbff05ece7fc #d,-,18,2464,2363,1136,473,2,278300,17254,2465,2363,1141,2464,2360,1131,90,100,0,500,2732;
@400000005e33dc0105fc8bbd #d,-,18,2463,2362,1134,474,2,278070,17240,2464,2363,1141,2463,2360,1133,90,100,0,500,2732;
@400000005e33dc01060620d8 #d,-,18,2463,2361,1138,475,2,277841,17226,2463,2363,1139,2463,2361,1133,90,100,0,500,2730;
@400000005e33dc030615d46f #d,-,18,2462,2364,1137,476,2,277612,17211,2463,2364,1139,2462,2361,1133,90,100,0,500,2730;
@400000005e33dc03061f3eb2 #d,-,18,2460,2360,1135,476,2,277384,17197,2462,2364,1139,2460,2360,1132,90,100,0,500,2732;
@400000005e33dc05062e6d1b #d,-,18,2459,2363,1132,477,2,277218,17187,2460,2363,1137,2459,2360,1129,90,100,0,500,2725;
@400000005e33dc050638356e #d,-,18,2457,2363,1132,478,2,276928,17169,2459,2363,1137,2457,2362,1129,90,100,0,500,2723;
@400000005e33dc07064982cd #d,-,18,2456,2361,1135,478,2,276702,17155,2457,2363,1138,2456,2361,1129,90,100,0,500,2723;
@400000005e33dc070654c273 #d,-,18,2906,2360,1618,479,2,276656,17152,2906,2362,1873,2456,2357,1131,96,100,0,500,3002;
@400000005e33dc090663ed22 #d,-,18,3375,2356,2129,480,2,276663,17153,3375,2362,2146,2906,2356,1267,92,100,0,500,3668;
@400000005e33dc09066d7268 #d,-,18,4567,2356,2143,482,2,276776,17160,4567,2358,2143,3375,2356,1844,98,100,0,500,4640;
@400000005e33dc0b067c3f06 #d,-,18,4567,2359,2008,483,2,276877,17166,4567,2359,2143,4567,2356,1820,96,100,0,500,4728;
@400000005e33dc0b06859201 #d,-,18,4421,2357,1964,484,3,276961,17171,4567,2359,2008,4421,2357,1872,96,100,0,500,4559;
@400000005e33dc0d0694d8a1 #d,-,18,4419,2359,1894,485,3,277046,17176,4421,2359,1985,4419,2357,1877,96,100,0,500,4562;
@400000005e33dc0d069e5de6 #d,-,18,4419,2358,1884,486,3,277133,17182,4419,2359,1981,4419,2356,1884,96,100,0,500,4567;
@400000005e33dc0f06aee3f7 #d,-,18,4418,2360,1891,488,3,277283,17191,4419,2360,1983,4418,2357,1884,96,100,0,500,4567;
@400000005e33dc0f06b996fc #d,-,18,4419,2358,1892,489,3,277372,17197,4419,2360,1989,4418,2356,1889,96,100,0,500,4569;
@400000005e33dc1106c5db68 #d,-,18,4420,2358,1910,490,3,277402,17198,4420,2359,1996,4419,2357,1889,96,100,0,500,4567;
@400000005e33dc1106cb8845 #d,-,18,4419,2357,1904,491,3,277492,17204,4420,2359,2000,4419,2356,1895,96,100,0,500,4569;
@400000005e33dc1306dbebe1 #d,-,18,4419,2359,1914,493,3,277582,17210,4419,2359,2001,4419,2356,1887,96,100,0,500,4576;
@400000005e33dc1306e67320 #d,-,18,4420,2358,1911,494,3,277671,17215,4420,2359,1975,4419,2357,1892,96,100,0,500,4593;
@400000005e33dc1506f50512 #d,-,18,4422,2359,1926,495,3,277762,17221,4422,2360,1985,4420,2358,1890,96,100,0,500,4590;
@400000005e33dc1506fe3951 #d,-,18,4427,2357,1964,496,3,277852,17226,4427,2360,1976,4422,2356,1900,96,100,0,500,4607;
@400000005e33dc17070c6206 #d,-,18,4430,2358,1973,498,3,277942,17232,4430,2358,1977,4427,2356,1899,96,100,0,500,4600;
@400000005e33dc1707157a55 #d,-,18,4433,2358,1975,499,3,278033,17238,4433,2359,1975,4430,2358,1911,96,100,0,500,4607;
@400000005e33dc190724c868 #d,-,18,4437,2358,1937,500,3,278123,17243,4437,2358,1981,4433,2356,1908,96,100,0,500,4614;
@400000005e33dc19072e454c #d,-,18,4440,2359,1918,501,3,278213,17249,4440,2359,1985,4437,2357,1904,96,100,0,500,4614;
@400000005e33dc1b073f1a86 #d,-,18,4444,2356,1905,502,3,278363,17258,4444,2359,1983,4440,2356,1903,96,100,0,500,4612;
@400000005e33dc1b0749a1c6 #d,-,18,4446,2359,1912,504,3,278455,17264,4446,2359,1985,4444,2356,1905,96,100,0,500,4612;
@400000005e33dc1d075a85e7 #d,-,18,4450,2358,1932,505,3,278489,17266,4450,2359,1993,4446,2357,1905,96,100,0,500,4616;
@400000005e33dc1d0764f224 #d,-,18,4452,2359,1933,506,3,278580,17272,4452,2359,1983,4450,2357,1906,96,100,0,500,4614;
@400000005e33dc1f077549a5 #d,-,18,4453,2358,1939,507,3,278671,17277,4453,2360,1982,4452,2357,1908,96,100,0,500,4612;
@400000005e33dc1f077f196c #d,-,18,4454,2359,1927,509,3,278760,17283,4454,2359,1982,4453,2357,1906,96,100,0,500,4619;
@400000005e33dc21078da031 #d,-,18,4456,2359,1935,510,3,278852,17288,4456,2359,1987,4454,2358,1914,96,100,0,500,4630;
@400000005e33dc210796d73b #d,-,18,4461,2356,1949,511,3,278944,17294,4461,2359,1989,4456,2356,1916,96,100,0,500,4638;
@400000005e33dc2307a57549 #d,-,18,4464,2358,1966,512,3,279034,17300,4464,2358,1986,4461,2356,1917,96,100,0,500,4633;
@400000005e33dc2307ae9d6d #d,-,18,4467,2357,1986,514,3,279124,17305,4467,2358,1986,4464,2357,1918,96,100,0,500,4630;
@400000005e33dc2507bd00ce #d,-,18,4468,2357,1965,515,3,279211,17311,4468,2358,1986,4467,2356,1914,96,100,0,500,4628;
@400000005e33dc2507c60947 #d,-,18,4469,2358,1937,516,3,279299,17316,4469,2359,1986,4468,2357,1912,96,100,0,500,4628;
@400000005e33dc2707d6ed69 #d,-,18,4471,2357,1917,517,3,279445,17325,4471,2359,1982,4469,2357,1910,96,100,0,500,4628;
@400000005e33dc2707e15d60 #d,-,18,4472,2359,1912,519,3,279534,17331,4472,2359,1981,4471,2356,1912,96,100,0,500,4628;
@400000005e33dc2907f2d1dc #d,-,18,4473,2358,1926,520,3,279565,17333,4473,2359,1980,4472,2357,1909,96,100,0,500,4628;
@400000005e33dc2907fd7c7f #d,-,18,4474,2359,1937,521,3,279655,17338,4474,2360,1983,4473,2357,1910,96,100,0,500,4626;
@400000005e33dc2b080dcc8c #d,-,18,4476,2358,1956,522,3,279746,17344,4476,2360,1992,4474,2358,1920,96,100,0,500,4633;
@400000005e33dc2b08188abe #d,-,18,4477,2360,1939,523,3,279834,17349,4477,2361,1995,4476,2358,1917,96,100,0,500,4638;
@400000005e33dc2d0827d070 #d,-,18,4479,2358,1934,525,3,279924,17355,4479,2360,1995,4477,2358,1920,96,100,0,500,4645;
@400000005e33dc2d083151fb #d,-,18,4481,2360,1942,526,3,280012,17360,4481,2360,1993,4479,2358,1922,96,100,0,500,4649;
@400000005e33dc2f083fdc7a #d,-,18,4483,2359,1960,527,3,280158,17369,4483,2360,1992,4481,2357,1921,96,100,0,500,4645;
@400000005e33dc2f08493f4a #d,-,18,4486,2357,1989,528,3,280246,17375,4486,2359,1995,4483,2356,1916,96,100,0,500,4647;
@400000005e33dc310857a2ac #d,-,18,4488,2360,1986,530,3,280274,17377,4488,2360,1989,4486,2356,1914,96,100,0,500,4645;
@400000005e33dc3108609796 #d,-,18,4488,2359,1960,531,3,280360,17382,4488,2360,1992,4488,2358,1915,96,100,0,500,4640;
@400000005e33dc330870acf7 #d,-,18,4489,2358,1930,532,3,280445,17387,4489,2359,1990,4488,2357,1921,96,100,0,500,4642;
@400000005e33dc33087ad9e0 #d,-,18,4490,2360,1922,533,3,280532,17393,4490,2360,1987,4489,2357,1922,96,100,0,500,4647;
@400000005e33dc35088c5304 #d,-,18,4491,2358,1947,535,3,280620,17398,4491,2360,1988,4490,2357,1922,96,100,0,500,4645;
@400000005e33dc3508971c63 #d,-,18,4491,2356,1945,536,3,280707,17403,4491,2359,1962,4491,2356,1941,96,100,0,500,4640;
@400000005e33dc3708a773e3 #d,-,18,4493,2360,1957,537,3,280796,17409,4493,2360,1964,4491,2356,1945,96,100,0,500,4659;
@400000005e33dc3708b2ab28 #d,-,18,4496,2359,1957,538,3,280940,17418,4496,2360,1965,4493,2356,1945,96,100,0,500,4664;
@400000005e33dc3908c27e69 #d,-,18,4499,2358,1957,540,3,280971,17420,4499,2359,1961,4496,2357,1946,96,100,0,500,4664;
@400000005e33dc3908cc0768 #d,-,18,4501,2358,1963,541,3,281059,17425,4501,2360,1963,4499,2358,1944,96,100,0,500,4664;
@400000005e33dc3b08da7a9e #d,-,18,4502,2359,1954,542,3,281145,17431,4502,2360,1963,4501,2357,1946,96,100,0,500,4661;
@400000005e33dc3b08e3aa35 #d,-,18,4504,2360,1959,544,3,281231,17436,4504,2360,1960,4502,2358,1947,96,100,0,500,4664;
@400000005e33dc3d08f1f295 #d,-,18,4506,2360,1955,545,3,281318,17441,4506,2361,1963,4504,2358,1947,96,100,0,500,4666;
@400000005e33dc3d08faf39b #d,-,18,4507,2357,1963,546,3,281404,17447,4507,2360,1963,4506,2357,1945,96,100,0,500,4664;
@400000005e33dc3f0909a17e #d,-,18,4508,2360,1959,547,3,281489,17452,4508,2360,1963,4507,2357,1947,96,100,0,500,4666;
@400000005e33dc3f09132e36 #d,-,18,4510,2359,1957,549,3,281576,17457,4510,2360,1968,4508,2357,1951,96,100,0,500,4666;
@400000005e33dc4109234751 #d,-,18,4513,2358,1963,550,3,281663,17463,4513,2360,1969,4510,2358,1951,96,100,0,500,4676;
@400000005e33dc41092d557e #d,-,18,4515,2359,1956,551,3,281749,17468,4515,2360,1969,4513,2358,1954,96,100,0,500,4676;
@400000005e33dc43093dcca8 #d,-,18,4516,2359,1947,552,3,281834,17473,4516,2359,1970,4515,2356,1945,96,100,0,500,4678;
@400000005e33dc430947b3b7 #d,-,18,4517,2358,1939,554,3,281974,17482,4517,2360,1972,4516,2358,1938,96,100,0,500,4666;
@400000005e33dc450957ccd2 #d,-,18,4517,2358,1959,555,3,282005,17484,4517,2360,1976,4517,2358,1939,96,100,0,500,4666;
@400000005e33dc450962443c #d,-,18,4520,2360,1971,556,3,282147,17493,4520,2360,1985,4517,2357,1947,96,100,0,500,4685;
@400000005e33dc470971219e #d,-,18,4522,2357,1967,557,3,282177,17495,4522,2360,1984,4520,2357,1940,96,100,0,500,4680;
@400000005e33dc47097a63d5 #d,-,18,4523,2359,1967,559,3,282262,17500,4523,2359,1985,4522,2357,1937,96,100,0,500,4678;
@400000005e33dc490988f6b6 #d,-,18,4523,2358,1958,560,3,282346,17505,4523,2360,1983,4523,2357,1937,96,100,0,500,4680;
@400000005e33dc49099239dc #d,-,18,4525,2362,1956,561,3,282431,17510,4525,2362,1984,4523,2357,1939,96,100,0,500,4685;
@400000005e33dc4b09a0a0f7 #d,-,18,4526,2361,1966,562,3,282515,17515,4526,2363,1988,4525,2360,1937,96,100,0,500,4685;
@400000005e33dc4b09a9ccd4 #d,-,18,4527,2359,1978,564,3,282599,17521,4527,2362,1990,4526,2358,1939,96,100,0,500,4683;
@400000005e33dc4d09b9806b #d,-,18,4529,2360,1994,565,3,282736,17529,4529,2360,1994,4527,2358,1937,96,100,0,500,4680;
@400000005e33dc4d09c3d0b8 #d,-,18,4529,2357,1982,566,3,282818,17534,4529,2360,1994,4529,2357,1931,96,100,0,500,4678;
@400000005e33dc4f09d4406f #d,-,18,4529,2360,1960,567,3,282845,17536,4529,2360,1998,4529,2356,1929,96,100,0,500,4680;
@400000005e33dc4f09de1b63 #d,-,18,4529,2358,1939,569,3,282926,17541,4529,2360,1997,4529,2357,1930,96,100,0,500,4683;
@400000005e33dc5109ee24a8 #d,-,18,4530,2360,1931,570,3,283008,17546,4530,2361,1997,4529,2358,1931,96,100,0,500,4683;
@400000005e33dc5109f83ef0 #d,-,18,4531,2363,1948,571,3,283091,17551,4531,2363,1992,4530,2360,1929,96,100,0,500,4680;
@400000005e33dc530a095a04 #d,-,18,4530,2363,1956,572,3,283173,17556,4531,2363,1993,4530,2360,1928,96,100,0,500,4676;
@400000005e33dc530a140861 #d,-,18,4530,2362,1967,574,3,283254,17561,4530,2363,1998,4530,2361,1929,96,100,0,500,4676;
@400000005e33dc550a2300c6 #d,-,18,4529,2364,1958,575,3,283388,17570,4530,2364,1997,4529,2362,1931,96,100,0,500,4676;
@400000005e33dc550a2c2088 #d,-,18,4528,2363,1948,576,3,283467,17575,4529,2365,2001,4528,2362,1932,96,100,0,500,4678;
@400000005e33dc570a3a5ccb #d,-,18,4528,2365,1949,577,3,283547,17579,4528,2365,2000,4528,2363,1930,96,100,0,500,4683;
@400000005e33dc570a43afc6 #d,-,18,4529,2363,1956,579,3,283573,17581,4529,2365,2000,4528,2362,1927,96,100,0,500,4685;
@400000005e33dc590a524dd4 #d,-,18,4530,2364,1981,580,3,283653,17586,4530,2364,1995,4529,2361,1928,96,100,0,500,4680;
@400000005e33dc590a5b4678 #d,-,18,4530,2363,1993,581,3,283731,17591,4530,2364,1995,4530,2362,1925,96,100,0,500,4678;
@400000005e33dc5b0a6ae2c6 #d,-,18,4530,2363,1997,583,3,283809,17596,4530,2364,1997,4530,2362,1928,96,100,0,500,4678;
@400000005e33dc5b0a74f867 #d,-,18,4530,2361,1966,584,3,283886,17600,4530,2364,2001,4530,2361,1932,96,100,0,500,4678;
@400000005e33dc5d0a84e6aa #d,-,18,4530,2362,1936,585,3,283963,17605,4530,2364,2002,4530,2361,1932,96,100,0,500,4678;
@400000005e33dc5d0a8f2810 #d,-,18,4530,2364,1933,586,3,284041,17610,4530,2364,2004,4530,2361,1933,96,100,0,500,4680;
@400000005e33dc5f0a9fb683 #d,-,18,4530,2363,1935,588,3,284172,17618,4530,2364,2004,4530,2360,1933,96,100,0,500,4680;
@400000005e33dc5f0aaa58c4 #d,-,18,4530,2362,1949,589,3,284197,17620,4530,2364,2004,4530,2362,1931,96,100,0,500,4676;
@400000005e33dc610ab9e53d #d,-,18,4530,2362,1955,590,3,284274,17625,4530,2364,2000,4530,2362,1929,96,100,0,500,4673;
@400000005e33dc610ac3769e #d,-,18,4529,2364,1961,591,3,284351,17629,4530,2364,1997,4529,2362,1930,96,100,0,500,4673;
@400000005e33dc630ad1ddb9 #d,-,18,4528,2363,1955,593,3,284426,17634,4529,2364,1999,4528,2361,1933,96,100,0,500,4676;
@400000005e33dc630adb3827 #d,-,18,4528,2361,1943,594,3,284555,17642,4528,2363,2003,4528,2361,1933,96,100,0,500,4683;
@400000005e33dc650ae99c77 #d,-,18,4528,2359,1954,595,3,284579,17643,4528,2362,2005,4528,2359,1936,96,100,0,500,4683;
@400000005e33dc650af2d73b #d,-,18,4529,2359,1973,596,3,284655,17648,4529,2359,2009,4528,2356,1939,96,100,0,500,4683;
@400000005e33dc670b01b3af #d,-,18,4530,2358,2002,598,3,284730,17653,4530,2359,2008,4529,2356,1938,96,100,0,500,4685;
@400000005e33dc670b0bf15b #d,-,18,4531,2357,2002,599,3,284804,17657,4531,2359,2002,4530,2356,1936,96,100,0,500,4678;
@400000005e33dc690b1bfaa0 #d,-,18,4531,2358,1977,600,3,284877,17662,4531,2360,2006,4531,2356,1935,96,100,0,500,4680;
@400000005e33dc690b264aed #d,-,18,4530,2358,1952,601,3,284951,17666,4531,2359,2006,4530,2357,1935,96,100,0,500,4678;
@400000005e33dc6b0b36aacf #d,-,18,4531,2359,1937,602,3,285077,17674,4531,2359,2003,4530,2356,1937,96,100,0,500,4683;
@400000005e33dc6b0b4141e4 #d,-,18,4531,2361,1941,604,3,285152,17679,4531,2361,2004,4531,2357,1937,96,100,0,500,4683;
@400000005e33dc6d0b51c081 #d,-,18,4532,2359,1946,605,3,285174,17680,4532,2361,2004,4531,2358,1937,96,100,0,500,4678;
@400000005e33dc6d0b5be9b1 #d,-,18,4531,2358,1959,606,3,285248,17685,4532,2360,2004,4531,2358,1941,96,100,0,500,4678;
@400000005e33dc6f0b6b2435 #d,-,18,4531,2360,1960,607,3,285321,17689,4531,2360,2003,4531,2358,1941,96,100,0,500,4673;
@400000005e33dc6f0b74b1dc #d,-,18,4529,2360,1962,609,3,285394,17694,4531,2361,2001,4529,2358,1941,96,100,0,500,4676;
@400000005e33dc710b836379 #d,-,18,4529,2359,1955,610,3,285467,17698,4529,2361,1998,4529,2358,1937,96,100,0,500,4680;
@400000005e33dc710b8c6838 #d,-,18,4529,2361,1944,611,3,285539,17703,4529,2361,1997,4529,2358,1937,96,100,0,500,4685;
@400000005e33dc730b9b8312 #d,-,18,4530,2359,1962,613,3,285612,17707,4530,2361,1996,4529,2358,1935,96,100,0,500,4685;
@400000005e33dc730ba3f2cf #d,-,18,4531,2360,1976,614,3,285684,17712,4531,2361,1998,4530,2358,1938,96,100,0,500,4683;
@400000005e33dc750bb39b38 #d,-,18,4532,2360,1992,615,3,285755,17716,4532,2360,1996,4531,2358,1942,96,100,0,500,4683;
@400000005e33dc750bbe45dc #d,-,18,4532,2360,1991,616,3,285826,17721,4532,2362,1992,4532,2359,1942,96,100,0,500,4680;
@400000005e33dc770bce62b0 #d,-,18,4531,2361,1968,618,3,285896,17725,4532,2362,1993,4531,2359,1938,96,100,0,500,4680;
@400000005e33dc770bd854ec #d,-,18,4532,2361,1948,619,3,285966,17729,4532,2362,1991,4531,2359,1937,96,100,0,500,4680;
@400000005e33dc790be964d3 #d,-,18,4531,2361,1937,620,3,286037,17734,4532,2362,1990,4531,2360,1937,96,100,0,500,4680;
@400000005e33dc790bf376ba #d,-,18,4531,2362,1948,621,3,286159,17741,4531,2362,1987,4531,2360,1937,96,100,0,500,4680;
@400000005e33dc7b0c036c70 #d,-,18,4531,2360,1951,623,3,286178,17743,4531,2362,1986,4531,2360,1937,96,100,0,500,4678;
@400000005e33dc7b0c0d8a72 #d,-,18,4531,2361,1963,624,3,286248,17747,4531,2362,1988,4531,2360,1941,96,100,0,500,4676;
@400000005e33dc7d0c1cadae #d,-,18,4531,2360,1967,625,3,286318,17751,4531,2361,1986,4531,2359,1945,96,100,0,500,4673;
@400000005e33dc7d0c2642c8 #d,-,18,4530,2359,1959,626,3,286386,17755,4531,2361,1984,4530,2359,1946,96,100,0,500,4676;
@400000005e33dc7f0c349eb6 #d,-,18,4530,2361,1960,628,3,286456,17760,4530,2361,1977,4530,2359,1946,96,100,0,500,4680;
@400000005e33dc7f0c3dc232 #d,-,18,4530,2361,1955,629,3,286524,17764,4530,2361,1974,4530,2359,1945,96,100,0,500,4678;
@400000005e33dc810c4cfcb6 #d,-,18,4530,2360,1957,630,3,286643,17771,4530,2362,1975,4530,2359,1941,96,100,0,500,4678;
@400000005e33dc810c568a5d #d,-,18,4531,2360,1965,631,3,286661,17773,4531,2362,1971,4530,2359,1946,96,100,0,500,4680;
