@400000005e1ebc9816ce51c0 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e1ebc9905203630 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e1ec24010f2e5b3 #d,-,18,3046,2346,1305,1199,7,214967,13327,3047,2347,1307,3046,2345,1304,99,100,0,500,3068;
@400000005e1ec24211035cdd #d,-,18,3045,2346,1311,1200,7,214984,13329,3046,2347,1311,3045,2343,1305,99,100,0,500,3068;
@400000005e1ec242110ec2b3 #d,-,18,3049,2346,1305,1201,7,214973,13328,3049,2347,1339,3045,2344,1298,98,100,0,500,3098;
@400000005e1ec244112f8542 #d,-,18,3048,2344,1307,1201,7,214975,13328,3049,2346,1311,3048,2344,1305,99,100,0,500,3068;
@400000005e1ec24411493f92 #d,-,18,3047,2344,1307,1202,7,214977,13328,3048,2346,1308,3047,2344,1305,99,100,0,500,3070;
@400000005e1ec246115becfb #d,-,18,3046,2345,1306,1203,7,214979,13328,3047,2346,1308,3046,2343,1305,99,100,0,500,3068;
@400000005e1ec2461166bdce #d,-,18,3045,2346,1306,1204,7,214981,13328,3046,2346,1307,3045,2344,1305,99,100,0,500,3068;
@400000005e1ec2481177fc46 #d,-,18,3048,2346,1301,1205,7,214985,13329,3048,2347,1340,3045,2343,1298,98,100,0,500,3089;
@400000005e1ec2481182b216 #d,-,18,3047,2347,1305,1206,7,214987,13329,3048,2347,1308,3047,2345,1301,99,100,0,500,3077;
@400000005e1ec24a1193e82c #d,-,18,3046,2346,1305,1206,7,215004,13330,3047,2347,1307,3046,2345,1305,99,100,0,500,3068;
@400000005e1ec24a119e92d0 #d,-,18,3045,2347,1306,1207,7,214991,13329,3046,2347,1308,3045,2343,1305,99,100,0,500,3070;
@400000005e1ec24c11af6f7e #d,-,18,3045,2345,1305,1208,7,214993,13329,3045,2347,1307,3045,2344,1305,99,100,0,500,3068;
@400000005e1ec24c11b9e32e #d,-,18,3047,2346,1298,1209,7,214996,13329,3047,2347,1339,3045,2345,1297,98,100,0,500,3082;
@400000005e1ec24e11cacb0a #d,-,18,3047,2348,1305,1210,7,214999,13329,3047,2348,1309,3047,2345,1298,98,100,0,500,3084;
@400000005e1ec24e11d55e64 #d,-,18,3046,2347,1306,1211,7,215015,13330,3047,2349,1306,3046,2345,1304,99,100,0,500,3068;
@400000005e1ec25011e59e9c #d,-,18,3045,2346,1304,1211,7,215003,13330,3046,2348,1307,3045,2345,1304,99,100,0,500,3068;
@400000005e1ec25011f10472 #d,-,18,3045,2347,1306,1212,7,215005,13330,3045,2348,1307,3045,2345,1304,99,100,0,500,3068;
@400000005e1ec25212021bcc #d,-,18,3045,2345,1301,1213,7,215008,13330,3045,2347,1338,3045,2344,1301,99,100,0,500,3075;
@400000005e1ec252120cbe0e #d,-,18,3046,2346,1307,1214,7,215010,13330,3046,2346,1308,3045,2344,1298,98,100,0,501,3088;
@400000005e1ec254121df7de #d,-,18,3046,2345,1306,1215,7,215012,13330,3046,2347,1307,3046,2345,1304,99,100,0,501,3066;
@400000005e1ec2541228a281 #d,-,18,3045,2346,1306,1216,7,215014,13330,3046,2348,1307,3045,2345,1304,99,100,0,500,3068;
@400000005e1ec2561239f841 #d,-,18,3044,2348,1306,1216,7,215016,13331,3045,2348,1306,3044,2345,1303,99,100,0,500,3068;
@400000005e1ec2561244c649 #d,-,18,3044,2348,1311,1217,7,215020,13331,3044,2349,1337,3044,2347,1304,99,100,0,500,3072;
@400000005e1ec25812560fee #d,-,18,3046,2347,1305,1218,7,215022,13331,3046,2350,1311,3044,2347,1297,98,100,0,500,3095;
@400000005e1ec25812608758 #d,-,18,3046,2347,1305,1219,7,215024,13331,3046,2349,1306,3046,2347,1303,99,100,0,500,3068;
@400000005e1ec25a1270ac8e #d,-,18,3045,2348,1305,1220,7,215040,13332,3046,2350,1306,3045,2347,1303,99,100,0,500,3068;
@400000005e1ec25a127c1263 #d,-,18,3044,2347,1304,1221,7,215028,13331,3045,2350,1306,3044,2347,1303,99,100,0,500,3070;
@400000005e1ec25c128d1da2 #d,-,18,3044,2348,1325,1222,7,215031,13331,3044,2349,1338,3044,2347,1303,99,100,0,500,3068;
@400000005e1ec25c1297d72c #d,-,18,3046,2349,1304,1222,7,215033,13332,3046,2349,1325,3044,2347,1296,98,100,0,500,3096;
@400000005e1ec25e12a8fe5c #d,-,18,3046,2348,1303,1223,7,215050,13333,3046,2349,1305,3046,2347,1303,99,100,0,500,3068;
@400000005e1ec25e12b3a8ff #d,-,18,3045,2349,1304,1224,7,215052,13333,3046,2350,1306,3045,2346,1303,99,100,0,500,3070;
@400000005e1ec26012c4c325 #d,-,18,3044,2349,1303,1225,7,215039,13332,3045,2351,1307,3044,2347,1302,99,100,0,500,3068;
@400000005e1ec26012cf7181 #d,-,18,3044,2348,1334,1226,7,215042,13332,3044,2350,1336,3044,2347,1303,99,100,0,500,3068;
@400000005e1ec26212dff4c7 #d,-,18,3047,2350,1304,1227,7,215044,13332,3047,2350,1334,3044,2348,1296,98,100,0,500,3098;
@400000005e1ec26212ea64be #d,-,18,3046,2348,1303,1227,7,215046,13332,3047,2350,1306,3046,2348,1303,99,100,0,500,3068;
@400000005e1ec26412faead0 #d,-,18,3045,2348,1301,1228,7,215048,13333,3046,2349,1306,3045,2348,1301,99,100,0,500,3068;
@400000005e1ec2641305d01f #d,-,18,3044,2349,1303,1229,7,215050,13333,3045,2350,1306,3044,2347,1301,99,100,0,500,3066;
@400000005e1ec2661316624c #d,-,18,3044,2345,1338,1230,7,215053,13333,3044,2349,1338,3044,2345,1303,99,100,0,500,3068;
@400000005e1ec2661321207e #d,-,18,3047,2347,1305,1231,7,215056,13333,3047,2347,1340,3044,2344,1298,98,100,0,500,3100;
@400000005e1ec26813324a79 #d,-,18,3046,2347,1304,1232,7,215058,13333,3047,2348,1306,3046,2346,1303,99,100,0,500,3066;
@400000005e1ec268133cf162 #d,-,18,3045,2350,1303,1233,7,215060,13333,3046,2351,1306,3045,2347,1302,99,100,0,500,3066;
@400000005e1ec26a134de913 #d,-,18,3044,2347,1304,1233,7,215076,13334,3045,2350,1306,3044,2347,1303,99,100,0,500,3068;
@400000005e1ec26a13589b29 #d,-,18,3044,2351,1329,1234,7,215064,13334,3044,2351,1329,3044,2346,1303,99,100,0,500,3068;
@400000005e1ec26c1369a2af #d,-,18,3047,2350,1304,1235,7,215067,13334,3047,2352,1335,3044,2350,1296,98,100,0,500,3102;
@400000005e1ec26c13741a19 #d,-,18,3046,2350,1302,1236,7,215069,13334,3047,2352,1306,3046,2349,1301,99,100,0,500,3066;
@400000005e1ec26e13845a51 #d,-,18,3045,2351,1303,1237,7,215071,13334,3046,2352,1304,3045,2350,1300,99,100,0,500,3068;
@400000005e1ec26e138fa8de #d,-,18,3045,2350,1303,1238,7,215087,13335,3045,2353,1304,3045,2350,1301,99,100,0,500,3068;
@400000005e1ec270139feccf #d,-,18,3044,2352,1318,1238,7,215075,13334,3045,2353,1318,3044,2349,1301,99,100,0,500,3068;
@400000005e1ec27013ab4b31 #d,-,18,3047,2352,1302,1239,7,215078,13334,3047,2353,1335,3044,2350,1294,98,100,0,500,3098;
@400000005e1ec27213bc8501 #d,-,18,3045,2350,1303,1240,7,215080,13334,3047,2352,1304,3045,2350,1301,99,100,0,500,3063;
@400000005e1ec27213c72fa4 #d,-,18,3045,2351,1303,1241,7,215096,13335,3045,2353,1305,3045,2350,1301,99,100,0,500,3068;
@400000005e1ec27413d856d4 #d,-,18,3044,2350,1303,1242,7,215098,13336,3045,2352,1304,3044,2350,1302,99,100,0,500,3068;
@400000005e1ec27413e2f915 #d,-,18,3044,2352,1305,1243,7,215086,13335,3044,2352,1305,3044,2350,1301,99,100,0,500,3068;
@400000005e1ec27613f442bb #d,-,18,3047,2352,1299,1244,7,215089,13335,3047,2353,1334,3044,2351,1294,98,100,0,500,3096;
@400000005e1ec27613feab3e #d,-,18,3046,2352,1233,1244,7,215089,13335,3047,2354,1304,3046,2352,1233,99,100,0,500,3070;
@400000005e1ec278140ec812 #d,-,18,2946,2356,1253,1245,7,215100,13336,3046,2357,1271,2946,2352,1233,98,100,0,500,2983;
@400000005e1ec2781419669a #d,-,18,2946,2356,1281,1246,7,215084,13335,2946,2358,1281,2946,2355,1253,98,100,0,500,2977;
@400000005e1ec27a142ab3f9 #d,-,18,2952,2354,1287,1247,7,215085,13335,2952,2357,1292,2946,2354,1281,97,100,0,500,3022;
@400000005e1ec27a14356ab7 #d,-,18,3038,2355,1285,1248,7,215087,13335,3038,2357,1321,2952,2354,1281,99,100,0,500,3057;
@400000005e1ec27c144690f8 #d,-,18,3035,2354,1292,1248,7,215088,13335,3038,2356,1297,3035,2354,1285,99,100,0,500,3056;
@400000005e1ec27c145147b7 #d,-,18,3034,2356,1299,1249,7,215104,13336,3035,2356,1306,3034,2353,1292,99,100,0,500,3052;
@400000005e1ec27e14629c89 #d,-,18,3034,2355,1296,1250,7,215091,13335,3034,2356,1299,3034,2354,1292,98,100,0,500,3068;
@400000005e1ec27e146d4373 #d,-,18,3034,2353,1296,1251,7,215093,13335,3034,2356,1300,3034,2352,1296,99,100,0,500,3056;
@400000005e1ec280147e85a5 #d,-,18,3036,2354,1291,1252,7,215096,13335,3036,2354,1330,3034,2352,1291,98,100,0,500,3072;
@400000005e1ec28014893f2f #d,-,18,3036,2357,1295,1253,7,215111,13336,3036,2357,1300,3036,2353,1291,98,100,0,501,3073;
@400000005e1ec282149a00db #d,-,18,3035,2353,1296,1253,7,215098,13336,3036,2357,1298,3035,2352,1294,99,100,0,500,3059;
@400000005e1ec28214a46870 #d,-,18,3035,2355,1296,1254,7,215100,13336,3035,2356,1298,3035,2352,1296,99,100,0,500,3059;
@400000005e1ec28414b4ac61 #d,-,18,3034,2355,1297,1255,7,215101,13336,3035,2357,1298,3034,2354,1295,99,100,0,500,3059;
@400000005e1ec28414c01e52 #d,-,18,3035,2356,1292,1256,7,215119,13337,3035,2356,1327,3034,2353,1292,99,100,0,500,3064;
@400000005e1ec28614d10ad5 #d,-,18,3037,2357,1295,1257,7,215106,13336,3037,2357,1299,3035,2355,1288,98,100,0,500,3080;
@400000005e1ec28614dbd434 #d,-,18,3036,2357,1294,1258,7,215107,13336,3037,2357,1297,3036,2355,1293,99,100,0,500,3059;
@400000005e1ec28814ed11be #d,-,18,3035,2354,1297,1259,7,215109,13336,3036,2357,1299,3035,2354,1294,99,100,0,500,3061;
@400000005e1ec28814f7c01b #d,-,18,3034,2354,1296,1259,7,215110,13336,3035,2356,1298,3034,2353,1295,99,100,0,500,3059;
@400000005e1ec28a1509024d #d,-,18,3035,2353,1306,1260,7,215113,13337,3035,2356,1332,3034,2353,1296,99,100,0,500,3061;
@400000005e1ec28a1513a936 #d,-,18,3037,2354,1298,1261,7,215114,13337,3037,2355,1306,3035,2353,1289,98,100,0,500,3086;
@400000005e1ec28c1524e306 #d,-,18,3037,2353,1298,1262,7,215116,13337,3037,2355,1299,3037,2353,1296,99,100,0,500,3061;
@400000005e1ec28c152f5a70 #d,-,18,3036,2354,1299,1263,7,215118,13337,3037,2355,1300,3036,2352,1296,99,100,0,500,3061;
@400000005e1ec28e1540b031 #d,-,18,3036,2356,1299,1264,7,215119,13337,3036,2356,1300,3036,2353,1296,99,100,0,500,3063;
@400000005e1ec28e154b33b7 #d,-,18,3035,2356,1320,1264,7,215122,13337,3036,2356,1328,3035,2353,1296,99,100,0,500,3061;
@400000005e1ec290155b6c7b #d,-,18,3038,2354,1299,1265,7,215124,13337,3038,2356,1320,3035,2354,1290,98,100,0,500,3088;
@400000005e1ec2901566dd7e #d,-,18,3038,2355,1297,1266,7,215125,13337,3038,2357,1299,3038,2354,1295,99,100,0,500,3063;
@400000005e1ec29215782bcb #d,-,18,3037,2354,1299,1267,7,215127,13337,3038,2357,1299,3037,2354,1296,99,100,0,500,3061;
@400000005e1ec2921582edb6 #d,-,18,3037,2355,1297,1268,7,215128,13337,3037,2356,1299,3037,2354,1295,99,100,0,500,3061;
@400000005e1ec294159413f8 #d,-,18,3036,2353,1329,1269,7,215145,13339,3037,2356,1331,3036,2353,1296,99,100,0,500,3059;
@400000005e1ec294159ec255 #d,-,18,3039,2354,1298,1270,7,215146,13339,3039,2356,1329,3036,2353,1289,98,100,0,500,3091;
@400000005e1ec29615b00fb3 #d,-,18,3038,2355,1297,1270,7,215134,13338,3039,2356,1299,3038,2354,1296,99,100,0,500,3059;
@400000005e1ec29615bac672 #d,-,18,3037,2354,1297,1271,7,215135,13338,3038,2356,1298,3037,2353,1296,99,100,0,500,3061;
@400000005e1ec29815cb8376 #d,-,18,3036,2355,1296,1272,7,215137,13338,3037,2357,1299,3036,2354,1295,99,100,0,500,3061;
@400000005e1ec29815d5f727 #d,-,18,3036,2355,1328,1273,7,215139,13338,3036,2356,1328,3036,2353,1296,99,100,0,500,3059;
@400000005e1ec29a15e623d0 #d,-,18,3039,2353,1300,1274,7,215141,13338,3039,2356,1329,3036,2351,1289,98,100,0,500,3091;
@400000005e1ec29a15f185eb #d,-,18,3038,2354,1297,1275,7,215143,13338,3039,2354,1301,3038,2352,1297,99,100,0,500,3059;
@400000005e1ec29c16023b7c #d,-,18,3037,2356,1298,1275,7,215144,13338,3038,2356,1300,3037,2354,1296,99,100,0,500,3061;
@400000005e1ec29c160d3814 #d,-,18,3037,2356,1295,1276,7,215146,13339,3037,2356,1299,3037,2355,1295,99,100,0,500,3061;
@400000005e1ec29e161b709e #d,-,18,3037,2357,1321,1277,7,215148,13339,3037,2357,1321,3037,2355,1295,99,100,0,500,3063;
@400000005e1ec29e16247cd1 #d,-,18,3040,2354,1300,1278,7,215150,13339,3040,2357,1331,3037,2352,1291,98,100,0,500,3093;
@400000005e1ec2a016350b44 #d,-,18,3039,2354,1292,1279,7,215152,13339,3040,2354,1300,3039,2352,1292,99,100,0,500,3059;
@400000005e1ec2a0163f963d #d,-,18,3037,2354,1298,1280,7,215153,13339,3039,2355,1299,3037,2352,1292,99,100,0,500,3059;
@400000005e1ec2a2164fcf02 #d,-,18,3037,2354,1298,1280,7,215154,13339,3037,2354,1300,3037,2353,1297,99,100,0,500,3061;
@400000005e1ec2a2165b2502 #d,-,18,3037,2354,1311,1281,7,215170,13340,3037,2355,1311,3037,2351,1298,99,100,0,500,3061;
@400000005e1ec2a4166c2c87 #d,-,18,3040,2352,1298,1282,7,215159,13339,3040,2354,1330,3037,2351,1291,98,100,0,500,3095;
@400000005e1ec2a41676f22d #d,-,18,3039,2353,1299,1283,7,215160,13339,3040,2353,1302,3039,2351,1298,99,100,0,500,3059;
@400000005e1ec2a61687ed97 #d,-,18,3038,2350,1302,1284,7,215162,13340,3039,2353,1303,3038,2347,1299,99,100,0,500,3061;
@400000005e1ec2a616928d0d #d,-,18,3038,2349,1300,1285,7,215164,13340,3038,2351,1302,3038,2349,1298,99,100,0,500,3063;
@400000005e1ec2a816a3c6dd #d,-,18,3037,2351,1303,1285,7,215165,13340,3038,2351,1303,3037,2348,1299,99,100,0,500,3063;
@400000005e1ec2a816ae78f3 #d,-,18,3041,2347,1299,1286,7,215182,13341,3041,2352,1333,3037,2347,1294,98,100,0,500,3089;
@400000005e1ec2aa16bfaf0a #d,-,18,3040,2348,1301,1287,7,215170,13340,3041,2348,1303,3040,2347,1299,99,100,0,500,3068;
@400000005e1ec2aa16ca328f #d,-,18,3039,2350,1301,1288,7,215185,13341,3040,2351,1302,3039,2348,1300,99,100,0,500,3063;
@400000005e1ec2ac16da99e5 #d,-,18,3039,2350,1301,1289,7,215173,13340,3039,2351,1303,3039,2350,1300,99,100,0,500,3064;
@400000005e1ec2ac16e5ffba #d,-,18,3038,2350,1301,1290,7,215174,13340,3039,2351,1301,3038,2350,1298,99,100,0,500,3064;
@400000005e1ec2ae16f64fc7 #d,-,18,3041,2352,1295,1290,8,215177,13341,3041,2352,1331,3038,2350,1293,98,100,0,500,3080;
@400000005e1ec2ae17019e54 #d,-,18,3040,2350,1300,1291,8,215179,13341,3041,2352,1302,3040,2350,1295,98,100,0,500,3073;
@400000005e1ec2b01712e7f9 #d,-,18,3040,2350,1300,1292,8,215180,13341,3040,2352,1302,3040,2350,1298,99,100,0,500,3063;
@400000005e1ec2b0171d929c #d,-,18,3039,2352,1300,1293,8,215182,13341,3040,2352,1301,3039,2350,1299,99,100,0,500,3063;
@400000005e1ec2b2172ebc97 #d,-,18,3038,2351,1301,1294,8,215184,13341,3039,2352,1302,3038,2349,1298,99,100,0,500,3063;
@400000005e1ec2b217396af4 #d,-,18,3040,2348,1293,1295,8,215186,13341,3040,2352,1334,3038,2348,1293,98,100,0,500,3075;
@400000005e1ec2b4174ab588 #d,-,18,3041,2348,1302,1296,8,215188,13341,3041,2351,1304,3040,2348,1293,98,100,0,500,3079;
@400000005e1ec2b417552490 #d,-,18,3040,2347,1301,1296,8,215189,13341,3041,2350,1302,3040,2347,1300,99,100,0,500,3064;
@400000005e1ec2b617667a51 #d,-,18,3039,2349,1302,1297,8,215191,13341,3040,2350,1304,3039,2347,1300,99,100,0,500,3063;
@400000005e1ec2b61770df1b #d,-,18,3039,2349,1317,1298,8,215193,13341,3039,2350,1317,3039,2349,1299,99,100,0,500,3063;
@400000005e1ec2b8179185b9 #d,-,18,3041,2350,1300,1299,8,215196,13342,3041,2351,1332,3039,2348,1300,98,100,0,500,3084;
@400000005e1ec2b8179e0979 #d,-,18,3044,2347,1304,1300,8,215198,13342,3044,2350,1308,3041,2347,1297,98,100,0,500,3091;
@400000005e1ec2ba17ae4509 #d,-,18,3044,2349,1304,1301,8,215214,13343,3044,2349,1307,3044,2347,1304,99,100,0,500,3073;
@400000005e1ec2ba17b98c23 #d,-,18,3044,2347,1304,1301,8,215202,13342,3044,2349,1307,3044,2346,1304,99,100,0,500,3073;
@400000005e1ec2bc17cad20e #d,-,18,3044,2349,1306,1302,8,215218,13343,3044,2350,1307,3044,2346,1304,99,100,0,500,3072;
@400000005e1ec2bc17d5a789 #d,-,18,3044,2348,1315,1303,8,215208,13342,3044,2350,1339,3044,2348,1303,99,100,0,500,3073;
@400000005e1ec2be17e0599f #d,-,18,3047,2349,1305,1304,8,215209,13343,3047,2350,1315,3044,2348,1297,98,100,0,500,3098;
@400000005e1ec2be17e5b0ce #d,-,18,3047,2349,1305,1305,8,215211,13343,3047,2350,1306,3047,2348,1303,99,100,0,500,3073;
@400000005e1ec2c017f5cda2 #d,-,18,3217,2350,1525,1306,8,215235,13344,3217,2351,1583,3047,2349,1305,100,100,0,500,3217;
@400000005e1ec2c0180080a7 #d,-,18,3349,2353,1079,1307,8,215226,13344,3349,2353,1525,3217,2349,1079,96,100,0,500,3479;
@400000005e1ec2c2180bca8b #d,-,18,2573,2350,1051,1307,8,215205,13342,3349,2353,1191,2573,2350,1020,99,100,0,500,2598;
@400000005e1ec2c21812c02a #d,-,18,2481,2348,1425,1308,8,215205,13342,2573,2352,1429,2481,2348,1021,97,100,0,500,2552;
@400000005e1ec2c4181e35d5 #d,-,18,2783,2352,1153,1309,8,215175,13340,2783,2353,1425,2481,2348,1118,99,100,0,500,2808;
@400000005e1ec2c41824a646 #d,-,18,2687,2349,1152,1310,8,215161,13339,2783,2352,1159,2687,2349,1143,98,100,0,500,2721;
@400000005e1ec2c618304e3b #d,-,18,2685,2351,1148,1310,8,215146,13339,2687,2353,1155,2685,2349,1146,99,100,0,500,2708;
@400000005e1ec2c618371549 #d,-,18,2683,2352,1179,1311,8,215132,13338,2685,2352,1180,2683,2350,1147,99,100,0,500,2707;
@400000005e1ec2c818433650 #d,-,18,2686,2351,1149,1312,8,215117,13337,2686,2352,1179,2683,2350,1141,98,100,0,500,2737;
@400000005e1ec2c8184b3ccf #d,-,18,2684,2351,1149,1312,8,215103,13336,2686,2351,1150,2684,2350,1148,99,100,0,500,2707;
@400000005e1ec2ca1857d7d8 #d,-,18,2683,2349,1150,1313,8,215088,13335,2684,2352,1150,2683,2349,1148,99,100,0,500,2708;
@400000005e1ec2ca1860d07c #d,-,18,2682,2351,1149,1314,8,215073,13334,2683,2351,1150,2682,2349,1147,99,100,0,500,2708;
@400000005e1ec2cc186f5afb #d,-,18,2681,2353,1178,1315,8,215073,13334,2682,2354,1178,2681,2351,1147,99,100,0,500,2707;
@400000005e1ec2cc18785847 #d,-,18,2683,2351,1149,1315,8,215058,13333,2683,2354,1180,2681,2351,1141,97,100,0,500,2739;
@400000005e1ec2ce18876bae #d,-,18,2682,2353,1149,1316,8,215044,13332,2683,2353,1150,2682,2351,1148,99,100,0,500,2707;
@400000005e1ec2ce1891814e #d,-,18,2681,2351,1149,1317,8,215015,13330,2682,2353,1150,2681,2351,1147,99,100,0,500,2708;
@400000005e1ec2d018a1b56b #d,-,18,2680,2353,1148,1318,8,215001,13330,2681,2354,1150,2680,2350,1147,98,100,0,500,2708;
@400000005e1ec2d018ad23a2 #d,-,18,2680,2350,1173,1318,8,214986,13329,2680,2353,1173,2680,2350,1148,98,100,0,500,2708;
@400000005e1ec2d218bdc0fb #d,-,18,2683,2352,1150,1319,8,214973,13328,2683,2353,1182,2680,2350,1141,97,100,0,500,2741;
@400000005e1ec2d218c84ce3 #d,-,18,2682,2350,1150,1320,8,214958,13327,2683,2352,1151,2682,2350,1147,99,100,0,500,2707;
@400000005e1ec2d418d9634f #d,-,18,2680,2350,1148,1321,8,214943,13326,2682,2351,1150,2680,2349,1148,98,100,0,500,2708;
@400000005e1ec2d418e3f2f0 #d,-,18,2680,2351,1148,1321,8,214929,13325,2680,2352,1149,2680,2350,1148,99,100,0,500,2707;
@400000005e1ec2d618f43a9b #d,-,18,2679,2351,1161,1322,8,214914,13324,2680,2352,1161,2679,2351,1148,98,100,0,500,2708;
@400000005e1ec2d618fe934a #d,-,18,2682,2348,1149,1323,8,214901,13323,2682,2351,1181,2679,2348,1140,97,100,0,500,2737;
@400000005e1ec2d8190e8cba #d,-,18,2681,2350,1149,1324,8,214886,13322,2682,2350,1152,2681,2348,1148,99,100,0,500,2707;
@400000005e1ec2d81919f737 #d,-,18,2680,2354,1144,1324,8,214885,13322,2681,2356,1150,2680,2349,1144,99,100,0,500,2707;
@400000005e1ec2da1928c3d6 #d,-,18,2679,2351,1147,1325,8,214857,13321,2680,2354,1149,2679,2351,1144,98,100,0,500,2707;
@400000005e1ec2da1931955d #d,-,18,2678,2353,1148,1326,8,214842,13320,2679,2355,1149,2678,2351,1146,98,100,0,500,2707;
@400000005e1ec2dc19403f86 #d,-,18,2681,2353,1148,1327,8,214829,13319,2681,2354,1179,2678,2353,1139,98,100,0,500,2732;
@400000005e1ec2dc194930b7 #d,-,18,2680,2355,1146,1327,8,214815,13318,2681,2355,1150,2680,2352,1146,98,100,0,500,2710;
@400000005e1ec2de19591efa #d,-,18,2679,2353,1146,1328,8,214800,13317,2680,2355,1148,2679,2352,1145,99,100,0,500,2705;
@400000005e1ec2de1963ffa1 #d,-,18,2678,2355,1148,1329,8,214786,13316,2679,2356,1148,2678,2353,1145,98,100,0,500,2707;
@400000005e1ec2e019752317 #d,-,18,2678,2357,1151,1330,8,214772,13315,2678,2358,1154,2678,2355,1148,98,100,0,500,2712;
@400000005e1ec2e0197fae10 #d,-,18,2681,2357,1139,1330,8,214759,13315,2681,2358,1176,2678,2355,1137,98,100,0,500,2733;
@400000005e1ec2e21990a207 #d,-,18,2680,2355,1144,1331,8,214744,13314,2681,2358,1147,2680,2355,1139,98,100,0,500,2714;
@400000005e1ec2e2199b2d00 #d,-,18,2679,2357,1145,1332,8,214730,13313,2680,2358,1146,2679,2355,1144,98,100,0,500,2707;
@400000005e1ec2e419ac7f07 #d,-,18,2678,2356,1144,1332,8,214715,13312,2679,2357,1146,2678,2355,1144,99,100,0,500,2705;
@400000005e1ec2e419b6f2b7 #d,-,18,2678,2358,1145,1333,8,214701,13311,2678,2359,1146,2678,2356,1143,98,100,0,500,2707;
@400000005e1ec2e619c838a3 #d,-,18,2679,2358,1138,1334,8,214688,13310,2679,2358,1177,2678,2357,1138,98,100,0,500,2717;
@400000005e1ec2e619d2b780 #d,-,18,2680,2358,1144,1335,8,214673,13309,2680,2359,1146,2679,2357,1137,98,100,0,500,2723;
@400000005e1ec2e819e2c927 #d,-,18,2679,2359,1145,1335,8,214659,13308,2680,2360,1146,2679,2358,1143,98,100,0,500,2708;
@400000005e1ec2e819ee4ea7 #d,-,18,2678,2360,1143,1336,8,214644,13307,2679,2360,1145,2678,2359,1143,98,100,0,500,2707;
@400000005e1ec2ea19ff4dca #d,-,18,2677,2359,1144,1337,8,214630,13307,2678,2360,1145,2677,2358,1143,98,100,0,500,2705;
@400000005e1ec2ea1a09ec52 #d,-,18,2678,2359,1142,1338,8,214617,13306,2678,2360,1177,2677,2357,1142,98,100,0,500,2712;
@400000005e1ec2ec1a1b0eda #d,-,18,2679,2356,1145,1338,8,214603,13305,2679,2359,1147,2678,2356,1138,98,100,0,500,2730;
@400000005e1ec2ec1a25a5ee #d,-,18,2679,2358,1146,1339,8,214602,13305,2679,2359,1146,2679,2356,1145,98,100,0,500,2708;
@400000005e1ec2ee1a36c964 #d,-,18,2678,2355,1146,1340,8,214588,13304,2679,2358,1147,2678,2355,1145,98,100,0,500,2708;
@400000005e1ec2ee1a416432 #d,-,18,2677,2357,1143,1341,8,214560,13302,2678,2357,1147,2677,2355,1143,98,100,0,500,2707;
@400000005e1ec2f01a527a9e #d,-,18,2677,2355,1155,1341,8,214547,13301,2677,2357,1176,2677,2354,1143,98,100,0,500,2707;
@400000005e1ec2f01a5cee4f #d,-,18,2680,2357,1146,1342,8,214533,13301,2680,2357,1155,2677,2354,1141,97,100,0,500,2735;
@400000005e1ec2f21a6d0fcb #d,-,18,2679,2354,1145,1343,8,214519,13300,2680,2357,1147,2679,2354,1145,98,100,0,500,2708;
@400000005e1ec2f21a7871e7 #d,-,18,2678,2354,1145,1344,8,214505,13299,2679,2355,1147,2678,2354,1145,98,100,0,500,2708;
@400000005e1ec2f41a894633 #d,-,18,2678,2354,1147,1344,8,214491,13298,2678,2355,1147,2678,2354,1145,98,100,0,500,2707;
@400000005e1ec2f41a93e4bb #d,-,18,2677,2353,1170,1345,8,214478,13297,2678,2355,1178,2677,2353,1147,98,100,0,500,2708;
@400000005e1ec2f61aa4cc96 #d,-,18,2680,2354,1147,1346,8,214464,13296,2680,2355,1170,2677,2353,1141,97,100,0,500,2737;
@400000005e1ec2f61aaf587d #d,-,18,2680,2354,1148,1347,8,214450,13295,2680,2355,1148,2680,2353,1146,98,100,0,500,2708;
@400000005e1ec2f81ac06b30 #d,-,18,2679,2354,1147,1347,8,214436,13295,2680,2354,1149,2679,2353,1146,98,100,0,500,2708;
@400000005e1ec2f81acb05fe #d,-,18,2678,2352,1147,1348,8,214422,13294,2679,2354,1148,2678,2352,1147,98,100,0,500,2708;
@400000005e1ec2fa1adbf63b #d,-,18,2678,2355,1178,1349,8,214409,13293,2678,2355,1178,2678,2352,1147,98,100,0,500,2707;
@400000005e1ec2fa1ae6715f #d,-,18,2681,2355,1146,1350,8,214395,13292,2681,2356,1178,2678,2355,1140,97,100,0,500,2737;
@400000005e1ec2fc1aef4f01 #d,-,18,2679,2352,1152,1350,8,214381,13291,2681,2356,1152,2679,2352,1146,98,100,0,500,2707;
@400000005e1ec2fc1af31c3c #d,-,18,3053,2353,1532,1351,8,214404,13293,3053,2353,1532,2679,2351,1152,100,100,0,500,3053;
@400000005e1ec2fe1afaebc9 #d,-,18,3298,2354,1296,1352,8,214406,13293,3298,2355,1532,3053,2353,1252,97,100,0,500,3385;
@400000005e1ec2fe1afe8d3f #d,-,18,3027,2354,1331,1353,8,214409,13293,3298,2355,1331,3027,2354,1290,99,100,0,500,3048;
