@400000005e58c53526373c02 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e58c53614849f79 #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e58c6b62c8d4a03 #d,-,18,3237,2371,1452,329,2,222325,13784,3237,2371,1457,3232,2369,1440,93,100,0,500,3476;
@400000005e58c6b82c9c4621 #d,-,18,3243,2372,1454,330,2,222360,13786,3243,2372,1461,3237,2370,1441,92,100,0,500,3488;
@400000005e58c6b82ca5d782 #d,-,18,3247,2373,1454,331,2,222395,13788,3247,2373,1459,3243,2372,1445,93,100,0,500,3486;
@400000005e58c6ba2cb4a421 #d,-,18,3251,2373,1448,332,2,222427,13790,3251,2373,1461,3247,2373,1438,93,100,0,500,3483;
@400000005e58c6ba2cbdf71c #d,-,18,3255,2372,1458,333,2,222462,13792,3255,2373,1458,3251,2372,1443,93,100,0,500,3490;
@400000005e58c6bc2cccf33a #d,-,18,3257,2371,1447,334,2,222495,13794,3257,2373,1458,3255,2370,1442,93,100,0,500,3481;
@400000005e58c6bc2cd61e28 #d,-,18,3261,2371,1455,334,2,222528,13796,3261,2372,1457,3257,2370,1438,93,100,0,500,3483;
@400000005e58c6be2ce506b8 #d,-,18,3263,2370,1456,335,2,222562,13798,3263,2372,1456,3261,2370,1438,93,100,0,500,3488;
@400000005e58c6be2cee9f8c #d,-,18,3265,2372,1448,336,2,222595,13800,3265,2372,1457,3263,2370,1441,93,100,0,500,3481;
@400000005e58c6c02cfda7c6 #d,-,18,3267,2371,1460,337,2,222628,13802,3267,2372,1462,3265,2371,1440,93,100,0,500,3488;
@400000005e58c6c02d06db16 #d,-,18,3269,2370,1456,338,2,222661,13804,3269,2372,1460,3267,2369,1441,93,100,0,500,3490;
@400000005e58c6c22d152ea3 #d,-,18,3270,2369,1451,339,2,222694,13807,3270,2371,1459,3269,2369,1440,93,100,0,500,3483;
@400000005e58c6c22d1eef83 #d,-,18,3271,2370,1458,340,2,222726,13809,3271,2370,1458,3270,2369,1439,93,100,0,500,3488;
@400000005e58c6c42d2d914a #d,-,18,3273,2372,1455,341,2,222759,13811,3273,2372,1462,3271,2370,1441,93,100,0,500,3488;
@400000005e58c6c42d36e445 #d,-,18,3274,2371,1444,342,2,222790,13813,3274,2372,1459,3273,2371,1444,94,100,0,500,3481;
@400000005e58c6c62d45860d #d,-,18,3274,2371,1456,343,2,222823,13815,3274,2372,1460,3274,2370,1443,93,100,0,500,3488;
@400000005e58c6c62d4f4d72 #d,-,18,3275,2370,1454,344,2,222854,13816,3275,2371,1458,3274,2369,1438,93,100,0,500,3486;
@400000005e58c6c82d5dfffd #d,-,18,3276,2370,1443,344,2,222885,13818,3276,2371,1457,3275,2369,1440,94,100,0,500,3483;
@400000005e58c6c82d6755c3 #d,-,18,3276,2369,1457,345,2,222973,13824,3276,2370,1458,3276,2368,1443,93,100,0,500,3488;
@400000005e58c6ca2d763e52 #d,-,18,3277,2370,1447,346,2,222949,13822,3277,2370,1459,3276,2369,1443,94,100,0,500,3483;
@400000005e58c6ca2d7f6de9 #d,-,18,3277,2371,1441,347,2,223035,13828,3277,2371,1459,3277,2370,1441,94,100,0,500,3483;
@400000005e58c6cc2d8df868 #d,-,18,3278,2371,1455,348,2,223011,13826,3278,2371,1457,3277,2370,1439,94,100,0,500,3486;
@400000005e58c6cc2d97a5ba #d,-,18,3277,2369,1445,349,2,223096,13831,3278,2372,1459,3277,2369,1439,94,100,0,500,3486;
@400000005e58c6ce2da6a94b #d,-,18,3277,2369,1448,350,2,223125,13833,3277,2370,1463,3277,2368,1431,94,100,0,500,3479;
@400000005e58c6ce2dafd080 #d,-,18,3277,2369,1452,351,2,223101,13832,3277,2369,1459,3277,2368,1443,93,100,0,500,3488;
@400000005e58c6d02dbe4fd2 #d,-,18,3277,2370,1432,352,2,223129,13834,3277,2370,1456,3277,2369,1432,94,100,0,500,3486;
@400000005e58c6d02dc80c0a #d,-,18,3277,2371,1433,353,2,223212,13839,3277,2372,1465,3277,2370,1418,94,100,0,500,3472;
@400000005e58c6d22dd71356 #d,-,18,3276,2372,1457,354,2,223242,13841,3277,2372,1461,3276,2371,1433,94,100,0,500,3483;
@400000005e58c6d22de06a0a #d,-,18,3275,2372,1433,354,2,223212,13839,3276,2372,1457,3275,2371,1419,94,100,0,500,3479;
@400000005e58c6d42def9961 #d,-,18,3271,2372,1440,355,2,223239,13840,3275,2373,1469,3271,2371,1401,94,100,0,500,3448;
@400000005e58c6d42df8c096 #d,-,18,3272,2373,1457,356,2,223269,13842,3272,2373,1457,3271,2372,1439,93,100,0,500,3486;
@400000005e58c6d62e079951 #d,-,18,3273,2372,1449,357,2,223298,13844,3273,2373,1460,3272,2372,1443,93,100,0,500,3486;
@400000005e58c6d62e10e892 #d,-,18,3273,2372,1442,358,2,223327,13846,3273,2373,1461,3273,2371,1436,94,100,0,500,3481;
@400000005e58c6d82e1fcc79 #d,-,18,3274,2370,1459,359,2,223356,13848,3274,2372,1459,3273,2370,1440,93,100,0,500,3486;
@400000005e58c6d82e291800 #d,-,18,3275,2370,1448,360,2,223385,13849,3275,2371,1464,3274,2370,1430,93,100,0,500,3486;
@400000005e58c6da2e379ec6 #d,-,18,3275,2370,1438,361,2,223412,13851,3275,2370,1460,3275,2369,1438,94,100,0,500,3481;
@400000005e58c6da2e417600 #d,-,18,3275,2369,1455,362,2,223442,13853,3275,2371,1460,3275,2369,1438,93,100,0,500,3486;
@400000005e58c6dc2e507d4b #d,-,18,3275,2372,1451,363,2,223469,13855,3275,2372,1467,3275,2369,1413,93,100,0,500,3486;
@400000005e58c6dc2e59c8d3 #d,-,18,3275,2372,1442,364,2,223498,13856,3275,2372,1460,3275,2372,1436,94,100,0,500,3479;
@400000005e58c6de2e68a18d #d,-,18,3277,2372,1455,364,2,223527,13858,3277,2373,1461,3275,2371,1442,93,100,0,500,3490;
@400000005e58c6de2e71d124 #d,-,18,3277,2374,1449,365,2,223555,13860,3277,2375,1457,3277,2371,1441,94,100,0,500,3483;
@400000005e58c6e02e80f819 #d,-,18,3277,2375,1436,366,2,223583,13862,3277,2375,1458,3277,2374,1436,94,100,0,500,3486;
@400000005e58c6e02e8a42b2 #d,-,18,3278,2375,1454,367,2,223611,13863,3278,2376,1454,3277,2374,1436,93,100,0,500,3488;
@400000005e58c6e22e9984aa #d,-,18,3277,2374,1440,368,2,223639,13865,3278,2375,1458,3277,2374,1437,94,100,0,500,3486;
@400000005e58c6e22ea2bca2 #d,-,18,3278,2375,1441,369,2,223666,13867,3278,2375,1460,3277,2374,1438,93,100,0,500,3488;
@400000005e58c6e42eb108bb #d,-,18,3278,2374,1451,370,2,223695,13869,3278,2375,1460,3278,2374,1441,94,100,0,500,3486;
@400000005e58c6e42ebab8d8 #d,-,18,3278,2375,1437,371,2,223721,13870,3278,2375,1459,3278,2373,1434,94,100,0,500,3483;
@400000005e58c6e62ec9fbbe #d,-,18,3279,2376,1443,372,2,223748,13872,3279,2376,1457,3278,2375,1431,93,100,0,500,3490;
@400000005e58c6e62ed33a3c #d,-,18,3278,2375,1449,373,2,223776,13874,3279,2377,1458,3278,2374,1438,93,100,0,500,3488;
@400000005e58c6e82ee1c4bb #d,-,18,3279,2373,1444,374,2,223803,13875,3279,2375,1457,3278,2371,1442,94,100,0,500,3486;
@400000005e58c6e82eeb561c #d,-,18,3280,2375,1446,374,2,223831,13877,3280,2375,1459,3279,2372,1441,93,100,0,500,3493;
@400000005e58c6ea2efa71e4 #d,-,18,3280,2374,1451,375,2,223859,13879,3280,2375,1459,3280,2373,1440,93,100,0,500,3493;
@400000005e58c6ea2f03c898 #d,-,18,3280,2372,1442,376,2,223885,13880,3280,2374,1456,3280,2372,1438,94,100,0,500,3486;
@400000005e58c6ec2f12b4e1 #d,-,18,3281,2372,1449,377,2,223963,13885,3281,2372,1458,3280,2371,1439,94,100,0,500,3488;
@400000005e58c6ec2f1bdc17 #d,-,18,3280,2372,1451,378,2,223939,13884,3281,2372,1459,3280,2372,1442,94,100,0,500,3481;
@400000005e58c6ee2f29d281 #d,-,18,3280,2374,1442,379,2,223964,13885,3280,2374,1460,3280,2372,1438,94,100,0,500,3481;
@400000005e58c6ee2f32f243 #d,-,18,3280,2373,1456,380,2,223991,13887,3280,2374,1459,3280,2373,1430,93,100,0,500,3490;
@400000005e58c6f02f4299be #d,-,18,3279,2373,1450,381,2,224068,13892,3280,2373,1462,3279,2373,1433,94,100,0,500,3479;
@400000005e58c6f02f4bcdfd #d,-,18,3279,2371,1442,382,2,224042,13890,3279,2373,1461,3279,2370,1437,94,100,0,500,3483;
@400000005e58c6f22f5a8f6f #d,-,18,3280,2370,1453,383,2,224067,13892,3280,2371,1462,3279,2369,1438,94,100,0,500,3488;
@400000005e58c6f22f642fb6 #d,-,18,3279,2370,1449,384,2,224094,13893,3280,2370,1460,3279,2369,1440,94,100,0,500,3481;
@400000005e58c6f42f731fb9 #d,-,18,3279,2371,1448,384,2,224118,13895,3279,2371,1458,3279,2369,1439,94,100,0,500,3483;
@400000005e58c6f42f7c6b41 #d,-,18,3279,2373,1455,385,2,224194,13900,3279,2373,1457,3279,2371,1439,94,100,0,500,3488;
@400000005e58c6f62f8b99a9 #d,-,18,3279,2373,1452,386,2,224169,13898,3279,2373,1457,3279,2372,1445,94,100,0,500,3483;
@400000005e58c6f62f94d55c #d,-,18,3279,2374,1451,387,2,224194,13900,3279,2374,1458,3279,2372,1440,94,100,0,500,3483;
@400000005e58c6f82fa39e41 #d,-,18,3279,2372,1453,388,2,224219,13901,3279,2374,1456,3279,2372,1439,93,100,0,500,3490;
@400000005e58c6f82facec93 #d,-,18,3279,2373,1449,389,2,224245,13903,3279,2373,1456,3279,2372,1439,94,100,0,500,3481;
@400000005e58c6fa2fbbc194 #d,-,18,3279,2372,1448,390,2,224269,13904,3279,2374,1453,3279,2372,1441,94,100,0,500,3486;
@400000005e58c6fa2fc4e9b8 #d,-,18,3279,2373,1457,391,2,224294,13906,3279,2373,1457,3279,2372,1441,94,100,0,500,3486;
@400000005e58c6fc2fd3495f #d,-,18,3279,2373,1448,392,2,224319,13907,3279,2374,1457,3279,2372,1442,94,100,0,500,3479;
@400000005e58c6fc2fdd0951 #d,-,18,3279,2373,1455,393,2,224343,13909,3279,2374,1455,3279,2372,1439,94,100,0,500,3488;
@400000005e58c6fe2fec478f #d,-,18,3279,2373,1455,394,2,224368,13910,3279,2374,1457,3279,2372,1444,94,100,0,500,3488;
@400000005e58c6fe2ff596d0 #d,-,18,3279,2375,1446,395,2,224392,13912,3279,2375,1461,3279,2373,1440,94,100,0,500,3483;
@400000005e58c70030044c26 #d,-,18,3280,2373,1455,395,2,224465,13916,3280,2375,1456,3279,2373,1442,94,100,0,500,3488;
@400000005e58c700300d744a #d,-,18,3279,2372,1451,396,2,224441,13915,3280,2373,1457,3279,2370,1441,94,100,0,500,3488;
@400000005e58c702301c4d04 #d,-,18,3279,2374,1446,397,2,224464,13916,3279,2374,1457,3279,2370,1442,94,100,0,500,3481;
@400000005e58c702302593e4 #d,-,18,3279,2374,1457,398,2,224537,13921,3279,2374,1457,3279,2373,1439,94,100,0,500,3486;
@400000005e58c7043033feb8 #d,-,18,3280,2373,1449,399,2,224562,13922,3280,2374,1458,3279,2372,1443,93,100,0,500,3490;
@400000005e58c704303d26dc #d,-,18,3280,2373,1444,400,2,224536,13921,3280,2373,1458,3280,2372,1444,94,100,0,500,3481;
@400000005e58c706304b72f5 #d,-,18,3280,2373,1456,401,2,224560,13922,3280,2373,1458,3280,2371,1443,94,100,0,500,3486;
@400000005e58c7063055142b #d,-,18,3279,2374,1451,402,2,224584,13924,3280,2374,1456,3279,2372,1443,94,100,0,500,3483;
@400000005e58c70830640f5b #d,-,18,3280,2373,1445,403,2,224607,13925,3280,2374,1456,3279,2372,1445,94,100,0,500,3488;
@400000005e58c708306d4b0d #d,-,18,3281,2372,1455,403,2,224632,13927,3281,2373,1460,3280,2372,1443,93,100,0,500,3493;
@400000005e58c70a307bba8a #d,-,18,3281,2373,1447,404,2,224655,13928,3281,2374,1458,3281,2372,1446,94,100,0,500,3488;
@400000005e58c70a30856333 #d,-,18,3281,2372,1442,405,2,224678,13930,3281,2373,1459,3281,2372,1442,94,100,0,500,3486;
@400000005e58c70c30944f7c #d,-,18,3281,2370,1457,406,2,224702,13931,3281,2372,1457,3281,2370,1441,94,100,0,500,3486;
@400000005e58c70c309d965c #d,-,18,3281,2369,1447,407,2,224726,13933,3281,2371,1458,3281,2368,1444,94,100,0,500,3483;
@400000005e58c70e30aca609 #d,-,18,3281,2370,1449,408,2,224748,13934,3281,2370,1461,3281,2368,1445,94,100,0,500,3488;
@400000005e58c70e30b5cd3e #d,-,18,3281,2369,1456,409,2,224772,13935,3281,2370,1461,3281,2369,1447,94,100,0,500,3483;
@400000005e58c71030c49e85 #d,-,18,3280,2370,1445,410,2,224794,13937,3281,2370,1460,3280,2369,1439,94,100,0,500,3486;
@400000005e58c71030cdedc6 #d,-,18,3281,2368,1448,411,2,224816,13938,3281,2370,1458,3280,2367,1440,94,100,0,500,3481;
@400000005e58c71230dd13cd #d,-,18,3280,2368,1451,412,2,224840,13940,3281,2368,1458,3280,2367,1446,94,100,0,500,3486;
@400000005e58c71230e63faa #d,-,18,3280,2367,1448,413,2,224862,13941,3280,2369,1460,3280,2366,1446,94,100,0,500,3483;
@400000005e58c71430f4c2b6 #d,-,18,3281,2367,1449,413,2,224884,13942,3281,2369,1461,3280,2367,1446,94,100,0,500,3483;
@400000005e58c71430fe82a8 #d,-,18,3280,2369,1438,414,2,224903,13943,3281,2369,1459,3280,2367,1427,94,100,0,500,3483;
@400000005e58c716310dbd2c #d,-,18,3228,2368,1438,415,2,224965,13947,3280,2369,1452,3228,2368,1416,94,100,0,500,3434;
@400000005e58c716311713e0 #d,-,18,3231,2368,1439,416,2,224983,13948,3231,2368,1445,3228,2367,1436,93,100,0,500,3457;
@400000005e58c71831257fa3 #d,-,18,3233,2365,1445,417,2,225000,13950,3233,2368,1445,3231,2365,1438,93,100,0,500,3457;
@400000005e58c718312f14be #d,-,18,3235,2365,1437,418,2,225018,13951,3235,2366,1445,3233,2365,1436,93,100,0,500,3455;
@400000005e58c71a313dfc5f #d,-,18,3237,2366,1441,419,2,225035,13952,3237,2366,1447,3235,2364,1436,93,100,0,500,3457;
@400000005e58c71a31474ba0 #d,-,18,3239,2366,1442,420,2,225007,13950,3239,2367,1445,3237,2364,1439,93,100,0,500,3460;
@400000005e58c71c31567eb1 #d,-,18,3241,2367,1444,421,2,225024,13951,3241,2367,1444,3239,2365,1439,93,100,0,500,3455;
@400000005e58c71c315fb5bb #d,-,18,3242,2367,1443,422,2,225088,13955,3242,2368,1444,3241,2367,1438,93,100,0,500,3455;
@400000005e58c71e316e3c80 #d,-,18,3243,2367,1441,422,2,225105,13956,3243,2368,1444,3242,2366,1437,93,100,0,500,3455;
@400000005e58c71e3177e52a #d,-,18,3244,2368,1442,423,2,225122,13957,3244,2368,1444,3243,2367,1439,93,100,0,500,3455;
@400000005e58c7203186f890 #d,-,18,3245,2368,1439,424,2,225139,13958,3245,2368,1445,3244,2368,1438,93,100,0,500,3460;
@400000005e58c720319098d8 #d,-,18,3246,2367,1441,425,2,225156,13959,3246,2368,1445,3245,2365,1439,93,100,0,500,3457;
@400000005e58c722319f5690 #d,-,18,3247,2366,1440,426,2,225127,13957,3247,2368,1444,3246,2365,1440,93,100,0,500,3455;
@400000005e58c72231a8d81c #d,-,18,3247,2368,1443,427,2,225145,13958,3247,2368,1445,3247,2365,1438,93,100,0,500,3455;
@400000005e58c72431b785ff #d,-,18,3248,2368,1442,428,2,225161,13960,3248,2369,1445,3247,2366,1437,94,100,0,500,3455;
@400000005e58c72431c0d540 #d,-,18,3248,2368,1440,429,2,225178,13961,3248,2369,1447,3248,2366,1435,94,100,0,500,3455;
@400000005e58c72631cfbce1 #d,-,18,3248,2365,1441,430,2,225194,13962,3248,2368,1446,3248,2365,1438,93,100,0,500,3460;
@400000005e58c72631d8ec78 #d,-,18,3249,2367,1441,431,2,225211,13963,3249,2368,1445,3248,2365,1438,94,100,0,500,3455;
@400000005e58c72831e76bca #d,-,18,3249,2366,1442,431,2,225228,13964,3249,2367,1445,3249,2366,1440,94,100,0,500,3455;
@400000005e58c72831f10858 #d,-,18,3249,2365,1444,432,2,225245,13965,3249,2366,1444,3249,2364,1442,93,100,0,500,3457;
@400000005e58c72a320033f5 #d,-,18,3250,2364,1443,433,2,225262,13966,3250,2365,1446,3249,2364,1441,94,100,0,500,3457;
@400000005e58c72a32096746 #d,-,18,3251,2365,1446,434,2,225278,13967,3251,2365,1448,3250,2361,1441,93,100,0,500,3460;
@400000005e58c72c32181081 #d,-,18,3251,2366,1442,435,2,225295,13968,3251,2367,1448,3251,2365,1435,93,100,0,500,3460;
@400000005e58c72c3221c545 #d,-,18,3250,2367,1443,436,2,225311,13969,3251,2367,1447,3250,2366,1437,94,100,0,500,3453;
@400000005e58c72e32306353 #d,-,18,3251,2367,1443,437,2,225328,13970,3251,2368,1445,3250,2366,1440,93,100,0,500,3462;
@400000005e58c72e3239dd6c #d,-,18,3251,2365,1444,438,2,225344,13971,3251,2368,1444,3251,2364,1440,94,100,0,500,3457;
@400000005e58c730324900a7 #d,-,18,3252,2366,1442,439,2,225361,13972,3252,2366,1446,3251,2364,1440,93,100,0,500,3460;
@400000005e58c73032523b6b #d,-,18,3252,2366,1442,440,2,225377,13973,3252,2366,1447,3252,2365,1440,94,100,0,500,3457;
@400000005e58c732326117df #d,-,18,3252,2365,1443,441,2,225394,13974,3252,2366,1446,3252,2365,1440,93,100,0,500,3460;
@400000005e58c732326a5fad #d,-,18,3252,2365,1440,441,2,225409,13975,3252,2366,1445,3252,2365,1435,94,100,0,500,3455;
@400000005e58c73432799589 #d,-,18,3252,2365,1445,442,2,225424,13976,3252,2366,1445,3252,2365,1433,94,100,0,500,3455;
@400000005e58c7343282c8da #d,-,18,3251,2366,1445,443,2,225440,13977,3252,2367,1445,3251,2365,1436,94,100,0,500,3450;
@400000005e58c73632912881 #d,-,18,3251,2367,1444,444,2,225455,13978,3251,2367,1446,3251,2366,1439,94,100,0,500,3455;
@400000005e58c736329af48f #d,-,18,3251,2365,1445,445,2,225470,13979,3251,2367,1447,3251,2365,1414,93,100,0,500,3462;
@400000005e58c73832aa0baf #d,-,18,3250,2364,1443,446,2,225484,13980,3251,2366,1457,3250,2364,1415,94,100,0,500,3450;
@400000005e58c73832b36263 #d,-,18,3248,2366,1439,447,2,225499,13980,3250,2366,1451,3248,2364,1431,94,100,0,500,3441;
@400000005e58c73a32c25e82 #d,-,18,3249,2367,1440,448,2,225515,13981,3249,2367,1443,3248,2364,1439,94,100,0,500,3455;
@400000005e58c73a32cb8e18 #d,-,18,3249,2368,1419,449,2,225528,13982,3249,2368,1444,3249,2367,1414,94,100,0,500,3453;
@400000005e58c73c32da3bfb #d,-,18,3248,2367,1443,450,2,225543,13983,3249,2368,1454,3248,2366,1419,94,100,0,500,3445;
@400000005e58c73c32e38ef6 #d,-,18,3246,2369,1441,450,2,225600,13987,3248,2369,1453,3246,2367,1406,94,100,0,500,3450;
@400000005e58c73e32f26f24 #d,-,18,3247,2370,1443,451,2,225615,13988,3247,2370,1445,3246,2369,1434,94,100,0,500,3448;
@400000005e58c73e32fbaad6 #d,-,18,3247,2369,1441,452,2,225587,13986,3247,2371,1444,3247,2369,1437,93,100,0,500,3457;
@400000005e58c740330a3cc9 #d,-,18,3247,2368,1439,453,2,225645,13990,3247,2369,1443,3247,2367,1437,93,100,0,500,3457;
@400000005e58c740331408d6 #d,-,18,3248,2370,1440,454,2,225660,13990,3248,2370,1444,3247,2368,1437,93,100,0,500,3460;
@400000005e58c7423323d76f #d,-,18,3248,2372,1439,455,2,225632,13989,3248,2372,1442,3248,2370,1436,93,100,0,500,3460;
@400000005e58c742332d2e23 #d,-,18,3248,2371,1439,456,2,225689,13992,3248,2372,1444,3248,2371,1436,94,100,0,500,3455;
@400000005e58c744333c515f #d,-,18,3249,2371,1440,457,2,225661,13991,3249,2371,1441,3248,2370,1436,94,100,0,500,3455;
@400000005e58c744334584af #d,-,18,3249,2372,1442,458,2,225676,13991,3249,2372,1442,3249,2370,1436,94,100,0,500,3455;
@400000005e58c74633548ce9 #d,-,18,3249,2370,1440,459,2,225690,13992,3249,2372,1444,3249,2370,1437,93,100,0,500,3460;
@400000005e58c746335deb11 #d,-,18,3249,2372,1442,459,2,225705,13993,3249,2372,1442,3249,2370,1439,93,100,0,500,3460;
@400000005e58c748336d09a4 #d,-,18,3249,2373,1439,460,2,225720,13994,3249,2373,1442,3249,2371,1437,93,100,0,500,3462;
@400000005e58c748337631c8 #d,-,18,3249,2372,1438,461,2,225734,13995,3249,2373,1441,3249,2371,1433,93,100,0,500,3457;
@400000005e58c74a3384bc47 #d,-,18,3250,2372,1438,462,2,225749,13996,3250,2373,1440,3249,2371,1437,94,100,0,500,3455;
@400000005e58c74a338e74c5 #d,-,18,3250,2371,1440,463,2,225763,13997,3250,2372,1443,3250,2370,1437,94,100,0,500,3457;
@400000005e58c74c339d7c11 #d,-,18,3250,2372,1444,464,2,225778,13998,3250,2372,1444,3250,2370,1437,93,100,0,500,3460;
@400000005e58c74c33a6bf36 #d,-,18,3250,2370,1441,465,2,225792,13999,3250,2372,1444,3250,2369,1436,94,100,0,500,3457;
@400000005e58c74e33b4c1bc #d,-,18,3250,2371,1439,466,2,225848,14002,3250,2371,1444,3250,2369,1433,94,100,0,500,3455;
@400000005e58c74e33be3ae6 #d,-,18,3250,2370,1442,467,2,225820,14000,3250,2371,1445,3250,2369,1437,94,100,0,500,3457;
@400000005e58c75033cd61dc #d,-,18,3250,2370,1441,468,2,225834,14001,3250,2371,1444,3250,2370,1437,93,100,0,500,3460;
@400000005e58c75033d6b11d #d,-,18,3250,2370,1438,468,2,225849,14002,3250,2371,1444,3250,2368,1438,94,100,0,500,3457;
@400000005e58c75233e5c0ca #d,-,18,3251,2371,1440,469,2,225863,14003,3251,2371,1443,3250,2369,1437,93,100,0,500,3460;
@400000005e58c75233eef41a #d,-,18,3251,2371,1439,470,2,225877,14004,3251,2371,1442,3251,2368,1438,94,100,0,500,3455;
@400000005e58c75433fd5008 #d,-,18,3251,2370,1444,471,2,225893,14005,3251,2371,1448,3251,2370,1439,93,100,0,500,3460;
@400000005e58c754340713b4 #d,-,18,3253,2370,1446,472,2,225909,14006,3253,2371,1450,3251,2370,1443,93,100,0,500,3472;
@400000005e58c75634166cf4 #d,-,18,3255,2371,1445,473,2,225924,14007,3255,2372,1448,3253,2369,1443,93,100,0,500,3474;
@400000005e58c756341fac60 #d,-,18,3256,2371,1441,474,2,225940,14008,3256,2372,1448,3255,2370,1441,93,100,0,500,3469;
@400000005e58c758342e6a18 #d,-,18,3256,2372,1445,475,2,225955,14009,3256,2372,1447,3256,2370,1438,93,100,0,500,3469;
@400000005e58c7583437ff32 #d,-,18,3257,2369,1445,476,2,226011,14012,3257,2373,1445,3256,2369,1441,94,100,0,500,3464;
@400000005e58c75a34470a37 #d,-,18,3257,2373,1443,477,2,225985,14011,3257,2373,1446,3257,2369,1442,93,100,0,500,3467;
@400000005e58c75a34506594 #d,-,18,3258,2371,1442,478,2,226000,14012,3258,2373,1447,3257,2371,1442,93,100,0,500,3469;
@400000005e58c75c345f6925 #d,-,18,3259,2371,1445,478,2,226015,14012,3259,2372,1446,3258,2370,1441,93,100,0,500,3472;
@400000005e58c75c3468a030 #d,-,18,3259,2370,1439,479,2,226030,14013,3259,2371,1446,3259,2370,1439,94,100,0,500,3467;
@400000005e58c75e34778c79 #d,-,18,3259,2372,1443,480,2,226044,14014,3259,2372,1449,3259,2370,1438,93,100,0,500,3469;
@400000005e58c75e3480d358 #d,-,18,3259,2370,1444,481,2,226059,14015,3259,2372,1447,3259,2370,1440,94,100,0,500,3467;
@400000005e58c76034901196 #d,-,18,3260,2372,1444,482,2,226074,14016,3260,2373,1447,3259,2370,1441,93,100,0,500,3469;
@400000005e58c7603499412d #d,-,18,3260,2371,1445,483,2,226089,14017,3260,2372,1445,3260,2370,1441,94,100,0,500,3467;
@400000005e58c76234a7c7f2 #d,-,18,3260,2372,1442,484,3,226103,14018,3260,2373,1447,3260,2371,1440,94,100,0,500,3467;
@400000005e58c76234b18c8c #d,-,18,3260,2371,1442,485,3,226158,14021,3260,2372,1447,3260,2370,1441,94,100,0,500,3467;
@400000005e58c76434c0d5f7 #d,-,18,3260,2373,1444,486,3,226172,14022,3260,2373,1447,3260,2370,1442,93,100,0,500,3469;
@400000005e58c76434ca191d #d,-,18,3260,2372,1440,487,3,226146,14021,3260,2373,1445,3260,2371,1440,93,100,0,500,3472;
@400000005e58c76634d95fbc #d,-,18,3261,2372,1442,487,3,226161,14021,3261,2372,1445,3260,2371,1440,94,100,0,500,3467;
@400000005e58c76634e30004 #d,-,18,3261,2371,1442,488,3,226175,14022,3261,2372,1445,3261,2371,1438,94,100,0,500,3467;
@400000005e58c76834f1a2ba #d,-,18,3260,2373,1440,489,3,226189,14023,3261,2373,1445,3260,2371,1438,94,100,0,500,3464;
@400000005e58c76834fb2f72 #d,-,18,3260,2373,1445,490,3,226203,14024,3260,2374,1445,3260,2373,1439,94,100,0,500,3467;
@400000005e58c76a350a37ac #d,-,18,3260,2373,1445,491,3,226217,14025,3260,2374,1446,3260,2372,1442,94,100,0,500,3467;
@400000005e58c76a35136743 #d,-,18,3261,2371,1443,492,3,226231,14026,3261,2373,1446,3260,2371,1442,93,100,0,500,3472;
@400000005e58c76c35222053 #d,-,18,3261,2370,1444,493,3,226245,14027,3261,2371,1447,3261,2369,1442,94,100,0,500,3469;
@400000005e58c76c352be045 #d,-,18,3261,2370,1442,494,3,226259,14028,3261,2371,1448,3261,2369,1441,94,100,0,500,3467;
@400000005e58c76e353ab545 #d,-,18,3261,2369,1446,495,3,226273,14028,3261,2372,1451,3261,2364,1438,94,100,0,500,3467;
@400000005e58c76e35440bfa #d,-,18,3261,2367,1448,496,3,226287,14029,3261,2369,1448,3261,2367,1444,94,100,0,500,3467;
@400000005e58c77035534a38 #d,-,18,3260,2368,1445,497,3,226301,14030,3261,2369,1448,3260,2367,1443,94,100,0,500,3467;
@400000005e58c770355c85ea #d,-,18,3261,2367,1448,497,3,226315,14031,3261,2368,1448,3260,2366,1443,94,100,0,500,3464;
@400000005e58c772356b4ecf #d,-,18,3260,2368,1446,498,3,226367,14034,3261,2369,1449,3260,2367,1439,94,100,0,500,3462;
@400000005e58c7723574a1ca #d,-,18,3260,2366,1449,499,3,226342,14033,3260,2368,1449,3260,2366,1445,94,100,0,500,3467;
@400000005e58c7743583f397 #d,-,18,3261,2365,1448,500,3,226356,14034,3261,2367,1450,3260,2365,1444,93,100,0,500,3472;
@400000005e58c774358d232d #d,-,18,3261,2365,1449,501,3,226409,14037,3261,2366,1449,3261,2365,1440,94,100,0,500,3469;
@400000005e58c776359bc8af #d,-,18,3261,2365,1443,502,3,226383,14035,3261,2366,1449,3261,2365,1442,94,100,0,500,3467;
@400000005e58c77635a579ba #d,-,18,3261,2368,1445,503,3,226437,14039,3261,2368,1449,3261,2365,1442,94,100,0,500,3467;
@400000005e58c77835b46d76 #d,-,18,3262,2367,1446,504,3,226411,14037,3262,2368,1449,3261,2367,1441,94,100,0,500,3469;
@400000005e58c77835bdd046 #d,-,18,3261,2365,1445,504,3,226424,14038,3262,2368,1448,3261,2365,1442,94,100,0,500,3464;
@400000005e58c77a35ccacba #d,-,18,3262,2366,1445,505,3,226437,14039,3262,2367,1448,3261,2365,1443,94,100,0,500,3464;
