@400000005e22b5b51b12d0b6 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e22b5b609667e6e #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e22ba03087a2267 #d,-,18,3215,2355,1439,928,5,219030,13579,3215,2355,1441,3213,2353,1428,93,100,0,500,3426;
@400000005e22ba030883ac55 #d,-,18,3215,2355,1437,929,5,219041,13580,3215,2355,1442,3215,2353,1423,94,100,0,500,3417;
@400000005e22ba050893b1e0 #d,-,18,3216,2353,1435,930,5,219052,13581,3216,2355,1439,3215,2353,1426,93,100,0,500,3429;
@400000005e22ba05089d3adf #d,-,18,3217,2353,1433,931,5,219083,13583,3217,2355,1437,3216,2353,1431,94,100,0,500,3422;
@400000005e22ba0708ad21af #d,-,18,3217,2353,1433,932,5,219074,13582,3217,2355,1439,3217,2352,1423,94,100,0,500,3419;
@400000005e22ba0708b68fac #d,-,18,3218,2354,1439,933,5,219086,13583,3218,2354,1439,3217,2352,1424,93,100,0,500,3426;
@400000005e22ba0908c64342 #d,-,18,3219,2354,1425,934,5,219096,13583,3219,2355,1439,3218,2352,1423,94,100,0,500,3422;
@400000005e22ba0908cfdfd0 #d,-,18,3219,2352,1440,935,5,219108,13584,3219,2354,1441,3219,2352,1425,94,100,0,500,3419;
@400000005e22ba0b08dfb311 #d,-,18,3221,2352,1434,936,5,219119,13585,3221,2354,1441,3219,2352,1428,94,100,0,500,3426;
@400000005e22ba0b08e924c8 #d,-,18,3221,2354,1432,937,5,219130,13586,3221,2354,1439,3221,2351,1427,94,100,0,500,3426;
@400000005e22ba0d08f93a28 #d,-,18,3222,2351,1437,937,5,219142,13586,3222,2354,1440,3221,2351,1432,94,100,0,500,3419;
@400000005e22ba0d09029496 #d,-,18,3221,2352,1436,938,5,219153,13587,3222,2354,1443,3221,2351,1424,94,100,0,500,3422;
@400000005e22ba0f09125f75 #d,-,18,3222,2353,1439,939,5,219164,13588,3222,2353,1442,3221,2351,1428,94,100,0,500,3426;
@400000005e22ba0f091bf0d6 #d,-,18,3223,2353,1427,940,5,219175,13588,3223,2354,1442,3222,2350,1427,94,100,0,500,3422;
@400000005e22ba11092c0548 #d,-,18,3223,2351,1438,941,5,219187,13589,3223,2354,1443,3223,2351,1427,94,100,0,500,3424;
@400000005e22ba1109358f36 #d,-,18,3224,2351,1439,942,5,219198,13590,3224,2353,1442,3223,2351,1432,94,100,0,500,3429;
@400000005e22ba1309458d4e #d,-,18,3224,2352,1438,943,5,219209,13590,3224,2353,1443,3224,2351,1433,94,100,0,500,3429;
@400000005e22ba13094f02be #d,-,18,3226,2353,1443,944,5,219241,13592,3226,2353,1449,3224,2350,1437,93,100,0,500,3434;
@400000005e22ba15095eaa39 #d,-,18,3227,2352,1442,945,5,219233,13592,3227,2354,1450,3226,2352,1431,94,100,0,500,3431;
@400000005e22ba15096843fc #d,-,18,3229,2353,1446,945,5,219245,13593,3229,2354,1448,3227,2352,1432,93,100,0,500,3448;
@400000005e22ba17097839b2 #d,-,18,3231,2351,1436,946,5,219257,13593,3231,2354,1446,3229,2351,1436,93,100,0,500,3438;
@400000005e22ba1709822cdd #d,-,18,3231,2352,1440,947,5,219269,13594,3231,2354,1447,3231,2351,1426,94,100,0,500,3431;
@400000005e22ba190991d458 #d,-,18,3232,2353,1446,948,5,219280,13595,3232,2353,1447,3231,2351,1427,94,100,0,500,3438;
@400000005e22ba19099b3e9c #d,-,18,3232,2353,1424,949,5,219292,13596,3232,2354,1446,3232,2351,1421,94,100,0,500,3434;
@400000005e22ba1b09ab20c3 #d,-,18,3232,2352,1442,950,5,219323,13598,3232,2354,1445,3232,2352,1424,94,100,0,500,3429;
@400000005e22ba1b09b4b5de #d,-,18,3232,2354,1437,951,5,219334,13598,3232,2354,1446,3232,2351,1422,94,100,0,500,3429;
@400000005e22ba1d09c4b3f6 #d,-,18,3233,2352,1444,952,5,219326,13598,3233,2354,1447,3232,2352,1425,94,100,0,500,3438;
@400000005e22ba1d09ce1991 #d,-,18,3233,2355,1441,953,5,219338,13598,3233,2355,1445,3233,2352,1436,94,100,0,500,3431;
@400000005e22ba1f09dce71e #d,-,18,3232,2353,1440,954,5,219349,13599,3233,2355,1446,3232,2352,1422,94,100,0,500,3431;
@400000005e22ba1f09e6edd8 #d,-,18,3233,2354,1451,954,5,219361,13600,3233,2355,1453,3232,2353,1428,94,100,0,500,3436;
@400000005e22ba2109f6d3b9 #d,-,18,3234,2356,1428,955,5,219372,13601,3234,2356,1451,3233,2352,1428,94,100,0,500,3438;
@400000005e22ba210a0068d3 #d,-,18,3234,2354,1443,956,5,219384,13601,3234,2356,1449,3234,2354,1427,94,100,0,500,3436;
@400000005e22ba230a10376c #d,-,18,3234,2356,1444,957,5,219396,13602,3234,2356,1450,3234,2353,1433,94,100,0,500,3438;
@400000005e22ba230a19a569 #d,-,18,3236,2354,1440,958,5,219427,13604,3236,2357,1454,3234,2354,1434,93,100,0,500,3450;
@400000005e22ba250a291e53 #d,-,18,3238,2356,1447,959,5,219440,13605,3238,2357,1452,3236,2354,1440,93,100,0,500,3448;
@400000005e22ba250a330a0b #d,-,18,3238,2356,1444,960,5,219432,13604,3238,2357,1453,3238,2355,1430,94,100,0,500,3443;
@400000005e22ba270a42f3a6 #d,-,18,3240,2358,1446,961,5,219444,13605,3240,2358,1448,3238,2355,1435,93,100,0,500,3453;
@400000005e22ba270a4c7d93 #d,-,18,3240,2356,1441,962,5,219457,13606,3240,2358,1450,3240,2356,1441,94,100,0,500,3445;
@400000005e22ba290a5c4c2c #d,-,18,3242,2358,1447,963,5,219469,13607,3242,2358,1454,3240,2356,1438,93,100,0,500,3453;
@400000005e22ba290a65bde3 #d,-,18,3243,2356,1447,963,5,219481,13607,3243,2358,1447,3242,2356,1434,93,100,0,500,3455;
@400000005e22ba2b0a747427 #d,-,18,3244,2357,1429,964,5,219493,13608,3244,2357,1448,3243,2356,1428,94,100,0,500,3445;
@400000005e22ba2b0a7de5de #d,-,18,3244,2355,1448,965,5,219505,13609,3244,2358,1450,3244,2355,1429,94,100,0,500,3443;
@400000005e22ba2d0a8d822c #d,-,18,3243,2356,1441,966,5,219536,13611,3244,2356,1450,3243,2354,1427,94,100,0,500,3443;
@400000005e22ba2d0a9703b8 #d,-,18,3244,2354,1443,967,5,219528,13610,3244,2356,1446,3243,2354,1433,94,100,0,500,3448;
@400000005e22ba2f0aa6bb08 #d,-,18,3244,2354,1444,968,6,219541,13611,3244,2356,1450,3244,2353,1442,94,100,0,500,3445;
@400000005e22ba2f0ab02192 #d,-,18,3245,2357,1447,969,6,219553,13612,3245,2357,1451,3244,2354,1430,94,100,0,500,3445;
@400000005e22ba310abfae0b #d,-,18,3246,2357,1453,970,6,219564,13613,3246,2357,1453,3245,2355,1427,94,100,0,500,3450;
@400000005e22ba310ac94325 #d,-,18,3246,2355,1434,971,6,219577,13613,3246,2357,1453,3246,2354,1434,94,100,0,500,3448;
@400000005e22ba330ad94409 #d,-,18,3247,2355,1447,972,6,219589,13614,3247,2357,1455,3246,2354,1432,93,100,0,500,3455;
@400000005e22ba330ae2f15a #d,-,18,3246,2353,1444,972,6,219620,13616,3247,2356,1451,3246,2353,1432,94,100,0,500,3448;
@400000005e22ba350af24a9a #d,-,18,3247,2355,1439,973,6,219612,13615,3247,2356,1447,3246,2353,1429,94,100,0,500,3450;
@400000005e22ba350afbcc26 #d,-,18,3247,2356,1445,974,6,219624,13616,3247,2356,1453,3247,2353,1439,94,100,0,500,3445;
@400000005e22ba370b0b167f #d,-,18,3246,2354,1440,975,6,219636,13617,3247,2356,1451,3246,2354,1428,94,100,0,500,3441;
@400000005e22ba370b14dde4 #d,-,18,3246,2357,1448,976,6,219647,13618,3246,2357,1449,3246,2354,1429,94,100,0,500,3453;
@400000005e22ba390b24b4df #d,-,18,3246,2357,1441,977,6,219659,13618,3246,2357,1448,3246,2354,1441,94,100,0,500,3441;
@400000005e22ba390b2e3a24 #d,-,18,3245,2355,1448,978,6,219670,13619,3246,2357,1453,3245,2355,1425,94,100,0,500,3443;
@400000005e22ba3b0b3e3482 #d,-,18,3246,2354,1439,979,6,219701,13621,3246,2357,1449,3245,2354,1429,94,100,0,500,3450;
@400000005e22ba3b0b479a1e #d,-,18,3245,2356,1422,980,6,219692,13620,3246,2356,1445,3245,2354,1422,94,100,0,500,3441;
@400000005e22ba3d0b574db4 #d,-,18,3244,2354,1443,981,6,219704,13621,3245,2356,1450,3244,2354,1422,94,100,0,500,3438;
@400000005e22ba3d0b60f2a4 #d,-,18,3243,2355,1439,981,6,219715,13622,3244,2356,1455,3243,2354,1422,94,100,0,500,3436;
@400000005e22ba3f0b709ec7 #d,-,18,3245,2356,1443,982,6,219727,13623,3245,2356,1447,3243,2354,1425,94,100,0,500,3450;
@400000005e22ba3f0b7a3028 #d,-,18,3244,2352,1447,983,6,219738,13623,3245,2356,1448,3244,2351,1439,94,100,0,500,3436;
@400000005e22ba410b8a19c3 #d,-,18,3243,2354,1446,984,6,219768,13625,3244,2354,1453,3243,2351,1425,94,100,0,500,3436;
@400000005e22ba410b93804c #d,-,18,3245,2354,1451,985,6,219761,13625,3245,2356,1452,3243,2353,1434,93,100,0,500,3455;
@400000005e22ba430ba34b2c #d,-,18,3245,2356,1438,986,6,219773,13625,3245,2356,1451,3245,2353,1438,94,100,0,500,3448;
@400000005e22ba430bacc544 #d,-,18,3246,2355,1449,987,6,219785,13626,3246,2356,1455,3245,2353,1429,94,100,0,500,3448;
@400000005e22ba450bbc9023 #d,-,18,3246,2354,1448,988,6,219796,13627,3246,2356,1449,3246,2354,1433,94,100,0,500,3453;
@400000005e22ba450bc60df5 #d,-,18,3247,2356,1431,989,6,219808,13628,3247,2356,1448,3246,2354,1431,94,100,0,500,3445;
@400000005e22ba470bd6270f #d,-,18,3248,2354,1449,990,6,219820,13628,3248,2357,1454,3247,2353,1431,94,100,0,500,3450;
@400000005e22ba470bdf950c #d,-,18,3247,2354,1442,991,6,219831,13629,3248,2356,1458,3247,2354,1428,94,100,0,500,3448;
@400000005e22ba490beede77 #d,-,18,3249,2355,1449,991,6,219862,13631,3249,2355,1451,3247,2353,1431,93,100,0,500,3457;
@400000005e22ba490bf864ab #d,-,18,3249,2352,1446,992,6,219873,13632,3249,2355,1457,3249,2352,1434,94,100,0,500,3450;
@400000005e22ba4b0c082bd0 #d,-,18,3247,2355,1454,993,6,219866,13631,3249,2355,1464,3247,2351,1419,94,100,0,500,3434;
@400000005e22ba4b0c118db2 #d,-,18,3250,2355,1457,994,6,219879,13632,3250,2355,1457,3247,2353,1443,93,100,0,500,3467;
@400000005e22ba4d0c21069c #d,-,18,3252,2353,1448,995,6,219891,13633,3252,2355,1459,3250,2352,1448,93,100,0,500,3464;
@400000005e22ba4d0c2ae9f2 #d,-,18,3255,2353,1457,996,6,219905,13634,3255,2355,1460,3252,2352,1446,93,100,0,500,3469;
@400000005e22ba4f0c3a7a24 #d,-,18,3258,2355,1458,997,6,219918,13634,3258,2355,1463,3255,2353,1451,93,100,0,500,3481;
@400000005e22ba4f0c43ebdb #d,-,18,3261,2355,1448,998,6,219950,13636,3261,2355,1460,3258,2353,1445,93,100,0,500,3474;
@400000005e22ba510c53ab8d #d,-,18,3263,2353,1463,999,6,219945,13636,3263,2355,1464,3261,2353,1448,93,100,0,500,3476;
@400000005e22ba510c5d30d2 #d,-,18,3266,2355,1459,1000,6,219958,13637,3266,2356,1467,3263,2353,1444,93,100,0,500,3481;
@400000005e22ba530c6cc105 #d,-,18,3269,2355,1464,1000,6,219972,13638,3269,2355,1464,3266,2353,1444,93,100,0,500,3486;
@400000005e22ba530c767984 #d,-,18,3271,2354,1457,1001,6,219985,13639,3271,2355,1467,3269,2353,1455,94,100,0,500,3476;
@400000005e22ba550c864cc4 #d,-,18,3272,2356,1461,1002,6,219999,13639,3272,2356,1466,3271,2353,1446,94,100,0,500,3476;
@400000005e22ba550c8fe599 #d,-,18,3274,2356,1464,1003,6,220012,13640,3274,2356,1468,3272,2354,1445,94,100,0,500,3479;
@400000005e22ba570c9fb431 #d,-,18,3275,2354,1445,1004,6,220044,13642,3275,2356,1465,3274,2353,1445,94,100,0,500,3481;
@400000005e22ba570ca92e4a #d,-,18,3276,2353,1458,1005,6,220057,13643,3276,2355,1466,3275,2353,1443,94,100,0,500,3479;
@400000005e22ba590cb8a734 #d,-,18,3276,2356,1454,1006,6,220052,13643,3276,2356,1466,3276,2352,1436,94,100,0,500,3476;
@400000005e22ba590cc2636c #d,-,18,3277,2356,1452,1007,6,220065,13644,3277,2356,1463,3276,2354,1445,94,100,0,500,3476;
@400000005e22ba5b0cd251af #d,-,18,3278,2354,1457,1008,6,220078,13644,3278,2356,1462,3277,2354,1452,94,100,0,500,3476;
@400000005e22ba5b0cdbf69f #d,-,18,3278,2355,1460,1008,6,220091,13645,3278,2356,1462,3278,2354,1448,94,100,0,500,3476;
@400000005e22ba5d0cebc537 #d,-,18,3278,2354,1461,1009,6,220104,13646,3278,2356,1461,3278,2354,1444,94,100,0,500,3481;
@400000005e22ba5d0cf5a02b #d,-,18,3279,2355,1456,1010,6,220135,13648,3279,2356,1461,3278,2353,1454,94,100,0,500,3474;
@400000005e22ba5f0d045de3 #d,-,18,3279,2355,1458,1011,6,220130,13648,3279,2356,1463,3279,2353,1451,94,100,0,500,3479;
@400000005e22ba5f0d0e3d7f #d,-,18,3279,2353,1458,1012,6,220143,13648,3279,2355,1461,3279,2352,1450,94,100,0,500,3481;
@400000005e22ba610d1e430b #d,-,18,3280,2353,1453,1013,6,220156,13649,3280,2354,1462,3279,2352,1451,94,100,0,500,3479;
@400000005e22ba610d27cfc4 #d,-,18,3280,2354,1459,1014,6,220169,13650,3280,2355,1466,3280,2352,1453,94,100,0,500,3481;
@400000005e22ba630d3796e9 #d,-,18,3280,2354,1456,1015,6,220182,13651,3280,2354,1464,3280,2352,1449,94,100,0,500,3479;
@400000005e22ba630d410d48 #d,-,18,3280,2352,1463,1016,6,220214,13653,3280,2354,1463,3280,2352,1455,94,100,0,500,3483;
@400000005e22ba650d505f14 #d,-,18,3281,2352,1462,1017,6,220209,13652,3281,2354,1464,3280,2351,1458,94,100,0,500,3481;
@400000005e22ba650d5a65ce #d,-,18,3281,2354,1461,1018,6,220221,13653,3281,2355,1465,3281,2351,1446,94,100,0,500,3481;
@400000005e22ba670d6960fe #d,-,18,3281,2354,1461,1019,6,220234,13654,3281,2354,1464,3281,2352,1447,94,100,0,500,3481;
@400000005e22ba670d732598 #d,-,18,3281,2353,1449,1019,6,220246,13655,3281,2355,1461,3281,2352,1448,94,100,0,500,3476;
@400000005e22ba690d82e815 #d,-,18,3281,2353,1462,1020,6,220260,13656,3281,2354,1467,3281,2352,1449,94,100,0,500,3476;
@400000005e22ba690d8c6e49 #d,-,18,3281,2355,1457,1021,6,220272,13656,3281,2355,1462,3281,2352,1453,94,100,0,500,3483;
@400000005e22ba6b0d9c21df #d,-,18,3282,2354,1461,1022,6,220285,13657,3282,2356,1461,3281,2353,1446,94,100,0,500,3483;
@400000005e22ba6b0da5c227 #d,-,18,3281,2353,1455,1023,6,220316,13659,3282,2355,1463,3281,2352,1455,94,100,0,500,3474;
@400000005e22ba6d0db4ecd6 #d,-,18,3281,2354,1459,1024,6,220310,13659,3281,2354,1462,3281,2351,1448,94,100,0,500,3474;
@400000005e22ba6d0dbe6e62 #d,-,18,3281,2354,1470,1025,6,220323,13660,3281,2354,1471,3281,2352,1443,94,100,0,500,3479;
@400000005e22ba6f0dce455c #d,-,18,3281,2352,1455,1026,6,220336,13660,3281,2354,1470,3281,2352,1451,94,100,0,500,3476;
@400000005e22ba6f0dd7c32e #d,-,18,3281,2352,1464,1027,6,220349,13661,3281,2354,1468,3281,2352,1447,94,100,0,500,3481;
@400000005e22ba710de75f7c #d,-,18,3282,2354,1461,1028,6,220362,13662,3282,2354,1464,3281,2352,1451,94,100,0,500,3483;
@400000005e22ba710df10826 #d,-,18,3283,2354,1456,1029,6,220375,13663,3283,2354,1465,3282,2351,1456,94,100,0,500,3483;
@400000005e22ba730e00de32 #d,-,18,3284,2352,1462,1029,6,220407,13665,3284,2354,1465,3283,2351,1456,94,100,0,500,3486;
@400000005e22ba730e0a6466 #d,-,18,3285,2353,1462,1030,6,220401,13664,3285,2355,1463,3284,2351,1451,94,100,0,500,3481;
@400000005e22ba750e19aa17 #d,-,18,3286,2353,1462,1031,6,220414,13665,3286,2353,1463,3285,2352,1454,94,100,0,500,3486;
@400000005e22ba750e231814 #d,-,18,3286,2353,1461,1032,6,220427,13666,3286,2353,1463,3286,2351,1458,94,100,0,500,3481;
@400000005e22ba770e32db7f #d,-,18,3286,2352,1459,1033,6,220440,13667,3286,2354,1464,3286,2352,1457,94,100,0,500,3481;
@400000005e22ba770e3c5d0b #d,-,18,3286,2352,1459,1034,6,220453,13668,3286,2354,1464,3286,2352,1455,94,100,0,500,3486;
@400000005e22ba790e4c1cbd #d,-,18,3287,2355,1457,1035,6,220484,13670,3287,2355,1463,3286,2351,1455,94,100,0,500,3481;
@400000005e22ba790e55a5bc #d,-,18,3287,2355,1464,1036,6,220479,13669,3287,2355,1467,3287,2352,1455,94,100,0,500,3483;
@400000005e22ba7b0e65a78e #d,-,18,3287,2352,1461,1037,6,220492,13670,3287,2355,1469,3287,2352,1446,94,100,0,500,3483;
@400000005e22ba7b0e6f2560 #d,-,18,3287,2354,1461,1038,6,220504,13671,3287,2355,1462,3287,2351,1451,94,100,0,500,3483;
@400000005e22ba7d0e7f1b16 #d,-,18,3286,2354,1457,1039,6,220517,13672,3287,2354,1464,3286,2352,1452,94,100,0,500,3474;
@400000005e22ba7d0e88ac77 #d,-,18,3285,2352,1457,1039,6,220528,13672,3286,2354,1466,3285,2352,1444,94,100,0,500,3474;
@400000005e22ba7f0e986b3b #d,-,18,3284,2353,1464,1040,6,220540,13673,3285,2354,1468,3284,2352,1438,94,100,0,500,3479;
@400000005e22ba7f0ea20c71 #d,-,18,3283,2354,1441,1041,6,220571,13675,3284,2354,1464,3283,2352,1441,94,100,0,500,3472;
@400000005e22ba810eb1eadf #d,-,18,3282,2354,1460,1042,6,220565,13675,3283,2355,1468,3282,2352,1438,94,100,0,500,3472;
@400000005e22ba810ebb68b1 #d,-,18,3281,2353,1461,1043,6,220577,13675,3282,2355,1469,3281,2352,1442,94,100,0,500,3474;
@400000005e22ba830ecb374a #d,-,18,3282,2355,1459,1044,6,220589,13676,3282,2355,1466,3281,2352,1450,94,100,0,500,3486;
@400000005e22ba830ed4c8aa #d,-,18,3282,2355,1460,1045,6,220602,13677,3282,2355,1467,3282,2352,1458,94,100,0,500,3483;
@400000005e22ba850ee4b6ed #d,-,18,3282,2353,1460,1046,6,220614,13678,3282,2355,1466,3282,2353,1445,94,100,0,500,3476;
@400000005e22ba850eee24ea #d,-,18,3283,2354,1464,1047,6,220626,13678,3283,2355,1464,3282,2353,1450,94,100,0,500,3486;
@400000005e22ba870efd9a1b #d,-,18,3283,2352,1456,1048,6,220656,13680,3283,2355,1466,3283,2352,1456,94,100,0,500,3481;
@400000005e22ba870f0790ff #d,-,18,3283,2353,1460,1049,6,220651,13680,3283,2356,1463,3283,2352,1451,94,100,0,500,3481;
@400000005e22ba890f17387b #d,-,18,3283,2355,1463,1050,6,220681,13682,3283,2355,1466,3283,2353,1454,94,100,0,500,3481;
@400000005e22ba890f20dd6a #d,-,18,3285,2353,1454,1050,6,220675,13681,3285,2355,1465,3283,2353,1452,94,100,0,500,3486;
@400000005e22ba8b0f30b376 #d,-,18,3285,2355,1460,1051,6,220688,13682,3285,2355,1462,3285,2353,1454,94,100,0,500,3481;
@400000005e22ba8b0f3a29d5 #d,-,18,3284,2354,1459,1052,6,220700,13683,3285,2355,1462,3284,2353,1451,94,100,0,500,3479;
@400000005e22ba8d0f49c623 #d,-,18,3285,2352,1464,1053,6,220713,13684,3285,2355,1465,3284,2351,1458,94,100,0,500,3483;
@400000005e22ba8d0f53ad32 #d,-,18,3286,2354,1461,1054,6,220725,13685,3286,2354,1464,3285,2352,1460,94,100,0,500,3486;
@400000005e22ba8f0f6354ae #d,-,18,3286,2354,1462,1055,6,220738,13685,3286,2354,1463,3286,2352,1457,94,100,0,500,3486;
@400000005e22ba8f0f6ce255 #d,-,18,3286,2350,1463,1056,6,220750,13686,3286,2354,1463,3286,2349,1459,94,100,0,500,3481;
@400000005e22ba910f7d1de4 #d,-,18,3286,2350,1455,1057,6,220762,13687,3286,2352,1465,3286,2350,1453,94,100,0,500,3483;
@400000005e22ba910f869443 #d,-,18,3286,2350,1462,1058,6,220775,13688,3286,2352,1463,3286,2350,1455,94,100,0,500,3481;
@400000005e22ba930f962be9 #d,-,18,3286,2351,1460,1059,6,220787,13688,3286,2351,1465,3286,2349,1459,94,100,0,500,3481;
@400000005e22ba930fa02ee9 #d,-,18,3287,2349,1462,1060,6,220799,13689,3287,2351,1465,3286,2348,1459,94,100,0,500,3483;
@400000005e22ba950fb0013c #d,-,18,3287,2349,1463,1060,6,220812,13690,3287,2351,1465,3287,2346,1461,94,100,0,500,3481;
@400000005e22ba950fb983b6 #d,-,18,3287,2350,1458,1061,6,220824,13691,3287,2352,1464,3287,2349,1458,94,100,0,500,3483;
@400000005e22ba970fc9bf45 #d,-,18,3287,2351,1461,1062,6,220836,13691,3287,2352,1464,3287,2350,1454,94,100,0,500,3483;
@400000005e22ba970fd3448b #d,-,18,3287,2352,1304,1063,6,220845,13692,3287,2352,1464,3287,2350,1304,94,100,0,500,3481;
@400000005e22ba990fe35da5 #d,-,18,2771,2353,1153,1064,6,220806,13689,3287,2354,1304,2771,2351,981,90,100,0,500,3073;
@400000005e22ba990fecdb77 #d,-,18,2465,2351,1148,1065,6,220788,13688,2771,2354,1153,2465,2351,1139,89,100,0,500,2751;
@400000005e22ba9b0ffcfcf3 #d,-,18,2465,2352,1143,1065,6,220754,13686,2465,2354,1148,2465,2351,1143,89,100,0,500,2739;
@400000005e22ba9b10067e7f #d,-,18,2466,2353,1148,1066,6,220719,13684,2466,2354,1149,2465,2351,1142,89,100,0,500,2742;
@400000005e22ba9d1016dd72 #d,-,18,2467,2351,1146,1067,6,220667,13681,2467,2354,1148,2466,2351,1142,89,100,0,500,2742;
@400000005e22ba9d1020728d #d,-,18,2467,2353,1142,1067,6,220632,13679,2467,2354,1148,2467,2351,1142,90,100,0,500,2739;
@400000005e22ba9f102ff793 #d,-,18,2467,2354,1143,1068,6,220597,13677,2467,2354,1143,2467,2351,1140,90,100,0,500,2734;
@400000005e22ba9f103903c6 #d,-,18,2466,2353,1143,1069,6,220562,13674,2467,2354,1145,2466,2352,1141,90,100,0,500,2734;
@400000005e22baa1104901de #d,-,18,2466,2355,1141,1069,6,220527,13672,2466,2355,1146,2466,2352,1139,90,100,0,500,2734;
@400000005e22baa11052a225 #d,-,18,2465,2355,1140,1070,6,220509,13671,2466,2355,1142,2465,2353,1134,90,100,0,500,2730;
@400000005e22baa31062cece #d,-,18,2463,2353,1138,1071,6,220456,13668,2465,2355,1141,2463,2352,1134,90,100,0,500,2723;
@400000005e22baa3106c63e9 #d,-,18,2461,2355,1136,1071,6,220438,13667,2463,2355,1139,2461,2352,1134,90,100,0,500,2723;
@400000005e22baa5107cd3a0 #d,-,18,2460,2353,1131,1072,6,220385,13663,2461,2355,1136,2460,2353,1131,90,100,0,500,2720;
@400000005e22baa510864910 #d,-,18,2457,2355,1134,1073,6,220349,13661,2460,2355,1136,2457,2352,1129,90,100,0,500,2711;
@400000005e22baa710968d02 #d,-,18,2455,2354,1138,1073,6,220314,13659,2457,2355,1138,2455,2353,1132,90,100,0,500,2713;
@400000005e22baa710a02a7e #d,-,18,2454,2355,1133,1074,6,220278,13657,2455,2355,1138,2454,2353,1132,90,100,0,500,2713;
@400000005e22baa910b04752 #d,-,18,2452,2354,1135,1075,6,220243,13655,2454,2356,1136,2452,2354,1132,90,100,0,500,2715;
@400000005e22baa910b9e026 #d,-,18,2452,2356,1133,1075,6,220207,13652,2452,2356,1137,2452,2354,1130,90,100,0,500,2718;
@400000005e22baab10ca055c #d,-,18,2450,2354,1134,1076,6,220171,13650,2452,2356,1136,2450,2353,1127,90,100,0,500,2713;
@400000005e22baab10d37acc #d,-,18,2448,2356,1129,1077,6,220153,13649,2450,2356,1134,2448,2353,1127,90,100,0,500,2708;
@400000005e22baad10e2f3b6 #d,-,18,2446,2353,1127,1077,6,220099,13646,2448,2356,1134,2446,2353,1126,90,100,0,500,2706;
@400000005e22baad10ecd352 #d,-,18,2444,2354,1134,1078,6,220081,13645,2446,2354,1134,2444,2353,1127,90,100,0,500,2706;
@400000005e22baaf10fd1744 #d,-,18,2442,2356,1129,1079,6,220027,13641,2444,2356,1134,2442,2354,1127,90,100,0,500,2708;
@400000005e22baaf1106ac5e #d,-,18,2440,2355,1130,1079,6,219991,13639,2442,2356,1132,2440,2354,1127,90,100,0,500,2704;
@400000005e22bab111170ffa #d,-,18,2438,2356,1128,1080,6,219955,13637,2440,2356,1131,2438,2354,1126,90,100,0,500,2706;
@400000005e22bab1112098f9 #d,-,18,2436,2356,1125,1081,6,219919,13634,2438,2356,1130,2436,2353,1123,90,100,0,500,2701;
@400000005e22bab3113021b9 #d,-,18,2434,2355,1128,1081,6,219882,13632,2436,2357,1129,2434,2354,1123,90,100,0,500,2697;
@400000005e22bab3113a23ca #d,-,18,2432,2356,1125,1082,6,219846,13630,2434,2356,1129,2432,2354,1122,90,100,0,500,2697;
@400000005e22bab5114a7791 #d,-,18,2430,2354,1127,1083,6,219810,13628,2432,2357,1129,2430,2354,1122,90,100,0,500,2699;
@400000005e22bab511541c80 #d,-,18,2429,2356,1124,1083,6,219791,13627,2430,2356,1128,2429,2353,1121,90,100,0,500,2692;
@400000005e22bab71164359a #d,-,18,2428,2354,1126,1084,6,219755,13624,2429,2357,1130,2428,2354,1122,89,100,0,500,2699;
@400000005e22bab7116db36d #d,-,18,2426,2356,1124,1085,6,219701,13621,2428,2357,1126,2426,2354,1120,90,100,0,500,2694;
@400000005e22bab9117d4b13 #d,-,18,2425,2354,1124,1086,6,219665,13619,2426,2356,1127,2425,2353,1120,90,100,0,500,2692;
@400000005e22bab91187afdc #d,-,18,2424,2356,1124,1086,6,219629,13617,2425,2356,1126,2424,2353,1120,90,100,0,500,2692;
@400000005e22babb1197d424 #d,-,18,2422,2354,1122,1087,6,219593,13614,2424,2356,1125,2422,2354,1120,90,100,0,500,2689;
@400000005e22babb11a171a0 #d,-,18,2421,2356,1125,1088,6,219556,13612,2422,2356,1125,2421,2353,1121,90,100,0,500,2689;
@400000005e22babd11b1e7dc #d,-,18,2420,2355,1122,1088,6,219520,13610,2421,2357,1127,2420,2355,1121,89,100,0,500,2689;
@400000005e22babd11bb6e10 #d,-,18,2419,2355,1128,1089,6,219485,13608,2420,2356,1128,2419,2354,1120,89,100,0,500,2694;
@400000005e22babf11cbc590 #d,-,18,2419,2356,1121,1090,6,219448,13605,2419,2357,1128,2419,2355,1119,89,100,0,500,2692;
@400000005e22babf11d53eba #d,-,18,2417,2354,1122,1090,6,219412,13603,2419,2356,1125,2417,2353,1119,89,100,0,500,2687;
@400000005e22bac111e4d395 #d,-,18,2416,2356,1123,1091,6,219393,13602,2417,2356,1125,2416,2353,1120,89,100,0,500,2687;
@400000005e22bac111ee7023 #d,-,18,2511,2352,1409,1092,6,219363,13600,2511,2356,1409,2416,2351,1120,91,100,0,500,2739;
@400000005e22bac311fe56f2 #d,-,18,3108,2355,1429,1093,6,219390,13602,3108,2355,1459,2511,2351,1409,94,100,0,500,3299;
